osmid,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,lanes,ref,junction
"[32535836, 48460405, 48460406]",Roßmarkt,unclassified,False,False,33.413,yes,"LINESTRING (15.0086768 47.4281563, 15.008764 47.4281769, 15.0088958 47.428208, 15.0090229 47.4282323, 15.0091027 47.4282373)",,,,
675834996,Hauptstraße,tertiary,False,True,94.64199999999998,,"LINESTRING (15.0086768 47.4281563, 15.0087145 47.4280845, 15.0087754 47.427896, 15.0088073 47.4277705, 15.0088417 47.4276623, 15.0087901 47.4274247, 15.008828 47.4273241)",30,,,
1086589793,Hauptstraße,tertiary,False,False,29.872999999999998,,"LINESTRING (15.0086768 47.4281563, 15.0086153 47.4282215, 15.0085837 47.4282549, 15.0083892 47.4283303)",30,,,
"[658806057, 658806060, 30516143]",Schulgasse,residential,False,True,274.37,,"LINESTRING (15.0083892 47.4283303, 15.008219 47.428253, 15.0079155 47.4281517, 15.0076189 47.4280527, 15.0073176 47.4279655, 15.0069321 47.4278617, 15.0065524 47.4277684, 15.006306 47.4277148, 15.0060367 47.4276607, 15.0057968 47.4276125, 15.0053384 47.4275295, 15.0049887 47.4274662)",30,,,
1086589793,Hauptstraße,tertiary,False,True,29.872999999999998,,"LINESTRING (15.0083892 47.4283303, 15.0085837 47.4282549, 15.0086153 47.4282215, 15.0086768 47.4281563)",30,,,
30515829,Glögglhofgasse,residential,False,False,111.625,,"LINESTRING (15.0043455 47.4289552, 15.0030052 47.4288081, 15.0028901 47.4287733)",,,,
30516142,Glögglhofgasse,residential,False,False,28.895,,"LINESTRING (15.0043455 47.4289552, 15.0042584 47.4290959, 15.0041887 47.4291923)",30,,,
30516142,Glögglhofgasse,residential,False,True,172.84699999999998,,"LINESTRING (15.0043455 47.4289552, 15.004501 47.4287159, 15.0045728 47.4285775, 15.0049887 47.4274662)",30,,,
30515829,Glögglhofgasse,residential,False,True,111.625,,"LINESTRING (15.0028901 47.4287733, 15.0030052 47.4288081, 15.0043455 47.4289552)",,,,
30516159,Jahngasse,residential,False,True,194.833,,"LINESTRING (15.0111736 47.4208568, 15.0112002 47.4209059, 15.0114956 47.4213063, 15.0118531 47.4216225, 15.0122257 47.4219434, 15.0124866 47.422169, 15.0126256 47.4222981)",30,,,
1263914388,Bahnhofstraße,residential,False,False,185.959,,"LINESTRING (15.0111736 47.4208568, 15.0108032 47.4209226, 15.0106032 47.4210019, 15.010452 47.421077, 15.0102505 47.421182, 15.0100679 47.421308, 15.0093259 47.4219062)",30,,,
30515999,Hauptstraße,tertiary,False,False,37.504999999999995,,"LINESTRING (15.0126256 47.4222981, 15.0124747 47.4223693, 15.0123809 47.4224083, 15.0122043 47.422478)",30,,,
30516159,Jahngasse,residential,False,False,194.833,,"LINESTRING (15.0126256 47.4222981, 15.0124866 47.422169, 15.0122257 47.4219434, 15.0118531 47.4216225, 15.0114956 47.4213063, 15.0112002 47.4209059, 15.0111736 47.4208568)",30,,,
30515941,Goldbachgasse,residential,False,False,36.064,,"LINESTRING (15.0006596 47.4266903, 15.0006532 47.426366)",,,,
30515941,Goldbachgasse,residential,False,True,36.064,,"LINESTRING (15.0006532 47.426366, 15.0006596 47.4266903)",,,,
30516146,Goldbachgasse,residential,False,True,46.151,,"LINESTRING (15.0006532 47.426366, 15.0012303 47.4262252)",,,,
30515941,Goldbachgasse,residential,False,False,40.271,,"LINESTRING (15.0006532 47.426366, 15.0005324 47.4261522, 15.0004621 47.4260277)",,,,
30515941,Goldbachgasse,residential,False,True,40.271,,"LINESTRING (15.0004621 47.4260277, 15.0005324 47.4261522, 15.0006532 47.426366)",,,,
30515942,Brückengasse,residential,False,False,25.615,,"LINESTRING (15.0024782 47.4259263, 15.0021576 47.4260039)",30,,,
"[614218868, 30515942]",Brückengasse,"['residential', 'unclassified']",False,"[False, True]",180.102,,"LINESTRING (15.0024782 47.4259263, 15.0034552 47.425674, 15.0039625 47.4255474, 15.0033712 47.4252515, 15.0033394 47.4252077)",30,,,
30515966,Brückengasse,residential,False,False,249.00000000000006,,"LINESTRING (15.0024782 47.4259263, 15.0025903 47.4261361, 15.0028741 47.4266643, 15.0029322 47.4267783, 15.0029606 47.4268463, 15.0029732 47.426919, 15.002952 47.4269914, 15.0029218 47.4270534, 15.00271 47.4274909, 15.0025962 47.4276656, 15.0025499 47.4277035, 15.0024227 47.427767, 15.0023206 47.4278251, 15.0022414 47.4279058, 15.0022057 47.4279565)",30,,,
30515942,Brückengasse,residential,False,True,25.615,,"LINESTRING (15.0021576 47.4260039, 15.0024782 47.4259263)",30,,,
30516148,Goldbachgasse,residential,False,True,15.381,,"LINESTRING (15.0022057 47.4279565, 15.0022673 47.4280884)",30,,,
30515966,Brückengasse,residential,False,True,249.00000000000003,,"LINESTRING (15.0022057 47.4279565, 15.0022414 47.4279058, 15.0023206 47.4278251, 15.0024227 47.427767, 15.0025499 47.4277035, 15.0025962 47.4276656, 15.00271 47.4274909, 15.0029218 47.4270534, 15.002952 47.4269914, 15.0029732 47.426919, 15.0029606 47.4268463, 15.0029322 47.4267783, 15.0028741 47.4266643, 15.0025903 47.4261361, 15.0024782 47.4259263)",30,,,
30516148,Goldbachgasse,residential,False,False,206.04300000000003,,"LINESTRING (15.0022057 47.4279565, 15.0019127 47.4274248, 15.0017983 47.4272272, 15.0016527 47.4269513, 15.0015769 47.4268272, 15.0014904 47.426681, 15.0014234 47.4265576, 15.001319 47.4263762, 15.0012303 47.4262252)",30,,,
30515999,Hauptstraße,tertiary,False,False,167.575,,"LINESTRING (15.0122043 47.422478, 15.012004 47.4225677, 15.0118936 47.4226215, 15.0117027 47.4227297, 15.0116248 47.4227863, 15.0114951 47.4228883, 15.0114159 47.4229836, 15.0113073 47.4231369, 15.0112228 47.4232721, 15.0110176 47.4236959)",30,,,
30515999,Hauptstraße,tertiary,False,True,37.505,,"LINESTRING (15.0122043 47.422478, 15.0123809 47.4224083, 15.0124747 47.4223693, 15.0126256 47.4222981)",30,,,
237411847,Hauptstraße,tertiary,False,False,38.956,,"LINESTRING (15.0110176 47.4236959, 15.0107297 47.4239871)",30,,,
30515999,Hauptstraße,tertiary,False,True,167.57499999999996,,"LINESTRING (15.0110176 47.4236959, 15.0112228 47.4232721, 15.0113073 47.4231369, 15.0114159 47.4229836, 15.0114951 47.4228883, 15.0116248 47.4227863, 15.0117027 47.4227297, 15.0118936 47.4226215, 15.012004 47.4225677, 15.0122043 47.422478)",30,,,
30516292,Bahnhofstraße,residential,True,False,153.45699999999997,,"LINESTRING (15.0110176 47.4236959, 15.0108606 47.4236209, 15.0103428 47.4233107, 15.0102782 47.4232307, 15.010267 47.4231898, 15.0102217 47.4230249, 15.0101837 47.4227435, 15.0101752 47.4225827, 15.0101688 47.4225448)",30,,,
237411847,Hauptstraße,tertiary,False,True,38.956,,"LINESTRING (15.0107297 47.4239871, 15.0110176 47.4236959)",30,,,
"[237411848, 303691313, 391889531, 237411847]",Hauptstraße,tertiary,False,False,140.31699999999998,yes,"LINESTRING (15.0107297 47.4239871, 15.010531 47.4241515, 15.0103305 47.4243174, 15.0102496 47.4243923, 15.0101704 47.4244577, 15.0100145 47.4246144, 15.0098433 47.4247857, 15.0098111 47.4248263, 15.0097638 47.4248918, 15.0097482 47.4249188, 15.0096869 47.4250253)",30,,,
303691167,Badgasse,residential,False,True,76.232,,"LINESTRING (15.0107297 47.4239871, 15.0107761 47.4240092, 15.0109459 47.4240806, 15.0111397 47.4241386, 15.0112207 47.4241446, 15.0113608 47.4240801, 15.0116361 47.4241495)",30,,,
391866025,Hauptstraße,tertiary,False,False,123.529,,"LINESTRING (15.0096869 47.4250253, 15.0095652 47.4253029, 15.009372 47.4261138)",20,,,
"[237411848, 303691313, 391889531, 237411847]",Hauptstraße,tertiary,False,True,140.317,yes,"LINESTRING (15.0096869 47.4250253, 15.0097482 47.4249188, 15.0097638 47.4248918, 15.0098111 47.4248263, 15.0098433 47.4247857, 15.0100145 47.4246144, 15.0101704 47.4244577, 15.0102496 47.4243923, 15.0103305 47.4243174, 15.010531 47.4241515, 15.0107297 47.4239871)",30,,,
"[30516057, 48460404, 624101278]",Roßmarkt,residential,True,False,57.175,yes,"LINESTRING (15.009372 47.4261138, 15.0094266 47.4261221, 15.009535 47.4261411, 15.009579 47.4261482, 15.0096445 47.4261626, 15.0096663 47.4261687, 15.0096496 47.4264759)",,,,
391866025,Hauptstraße,tertiary,False,False,52.708,,"LINESTRING (15.009372 47.4261138, 15.0092967 47.4262771, 15.0091469 47.4265626)",20,,,
391866025,Hauptstraße,tertiary,False,True,123.529,,"LINESTRING (15.009372 47.4261138, 15.0095652 47.4253029, 15.0096869 47.4250253)",20,,,
30516294,Luchinettigasse,residential,True,False,63.004999999999995,,"LINESTRING (15.0091469 47.4265626, 15.008671 47.4264155, 15.0083916 47.4263181)",30,,,
391866025,Hauptstraße,tertiary,False,True,52.708,,"LINESTRING (15.0091469 47.4265626, 15.0092967 47.4262771, 15.009372 47.4261138)",20,,,
"[1149508315, 675834997]",Hauptstraße,tertiary,False,False,88.045,,"LINESTRING (15.0091469 47.4265626, 15.0090994 47.4266679, 15.009045 47.4267994, 15.008981 47.4269864, 15.008828 47.4273241)",30,,,
30516295,Roseggergasse,residential,True,False,210.868,,"LINESTRING (15.008828 47.4273241, 15.0087414 47.4272926, 15.0084967 47.4272036, 15.0080789 47.4270568, 15.0076949 47.4268732, 15.007328 47.4266607, 15.0072762 47.4266367, 15.0066364 47.4263396, 15.0065757 47.4263187, 15.0064811 47.4263075)",30,,,
675834996,Hauptstraße,tertiary,False,False,94.642,,"LINESTRING (15.008828 47.4273241, 15.0087901 47.4274247, 15.0088417 47.4276623, 15.0088073 47.4277705, 15.0087754 47.427896, 15.0087145 47.4280845, 15.0086768 47.4281563)",30,,,
"[1149508315, 675834997]",Hauptstraße,tertiary,False,True,88.045,,"LINESTRING (15.008828 47.4273241, 15.008981 47.4269864, 15.009045 47.4267994, 15.0090994 47.4266679, 15.0091469 47.4265626)",30,,,
30516001,Trabocher Straße,tertiary,False,False,108.757,,"LINESTRING (15.008983 47.4216798, 15.0090486 47.4214981, 15.0091777 47.4212397, 15.0092435 47.4211115, 15.0092933 47.4208464, 15.0093096 47.4207316)",50,,,
87974836,Koloniegasse,tertiary,False,True,302.35299999999995,,"LINESTRING (15.008983 47.4216798, 15.0088842 47.4217592, 15.0087106 47.4219013, 15.0086167 47.4219837, 15.0085727 47.4220194, 15.008424 47.4221403, 15.0081688 47.4223475, 15.0081379 47.4223726, 15.0079044 47.422558, 15.0077315 47.4226615, 15.0076577 47.4226944, 15.0075715 47.4227225, 15.0075075 47.4227261, 15.0074043 47.4227189, 15.0072617 47.4226823, 15.0067605 47.4225278, 15.0066324 47.422488, 15.0064886 47.4224611, 15.0063831 47.4224554, 15.0063414 47.4224583, 15.0059445 47.42252, 15.0057526 47.4225576)",50,,,
635047999,Bahnhofstraße,residential,False,True,36.058,,"LINESTRING (15.008983 47.4216798, 15.0090741 47.4217383, 15.0091283 47.4217746, 15.009169 47.4217991, 15.009208 47.4218238, 15.0093259 47.4219062)",30,,,
30516001,Trabocher Straße,tertiary,False,True,108.757,,"LINESTRING (15.0093096 47.4207316, 15.0092933 47.4208464, 15.0092435 47.4211115, 15.0091777 47.4212397, 15.0090486 47.4214981, 15.008983 47.4216798)",50,,,
30516210,Angerweg,residential,False,False,177.41199999999998,,"LINESTRING (15.0057526 47.4225576, 15.005585 47.422361, 15.0052869 47.4220249, 15.0047658 47.4215459, 15.0044315 47.4212383)",,,,
87974836,Koloniegasse,tertiary,False,False,302.353,,"LINESTRING (15.0057526 47.4225576, 15.0059445 47.42252, 15.0063414 47.4224583, 15.0063831 47.4224554, 15.0064886 47.4224611, 15.0066324 47.422488, 15.0067605 47.4225278, 15.0072617 47.4226823, 15.0074043 47.4227189, 15.0075075 47.4227261, 15.0075715 47.4227225, 15.0076577 47.4226944, 15.0077315 47.4226615, 15.0079044 47.422558, 15.0081379 47.4223726, 15.0081688 47.4223475, 15.008424 47.4221403, 15.0085727 47.4220194, 15.0086167 47.4219837, 15.0087106 47.4219013, 15.0088842 47.4217592, 15.008983 47.4216798)",50,,,
87974836,Koloniegasse,tertiary,False,True,245.094,,"LINESTRING (15.0057526 47.4225576, 15.0053892 47.4226332, 15.0052512 47.4226662, 15.0048922 47.4227612, 15.0043856 47.4229071, 15.0042642 47.4229465, 15.0041741 47.4229757, 15.0037366 47.4231215, 15.0033196 47.4232368, 15.0027863 47.4233232, 15.0027225 47.4233487)",50,,,
303691167,Badgasse,residential,False,False,76.232,,"LINESTRING (15.0116361 47.4241495, 15.0113608 47.4240801, 15.0112207 47.4241446, 15.0111397 47.4241386, 15.0109459 47.4240806, 15.0107761 47.4240092, 15.0107297 47.4239871)",30,,,
"[30515843, 1149508318]",Heinrich-Mitsch-Straße,residential,False,False,84.149,,"LINESTRING (15.0105206 47.4264164, 15.010417 47.426559, 15.010264 47.4267099, 15.0099987 47.4268328, 15.009926 47.4268512, 15.0098224 47.4268774, 15.0097436 47.4269228)",,,,
30516086,Am Hang,residential,False,False,149.519,,"LINESTRING (15.0105206 47.4264164, 15.0105881 47.4262729, 15.0107999 47.425795, 15.0107412 47.4256979, 15.0106703 47.425686, 15.0108755 47.4251633)",,,,
30516086,Am Hang,residential,False,True,149.519,,"LINESTRING (15.0108755 47.4251633, 15.0106703 47.425686, 15.0107412 47.4256979, 15.0107999 47.425795, 15.0105881 47.4262729, 15.0105206 47.4264164)",,,,
