osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,ref,bridge,width
"[87053552, 87053545, 640786588]",False,"['1', '2']",Klostergasse,residential,50,True,149.664,yes,"LINESTRING (16.08036 48.1814643, 16.0801633 48.1817273, 16.0801553 48.1817642, 16.0801472 48.1818018, 16.0801392 48.1818388, 16.0801365 48.1818515, 16.0801504 48.1819746, 16.0801718 48.1821096, 16.0801631 48.1821994, 16.0801077 48.182279, 16.0798419 48.1825387, 16.0797985 48.1825815, 16.0797826 48.1825972, 16.0797568 48.1827004)",,,
"[410106594, 106624785, 556513299, 408754581, 106624791]",False,2,Hauptstraße,primary,50,False,356.24899999999997,,"LINESTRING (16.08036 48.1814643, 16.0802789 48.1814253, 16.0799265 48.1812431, 16.0796398 48.1810799, 16.0794465 48.1809443, 16.0792542 48.1807981, 16.0792173 48.180768, 16.078858 48.1804746, 16.0787735 48.1804056, 16.0787317 48.1803715, 16.0785646 48.1802407, 16.0782567 48.1799997, 16.0781176 48.1798908, 16.0779552 48.1797637, 16.0778098 48.1796379, 16.0777852 48.1796202, 16.0777616 48.1796033, 16.0775645 48.1794611, 16.0773653 48.1793068, 16.0771867 48.1791527, 16.077132 48.1791055)",B44,yes,
"[556513298, 321539299]",False,2,Hauptstraße,primary,50,True,199.357,,"LINESTRING (16.08036 48.1814643, 16.0804827 48.1815066, 16.0805227 48.1815192, 16.0806437 48.1815648, 16.0809398 48.1816599, 16.0810844 48.1816828, 16.081241 48.1817075, 16.0814823 48.1817456, 16.0820067 48.1818285, 16.0821221 48.1818467, 16.0829237 48.1819734)",B44,,
258606414,False,2,Hauptstraße,primary,50,False,70.68299999999999,,"LINESTRING (16.076279 48.1783807, 16.0761515 48.178302, 16.0760511 48.1782571, 16.0759296 48.1782167, 16.0758071 48.1781806, 16.0756307 48.1781355, 16.075437 48.1781022)",B44,,
"[410106594, 408754578]",False,2,Hauptstraße,primary,50,True,102.457,,"LINESTRING (16.076279 48.1783807, 16.0766963 48.1787417, 16.0767114 48.1787564, 16.0768521 48.1788719, 16.077132 48.1791055)",B44,,
261101137,False,2,Hauptstraße,primary,50,True,8.161,,"LINESTRING (16.0705036 48.1783084, 16.0706136 48.1783109)",B44,,
"[106624795, 106624796, 137807614, 461391623]",False,,Ludwig-Kaiser-Straße,"['residential', 'living_street']",50,True,96.27600000000001,,"LINESTRING (16.0705036 48.1783084, 16.070528 48.1784379, 16.0705839 48.178544, 16.0707639 48.1788112, 16.0708568 48.1789199, 16.0709107 48.1789963, 16.0709297 48.1790476, 16.070936 48.1790646, 16.0709415 48.1791145)",,yes,
169871091,False,,Krumpöckgasse,residential,50,False,171.506,,"LINESTRING (16.0822951 48.1834571, 16.0823071 48.1833979, 16.0824225 48.1831253, 16.0824487 48.1830651, 16.082531 48.1828759, 16.0826129 48.1826876, 16.0828404 48.1821648, 16.0829237 48.1819734)",,,
169871091,False,,Krumpöckgasse,residential,50,True,171.50600000000003,,"LINESTRING (16.0829237 48.1819734, 16.0828404 48.1821648, 16.0826129 48.1826876, 16.082531 48.1828759, 16.0824487 48.1830651, 16.0824225 48.1831253, 16.0823071 48.1833979, 16.0822951 48.1834571)",,,
"[556513298, 321539299]",False,2,Hauptstraße,primary,50,False,199.35700000000003,,"LINESTRING (16.0829237 48.1819734, 16.0821221 48.1818467, 16.0820067 48.1818285, 16.0814823 48.1817456, 16.081241 48.1817075, 16.0810844 48.1816828, 16.0809398 48.1816599, 16.0806437 48.1815648, 16.0805227 48.1815192, 16.0804827 48.1815066, 16.08036 48.1814643)",B44,,
16058863,False,,Weideweg,residential,50,False,162.499,,"LINESTRING (16.0706315 48.1768496, 16.0706221 48.1771952, 16.0706201 48.1778947, 16.0706141 48.1781857, 16.0706136 48.1783109)",,,
261101137,False,2,Hauptstraße,primary,50,False,8.161,,"LINESTRING (16.0706136 48.1783109, 16.0705036 48.1783084)",B44,,
16058863,False,,Weideweg,residential,50,True,162.49900000000002,,"LINESTRING (16.0706136 48.1783109, 16.0706141 48.1781857, 16.0706201 48.1778947, 16.0706221 48.1771952, 16.0706315 48.1768496)",,,
261101137,False,2,Hauptstraße,primary,50,True,249.311,,"LINESTRING (16.0706136 48.1783109, 16.071131 48.1783161, 16.0714411 48.1782959, 16.0715709 48.1782875, 16.0719268 48.1782463, 16.0722714 48.1781917, 16.0731159 48.1780499, 16.0737322 48.1779909, 16.0738107 48.1779854, 16.0739252 48.1779773)",B44,,
16058888,False,,Josef Nemecek-Straße,residential,,True,40.972,,"LINESTRING (16.0742504 48.1773486, 16.0742611 48.1769802)",,,
16058873,False,,Josef Nemecek-Straße,residential,50,True,414.11699999999996,,"LINESTRING (16.0742504 48.1773486, 16.0732943 48.177379, 16.0723594 48.1774182, 16.0718445 48.1774397, 16.0717479 48.1774379, 16.0717157 48.1774254, 16.071705 48.1774021, 16.0717046 48.1773254, 16.0717098 48.1771654, 16.0717345 48.1771176, 16.0717801 48.177082, 16.0718227 48.1770575, 16.0718726 48.1770428, 16.0720719 48.1770214, 16.0723487 48.1770033, 16.0729361 48.176989, 16.0742611 48.1769802)",,,
16058888,False,,Josef Nemecek-Straße,residential,,False,69.572,,"LINESTRING (16.0742504 48.1773486, 16.0742365 48.1775247, 16.0741888 48.1779729)",,,
16058888,False,,Josef Nemecek-Straße,residential,,False,57.966,,"LINESTRING (16.0742698 48.1764609, 16.0742413 48.1765608, 16.0742611 48.1769802)",,,
16058888,False,,Josef Nemecek-Straße,residential,,True,69.572,,"LINESTRING (16.0741888 48.1779729, 16.0742365 48.1775247, 16.0742504 48.1773486)",,,
258606408,False,2,Hauptstraße,primary,50,True,94.03399999999999,,"LINESTRING (16.0741888 48.1779729, 16.0745837 48.1779813, 16.0748539 48.1780081, 16.075437 48.1781022)",B44,,
261101137,False,2,Hauptstraße,primary,50,False,19.576,,"LINESTRING (16.0741888 48.1779729, 16.0740007 48.177972, 16.0739252 48.1779773)",B44,,
16058888,False,,Josef Nemecek-Straße,residential,,False,40.972,,"LINESTRING (16.0742611 48.1769802, 16.0742504 48.1773486)",,,
16058873,False,,Josef Nemecek-Straße,residential,50,False,414.117,,"LINESTRING (16.0742611 48.1769802, 16.0729361 48.176989, 16.0723487 48.1770033, 16.0720719 48.1770214, 16.0718726 48.1770428, 16.0718227 48.1770575, 16.0717801 48.177082, 16.0717345 48.1771176, 16.0717098 48.1771654, 16.0717046 48.1773254, 16.071705 48.1774021, 16.0717157 48.1774254, 16.0717479 48.1774379, 16.0718445 48.1774397, 16.0723594 48.1774182, 16.0732943 48.177379, 16.0742504 48.1773486)",,,
16058888,False,,Josef Nemecek-Straße,residential,,True,57.966,,"LINESTRING (16.0742611 48.1769802, 16.0742413 48.1765608, 16.0742698 48.1764609)",,,
16058975,False,,Ludwig-Kaiser-Straße,living_street,50,True,192.042,,"LINESTRING (16.0709415 48.1791145, 16.0706719 48.1792363, 16.0701783 48.1794796, 16.0700208 48.1795588, 16.0699479 48.1796309, 16.0699404 48.1797303, 16.0699886 48.1798164, 16.0701123 48.1798952, 16.0703192 48.1799137, 16.0704251 48.1799231, 16.0706182 48.1799303, 16.0708113 48.1799446, 16.0709684 48.1799696)",,,
"[106624795, 106624796, 137807614, 461391623]",False,,Ludwig-Kaiser-Straße,"['living_street', 'residential']",50,False,96.276,,"LINESTRING (16.0709415 48.1791145, 16.070936 48.1790646, 16.0709297 48.1790476, 16.0709107 48.1789963, 16.0708568 48.1789199, 16.0707639 48.1788112, 16.0705839 48.178544, 16.070528 48.1784379, 16.0705036 48.1783084)",,yes,
"[335244904, 461398741]",False,,Ludwig-Kaiser-Straße,"['living_street', 'residential']",50,False,345.50699999999995,,"LINESTRING (16.0709415 48.1791145, 16.0711439 48.1791075, 16.0713692 48.1790861, 16.0717233 48.1790646, 16.072646 48.1789859, 16.0730306 48.1789492, 16.0731717 48.1789358, 16.0734468 48.1789242, 16.0736855 48.1789326, 16.0741338 48.1790283, 16.0744416 48.179086, 16.0747061 48.1791696, 16.074784 48.1791986, 16.0749054 48.1792555, 16.07502 48.1793169, 16.0751585 48.1794168, 16.075242 48.1794728, 16.0753482 48.1794854)",,,
"[16058952, 106624800, 16058970]",False,,Taborskystraße,residential,50,True,157.379,,"LINESTRING (16.0753482 48.1794854, 16.0752444 48.1791467, 16.0752146 48.1790223, 16.0752037 48.1789253, 16.0752052 48.1787317, 16.0752216 48.1785995, 16.075256 48.1784438, 16.0753145 48.1783067, 16.0753382 48.1782672, 16.075437 48.1781022)",,yes,
"[137807613, 137807622]",False,,"['Linke Bahngasse', 'Taborskystraße']",residential,50,False,285.148,,"LINESTRING (16.0753482 48.1794854, 16.0753611 48.1796073, 16.0753496 48.1797228, 16.0752893 48.1799008, 16.0751706 48.1801671, 16.0751089 48.1801814, 16.0750368 48.1801738, 16.0750033 48.1801671, 16.074595 48.180086, 16.0739076 48.1799661, 16.0734298 48.1798924, 16.0733038 48.1798729, 16.0730638 48.1798712, 16.0724348 48.1798666)",,,
"[335244904, 461398741]",False,,Ludwig-Kaiser-Straße,"['residential', 'living_street']",50,True,345.507,,"LINESTRING (16.0753482 48.1794854, 16.075242 48.1794728, 16.0751585 48.1794168, 16.07502 48.1793169, 16.0749054 48.1792555, 16.074784 48.1791986, 16.0747061 48.1791696, 16.0744416 48.179086, 16.0741338 48.1790283, 16.0736855 48.1789326, 16.0734468 48.1789242, 16.0731717 48.1789358, 16.0730306 48.1789492, 16.072646 48.1789859, 16.0717233 48.1790646, 16.0713692 48.1790861, 16.0711439 48.1791075, 16.0709415 48.1791145)",,,
"[106624800, 16058970, 16058952]",False,,Taborskystraße,residential,50,False,157.37900000000002,,"LINESTRING (16.075437 48.1781022, 16.0753382 48.1782672, 16.0753145 48.1783067, 16.075256 48.1784438, 16.0752216 48.1785995, 16.0752052 48.1787317, 16.0752037 48.1789253, 16.0752146 48.1790223, 16.0752444 48.1791467, 16.0753482 48.1794854)",,yes,
258606408,False,2,Hauptstraße,primary,50,False,94.03399999999999,,"LINESTRING (16.075437 48.1781022, 16.0748539 48.1780081, 16.0745837 48.1779813, 16.0741888 48.1779729)",B44,,
