osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge,junction,access
29794736,False,,residential,False,155.73099999999997,"LINESTRING (15.3202861 47.2717538, 15.3202887 47.2717356, 15.3204767 47.2704106, 15.3204916 47.2703605)",,Gartengasse,30,,,
29795940,False,2,residential,True,14.761,"LINESTRING (15.3308539 47.2740725, 15.3306621 47.2740463)",,Schönaugürtel,30,,,
29795940,False,2,residential,False,72.219,"LINESTRING (15.3308539 47.2740725, 15.3312667 47.2741155, 15.3317773 47.2742339)",,Schönaugürtel,30,,,
97194479,False,,residential,True,118.47,"LINESTRING (15.3308539 47.2740725, 15.3305734 47.2745793, 15.3302399 47.275052)",,Fürstenbergstraße,30,,,
29795940,False,2,residential,False,14.761,"LINESTRING (15.3306621 47.2740463, 15.3308539 47.2740725)",,Schönaugürtel,30,,,
29795940,False,2,residential,True,88.786,"LINESTRING (15.3306621 47.2740463, 15.3294999 47.2739208)",,Schönaugürtel,30,,,
"[29796068, 29795887]",False,,residential,"[False, True]",339.773,"LINESTRING (15.3306621 47.2740463, 15.3308378 47.2733759, 15.3309365 47.2728783, 15.3297086 47.2728911, 15.3295085 47.2738822, 15.3294999 47.2739208)",,"['Fürstenbergstraße', 'Edelsbrunnerstraße']",30,,,
29795940,False,2,residential,False,88.786,"LINESTRING (15.3294999 47.2739208, 15.3306621 47.2740463)",,Schönaugürtel,30,,,
"[29796068, 29795887]",False,,residential,"[False, True]",339.773,"LINESTRING (15.3294999 47.2739208, 15.3295085 47.2738822, 15.3297086 47.2728911, 15.3309365 47.2728783, 15.3308378 47.2733759, 15.3306621 47.2740463)",,"['Fürstenbergstraße', 'Edelsbrunnerstraße']",30,,,
29795940,False,2,residential,True,34.367,"LINESTRING (15.3294999 47.2739208, 15.3291106 47.2738665, 15.3290537 47.2738586)",,Schönaugürtel,30,,,
29795963,False,,residential,True,99.717,"LINESTRING (15.3219579 47.2740836, 15.3219742 47.2739607, 15.3220426 47.2735485, 15.3220547 47.27334, 15.3220582 47.2731901)",,Kernstockweg,30,,,
26395722,False,,unclassified,True,28.763,"LINESTRING (15.3199049 47.2717572, 15.3202861 47.2717538)",,Dr. Ammann-Straße,30,,,
26395722,False,,unclassified,False,80.875,"LINESTRING (15.321358 47.2717484, 15.3202861 47.2717538)",,Dr. Ammann-Straße,30,,,
26395722,False,,unclassified,True,25.804,"LINESTRING (15.321358 47.2717484, 15.3216992 47.2717643)",,Dr. Ammann-Straße,30,,,
688359004,False,,residential,False,113.001,"LINESTRING (15.321358 47.2717484, 15.3213646 47.2717293, 15.3213816 47.2716797, 15.3214168 47.2714332, 15.3214298 47.2712348, 15.3214312 47.2711855, 15.3214268 47.2709369, 15.3214374 47.2707355)",,Badgasse,30,,,
30851374,False,,residential,True,44.376,"LINESTRING (15.3307837 47.2700628, 15.3307238 47.2700871, 15.3305092 47.270157, 15.3304387 47.2701811, 15.3303656 47.2702036, 15.330305 47.2702301, 15.3302638 47.2702481)",,Brunnhofstraße,,,,
"[29796120, 30851385]",False,,residential,"[False, True]",76.284,"LINESTRING (15.3307837 47.2700628, 15.3308534 47.2699124, 15.3308833 47.2698222, 15.3308949 47.2697688, 15.3308767 47.2696983, 15.3308208 47.2696498, 15.3305494 47.2694825)",,Brunnhofstraße,,,,
"[102789595, 30851396, 102789591]",False,,residential,False,39.992000000000004,"LINESTRING (15.3307837 47.2700628, 15.330833 47.2700522, 15.3309625 47.2700152, 15.3310449 47.2700023, 15.3312794 47.2699374)",,Brunnhofstraße,,yes,,
"[102789595, 30851396, 102789591]",False,,residential,True,39.992000000000004,"LINESTRING (15.3312794 47.2699374, 15.3310449 47.2700023, 15.3309625 47.2700152, 15.330833 47.2700522, 15.3307837 47.2700628)",,Brunnhofstraße,,yes,,
688359004,False,,residential,True,113.001,"LINESTRING (15.3214374 47.2707355, 15.3214268 47.2709369, 15.3214312 47.2711855, 15.3214298 47.2712348, 15.3214168 47.2714332, 15.3213816 47.2716797, 15.3213646 47.2717293, 15.321358 47.2717484)",,Badgasse,30,,,
29796153,False,,residential,False,134.48,"LINESTRING (15.3235519 47.2749227, 15.3235715 47.2748069, 15.3236359 47.2744256, 15.3236535 47.2743085, 15.3236563 47.274302, 15.3237056 47.2740034, 15.3237217 47.2739225, 15.3237524 47.2737211)",,Antonienweg,30,,,
30843639,False,3,secondary,True,28.634,"LINESTRING (15.3220945 47.2693364, 15.3220511 47.2693948, 15.3219909 47.2695604, 15.3219845 47.2695815)",L121,Brückenkopf,30,,,
"[492763083, 29791789]",False,3,"['unclassified', 'residential']",True,99.69299999999998,"LINESTRING (15.3220945 47.2693364, 15.3220091 47.2692696, 15.3219298 47.2692098, 15.3217743 47.2690915, 15.3215893 47.2689322, 15.3214042 47.2687639, 15.3213479 47.2686902, 15.3213203 47.2686193)",,Römerstraße,30,,,
"[25676260, 25676259, 140834836, 493899271]",False,"['2', '3']",secondary,"[False, True]",309.54999999999995,"LINESTRING (15.3220945 47.2693364, 15.3221981 47.2692856, 15.3223975 47.2692126, 15.3224581 47.2691963, 15.3228001 47.2691287, 15.3231716 47.2691014, 15.3235199 47.2691167, 15.3236551 47.2691366, 15.3237825 47.2691559, 15.3239562 47.2691882, 15.3239915 47.2691969, 15.3241952 47.2692469, 15.3242467 47.2692612, 15.324305 47.2692684, 15.3243358 47.2692667, 15.3243587 47.2692631, 15.3243835 47.2692529, 15.3244096 47.2692389, 15.324433 47.2692179, 15.324473 47.2691774, 15.3249853 47.2685856, 15.3251452 47.2684085, 15.3252991 47.2682825)",L121,"['Brückenkopf', 'Mauritzener Hauptstraße']","['30', '50']",yes,,
"[403347028, 102789597, 29799278]",False,,residential,False,183.116,"LINESTRING (15.3302638 47.2702481, 15.3304504 47.2703325, 15.3306321 47.2704097, 15.3315552 47.2708094, 15.3316575 47.2709125, 15.3318072 47.2710786, 15.3319078 47.271206, 15.3320565 47.2713068)",,Brunnhofstraße,,yes,,
30851374,False,,residential,False,44.376,"LINESTRING (15.3302638 47.2702481, 15.330305 47.2702301, 15.3303656 47.2702036, 15.3304387 47.2701811, 15.3305092 47.270157, 15.3307238 47.2700871, 15.3307837 47.2700628)",,Brunnhofstraße,,,,
237820951,False,,residential,True,96.555,"LINESTRING (15.3302638 47.2702481, 15.3297853 47.2700813, 15.3291275 47.2698487)",,Brunnhofstraße,50,,,
396504205,False,,residential,False,37.177,"LINESTRING (15.3302638 47.2702481, 15.3301703 47.2702937, 15.3298592 47.2704389)",,,,,,
30843639,False,3,secondary,False,28.634,"LINESTRING (15.3219845 47.2695815, 15.3219909 47.2695604, 15.3220511 47.2693948, 15.3220945 47.2693364)",L121,Brückenkopf,30,,,
"[31852312, 30843640, 390374922, 150493471]",False,2,secondary,"[False, True]",193.46200000000002,"LINESTRING (15.3219845 47.2695815, 15.3220223 47.269647, 15.3220346 47.26966, 15.3221372 47.2697428, 15.3222603 47.2698207, 15.3224887 47.2698813, 15.3226594 47.2699122, 15.3232634 47.2700468, 15.323418 47.2701052, 15.3235003 47.2701444, 15.3235764 47.2701942, 15.3236291 47.2702499, 15.3236715 47.2703195, 15.3236866 47.2703503, 15.3237026 47.2704164, 15.3237068 47.2706294)",L121,Leobner Tor,30,,,
"[108467737, 158330785]",False,,residential,True,92.79899999999999,"LINESTRING (15.3219845 47.2695815, 15.3218522 47.2695614, 15.321814 47.2695534, 15.3217323 47.2695364, 15.3214859 47.2694829, 15.3213162 47.2694571, 15.3210989 47.269438, 15.3207827 47.2694212)",,Schulweg,30,,,
"[5097067, 654652943]",False,2,secondary,False,104.78900000000002,"LINESTRING (15.3280306 47.2724953, 15.3281541 47.2723237, 15.3282062 47.2722441, 15.3282323 47.2722016, 15.3282558 47.2721632, 15.3282853 47.272109, 15.3283331 47.2720167, 15.3283618 47.2719612, 15.3283917 47.2717298, 15.3283689 47.2716672, 15.3283511 47.2716381, 15.3283159 47.2716139)",L121,Brucker Straße,"['50', '30']",,,
"[449420638, 5097067, 5097094]",False,2,secondary,"[False, True]",157.58999999999997,"LINESTRING (15.3280306 47.2724953, 15.3279303 47.2726399, 15.3278877 47.2726945, 15.3277894 47.2728519, 15.327745 47.2729207, 15.327611 47.273128, 15.327579 47.2731771, 15.3275163 47.2733016, 15.3275009 47.2733419, 15.3274485 47.2734715, 15.3273587 47.273779, 15.3273543 47.2737996, 15.3273462 47.2738267)",L121,"['Brucker Straße', 'Brucker Begleitstraße']",50,,,
"[29795940, 871395084]",False,2,residential,False,183.267,"LINESTRING (15.3280306 47.2724953, 15.3282057 47.2725607, 15.328323 47.2726137, 15.3283881 47.2726909, 15.3284182 47.2727651, 15.3284158 47.2728177, 15.3283632 47.2728936, 15.3282164 47.2730248, 15.3281014 47.2731297, 15.3280333 47.2731991, 15.3279971 47.2732619, 15.327989 47.2733235, 15.3279823 47.2733839, 15.3279917 47.2734357, 15.3280496 47.2735253, 15.3281419 47.2735865, 15.3285242 47.273753)",,Schönaugürtel,"['50', '30']",,,
29791893,False,,residential,False,140.44,"LINESTRING (15.3297893 47.2713948, 15.3297986 47.2714047, 15.3298008 47.2714247, 15.3297861 47.2714774, 15.3297464 47.2716022, 15.3297182 47.2716845, 15.3296482 47.2718769, 15.3294532 47.272227, 15.3292577 47.2725969)",,Schönaugürtel,30,,,
237820951,False,,residential,False,17.89,"LINESTRING (15.3289084 47.2697872, 15.3291275 47.2698487)",,Brunnhofstraße,50,,,
30805026,False,,residential,True,55.56699999999999,"LINESTRING (15.3289084 47.2697872, 15.3288299 47.2697582, 15.3286943 47.2697037, 15.3286673 47.2696943, 15.328463 47.2696235, 15.3282553 47.2695569)",,Josef Ortis-Straße,50,,,
102789598,False,,residential,False,102.013,"LINESTRING (15.3289084 47.2697872, 15.3294801 47.2701683, 15.3297885 47.2703961, 15.3298592 47.2704389)",,Wannersdorfer Straße,50,,,
"[403347028, 102789597, 29799278]",False,,residential,True,183.11600000000004,"LINESTRING (15.3320565 47.2713068, 15.3319078 47.271206, 15.3318072 47.2710786, 15.3316575 47.2709125, 15.3315552 47.2708094, 15.3306321 47.2704097, 15.3304504 47.2703325, 15.3302638 47.2702481)",,Brunnhofstraße,,yes,,
29795940,False,2,residential,False,34.367,"LINESTRING (15.3290537 47.2738586, 15.3291106 47.2738665, 15.3294999 47.2739208)",,Schönaugürtel,30,,,
29795940,False,2,residential,True,41.74,"LINESTRING (15.3290537 47.2738586, 15.3288085 47.2738233, 15.3285242 47.273753)",,Schönaugürtel,30,,,
"[97196578, 97196581]",False,,residential,"[False, True]",215.85100000000003,"LINESTRING (15.3290537 47.2738586, 15.3289467 47.2740362, 15.3286449 47.2745564, 15.3294295 47.2747987, 15.3297486 47.2748988, 15.3302399 47.275052)",,Schönaugürtel,30,,,
"[30843640, 31852312, 390374922, 150493471]",False,2,secondary,"[False, True]",193.46199999999996,"LINESTRING (15.3237068 47.2706294, 15.3237026 47.2704164, 15.3236866 47.2703503, 15.3236715 47.2703195, 15.3236291 47.2702499, 15.3235764 47.2701942, 15.3235003 47.2701444, 15.323418 47.2701052, 15.3232634 47.2700468, 15.3226594 47.2699122, 15.3224887 47.2698813, 15.3222603 47.2698207, 15.3221372 47.2697428, 15.3220346 47.26966, 15.3220223 47.269647, 15.3219845 47.2695815)",L121,Leobner Tor,30,,,
30843640,False,2,secondary,True,46.559,"LINESTRING (15.3237068 47.2706294, 15.3237099 47.2707413, 15.3238307 47.2708167, 15.323911 47.2708965, 15.3239102 47.2709953)",L121,Leobner Tor,30,,,
991507073,False,,residential,False,248.798,"LINESTRING (15.3237068 47.2706294, 15.3236552 47.2706253, 15.323554 47.2706144, 15.3234165 47.2706062, 15.3231369 47.2705966, 15.3228365 47.270633, 15.3227735 47.2706312, 15.3225026 47.2705903, 15.3221398 47.270532, 15.3213049 47.270401, 15.3211802 47.2704219, 15.3208704 47.2703701, 15.320794 47.2704055, 15.3204916 47.2703605)",,,,,,
"[92390651, 29793076]",False,,residential,True,231.15499999999997,"LINESTRING (15.3241426 47.2690198, 15.3239135 47.2689687, 15.3238089 47.268976, 15.3237311 47.2690215, 15.3236571 47.2690161, 15.3234398 47.2689051, 15.3232758 47.2687674, 15.3231048 47.2686983, 15.3223269 47.2683989, 15.3220412 47.2683089, 15.3217231 47.2682344, 15.3215218 47.2681872, 15.3214751 47.2681763)",,Vormarkt,30,,,
29791856,False,,residential,True,182.652,"LINESTRING (15.3239102 47.2709953, 15.3238466 47.271015, 15.3235728 47.2710998, 15.3233556 47.2713078, 15.3231677 47.2713914, 15.3229243 47.2714082, 15.3227287 47.2714181, 15.3224589 47.2714566, 15.3222852 47.2715078, 15.3221695 47.271559, 15.3221232 47.2715838, 15.3220061 47.2716496, 15.3218642 47.2717399)",,Leobner Tor,30,,,
30843640,False,2,secondary,False,46.559000000000005,"LINESTRING (15.3239102 47.2709953, 15.323911 47.2708965, 15.3238307 47.2708167, 15.3237099 47.2707413, 15.3237068 47.2706294)",L121,Leobner Tor,30,,,
31852310,False,2,secondary,True,237.96299999999997,"LINESTRING (15.3239102 47.2709953, 15.3239791 47.2710741, 15.3241165 47.2711431, 15.3244536 47.2712531, 15.3244624 47.2712569, 15.3246617 47.2713521, 15.3248859 47.2714591, 15.3253646 47.2716853, 15.3254807 47.2717349, 15.3256675 47.2718247, 15.3258433 47.2718783, 15.3260971 47.2719503, 15.326175 47.271973, 15.3264238 47.2719956, 15.3266164 47.2719945)",L121,Parkweg,30,,,
237820951,False,,residential,True,17.89,"LINESTRING (15.3291275 47.2698487, 15.3289084 47.2697872)",,Brunnhofstraße,50,,,
237820951,False,,residential,False,96.555,"LINESTRING (15.3291275 47.2698487, 15.3297853 47.2700813, 15.3302638 47.2702481)",,Brunnhofstraße,50,,,
584404387,False,,living_street,True,163.916,"LINESTRING (15.3291275 47.2698487, 15.329152 47.2698165, 15.3293978 47.2694935, 15.329628 47.2692113, 15.3297107 47.2691151, 15.3297545 47.2690537, 15.3297566 47.2690333, 15.3297361 47.2690057, 15.3295651 47.2689176, 15.3291285 47.2686874)",,Grafendorfstraße,,,,
300110364,False,,unclassified,True,36.789,"LINESTRING (15.3223604 47.2756033, 15.3220048 47.2755754, 15.3218754 47.2755697)",,,30,,,
29793434,False,,residential,True,105.541,"LINESTRING (15.3240907 47.2727251, 15.3241652 47.2724377, 15.324014 47.2724223, 15.3239165 47.2724114, 15.3235142 47.2723666, 15.3232089 47.2723325)",,Roseggerhöhe,30,,,
382927841,False,,residential,True,112.055,"LINESTRING (15.3227114 47.2710709, 15.3224849 47.2712624, 15.3221727 47.2713925, 15.321928 47.27149, 15.3217818 47.2716148, 15.3217298 47.2716765, 15.3217044 47.2717334, 15.3216992 47.2717643)",,Badgasse,30,,,
"[392605881, 390420454, 29713807]",False,,"['unclassified', 'residential']","[False, True]",423.313,"LINESTRING (15.3235402 47.275707, 15.3235805 47.2756461, 15.3237763 47.2757098, 15.323952 47.2757637, 15.3240123 47.2757815, 15.3241694 47.2758411, 15.3243497 47.2759226, 15.3243905 47.2759429, 15.3244772 47.2759921, 15.3246177 47.2760836, 15.3247037 47.2761014, 15.3248435 47.2760738, 15.3249597 47.2759979, 15.3249895 47.2758931, 15.3249782 47.2757815, 15.3249043 47.2756456, 15.3247333 47.2755286, 15.3245962 47.2754429, 15.3244082 47.2753822, 15.3243275 47.2753533, 15.3242018 47.2753091, 15.3241107 47.2752602, 15.3240651 47.2752259, 15.3239985 47.2751488, 15.3240095 47.2749677, 15.3240173 47.2749275, 15.3240594 47.2747115, 15.3241738 47.2741243, 15.324181 47.2740873, 15.3241883 47.2740498, 15.3242439 47.2737643, 15.3242579 47.2736924)",,Antonienhöhe,30,,,
"[390420464, 29796163]",False,,residential,"[False, True]",139.218,"LINESTRING (15.3253867 47.2755942, 15.3250799 47.2755296, 15.3251334 47.2754, 15.3251828 47.2752768, 15.3252128 47.2752021, 15.3252184 47.2751881, 15.3252908 47.2750153, 15.3253257 47.2749268, 15.3253552 47.2748569, 15.3253981 47.2747513, 15.3254409 47.274646, 15.3254869 47.2745331)",,Am Kogl,30,,,
449420638,False,2,secondary,True,22.541,"LINESTRING (15.3272802 47.2740244, 15.327326 47.2738909, 15.3273462 47.2738267)",L121,Brucker Begleitstraße,,,,
631746097,True,1,motorway_link,False,19.758000000000003,"LINESTRING (15.3272802 47.2740244, 15.3273651 47.2739831, 15.3275196 47.2739626)",,,,,,
"[392154035, 449420661]",True,1,motorway_link,False,67.42599999999999,"LINESTRING (15.3275196 47.2739626, 15.3276438 47.2739889, 15.327752 47.2739822, 15.3278615 47.2739548, 15.3279353 47.2739062, 15.3280518 47.2737284, 15.3280764 47.2736922, 15.3281627 47.2736752)",,,,yes,,
392154036,True,1,motorway_link,False,19.987,"LINESTRING (15.3273462 47.2738267, 15.3275196 47.2739626)",,,,,,
449420638,False,2,secondary,False,22.541,"LINESTRING (15.3273462 47.2738267, 15.327326 47.2738909, 15.3272802 47.2740244)",L121,Brucker Begleitstraße,,,,
"[5097067, 5097094, 449420638]",False,2,secondary,"[False, True]",157.59000000000003,"LINESTRING (15.3273462 47.2738267, 15.3273543 47.2737996, 15.3273587 47.273779, 15.3274485 47.2734715, 15.3275009 47.2733419, 15.3275163 47.2733016, 15.327579 47.2731771, 15.327611 47.273128, 15.327745 47.2729207, 15.3277894 47.2728519, 15.3278877 47.2726945, 15.3279303 47.2726399, 15.3280306 47.2724953)",L121,"['Brucker Straße', 'Brucker Begleitstraße']",50,,,
392605869,False,,residential,False,10.909,"LINESTRING (15.3282681 47.2715214, 15.3282881 47.2715541, 15.3283159 47.2716139)",,,,,,
"[29796120, 30851385]",False,,residential,"[False, True]",76.284,"LINESTRING (15.3305494 47.2694825, 15.3308208 47.2696498, 15.3308767 47.2696983, 15.3308949 47.2697688, 15.3308833 47.2698222, 15.3308534 47.2699124, 15.3307837 47.2700628)",,Brunnhofstraße,,,,
"[29796163, 338232774, 29793259]",False,1,residential,"[False, True]",183.178,"LINESTRING (15.3254869 47.2745331, 15.325504 47.2744957, 15.3255491 47.2744014, 15.325593 47.2743101, 15.3256544 47.2741825, 15.3256812 47.2740815, 15.3256948 47.2740371, 15.3257426 47.2738754, 15.3257422 47.2738507, 15.3257479 47.273776, 15.3257568 47.2736595, 15.325536 47.273658, 15.3254753 47.2736579, 15.3254021 47.2736605, 15.3252062 47.2736648, 15.3250641 47.2736695, 15.3249863 47.2736705, 15.3246526 47.2736814)",,"['Am Kogl', 'Rumpelmayerstraße']",30,,,
"[390420464, 29796163]",False,,residential,"[False, True]",139.218,"LINESTRING (15.3254869 47.2745331, 15.3254409 47.274646, 15.3253981 47.2747513, 15.3253552 47.2748569, 15.3253257 47.2749268, 15.3252908 47.2750153, 15.3252184 47.2751881, 15.3252128 47.2752021, 15.3251828 47.2752768, 15.3251334 47.2754, 15.3250799 47.2755296, 15.3253867 47.2755942)",,Am Kogl,30,,,
"[987151552, 29796172, 987151550]",False,2,residential,False,352.63699999999994,"LINESTRING (15.3254869 47.2745331, 15.3259311 47.2745923, 15.3261477 47.2746023, 15.3262828 47.2745821, 15.3263474 47.2744583, 15.32636 47.2744139, 15.3264598 47.2741444, 15.3265248 47.2737335, 15.326615 47.2731898, 15.3264934 47.2727977, 15.3265424 47.2724506, 15.3266016 47.2720873, 15.3266164 47.2719945)",,Am Kogl,30,,,
939796644,True,1,secondary,False,4.923,"LINESTRING (15.3264986 47.2672774, 15.3265303 47.2672387)",,Mauritzener Hauptstraße,50,,roundabout,
939796645,True,1,secondary,False,6.523000000000001,"LINESTRING (15.3268214 47.2672973, 15.3268207 47.2673194, 15.3268171 47.2673357, 15.326808 47.2673548)",,Mauritzener Hauptstraße,50,,roundabout,
619457304,True,1,secondary,False,27.656,"LINESTRING (15.3266155 47.267485, 15.3265311 47.2675198, 15.326449 47.2675696, 15.3263042 47.2676119)",,Mauritzener Hauptstraße,30,,,
1137458919,True,1,secondary,False,14.504999999999999,"LINESTRING (15.3266155 47.267485, 15.3265837 47.2674825, 15.3265471 47.2674761, 15.3265106 47.2674629, 15.3264862 47.2674421, 15.3264668 47.2674169)",,Mauritzener Hauptstraße,50,,roundabout,
"[619457299, 939798679]",True,1,secondary,False,36.307,"LINESTRING (15.32677 47.2672155, 15.3269277 47.2671601, 15.3271783 47.2670438)",,Mauritzener Hauptstraße,"['30', '50']",,,yes
621096246,True,1,secondary,False,10.044,"LINESTRING (15.32677 47.2672155, 15.3267947 47.2672407, 15.3268087 47.267258, 15.3268149 47.2672711, 15.3268214 47.2672973)",,Mauritzener Hauptstraße,50,,roundabout,
1078198376,True,1,secondary,False,8.924,"LINESTRING (15.3266614 47.2671876, 15.3267062 47.2671918, 15.3267412 47.2672022, 15.32677 47.2672155)",,Mauritzener Hauptstraße,50,,roundabout,
619980419,True,1,residential,False,29.204,"LINESTRING (15.3264538 47.2673803, 15.3262899 47.2673203, 15.3261946 47.2672905, 15.3261204 47.2672493)",,Mauritzener Hauptstraße,,,,
939796644,True,1,secondary,False,12.024000000000001,"LINESTRING (15.3264538 47.2673803, 15.3264589 47.2673483, 15.326467 47.2673291, 15.3264986 47.2672774)",,Mauritzener Hauptstraße,50,,roundabout,
939796644,True,1,secondary,False,4.196,"LINESTRING (15.3264668 47.2674169, 15.326458 47.2673975, 15.3264538 47.2673803)",,Mauritzener Hauptstraße,50,,roundabout,
619980417,True,1,residential,False,28.788,"LINESTRING (15.3261204 47.2672493, 15.326198 47.2672473, 15.3263225 47.2672608, 15.3264326 47.2672711, 15.3264986 47.2672774)",,Mauritzener Hauptstraße,,,,
584404387,False,,living_street,False,64.2,"LINESTRING (15.326808 47.2673548, 15.3268722 47.2673928, 15.3269418 47.2674235, 15.3272729 47.2676205, 15.3274552 47.2677288)",,Grafendorfstraße,,,,
939796645,True,1,secondary,False,21.496000000000002,"LINESTRING (15.326808 47.2673548, 15.3267847 47.2673867, 15.3267639 47.2674077, 15.3267349 47.2674387, 15.3267119 47.2674569, 15.3266839 47.267469, 15.3266462 47.2674793, 15.3266155 47.267485)",,Mauritzener Hauptstraße,50,,roundabout,
1137458918,True,1,secondary,False,11.667,"LINESTRING (15.3265303 47.2672387, 15.3265503 47.2672251, 15.3265741 47.2672113, 15.3266039 47.2671992, 15.3266365 47.2671905, 15.3266614 47.2671876)",,Mauritzener Hauptstraße,50,,roundabout,
26395722,False,,unclassified,False,25.804,"LINESTRING (15.3216992 47.2717643, 15.321358 47.2717484)",,Dr. Ammann-Straße,30,,,
26395722,False,,unclassified,True,8.992,"LINESTRING (15.3216992 47.2717643, 15.3218182 47.2717688)",,Dr. Ammann-Straße,30,,,
382927841,False,,residential,False,112.05499999999999,"LINESTRING (15.3216992 47.2717643, 15.3217044 47.2717334, 15.3217298 47.2716765, 15.3217818 47.2716148, 15.321928 47.27149, 15.3221727 47.2713925, 15.3224849 47.2712624, 15.3227114 47.2710709)",,Badgasse,30,,,
"[127555644, 939798678]",True,1,secondary,False,39.162,"LINESTRING (15.3271783 47.2670438, 15.3269776 47.2672082, 15.3268974 47.2672593, 15.3268214 47.2672973)",L121,Mauritzener Hauptstraße,"['50', '30']",,,yes
29794736,False,,residential,True,155.73099999999997,"LINESTRING (15.3204916 47.2703605, 15.3204767 47.2704106, 15.3202887 47.2717356, 15.3202861 47.2717538)",,Gartengasse,30,,,
991507073,False,,residential,False,29.836,"LINESTRING (15.3204916 47.2703605, 15.3204359 47.27035, 15.3204574 47.2702891, 15.3202166 47.2702572)",,,,,,
991507073,False,,residential,True,248.79799999999997,"LINESTRING (15.3204916 47.2703605, 15.320794 47.2704055, 15.3208704 47.2703701, 15.3211802 47.2704219, 15.3213049 47.270401, 15.3221398 47.270532, 15.3225026 47.2705903, 15.3227735 47.2706312, 15.3228365 47.270633, 15.3231369 47.2705966, 15.3234165 47.2706062, 15.323554 47.2706144, 15.3236552 47.2706253, 15.3237068 47.2706294)",,,,,,
991507073,False,,residential,True,29.836,"LINESTRING (15.3202166 47.2702572, 15.3204574 47.2702891, 15.3204359 47.27035, 15.3204916 47.2703605)",,,,,,
"[158330785, 108467737]",False,,residential,False,92.799,"LINESTRING (15.3207827 47.2694212, 15.3210989 47.269438, 15.3213162 47.2694571, 15.3214859 47.2694829, 15.3217323 47.2695364, 15.321814 47.2695534, 15.3218522 47.2695614, 15.3219845 47.2695815)",,Schulweg,30,,,
102789598,False,,residential,True,102.013,"LINESTRING (15.3298592 47.2704389, 15.3297885 47.2703961, 15.3294801 47.2701683, 15.3289084 47.2697872)",,Wannersdorfer Straße,50,,,
396504205,False,,residential,True,37.177,"LINESTRING (15.3298592 47.2704389, 15.3301703 47.2702937, 15.3302638 47.2702481)",,,,,,
