osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge
26293594,2,L1386,Füchselbachstraße,tertiary,50,False,False,44.757000000000005,"LINESTRING (14.253657 48.2751598, 14.2536171 48.2751664, 14.2534271 48.2751977, 14.2532842 48.2752236, 14.2530753 48.2752691)",,
49776083,3,L1388,Ruflinger Straße,tertiary,50,False,False,123.367,"LINESTRING (14.2453467 48.2787626, 14.2454549 48.2788262, 14.2455563 48.2788858, 14.2457131 48.2789779, 14.2458093 48.2790344, 14.2461572 48.2792195, 14.2462264 48.2792564, 14.2466414 48.2794604)",,
"[102206672, 24541731, 332454370, 102206667]","['2', '3']",L1386,Hainzenbachstraße,tertiary,50,False,True,281.837,"LINESTRING (14.2453467 48.2787626, 14.2454273 48.278633, 14.2454575 48.2785905, 14.2455115 48.2785146, 14.2455558 48.2784577, 14.2456394 48.2783571, 14.2457315 48.2782471, 14.2458727 48.2780867, 14.2459783 48.2779943, 14.2460264 48.2779551, 14.2460392 48.2779447, 14.2460869 48.2779057, 14.246241 48.2777975, 14.2463512 48.2777346, 14.2464238 48.2776995, 14.2464786 48.2776729, 14.246496 48.2776651, 14.2468203 48.2775186, 14.2468671 48.2774974, 14.2468926 48.2774853, 14.2470506 48.2774146, 14.2473159 48.2772947, 14.2476536 48.2771422, 14.2477368 48.2771118, 14.2478312 48.2770828, 14.2479075 48.2770656, 14.247996 48.2770521)",,
"[77813516, 110163485]","['2', '3']",L1388,Ruflinger Straße,tertiary,50,False,True,107.717,"LINESTRING (14.2453467 48.2787626, 14.2451965 48.2786547, 14.245136 48.2786105, 14.2445069 48.278151, 14.2443651 48.2780473)",,
110163487,3,L1386,Hainzenbachstraße,tertiary,50,False,True,100.37,"LINESTRING (14.2453467 48.2787626, 14.245273 48.2789043, 14.2452345 48.2789966, 14.2452059 48.2791011, 14.2451699 48.2793263, 14.2451183 48.2796487)",,
24556498,1,,Nöbauerstraße,residential,30,False,True,240.234,"LINESTRING (14.2512061 48.2830622, 14.2512517 48.2830401, 14.251281 48.2830259, 14.2514814 48.2829778, 14.252309 48.2827791, 14.2524308 48.2827506, 14.2526128 48.2827081, 14.2529333 48.2826053, 14.2531591 48.2825328, 14.2533336 48.282465, 14.2534481 48.2824206, 14.2535261 48.2823903, 14.2536255 48.2823517, 14.2538253 48.2822587, 14.2541019 48.2821173)",,
30119665,2,L1388,Michaelsbergstraße,tertiary,50,False,False,61.567,"LINESTRING (14.2512061 48.2830622, 14.2513798 48.2832182, 14.2514321 48.2832651, 14.2517014 48.2835071)",,
30119665,2,L1388,Michaelsbergstraße,tertiary,50,False,True,52.087,"LINESTRING (14.2512061 48.2830622, 14.2509886 48.2828665, 14.2509497 48.2828315, 14.2507875 48.2826856)",,
23215893,2,,Michaelsbergstraße,residential,50,False,False,125.32000000000001,"LINESTRING (14.2502585 48.2779216, 14.250313 48.2779637, 14.2505449 48.2781802, 14.2505921 48.2782243, 14.2506259 48.2782559, 14.2506657 48.278293, 14.2508469 48.2784622, 14.2509446 48.2785534, 14.2510598 48.278661, 14.2511812 48.2787382, 14.2513156 48.2787901)",,
"[1063254818, 24596903]",2,,Michaelsbergstraße,unclassified,50,False,True,141.20200000000003,"LINESTRING (14.2502585 48.2779216, 14.250161 48.2778461, 14.2499511 48.2776719, 14.2498845 48.2776166, 14.2498248 48.2775585, 14.2497545 48.2774901, 14.2497199 48.2774564, 14.2494159 48.2772177, 14.2493443 48.2771615, 14.2493101 48.2771347, 14.2491577 48.277015, 14.2491077 48.27697, 14.2490696 48.2769299)",,
76368498,2,,Mayrhansenstraße,residential,50,False,False,85.88300000000001,"LINESTRING (14.2502585 48.2779216, 14.2502062 48.2779582, 14.250187 48.2779716, 14.2496356 48.2783513, 14.2494584 48.278481)",,
