osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,tunnel,junction
129134745,True,Kinkstraße,residential,40,False,28.521,"LINESTRING (12.1703014 47.5808686, 12.1702407 47.5807791, 12.1701681 47.5806288)",,,,
129134746,True,Kinkstraße,residential,40,False,19.352,"LINESTRING (12.1703014 47.5808686, 12.1703108 47.5808051, 12.1703242 47.5807723, 12.1703453 47.5807507, 12.1703954 47.5807134)",1,,,
"[6246624, 546933675, 489107647]",True,Kinkstraße,residential,"['20', '40']",False,106.09300000000002,"LINESTRING (12.170483 47.5818103, 12.1704875 47.5815953, 12.170422 47.5812367, 12.1703803 47.5810607, 12.170339 47.5809433, 12.1703014 47.5808686)",,,,
"[385740008, 6246625]",True,Josef Egger-Straße,"['living_street', 'residential']","['20', '40']",False,128.65,"LINESTRING (12.170483 47.5818103, 12.1705455 47.5817739, 12.1706123 47.5817569, 12.1708715 47.5817189, 12.1711347 47.5816488, 12.1713221 47.5815835, 12.1713854 47.5815614, 12.1719264 47.581405, 12.1720595 47.5813712)",,,,
"[155188392, 6246619, 489107648, 385729847]",True,Oberer Stadtplatz,residential,"['20', '40']",False,124.549,"LINESTRING (12.1707659 47.5829101, 12.1707334 47.5828199, 12.1705924 47.5823612, 12.1704862 47.5820405, 12.170483 47.5818103)",,,,
"[120860560, 170701041]",True,Oberer Stadtplatz,"['living_street', 'residential']","['20', '40']",False,35.077,"LINESTRING (12.17086 47.5832191, 12.1708264 47.583114, 12.1707659 47.5829101)",2,,,
"[7655738, 444122436]",False,Marktgasse,living_street,20,True,178.992,"LINESTRING (12.17086 47.5832191, 12.1708172 47.5832672, 12.1707407 47.5833078, 12.1706502 47.5833356, 12.1704965 47.5833584, 12.170422 47.5833691, 12.1702582 47.5833953, 12.1697678 47.5834802, 12.1695342 47.583524, 12.1693199 47.5835595, 12.1691698 47.5835829, 12.1691356 47.5835871, 12.1690984 47.5835917, 12.1688406 47.5836171, 12.168594 47.583635)",2,,,
6246663,False,Kinkstraße,tertiary,40,False,13.981,"LINESTRING (12.1679033 47.5790925, 12.1680825 47.5791271)",3,,,
"[4814731, 843820831]",True,Weissachstraße,residential,40,False,33.651,"LINESTRING (12.1679033 47.5790925, 12.1679566 47.5789809, 12.1680359 47.5788034)",,,,
"[171662768, 6246586, 171662770]",True,Adolf Pichler-Straße,residential,40,False,120.09,"LINESTRING (12.1726426 47.5872187, 12.1730574 47.5870989, 12.1732587 47.5870356, 12.1734888 47.586961, 12.173524 47.5869497, 12.17399 47.5868153, 12.1740719 47.58675)",,,,
132793385,False,Oskar Pirlo-Straße,tertiary,40,True,78.792,"LINESTRING (12.1726426 47.5872187, 12.172559 47.5870806, 12.1723414 47.5867227, 12.1722791 47.5865553)",2,,,
313240121,False,Anton Karg-Straße,residential,40,False,57.78,"LINESTRING (12.1740719 47.58675, 12.1733807 47.5865205)",,,,
313240121,False,Anton Karg-Straße,residential,40,True,9.942,"LINESTRING (12.1740719 47.58675, 12.1741909 47.5867894)",,,,
313240121,False,Anton Karg-Straße,residential,40,True,57.78,"LINESTRING (12.1733807 47.5865205, 12.1740719 47.58675)",,,,
6246588,False,Anton Renk-Straße,residential,40,True,166.466,"LINESTRING (12.1733807 47.5865205, 12.173527 47.5863166, 12.1735916 47.5862915, 12.175318 47.5859266)",,,,
"[856371312, 313240121]",False,Anton Karg-Straße,residential,40,False,89.68700000000001,"LINESTRING (12.1733807 47.5865205, 12.1729831 47.5863885, 12.1729376 47.5863766, 12.172915 47.5863707, 12.1728052 47.586342, 12.1726601 47.5863009, 12.1725881 47.5862829, 12.17243 47.5862563, 12.1723653 47.5862502, 12.1722668 47.586241)",2,,,
6246590,False,Adolf Pichler-Straße,residential,30,True,78.28999999999999,"LINESTRING (12.1749952 47.5863528, 12.1748965 47.5863781, 12.1746107 47.5865392, 12.1742784 47.5867056, 12.1742173 47.5867641, 12.1741909 47.5867894)",,,,
6246588,False,Anton Renk-Straße,residential,40,False,166.466,"LINESTRING (12.175318 47.5859266, 12.1735916 47.5862915, 12.173527 47.5863166, 12.1733807 47.5865205)",,,,
122008922,False,Roveretoplatz,unclassified,30,False,82.23100000000001,"LINESTRING (12.1755075 47.5854756, 12.1753282 47.5852987, 12.175083 47.5851809, 12.1749576 47.5851063, 12.1748771 47.5850489, 12.1747565 47.584947)",2,,,
122008922,False,Roveretoplatz,unclassified,30,True,82.23100000000001,"LINESTRING (12.1747565 47.584947, 12.1748771 47.5850489, 12.1749576 47.5851063, 12.175083 47.5851809, 12.1753282 47.5852987, 12.1755075 47.5854756)",2,,,
962138964,False,Andreas Hofer-Straße,unclassified,30,True,60.214999999999996,"LINESTRING (12.1747565 47.584947, 12.1747425 47.5849323, 12.174323 47.5844912)",2,,,
6246598,False,Kronthalerstraße,residential,40,True,63.699,"LINESTRING (12.174323 47.5844912, 12.1742183 47.5845354, 12.173913 47.5846467, 12.173723 47.5847016, 12.1735556 47.5847284)",,,,
962138964,False,Andreas Hofer-Straße,unclassified,30,False,60.214999999999996,"LINESTRING (12.174323 47.5844912, 12.1747425 47.5849323, 12.1747565 47.584947)",2,,,
962138964,False,Andreas Hofer-Straße,unclassified,30,True,34.912,"LINESTRING (12.174323 47.5844912, 12.1742863 47.5844515, 12.174268 47.5844318, 12.1741057 47.5842138)",2,,,
6246611,False,Andreas Hofer-Straße,unclassified,30,True,134.608,"LINESTRING (12.1741057 47.5842138, 12.1740635 47.5841516, 12.1740082 47.5840651, 12.1738949 47.5838756, 12.1736773 47.5834756, 12.1735133 47.583174, 12.1734641 47.5830836)",2,,,
962138964,False,Andreas Hofer-Straße,unclassified,30,False,34.912,"LINESTRING (12.1741057 47.5842138, 12.174268 47.5844318, 12.1742863 47.5844515, 12.174323 47.5844912)",2,,,
881937308,False,Kaiserbergstraße,tertiary,40,True,4.927,"LINESTRING (12.1716782 47.5846001, 12.1716416 47.5845633)",2,,,
"[1011282598, 6246599]",True,Prof. Sinwel-Weg,residential,30,False,195.43499999999995,"LINESTRING (12.1716782 47.5846001, 12.1719586 47.5845361, 12.1723014 47.5844592, 12.1723415 47.5844509, 12.1724091 47.5844443, 12.1724515 47.5844498, 12.1726147 47.5845263, 12.1726488 47.5845312, 12.1726831 47.5845296, 12.1730154 47.5844813, 12.1731625 47.5844742, 12.1734718 47.58443, 12.1735577 47.5844127, 12.1736839 47.5843716, 12.1737344 47.5843424, 12.1737939 47.5842954, 12.1738281 47.5842808, 12.1739845 47.584239, 12.1741057 47.5842138)",,,,
170860172,False,Kaiserbergstraße,tertiary,40,False,49.144999999999996,"LINESTRING (12.1716782 47.5846001, 12.1717983 47.5847244, 12.1718761 47.5848097, 12.1720116 47.5849802)",2,,,
6246601,True,Kronthalerstraße,residential,40,False,119.166,"LINESTRING (12.1720116 47.5849802, 12.1721138 47.5849647, 12.1723926 47.5849225, 12.1725796 47.5848942, 12.1731976 47.5847969, 12.1735556 47.5847284)",,,,
27472466,False,Kaiserbergstraße,tertiary,40,False,73.462,"LINESTRING (12.1720116 47.5849802, 12.1720723 47.5850721, 12.1721198 47.585154, 12.1721564 47.5852472, 12.1721896 47.5853757, 12.1722199 47.5856201)",2,,,
170860172,False,Kaiserbergstraße,tertiary,40,True,49.144999999999996,"LINESTRING (12.1720116 47.5849802, 12.1718761 47.5848097, 12.1717983 47.5847244, 12.1716782 47.5846001)",2,,,
6246598,False,Kronthalerstraße,residential,40,False,63.699,"LINESTRING (12.1735556 47.5847284, 12.173723 47.5847016, 12.173913 47.5846467, 12.1742183 47.5845354, 12.174323 47.5844912)",,,,
6246611,False,Andreas Hofer-Straße,unclassified,30,False,134.60799999999998,"LINESTRING (12.1734641 47.5830836, 12.1735133 47.583174, 12.1736773 47.5834756, 12.1738949 47.5838756, 12.1740082 47.5840651, 12.1740635 47.5841516, 12.1741057 47.5842138)",2,,,
6246615,True,Krankenhausgasse,living_street,20,False,140.647,"LINESTRING (12.1734641 47.5830836, 12.1733796 47.583105, 12.1725609 47.5833382, 12.1722072 47.5834377, 12.1721547 47.5834525, 12.1719249 47.5835151, 12.1718531 47.5835263, 12.1717188 47.5835323)",,,,
