osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel
30261231,Industriestraße,unclassified,False,False,287.413,"LINESTRING (14.0966464 46.7198996, 14.0967306 46.7199036, 14.0968158 46.7198996, 14.0986896 46.7196461, 14.0988465 46.7196268, 14.099959 46.7194895, 14.1003551 46.7194479)",,,,
181946479,Klagenfurter Straße,tertiary,False,False,29.275,"LINESTRING (14.0966464 46.7198996, 14.0966138 46.7200022, 14.0965657 46.720157)",,,,
181946479,Klagenfurter Straße,tertiary,False,True,67.937,"LINESTRING (14.0966464 46.7198996, 14.0966603 46.7198621, 14.0967238 46.7196868, 14.0967881 46.7195407, 14.0968974 46.7193137)",,,,
441787393,10.-Oktober-Straße,tertiary,True,False,13.802,"LINESTRING (14.0965434 46.7228435, 14.096589 46.7228707, 14.0966098 46.7229095, 14.0966009 46.7229504)",1,30,,
441787397,10.-Oktober-Straße,tertiary,True,False,26.316000000000003,"LINESTRING (14.0965434 46.7228435, 14.0966219 46.722836, 14.0968733 46.7227765)",1,30,,
27060499,Dr.-A.-Lemisch-Straße,tertiary,False,False,80.61599999999999,"LINESTRING (14.0918905 46.7255099, 14.091788 46.7255552, 14.0910305 46.7259317)",,30,,
441770368,Dr.-Arthur-Lemisch-Straße,tertiary,False,False,82.983,"LINESTRING (14.0918905 46.7255099, 14.0920047 46.7254559, 14.0927142 46.7251207, 14.0927869 46.7250864)",2,30,,
782141152,Bambergerplatz,residential,False,True,11.018,"LINESTRING (14.0918905 46.7255099, 14.0918429 46.7254725, 14.0918013 46.7254321)",,,,
"[30260675, 1225281191]",Sparkassenstraße,residential,False,"[False, True]",113.947,"LINESTRING (14.0918905 46.7255099, 14.0919641 46.7255462, 14.0922656 46.7258404, 14.0924076 46.7259813, 14.0927681 46.7263354)",,,,
442647061,Dr.-A.-Lemisch-Straße,tertiary,False,False,42.572,"LINESTRING (14.0906979 46.7261008, 14.0902337 46.7263137)",,,,
"[30261262, 429100695]","['Milesipark', 'Hauptschulweg']",residential,False,False,211.95999999999998,"LINESTRING (14.0906979 46.7261008, 14.0907448 46.7261525, 14.0910258 46.7264651, 14.0913696 46.7267995, 14.0900907 46.7274113)",,,,
516674932,Dr.-A.-Lemisch-Straße,tertiary,False,True,31.564,"LINESTRING (14.0906979 46.7261008, 14.0908607 46.7260173, 14.0908964 46.7259985, 14.0910305 46.7259317)",,30,,
27086621,Heftgasse,residential,True,False,99.428,"LINESTRING (14.0904213 46.723591, 14.0905131 46.7235084, 14.090669 46.7234318, 14.0909009 46.7233552, 14.0911204 46.7233078, 14.091384 46.7232608, 14.0915807 46.7232319)",,,,
175117262,Ossiacherstraße,residential,True,False,39.832,"LINESTRING (14.0915807 46.7232319, 14.0915998 46.723286, 14.091778 46.7235628)",,,,
27086622,Ossiacherstraße,residential,False,False,18.785,"LINESTRING (14.0906192 46.7209659, 14.0907213 46.7210405, 14.0907878 46.7210891)",,,,
27086622,Ossiacherstraße,residential,False,False,180.88299999999998,"LINESTRING (14.0907878 46.7210891, 14.0908511 46.7211583, 14.0908891 46.7212227, 14.0909162 46.721308, 14.0909451 46.7217068, 14.0909558 46.7217889, 14.0909852 46.7218591, 14.0910538 46.7219845, 14.0912507 46.7222885, 14.091311 46.7223854, 14.0913395 46.7224347, 14.091379 46.722504, 14.0914409 46.7226313)",,,,
27086622,Ossiacherstraße,residential,False,True,18.785,"LINESTRING (14.0907878 46.7210891, 14.0907213 46.7210405, 14.0906192 46.7209659)",,,,
"[38557410, 27086623]",Ahrensburger Straße,residential,False,"[False, True]",175.095,"LINESTRING (14.0907878 46.7210891, 14.0908882 46.7210478, 14.0909731 46.7210162, 14.0910238 46.7210082, 14.0910811 46.7210071, 14.09133 46.7210283, 14.0916562 46.7210654, 14.0917839 46.7210883, 14.0920946 46.7211799, 14.0924745 46.7212553, 14.0926295 46.7212846, 14.0928152 46.7213214, 14.0929792 46.7213583)",2,30,,
175117262,Ossiacherstraße,residential,True,False,33.817,"LINESTRING (14.0914409 46.7226313, 14.0915228 46.7229302)",,,,
27086622,Ossiacherstraße,residential,False,True,180.88299999999998,"LINESTRING (14.0914409 46.7226313, 14.091379 46.722504, 14.0913395 46.7224347, 14.091311 46.7223854, 14.0912507 46.7222885, 14.0910538 46.7219845, 14.0909852 46.7218591, 14.0909558 46.7217889, 14.0909451 46.7217068, 14.0909162 46.721308, 14.0908891 46.7212227, 14.0908511 46.7211583, 14.0907878 46.7210891)",,,,
30260558,Amthofgasse,residential,False,True,142.14300000000003,"LINESTRING (14.0915228 46.7229302, 14.0916957 46.7228925, 14.0918101 46.7228675, 14.0919956 46.722822, 14.0921573 46.7227666, 14.0921952 46.7227667, 14.0923793 46.7228495, 14.0924493 46.7228794, 14.092519 46.7229272, 14.0925669 46.7229925, 14.0925806 46.7230378, 14.0925692 46.7230827, 14.0925469 46.7231209, 14.0924182 46.7232165, 14.0923853 46.7232593, 14.0923639 46.7233042, 14.0923452 46.723383)",,,,
175117262,Ossiacherstraße,residential,True,False,33.907000000000004,"LINESTRING (14.0915228 46.7229302, 14.0915329 46.7229816, 14.091579 46.7231612, 14.0915807 46.7232319)",,,,
"[199296872, 27086625, 199296843]",Pilgramstraße,residential,False,False,95.252,"LINESTRING (14.0933421 46.7217925, 14.0937021 46.7217962, 14.0938947 46.7218095, 14.0939963 46.7218201, 14.0945759 46.7219066)",,,yes,
38557410,Ahrensburger Straße,residential,False,False,56.83,"LINESTRING (14.0933421 46.7217925, 14.0933052 46.7217693, 14.0931674 46.7215146, 14.0931084 46.7214465, 14.093049 46.7213954, 14.0929792 46.7213583)",2,30,,
181972385,Obere Tiebelgasse,residential,False,False,96.16,"LINESTRING (14.0933421 46.7217925, 14.0933308 46.7215551, 14.0933734 46.7210566, 14.093372 46.7209287)",,,,
485555087,Obere Tiebelgasse,residential,False,True,227.564,"LINESTRING (14.0933421 46.7217925, 14.0933431 46.721881, 14.0933266 46.7219629, 14.0932574 46.7221094, 14.0932078 46.7222788, 14.0932009 46.7223591, 14.093217 46.7224262, 14.0932712 46.7225632, 14.0933176 46.7226542, 14.093428 46.7228158, 14.093539 46.7229974, 14.0936053 46.7230955, 14.0936789 46.723179, 14.0937736 46.7232782, 14.0938299 46.7233218, 14.0939717 46.7234315, 14.0941533 46.7235505, 14.0942663 46.723586)",,30,,
175117276,Mösl,residential,False,True,89.302,"LINESTRING (14.0945759 46.7219066, 14.0944561 46.7222706, 14.0944193 46.7223081, 14.0943629 46.7223483, 14.0942831 46.7223849, 14.0939316 46.7224907)",,,,
"[199296872, 27086625, 199296843]",Pilgramstraße,residential,False,True,95.25200000000001,"LINESTRING (14.0945759 46.7219066, 14.0939963 46.7218201, 14.0938947 46.7218095, 14.0937021 46.7217962, 14.0933421 46.7217925)",,,yes,
30260715,Sackgasse,residential,False,False,56.614,"LINESTRING (14.0953395 46.7220238, 14.0955267 46.7215311)",,,,
27086626,Pilgramstraße,residential,True,False,59.693,"LINESTRING (14.0953395 46.7220238, 14.0952359 46.7220006, 14.0950801 46.7219777, 14.0945759 46.7219066)",,,,
181972385,Obere Tiebelgasse,residential,False,False,27.589999999999996,"LINESTRING (14.093372 46.7209287, 14.0933614 46.7207598, 14.0933565 46.7206808)",,,,
181972385,Obere Tiebelgasse,residential,False,True,96.16,"LINESTRING (14.093372 46.7209287, 14.0933734 46.7210566, 14.0933308 46.7215551, 14.0933421 46.7217925)",,,,
27086628,Unterrain,residential,False,False,148.32399999999998,"LINESTRING (14.0933565 46.7206808, 14.0930714 46.720551, 14.092932 46.7204844, 14.0928524 46.7204203, 14.0926812 46.7202459, 14.0926241 46.7201937, 14.0925151 46.7201235, 14.0928463 46.719655)",,,,
181972385,Obere Tiebelgasse,residential,False,False,97.305,"LINESTRING (14.0933565 46.7206808, 14.0933628 46.7205458, 14.09345 46.7198082)",,,,
181972385,Obere Tiebelgasse,residential,False,True,27.589999999999996,"LINESTRING (14.0933565 46.7206808, 14.0933614 46.7207598, 14.093372 46.7209287)",,,,
27086635,Unterrain,residential,False,False,49.073,"LINESTRING (14.09345 46.7198082, 14.0928463 46.719655)",,,,
"[199296840, 27086629, 199296846]",Schüttgasse,residential,False,False,241.38199999999998,"LINESTRING (14.09345 46.7198082, 14.0936571 46.7198511, 14.0939984 46.7199218, 14.0941621 46.7199514, 14.0944163 46.7199882, 14.094566 46.7200062, 14.0946172 46.7200124, 14.0947904 46.7200298, 14.0950907 46.720056, 14.0951674 46.7200627, 14.0952268 46.7200679, 14.0955613 46.7200985, 14.0959611 46.7201242, 14.0965657 46.720157)",,,yes,
181972385,Obere Tiebelgasse,residential,False,True,97.305,"LINESTRING (14.09345 46.7198082, 14.0933628 46.7205458, 14.0933565 46.7206808)",,,,
27086635,Unterrain,residential,False,True,49.073,"LINESTRING (14.0928463 46.719655, 14.09345 46.7198082)",,,,
27086628,Unterrain,residential,False,True,148.324,"LINESTRING (14.0928463 46.719655, 14.0925151 46.7201235, 14.0926241 46.7201937, 14.0926812 46.7202459, 14.0928524 46.7204203, 14.092932 46.7204844, 14.0930714 46.720551, 14.0933565 46.7206808)",,,,
"[40357697, 40357698, 124247948]",Klagenfurter Straße,tertiary,False,False,236.434,"LINESTRING (14.0965657 46.720157, 14.0964414 46.7206545, 14.0963749 46.7209382, 14.0963484 46.7210668, 14.096303 46.7212539, 14.0962595 46.7214753, 14.0961252 46.7218801, 14.0959972 46.7221632, 14.0959941 46.7222095, 14.0960075 46.7222416)",,,,yes
181946479,Klagenfurter Straße,tertiary,False,True,29.275,"LINESTRING (14.0965657 46.720157, 14.0966138 46.7200022, 14.0966464 46.7198996)",,,,
"[199296840, 27086629, 199296846]",Schüttgasse,residential,False,True,241.382,"LINESTRING (14.0965657 46.720157, 14.0959611 46.7201242, 14.0955613 46.7200985, 14.0952268 46.7200679, 14.0951674 46.7200627, 14.0950907 46.720056, 14.0947904 46.7200298, 14.0946172 46.7200124, 14.094566 46.7200062, 14.0944163 46.7199882, 14.0941621 46.7199514, 14.0939984 46.7199218, 14.0936571 46.7198511, 14.09345 46.7198082)",,,yes,
30260716,Rottendorfer Straße,residential,False,True,12.227,"LINESTRING (14.0974719 46.7185204, 14.0974008 46.7184802, 14.0973481 46.7184505)",,,,
181946479,Klagenfurter Straße,tertiary,False,False,98.611,"LINESTRING (14.0974719 46.7185204, 14.0972926 46.7187299, 14.0971709 46.7188893, 14.0970354 46.7190925, 14.0968974 46.7193137)",,,,
201142917,St. Ruprechter Straße,residential,False,False,32.352,"LINESTRING (14.0969276 46.7240275, 14.097352 46.7240308)",,30,,
201142917,St. Ruprechter Straße,residential,False,True,51.363,"LINESTRING (14.0969276 46.7240275, 14.0962658 46.7241144)",,30,,
30260402,Wilhelm Buschgasse,residential,False,True,113.81900000000002,"LINESTRING (14.0969276 46.7240275, 14.096882 46.7238239, 14.0968061 46.7236622, 14.0966738 46.7234698, 14.096552 46.7233461, 14.0964373 46.7232413, 14.0963435 46.7231592, 14.096298 46.7231195)",,,,
201142917,St. Ruprechter Straße,residential,False,False,51.363,"LINESTRING (14.0962658 46.7241144, 14.0969276 46.7240275)",,30,,
30260491,Untere Tiebelgasse,residential,False,False,103.081,"LINESTRING (14.0962658 46.7241144, 14.0962164 46.724283, 14.096227 46.72445, 14.0964382 46.7250198)",,30,,
"[441787401, 201142913, 30261612]",Untere Tiebelgasse,residential,False,True,76.356,"LINESTRING (14.0962658 46.7241144, 14.0961291 46.7240937, 14.0960172 46.7240701, 14.0959098 46.7240514, 14.0958328 46.7240535, 14.0957608 46.7240755, 14.0954698 46.7243354)",,30,yes,
442101829,Schlachthausgasse,residential,False,True,51.769999999999996,"LINESTRING (14.0971161 46.7250151, 14.0967879 46.72502, 14.0965238 46.7250284, 14.0964382 46.7250198)",,30,,
603295701,Gurktaler Straße,tertiary,False,False,121.279,"LINESTRING (14.0971161 46.7250151, 14.0971417 46.7249636, 14.0973565 46.7245267, 14.0974002 46.7244555, 14.097466 46.7243714, 14.0977194 46.7240938, 14.0977719 46.7240279)",,30,,
30261671,Dr.-G.-H.-Neckheim-Straße,residential,False,True,23.181,"LINESTRING (14.0978984 46.7271613, 14.0975944 46.7271674)",,30,,
30261671,Dr.-G.-H.-Neckheim-Straße,residential,False,False,66.953,"LINESTRING (14.0978984 46.7271613, 14.0984831 46.7271575, 14.0985978 46.7271531, 14.0987756 46.7271402)",,30,,
201142917,St. Ruprechter Straße,residential,False,True,32.009,"LINESTRING (14.0977719 46.7240279, 14.097352 46.7240308)",,30,,
30260600,St. Ruprechter Straße,residential,False,False,81.012,"LINESTRING (14.0977719 46.7240279, 14.0978716 46.7240282, 14.0979856 46.72403, 14.098445 46.7240269, 14.0988346 46.7240301)",,30,,
603295701,Gurktaler Straße,tertiary,False,False,26.976,"LINESTRING (14.0977719 46.7240279, 14.0977945 46.7239642, 14.0978146 46.7237877)",,30,,
603295701,Gurktaler Straße,tertiary,False,True,121.279,"LINESTRING (14.0977719 46.7240279, 14.0977194 46.7240938, 14.097466 46.7243714, 14.0974002 46.7244555, 14.0973565 46.7245267, 14.0971417 46.7249636, 14.0971161 46.7250151)",,30,,
30260600,St. Ruprechter Straße,residential,False,False,110.505,"LINESTRING (14.0988346 46.7240301, 14.0989451 46.7240346, 14.0991919 46.7240567, 14.099491 46.7240962, 14.0996195 46.7241175, 14.0997527 46.7241424, 14.1002493 46.7242366)",,30,,
30260600,St. Ruprechter Straße,residential,False,True,81.012,"LINESTRING (14.0988346 46.7240301, 14.098445 46.7240269, 14.0979856 46.72403, 14.0978716 46.7240282, 14.0977719 46.7240279)",,30,,
30261726,Beethovenstraße,residential,False,True,345.87800000000004,"LINESTRING (14.0988346 46.7240301, 14.0988335 46.7240628, 14.0988297 46.7242019, 14.0988241 46.724404, 14.0988222 46.7244737, 14.0988207 46.7245292, 14.0988171 46.7246586, 14.0988128 46.724815, 14.0988047 46.7251106, 14.0988028 46.7251746, 14.0987978 46.7253412, 14.0987928 46.7255082, 14.0987908 46.7255747, 14.0987892 46.7256267, 14.0987846 46.7258302, 14.0987843 46.725842, 14.0987776 46.7261384, 14.0987773 46.7261601, 14.0987747 46.7263253, 14.0987708 46.7265765, 14.0987685 46.7267229, 14.0987668 46.7268275, 14.0987695 46.7269228, 14.0987756 46.7271402)",,30,,
30260600,St. Ruprechter Straße,residential,False,False,71.753,"LINESTRING (14.1002493 46.7242366, 14.100719 46.7243131, 14.1011648 46.7243867)",,30,,
30260600,St. Ruprechter Straße,residential,False,True,110.50500000000001,"LINESTRING (14.1002493 46.7242366, 14.0997527 46.7241424, 14.0996195 46.7241175, 14.099491 46.7240962, 14.0991919 46.7240567, 14.0989451 46.7240346, 14.0988346 46.7240301)",,30,,
30260903,Mozartstraße,residential,False,False,233.31799999999998,"LINESTRING (14.1002493 46.7242366, 14.1002531 46.7242145, 14.1003908 46.7234957, 14.1004272 46.7232959, 14.1004649 46.7230888, 14.100471 46.7230598, 14.100607 46.7224155, 14.1006615 46.7221575)",,30,,
30260903,Mozartstraße,residential,False,True,303.33000000000004,"LINESTRING (14.1002493 46.7242366, 14.1002108 46.7245145, 14.1001706 46.7249038, 14.1001465 46.7250918, 14.1001313 46.7255548, 14.1001273 46.7256768, 14.1001231 46.7257967, 14.1001149 46.7260278, 14.1001066 46.7262645, 14.1000992 46.7264727, 14.1000934 46.7266374, 14.1000921 46.7266958, 14.1000864 46.7269611)",,30,,
30260600,St. Ruprechter Straße,residential,False,False,74.902,"LINESTRING (14.1011648 46.7243867, 14.1015529 46.7244563, 14.1021195 46.7245459)",,30,,
30260600,St. Ruprechter Straße,residential,False,True,71.753,"LINESTRING (14.1011648 46.7243867, 14.100719 46.7243131, 14.1002493 46.7242366)",,30,,
30260712,Schubertstraße,residential,False,False,88.843,"LINESTRING (14.1011648 46.7243867, 14.1012174 46.7240812, 14.1012855 46.7237132, 14.1013103 46.723594)",,30,,
