osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,bridge
"[189159035, 189159036, 285093431, 29391327]",Schlossbergstraße,residential,30,False,False,453.9550000000001,"LINESTRING (9.6898081 47.3633001, 9.6902341 47.3633344, 9.6902496 47.3633351, 9.6902663 47.3633355, 9.6903797 47.3633446, 9.6905305 47.3633776, 9.6906069 47.363407, 9.6906867 47.3634494, 9.6907494 47.363493, 9.6908468 47.3636649, 9.6909259 47.3638481, 9.6910057 47.3640699, 9.6910428 47.3641779, 9.6909776 47.3642453, 9.6909223 47.36434, 9.6907924 47.3647703, 9.6906627 47.3652308, 9.6906218 47.36538, 9.6905597 47.36563, 9.6905528 47.3656584, 9.6905241 47.3657767, 9.6904947 47.3658978, 9.6904916 47.3659108, 9.6904719 47.3661179, 9.6904655 47.3662749, 9.6904603 47.3664032, 9.6904222 47.3665695, 9.6903807 47.3666885, 9.6903392 47.3667391, 9.6903149 47.3667545, 9.6902985 47.3667649, 9.6902739 47.3667804)",,,building_passage,
248206663,Kaiser-Franz-Josef-Straße,tertiary,30,False,False,82.954,"LINESTRING (9.6882892 47.361825, 9.6884358 47.3619188, 9.6884795 47.3619468, 9.6885356 47.3619827, 9.6886824 47.3620973, 9.6887854 47.3621749, 9.6888782 47.3622447, 9.6889794 47.3623211, 9.6890433 47.3623679)",,,,
248206663,Kaiser-Franz-Josef-Straße,tertiary,30,False,True,92.90399999999998,"LINESTRING (9.6882892 47.361825, 9.6878424 47.3615677, 9.687704 47.361488, 9.6875761 47.3614146, 9.6875456 47.3613971, 9.6874878 47.361364, 9.6873285 47.3613043)",,,,
254375304,St.-Karl-Straße,residential,30,False,True,80.60600000000001,"LINESTRING (9.6882892 47.361825, 9.6882471 47.3618391, 9.6881532 47.3618707, 9.6880857 47.3618795, 9.6880146 47.3618807, 9.687803 47.361872, 9.687405 47.3618301, 9.6872483 47.3617979)",,,,
29391332,St.-Anton-Straße,residential,40,False,False,10.542,"LINESTRING (9.689967 47.3596265, 9.6898471 47.3595776)",,,,
1168961750,Hochquellenstraße,residential,30,False,True,28.95,"LINESTRING (9.689967 47.3596265, 9.6899695 47.3597063, 9.6899511 47.3597488, 9.6899301 47.3597972, 9.6898745 47.3598743)",,,,
32390594,Marktstraße,tertiary,20,False,False,63.13999999999999,"LINESTRING (9.6895332 47.3643773, 9.6895887 47.3643258, 9.6896061 47.3643097, 9.6897584 47.36393, 9.6897846 47.3638411)",,,,
"[32390609, 494693818]",Schweizer Straße,tertiary,20,True,False,107.309,"LINESTRING (9.6895332 47.3643773, 9.6894023 47.3644178, 9.6893392 47.3644523, 9.6890366 47.3646292, 9.6885727 47.3649015, 9.6885284 47.3649182, 9.6884768 47.3649368, 9.6884226 47.3649739)",,,,
"[29391908, 454748261, 1002737222]",Angelika-Kauffmann-Straße,primary,50,False,False,82.08,"LINESTRING (9.6855646 47.3678262, 9.6856606 47.3678597, 9.6857176 47.3678796, 9.6859062 47.3679394, 9.6860163 47.3679644, 9.6861532 47.3679881, 9.6863035 47.3680083, 9.6864323 47.3680099, 9.686504 47.3680035, 9.6866009 47.3679949)",3,L190,,
"[454748264, 85741369]",Angelika-Kauffmann-Straße,primary,50,False,True,113.728,"LINESTRING (9.6855646 47.3678262, 9.6854581 47.3677767, 9.6854154 47.3677569, 9.6853612 47.3677317, 9.6852427 47.3676628, 9.6849989 47.3675017, 9.684872 47.367416, 9.6846764 47.3672641, 9.6844908 47.3671133)",2,L190,,
"[568299965, 545049878, 545049879]",Schweizer Straße,"['residential', 'living_street']","['20', '40', '30']",False,False,306.188,"LINESTRING (9.6855646 47.3678262, 9.68564 47.367762, 9.685698 47.367717, 9.6858 47.3676379, 9.6858506 47.3675931, 9.6859117 47.367544, 9.6859642 47.3675018, 9.6859885 47.3674823, 9.6861886 47.3673189, 9.6862801 47.3672442, 9.6865688 47.3670085, 9.6866475 47.366943, 9.6870264 47.3666257, 9.6871346 47.3665351, 9.6872037 47.3664772, 9.6873282 47.3663747, 9.6873996 47.3663105, 9.6876834 47.3660612, 9.6878578 47.3659067, 9.6878911 47.3658792, 9.6880509 47.3657708, 9.6881485 47.3657022)",,,,
134938612,Schillerallee,residential,30,False,False,100.343,"LINESTRING (9.688146 47.363522, 9.6883344 47.3632842, 9.6884881 47.3627995, 9.688494 47.3627581, 9.6884922 47.3627441, 9.6884843 47.3627297, 9.6884763 47.3627183, 9.6884609 47.362704, 9.6884216 47.3626806)",,,,
134938612,Schillerallee,residential,30,False,True,100.343,"LINESTRING (9.6884216 47.3626806, 9.6884609 47.362704, 9.6884763 47.3627183, 9.6884843 47.3627297, 9.6884922 47.3627441, 9.688494 47.3627581, 9.6884881 47.3627995, 9.6883344 47.3632842, 9.688146 47.363522)",,,,
248207068,Graf-Maximilian-Straße,tertiary,30,False,True,70.558,"LINESTRING (9.6884216 47.3626806, 9.6882872 47.3627461, 9.6876613 47.3630513)",,,,
"[835260327, 259347711]",Graf-Maximilian-Straße,tertiary,30,False,False,58.326,"LINESTRING (9.6884216 47.3626806, 9.6885585 47.3626134, 9.688719 47.3625338, 9.6890005 47.3623898, 9.6890433 47.3623679)",,,,
29391683,Salomon-Sulzer-Straße,residential,40,False,False,82.777,"LINESTRING (9.6873819 47.368408, 9.6875466 47.3682607, 9.6878562 47.3679837, 9.6879722 47.3679487, 9.6881576 47.3679358)",,,,
29391683,Salomon-Sulzer-Straße,residential,40,False,False,74.164,"LINESTRING (9.6881576 47.3679358, 9.6881983 47.3678461, 9.6882924 47.3677762, 9.6885384 47.3676047, 9.6886007 47.3675336, 9.6886231 47.367475, 9.6886244 47.3674388, 9.6886298 47.3673789)",,,,
29391683,Salomon-Sulzer-Straße,residential,40,False,True,82.777,"LINESTRING (9.6881576 47.3679358, 9.6879722 47.3679487, 9.6878562 47.3679837, 9.6875466 47.3682607, 9.6873819 47.368408)",,,,
29391979,Hatangergasse,residential,40,False,False,133.479,"LINESTRING (9.6881576 47.3679358, 9.6882101 47.3679954, 9.6882881 47.3680327, 9.6883291 47.3680524, 9.6885044 47.3681364, 9.6885811 47.3681458, 9.6886164 47.3681502, 9.6887294 47.3681362, 9.688855 47.3680643, 9.6891693 47.3678421, 9.6893359 47.3677243, 9.6894699 47.3676715, 9.689527 47.367649)",,,,
"[134938616, 134938614, 29391686]",Sägerstraße,tertiary,30,False,False,113.19199999999998,"LINESTRING (9.6902275 47.3602898, 9.6903477 47.3603294, 9.6904786 47.3603722, 9.6905523 47.3603858, 9.6906663 47.3604067, 9.6908441 47.3604272, 9.6912284 47.3604252, 9.6914196 47.3604505, 9.6915369 47.3604715, 9.6916796 47.3604992)",,,,yes
254372185,Emsbachstraße,tertiary,30,False,False,54.692,"LINESTRING (9.6902275 47.3602898, 9.690176 47.3601738, 9.6900583 47.3599905, 9.6899656 47.3599228, 9.6898745 47.3598743)",,,,
1168961751,Emsbachstraße,residential,30,False,True,84.00500000000001,"LINESTRING (9.6902275 47.3602898, 9.6902116 47.3603102, 9.6900807 47.360478, 9.6900255 47.3605568, 9.6900064 47.3606305, 9.6900236 47.360735, 9.6900394 47.3608096, 9.6900044 47.3609053, 9.6899355 47.3609954)",,,,
"[158472816, 134938610, 134938611, 1168961752, 1136037370]",Burgstraße,residential,30,False,True,234.58500000000006,"LINESTRING (9.6916796 47.3604992, 9.6916192 47.3605299, 9.6915242 47.3605783, 9.6913667 47.3606876, 9.6911904 47.360826, 9.6911149 47.3608593, 9.6906733 47.3609888, 9.6903209 47.3610976, 9.690278 47.3611323, 9.6902624 47.3611511, 9.6902144 47.3612075, 9.6901993 47.3612229, 9.69008 47.3612756, 9.689856 47.3613789, 9.6897698 47.3614791, 9.6897199 47.3615921, 9.6896854 47.3616798, 9.6896385 47.3617991, 9.6896011 47.3619108)",,,,yes
"[134938616, 29391686, 134938614]",Sägerstraße,tertiary,30,False,True,113.19200000000002,"LINESTRING (9.6916796 47.3604992, 9.6915369 47.3604715, 9.6914196 47.3604505, 9.6912284 47.3604252, 9.6908441 47.3604272, 9.6906663 47.3604067, 9.6905523 47.3603858, 9.6904786 47.3603722, 9.6903477 47.3603294, 9.6902275 47.3602898)",,,,yes
"[1228713652, 29391782]",Regina-Ullmann-Straße,residential,30,False,False,131.838,"LINESTRING (9.68993 47.3684554, 9.6900623 47.3684045, 9.6903729 47.3682938, 9.6910273 47.3680646, 9.6913724 47.3679522, 9.6914797 47.3679052)",,,,
"[454748256, 75844973]",Radetzkystraße,primary,50,False,True,94.664,"LINESTRING (9.68993 47.3684554, 9.6898679 47.3683293, 9.6897917 47.3681762, 9.68977 47.3681328, 9.6897369 47.3680669, 9.6897313 47.3680558, 9.6895444 47.3676837, 9.689527 47.367649)","['2', '3']",L190,,
1228713653,Erlachstraße,residential,30,False,False,23.21,"LINESTRING (9.6914797 47.3679052, 9.6916792 47.3680643)",,,,
"[1228713652, 29391782]",Regina-Ullmann-Straße,residential,30,False,True,131.838,"LINESTRING (9.6914797 47.3679052, 9.6913724 47.3679522, 9.6910273 47.3680646, 9.6903729 47.3682938, 9.6900623 47.3684045, 9.68993 47.3684554)",,,,
"[613063130, 1215820283, 1228713653, 1228713654]",Erlachstraße,residential,30,False,True,164.097,"LINESTRING (9.6914797 47.3679052, 9.6913786 47.3678228, 9.6911852 47.367646, 9.6910932 47.3675628, 9.6909427 47.3674209, 9.6907607 47.367306, 9.690588 47.3672199, 9.6904351 47.3671509, 9.6903973 47.3671338, 9.690305 47.3670703, 9.6902526 47.3670217, 9.6902132 47.366957, 9.6902348 47.3668694, 9.6902739 47.3667804)",,,,
"[494693823, 134421130, 128231487]",Jakob-Hannibal-Straße,"['residential', 'living_street']","['20', '30']",False,False,77.498,"LINESTRING (9.6874538 47.3648134, 9.6875322 47.3648206, 9.6878694 47.3648529, 9.6882912 47.364886, 9.6884226 47.3649739)",,,,
"[248207049, 128231486, 128231487]",Jakob-Hannibal-Straße,residential,30,False,True,159.182,"LINESTRING (9.6874538 47.3648134, 9.6873853 47.3648066, 9.6872502 47.3647866, 9.687235 47.3647844, 9.6872098 47.3647808, 9.6871618 47.364767, 9.6869744 47.3647089, 9.686814 47.3646419, 9.6867872 47.3646307, 9.6866335 47.3645465, 9.68645 47.3644196, 9.6864206 47.3643962, 9.6863542 47.3643434, 9.6863446 47.3643358, 9.6862614 47.3642696, 9.6862171 47.3642313, 9.6858694 47.3639306)",,,,yes
281999073,Graf-Kaspar-Straße,residential,30,False,True,150.269,"LINESTRING (9.6874538 47.3648134, 9.6874033 47.3648637, 9.6873382 47.3649285, 9.6871477 47.3650626, 9.6865508 47.3655219, 9.6861467 47.3658328)",,,,
29462855,Schloßplatz,tertiary,30,False,False,36.098,"LINESTRING (9.6892328 47.3625024, 9.6893222 47.3625692, 9.6895322 47.3627556)",,,,
"[158472817, 61228154, 61228148, 1136037370]","['Burgstraße', 'Schloßplatz']",residential,30,False,False,73.043,"LINESTRING (9.6892328 47.3625024, 9.6892582 47.3624761, 9.6893619 47.3623688, 9.6894284 47.3623098, 9.6895146 47.3622149, 9.6895534 47.3621522, 9.689558 47.3621237, 9.6895607 47.3621069, 9.6895715 47.3620559, 9.689583 47.3619954, 9.6896011 47.3619108)",,,building_passage,
"[257140768, 1168961753, 32391551]",Schloßplatz,tertiary,30,False,True,20.675,"LINESTRING (9.6892328 47.3625024, 9.6891808 47.3624653, 9.6890853 47.3623962, 9.6890433 47.3623679)",,,,yes
29391869,Kaspar-Moosbrugger-Straße,residential,40,False,True,152.36,"LINESTRING (9.684918 47.3606886, 9.6843438 47.3607727, 9.6837213 47.3609582, 9.683674 47.3609725, 9.6834395 47.3610504, 9.6833474 47.361081, 9.6830983 47.3611876, 9.6830602 47.3612039)",,,,
29392005,Franz-Michael-Felder-Straße,residential,40,False,False,30.081000000000003,"LINESTRING (9.684918 47.3606886, 9.6849166 47.3606565, 9.6849258 47.3605346, 9.6849346 47.3604184)",,,,
29392005,Franz-Michael-Felder-Straße,residential,40,False,True,41.117000000000004,"LINESTRING (9.684918 47.3606886, 9.6849608 47.3608561, 9.6849794 47.3609281, 9.6850116 47.3610529)",,,,
248207048,Jakob-Hannibal-Straße,residential,30,True,False,113.39099999999999,"LINESTRING (9.6858694 47.3639306, 9.6856666 47.3637578, 9.6854846 47.3636028, 9.6852565 47.3634084, 9.6849823 47.3631748, 9.684936 47.3631306)",,,,
"[248207049, 128231486, 128231487]",Jakob-Hannibal-Straße,residential,30,False,False,159.182,"LINESTRING (9.6858694 47.3639306, 9.6862171 47.3642313, 9.6862614 47.3642696, 9.6863446 47.3643358, 9.6863542 47.3643434, 9.6864206 47.3643962, 9.68645 47.3644196, 9.6866335 47.3645465, 9.6867872 47.3646307, 9.686814 47.3646419, 9.6869744 47.3647089, 9.6871618 47.364767, 9.6872098 47.3647808, 9.687235 47.3647844, 9.6872502 47.3647866, 9.6873853 47.3648066, 9.6874538 47.3648134)",,,,yes
248207068,Graf-Maximilian-Straße,tertiary,30,False,False,166.672,"LINESTRING (9.6858694 47.3639306, 9.6862091 47.3637592, 9.6862661 47.3637341, 9.6863023 47.3637182, 9.6866209 47.3635619, 9.6868686 47.3634403, 9.6871635 47.3632956, 9.6872356 47.3632604, 9.6874284 47.3631662, 9.6874809 47.3631403, 9.6875936 47.3630847, 9.6876613 47.3630513)",,,,
248207068,Graf-Maximilian-Straße,tertiary,30,False,True,145.15,"LINESTRING (9.6858694 47.3639306, 9.6856914 47.3640173, 9.6853838 47.3641671, 9.6849596 47.3643738, 9.6849049 47.3644004, 9.6844147 47.3646433, 9.6843083 47.364696)",,,,
29391876,Jahnstraße,residential,30,False,False,63.307,"LINESTRING (9.6871159 47.3626181, 9.6872446 47.3627186, 9.6876613 47.3630513)",,,,
29391876,Jahnstraße,residential,30,False,True,63.307,"LINESTRING (9.6876613 47.3630513, 9.6872446 47.3627186, 9.6871159 47.3626181)",,,,
248207068,Graf-Maximilian-Straße,tertiary,30,False,False,70.558,"LINESTRING (9.6876613 47.3630513, 9.6882872 47.3627461, 9.6884216 47.3626806)",,,,
248207068,Graf-Maximilian-Straße,tertiary,30,False,True,166.672,"LINESTRING (9.6876613 47.3630513, 9.6875936 47.3630847, 9.6874809 47.3631403, 9.6874284 47.3631662, 9.6872356 47.3632604, 9.6871635 47.3632956, 9.6868686 47.3634403, 9.6866209 47.3635619, 9.6863023 47.3637182, 9.6862661 47.3637341, 9.6862091 47.3637592, 9.6858694 47.3639306)",,,,
1228713653,Erlachstraße,residential,30,False,True,23.21,"LINESTRING (9.6916792 47.3680643, 9.6914797 47.3679052)",,,,
"[29391880, 1228713651]",Im Tiergarten,residential,30,False,False,92.291,"LINESTRING (9.6916792 47.3680643, 9.6917558 47.3680039, 9.6918736 47.3679068, 9.6920994 47.3677244, 9.6921455 47.3676872, 9.6922256 47.3676225, 9.6924662 47.3674281)",,,,
"[29391880, 1228713651]",Im Tiergarten,residential,30,False,True,92.291,"LINESTRING (9.6924662 47.3674281, 9.6922256 47.3676225, 9.6921455 47.3676872, 9.6920994 47.3677244, 9.6918736 47.3679068, 9.6917558 47.3680039, 9.6916792 47.3680643)",,,,
36925737,Im Tiergarten,residential,40,False,False,179.979,"LINESTRING (9.6924662 47.3674281, 9.6924958 47.3674479, 9.6925433 47.3674796, 9.6928224 47.367568, 9.6934256 47.3677583, 9.6934822 47.3677536, 9.6935236 47.3677293, 9.6936286 47.3675246, 9.693721 47.3673445, 9.6937394 47.3673085, 9.6938077 47.3671754, 9.6939024 47.3669907, 9.6939161 47.366964)",,,,
36925737,Im Tiergarten,residential,40,False,True,105.69000000000001,"LINESTRING (9.6924662 47.3674281, 9.6923876 47.3673741, 9.6921947 47.3673121, 9.6918798 47.3672109, 9.6916268 47.3671296, 9.6913647 47.3670454, 9.6912656 47.3670134, 9.6912452 47.3669829)",,,,
29392005,Franz-Michael-Felder-Straße,residential,40,False,False,20.707,"LINESTRING (9.6850084 47.3612367, 9.6850297 47.3611699, 9.6850257 47.3611074, 9.6850116 47.3610529)",,,,
29392005,Franz-Michael-Felder-Straße,residential,40,False,True,18.533,"LINESTRING (9.6850084 47.3612367, 9.6849419 47.3612803, 9.6848935 47.3613197, 9.6848663 47.3613691)",,,,
"[29392064, 1022677172]",Bergmannstraße,residential,40,False,False,85.976,"LINESTRING (9.6850084 47.3612367, 9.6851315 47.3612253, 9.6854889 47.3610953, 9.6856943 47.3610189, 9.6860064 47.3609044, 9.686026 47.3608972)",1,,,
609687819,Bergmannstraße,residential,40,False,False,38.406,"LINESTRING (9.686026 47.3608972, 9.6856344 47.360676)",,,,
29392064,Bergmannstraße,residential,40,False,False,59.248999999999995,"LINESTRING (9.686026 47.3608972, 9.6862685 47.3608225, 9.6866478 47.3606607, 9.6867087 47.3606347)",1,,,
"[29392064, 1022677172]",Bergmannstraße,residential,40,False,True,85.976,"LINESTRING (9.686026 47.3608972, 9.6860064 47.3609044, 9.6856943 47.3610189, 9.6854889 47.3610953, 9.6851315 47.3612253, 9.6850084 47.3612367)",1,,,
29392053,Brunnerweg,residential,30,False,False,75.553,"LINESTRING (9.6861467 47.3658328, 9.6864242 47.3659603, 9.6868395 47.366151, 9.6869102 47.366178, 9.6869839 47.3662066)",,,,
281999073,Graf-Kaspar-Straße,residential,30,False,False,150.26900000000003,"LINESTRING (9.6861467 47.3658328, 9.6865508 47.3655219, 9.6871477 47.3650626, 9.6873382 47.3649285, 9.6874033 47.3648637, 9.6874538 47.3648134)",,,,
"[281999073, 29391991]",Graf-Kaspar-Straße,residential,"['40', '30']",False,True,189.285,"LINESTRING (9.6861467 47.3658328, 9.6860661 47.3658992, 9.6853353 47.3664598, 9.6850381 47.3666929, 9.6844908 47.3671133)",,,,
36925737,Im Tiergarten,residential,40,False,True,179.979,"LINESTRING (9.6939161 47.366964, 9.6939024 47.3669907, 9.6938077 47.3671754, 9.6937394 47.3673085, 9.693721 47.3673445, 9.6936286 47.3675246, 9.6935236 47.3677293, 9.6934822 47.3677536, 9.6934256 47.3677583, 9.6928224 47.367568, 9.6925433 47.3674796, 9.6924958 47.3674479, 9.6924662 47.3674281)",,,,
29392056,Blumenstraße,residential,40,False,True,57.477,"LINESTRING (9.689457 47.3601812, 9.6888693 47.3598515)",,,,
128231292,Hochquellenstraße,tertiary,30,False,False,46.428000000000004,"LINESTRING (9.689457 47.3601812, 9.6897609 47.3599666, 9.6898745 47.3598743)",,,,
128231292,Hochquellenstraße,tertiary,30,False,True,43.022999999999996,"LINESTRING (9.689457 47.3601812, 9.6892982 47.3602981, 9.6890441 47.3604477)",,,,
128231292,Hochquellenstraße,tertiary,30,False,True,46.428000000000004,"LINESTRING (9.6898745 47.3598743, 9.6897609 47.3599666, 9.689457 47.3601812)",,,,
254372185,Emsbachstraße,tertiary,30,False,True,54.692,"LINESTRING (9.6898745 47.3598743, 9.6899656 47.3599228, 9.6900583 47.3599905, 9.690176 47.3601738, 9.6902275 47.3602898)",,,,
1168961750,Hochquellenstraße,residential,30,False,False,28.95,"LINESTRING (9.6898745 47.3598743, 9.6899301 47.3597972, 9.6899511 47.3597488, 9.6899695 47.3597063, 9.689967 47.3596265)",,,,
29391979,Hatangergasse,residential,40,False,True,133.479,"LINESTRING (9.689527 47.367649, 9.6894699 47.3676715, 9.6893359 47.3677243, 9.6891693 47.3678421, 9.688855 47.3680643, 9.6887294 47.3681362, 9.6886164 47.3681502, 9.6885811 47.3681458, 9.6885044 47.3681364, 9.6883291 47.3680524, 9.6882881 47.3680327, 9.6882101 47.3679954, 9.6881576 47.3679358)",,,,
"[454748256, 75844973]",Radetzkystraße,primary,50,False,False,94.66400000000002,"LINESTRING (9.689527 47.367649, 9.6895444 47.3676837, 9.6897313 47.3680558, 9.6897369 47.3680669, 9.68977 47.3681328, 9.6897917 47.3681762, 9.6898679 47.3683293, 9.68993 47.3684554)","['2', '3']",L190,,
454748256,Radetzkystraße,primary,50,False,True,37.667,"LINESTRING (9.689527 47.367649, 9.6894061 47.3673974, 9.6893669 47.3673659, 9.6893304 47.3673441)",3,L190,,
"[198474416, 456636115]",Graf-Maximilian-Straße,residential,"['40', '30']",False,False,154.56099999999998,"LINESTRING (9.6826618 47.3655254, 9.6827353 47.365484, 9.682795 47.3654537, 9.6829666 47.3653667, 9.6831705 47.3652633, 9.6832917 47.3652019, 9.6835142 47.365089, 9.6836578 47.3650162, 9.6839141 47.3648862, 9.6843083 47.364696)",,,,
"[454748265, 259347710]",Angelika-Kauffmann-Straße,primary,50,False,False,139.829,"LINESTRING (9.6826618 47.3655254, 9.6827501 47.3655971, 9.6827946 47.3656343, 9.682883 47.3657082, 9.683007 47.3658118, 9.6831899 47.3659787, 9.6835081 47.3662486, 9.6836502 47.3663765, 9.6838051 47.3665159)","['2', '3']",L190,,
248207068,Graf-Maximilian-Straße,tertiary,30,False,False,145.15,"LINESTRING (9.6843083 47.364696, 9.6844147 47.3646433, 9.6849049 47.3644004, 9.6849596 47.3643738, 9.6853838 47.3641671, 9.6856914 47.3640173, 9.6858694 47.3639306)",,,,
"[198474416, 456636115]",Graf-Maximilian-Straße,residential,"['40', '30']",False,True,154.56099999999998,"LINESTRING (9.6843083 47.364696, 9.6839141 47.3648862, 9.6836578 47.3650162, 9.6835142 47.365089, 9.6832917 47.3652019, 9.6831705 47.3652633, 9.6829666 47.3653667, 9.682795 47.3654537, 9.6827353 47.365484, 9.6826618 47.3655254)",,,,
466700296,Goethestraße,tertiary,30,False,True,86.99100000000001,"LINESTRING (9.6843083 47.364696, 9.6842566 47.3646616, 9.6840565 47.3644855, 9.6839801 47.3644199, 9.6839573 47.3643979, 9.6838663 47.3643102, 9.6837853 47.3642353, 9.683743 47.3641971, 9.6836607 47.364123, 9.6836074 47.364075)",,,,
503071195,Goethestraße,residential,30,False,True,15.517,"LINESTRING (9.6843083 47.364696, 9.6844123 47.36476, 9.6844569 47.3647925)",,,,
248206663,Kaiser-Franz-Josef-Straße,tertiary,30,False,True,82.95400000000001,"LINESTRING (9.6890433 47.3623679, 9.6889794 47.3623211, 9.6888782 47.3622447, 9.6887854 47.3621749, 9.6886824 47.3620973, 9.6885356 47.3619827, 9.6884795 47.3619468, 9.6884358 47.3619188, 9.6882892 47.361825)",,,,
"[257140768, 1168961753, 32391551]",Schloßplatz,tertiary,30,False,False,20.675,"LINESTRING (9.6890433 47.3623679, 9.6890853 47.3623962, 9.6891808 47.3624653, 9.6892328 47.3625024)",,,,yes
"[259347711, 835260327]",Graf-Maximilian-Straße,tertiary,30,False,True,58.326,"LINESTRING (9.6890433 47.3623679, 9.6890005 47.3623898, 9.688719 47.3625338, 9.6885585 47.3626134, 9.6884216 47.3626806)",,,,
"[281999073, 29391991]",Graf-Kaspar-Straße,residential,"['40', '30']",False,False,189.28499999999997,"LINESTRING (9.6844908 47.3671133, 9.6850381 47.3666929, 9.6853353 47.3664598, 9.6860661 47.3658992, 9.6861467 47.3658328)",,,,
