osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,tunnel
104022358,Regensburger Straße,residential,50,False,False,8.919,"LINESTRING (15.2088381 48.2118862, 15.2089412 48.2118448)",,,
84954274,,unclassified,50,False,False,35.641,"LINESTRING (15.2088381 48.2118862, 15.208849 48.2120162, 15.208851 48.2120519, 15.2088595 48.2122064)",,,
104022358,Regensburger Straße,residential,50,False,True,264.93899999999996,"LINESTRING (15.2088381 48.2118862, 15.2079721 48.2119173, 15.2077167 48.2119147, 15.2076026 48.2119084, 15.2075156 48.2119036, 15.2073144 48.2118888, 15.2071535 48.2118696, 15.2070151 48.2118456, 15.2068866 48.2118177, 15.2067785 48.2117808, 15.2067116 48.2117471, 15.2066492 48.2116989, 15.2065735 48.2116247, 15.2064259 48.2114674, 15.2063207 48.2113673, 15.2062194 48.2112763, 15.2061275 48.2111989, 15.2058947 48.2109891)",,,
29735226,Pfarrplatz,living_street,20,False,True,70.779,"LINESTRING (15.2120506 48.2125382, 15.2120556 48.2123478, 15.2120753 48.2123021, 15.212078 48.2122561, 15.2120499 48.2122199, 15.2119808 48.2121898, 15.2119017 48.2121779, 15.2115975 48.2121782)",,,
"[883193408, 445334024]",Wiener Straße,"['living_street', 'residential']","['20', '50']",True,False,95.17900000000003,"LINESTRING (15.2120506 48.2125382, 15.2122409 48.2125866, 15.2123828 48.2126047, 15.2130631 48.2126274, 15.2130919 48.2126268, 15.2131274 48.2126261, 15.2131791 48.2126189, 15.2132334 48.2126055, 15.2133047 48.2125811)",,,
160046743,Wiener Straße,residential,,False,False,42.701,"LINESTRING (15.2156217 48.2127623, 15.215627 48.2131463)",,,
160217441,Wiener Straße,tertiary,50,False,False,126.57400000000001,"LINESTRING (15.2156217 48.2127623, 15.2162106 48.2127691, 15.2164078 48.2127682, 15.2165835 48.212765, 15.2167357 48.2127606, 15.2168823 48.2127523, 15.2173267 48.2127215)",L104,,
160217441,Wiener Straße,tertiary,50,False,True,166.67499999999998,"LINESTRING (15.2156217 48.2127623, 15.2154509 48.2127588, 15.2152511 48.2127498, 15.2145436 48.2127168, 15.2141152 48.2127168, 15.213957 48.2127124, 15.2136082 48.2126909, 15.213521 48.2126837, 15.2134486 48.2126707, 15.2133862 48.2126508)",L104,,
160046743,Wiener Straße,residential,,False,True,42.701,"LINESTRING (15.215627 48.2131463, 15.2156217 48.2127623)",,,
160046729,Donaulände,residential,,False,False,136.01299999999998,"LINESTRING (15.215627 48.2131463, 15.2142258 48.2131368, 15.2140131 48.2131229, 15.2137974 48.213092)",,,
160046729,Donaulände,residential,,False,True,170.155,"LINESTRING (15.215627 48.2131463, 15.2170575 48.2131319, 15.2172929 48.2131133, 15.2177775 48.2130925, 15.2179203 48.2130864)",,,
104022358,Regensburger Straße,residential,50,False,False,264.93899999999996,"LINESTRING (15.2058947 48.2109891, 15.2061275 48.2111989, 15.2062194 48.2112763, 15.2063207 48.2113673, 15.2064259 48.2114674, 15.2065735 48.2116247, 15.2066492 48.2116989, 15.2067116 48.2117471, 15.2067785 48.2117808, 15.2068866 48.2118177, 15.2070151 48.2118456, 15.2071535 48.2118696, 15.2073144 48.2118888, 15.2075156 48.2119036, 15.2076026 48.2119084, 15.2077167 48.2119147, 15.2079721 48.2119173, 15.2088381 48.2118862)",,,
160046735,Manker Straße,secondary,50,False,True,136.51600000000002,"LINESTRING (15.2058947 48.2109891, 15.2059948 48.2109678, 15.2061014 48.2109316, 15.2062415 48.210874, 15.2063002 48.2108475, 15.2063559 48.2108189, 15.2069852 48.2105232, 15.2072783 48.2103956, 15.2074344 48.2103215)",L104,,
"[995806554, 26355159]",Regensburger Straße,secondary,50,False,False,42.22,"LINESTRING (15.2058947 48.2109891, 15.205809 48.2109973, 15.2056675 48.2109951, 15.205569 48.2109817, 15.2054416 48.2109647, 15.2053317 48.2109534)",L104,3,
160046729,Donaulände,residential,,False,True,34.45,"LINESTRING (15.2133415 48.2130312, 15.2137974 48.213092)",,,
29733497,,residential,50,False,True,16.31,"LINESTRING (15.2133415 48.2130312, 15.2133655 48.2129585, 15.2133694 48.2128863)",,,
