osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge,access,tunnel
888448572,L711,Ramsauer Straße,secondary,40,False,False,16.422,"LINESTRING (13.685876 47.3974907, 13.6860229 47.3975999)",,,,,
"[1034625405, 23363590, 1020095405]",L722,Ramsauer Straße,secondary,,False,True,277.656,"LINESTRING (13.685876 47.3974907, 13.6856464 47.3973169, 13.685422 47.3971223, 13.6846464 47.3964836, 13.6842147 47.3961561, 13.6838674 47.395956, 13.6837639 47.3958964, 13.6836684 47.3958174, 13.683608 47.3957297, 13.6835706 47.3955801)",,,,,
24593463,Coburgstraße,,tertiary,30,True,False,11.582999999999998,"LINESTRING (13.6919684 47.3929457, 13.6919652 47.3929716, 13.6919503 47.3929957, 13.6919252 47.3930154, 13.6918924 47.393029)",roundabout,,,,
24593463,Coburgstraße,,tertiary,30,True,False,11.849,"LINESTRING (13.6918924 47.393029, 13.6918541 47.3930351, 13.6918149 47.3930327, 13.6917789 47.3930221, 13.6917495 47.3930043)",roundabout,,,,
24593464,,Langegasse,tertiary,30,False,False,60.515,"LINESTRING (13.6918924 47.393029, 13.6919005 47.3930608, 13.6921793 47.3935367)",,,,,
24593463,Coburgstraße,,tertiary,30,True,False,5.963,"LINESTRING (13.6917356 47.3929136, 13.6917591 47.392892, 13.6917915 47.3928766)",roundabout,,,,
30558247,,Schiefersteinweg,unclassified,,False,True,95.81700000000001,"LINESTRING (13.6900029 47.3943932, 13.6899967 47.3944315, 13.6899687 47.394605, 13.6898645 47.3952498)",,,,,
152411252,,Erzherzog-Johann-Straße,tertiary,40,False,True,114.76400000000001,"LINESTRING (13.6900029 47.3943932, 13.6886052 47.3942411, 13.6885014 47.3942186)",,2,,,
396286359,,Erzherzog-Johann-Straße,tertiary,40,False,False,159.82700000000003,"LINESTRING (13.6900029 47.3943932, 13.6901187 47.3944067, 13.691065 47.3945171, 13.6914597 47.3945668, 13.6917457 47.3946344, 13.6917867 47.3946429, 13.6918753 47.3946623, 13.6919611 47.3946793, 13.6920755 47.3946912)",,2,,,
30557740,,Tutterstraße,residential,,False,True,80.58000000000001,"LINESTRING (13.6885014 47.3942186, 13.6884897 47.3942703, 13.6884241 47.3945616, 13.6883391 47.3949349)",,,,,
79183459,,Tutterstraße,residential,30,True,False,155.805,"LINESTRING (13.6885014 47.3942186, 13.68851 47.3941786, 13.68857 47.393898, 13.6887091 47.3932947, 13.6887982 47.3929082, 13.6888183 47.392891, 13.6888673 47.392849)",,,,,
152411252,,Erzherzog-Johann-Straße,tertiary,40,False,False,114.76400000000001,"LINESTRING (13.6885014 47.3942186, 13.6886052 47.3942411, 13.6900029 47.3943932)",,2,,,
152411252,,Erzherzog-Johann-Straße,tertiary,40,False,True,192.391,"LINESTRING (13.6885014 47.3942186, 13.6884351 47.3941982, 13.6881528 47.3941165, 13.6868624 47.3937394, 13.6867557 47.3937184, 13.6862476 47.393622, 13.6861179 47.3936064)",,2,,,
30558511,,Roseggerstraße,residential,,True,False,253.18600000000004,"LINESTRING (13.6861179 47.3936064, 13.6861033 47.3936458, 13.6859885 47.3939541, 13.6859977 47.394044, 13.6860643 47.3941101, 13.686157 47.3941579, 13.6873407 47.3945975, 13.6883391 47.3949349)",,,,,
152411252,,Erzherzog-Johann-Straße,tertiary,40,False,False,192.391,"LINESTRING (13.6861179 47.3936064, 13.6862476 47.393622, 13.6867557 47.3937184, 13.6868624 47.3937394, 13.6881528 47.3941165, 13.6884351 47.3941982, 13.6885014 47.3942186)",,2,,,
152411252,,Erzherzog-Johann-Straße,tertiary,40,False,True,103.334,"LINESTRING (13.6861179 47.3936064, 13.6860079 47.3936005, 13.6854463 47.3935837, 13.6852089 47.3935766, 13.684748 47.3935495)",,2,,,
23363590,L722,Ramsauer Straße,secondary,,False,False,87.833,"LINESTRING (13.6840294 47.3936662, 13.6840727 47.3937194, 13.6841348 47.3938383, 13.6841644 47.3940193, 13.6841647 47.3941754, 13.6841492 47.3942991, 13.6841401 47.3943301, 13.6841163 47.3944055, 13.6841065 47.3944368)",,,,,
999572345,,,secondary,40,True,False,12.918,"LINESTRING (13.6840294 47.3936662, 13.6839876 47.3936729, 13.6839448 47.3936713, 13.6839044 47.3936616, 13.6838697 47.3936445)",roundabout,,,,
158181620,,Tuchbleikerweg,residential,,False,True,93.17,"LINESTRING (13.6838697 47.3936445, 13.6838335 47.3936808, 13.6837609 47.3937534, 13.6837141 47.3938544, 13.6836696 47.3940223, 13.6836273 47.39419, 13.6835384 47.3944428)",,,,,
999572345,,,secondary,40,True,False,11.274000000000001,"LINESTRING (13.6838697 47.3936445, 13.6838403 47.3936172, 13.6838257 47.3935848, 13.6838277 47.3935511)",roundabout,,,,
30339088,,Bahnhofstraße,tertiary,,False,False,14.008000000000001,"LINESTRING (13.6838277 47.3935511, 13.6837219 47.3935378, 13.6836522 47.3935405, 13.6836436 47.3935413)",,,,,
999572345,,,secondary,40,True,False,13.754000000000001,"LINESTRING (13.6838277 47.3935511, 13.6838438 47.3935221, 13.683872 47.3934978, 13.6839097 47.3934804, 13.6839534 47.3934714)",roundabout,,,,
"[24593640, 755986284, 833215084, 24596686, 24596684, 30660122]",L722,Rohrmooser Straße,secondary,,False,False,264.725,"LINESTRING (13.6839534 47.3934714, 13.6839454 47.3933922, 13.6838173 47.393071, 13.683693 47.3927261, 13.6836648 47.3926248, 13.6836366 47.3924973, 13.6836313 47.3923847, 13.6836313 47.392283, 13.6836541 47.3921073, 13.6836627 47.3920591, 13.6836932 47.3919234, 13.6837733 47.3915487, 13.6838043 47.3914023, 13.6838208 47.3913206, 13.6838229 47.3911967, 13.6838237 47.3911245)",,,yes,,
999572345,,,secondary,40,True,False,15.828,"LINESTRING (13.6839534 47.3934714, 13.6839954 47.3934715, 13.6840359 47.3934794, 13.6840714 47.3934946, 13.6840993 47.3935159, 13.6841174 47.3935416)",roundabout,,,,
"[320353456, 30660115, 30660119]",,Erzherzog-Johann-Straße,tertiary,40,False,False,42.025,"LINESTRING (13.6841174 47.3935416, 13.6841721 47.3935382, 13.6846025 47.3935458, 13.6846244 47.3935458, 13.6846753 47.3935462)",,2,yes,,
999572345,,,secondary,40,True,False,16.83,"LINESTRING (13.6841174 47.3935416, 13.6841242 47.3935715, 13.6841177 47.3936015, 13.6840984 47.3936288, 13.6840681 47.393651, 13.6840294 47.3936662)",roundabout,,,,
23363590,L722,Ramsauer Straße,secondary,,False,False,133.493,"LINESTRING (13.6841065 47.3944368, 13.6839474 47.3947604, 13.6837495 47.395163, 13.6836806 47.3952982, 13.6836026 47.3954751, 13.6835803 47.3955275, 13.6835706 47.3955801)",,,,,
23363590,L722,Ramsauer Straße,secondary,,False,True,87.833,"LINESTRING (13.6841065 47.3944368, 13.6841163 47.3944055, 13.6841401 47.3943301, 13.6841492 47.3942991, 13.6841647 47.3941754, 13.6841644 47.3940193, 13.6841348 47.3938383, 13.6840727 47.3937194, 13.6840294 47.3936662)",,,,,
"[30562865, 347900229, 1020095407]",,Ramsauer Straße,residential,,False,False,209.734,"LINESTRING (13.6841065 47.3944368, 13.6841728 47.3944731, 13.6842375 47.3945726, 13.6843893 47.394901, 13.6845214 47.3952682, 13.6845953 47.39572, 13.6844714 47.3956843, 13.6839535 47.395399)",,,,,
"[24593640, 833215084, 755986284, 24596684, 24596686, 30660122]",L722,Rohrmooser Straße,secondary,,False,True,264.725,"LINESTRING (13.6838237 47.3911245, 13.6838229 47.3911967, 13.6838208 47.3913206, 13.6838043 47.3914023, 13.6837733 47.3915487, 13.6836932 47.3919234, 13.6836627 47.3920591, 13.6836541 47.3921073, 13.6836313 47.392283, 13.6836313 47.3923847, 13.6836366 47.3924973, 13.6836648 47.3926248, 13.683693 47.3927261, 13.6838173 47.393071, 13.6839454 47.3933922, 13.6839534 47.3934714)",,,yes,,
319209405,,,secondary,,True,False,16.893,"LINESTRING (13.6838237 47.3911245, 13.68378 47.3911176, 13.6837411 47.3911024, 13.6837104 47.3910802, 13.6836904 47.391053, 13.6836828 47.3910231)",roundabout,,,,
319209405,,,secondary,,True,False,15.83,"LINESTRING (13.6836828 47.3910231, 13.6836906 47.3909879, 13.6837154 47.3909565, 13.6837543 47.3909326, 13.6838029 47.390919)",roundabout,,,,
"[24593641, 755986286]",,Salzburgerstraße,tertiary,,False,False,61.266000000000005,"LINESTRING (13.6836828 47.3910231, 13.6835742 47.3910414, 13.6834443 47.3910596, 13.6832746 47.3910838, 13.6828983 47.391167)",,,,,
24638600,L722,Rohrmoosstraße,secondary,70,False,False,92.728,"LINESTRING (13.6838029 47.390919, 13.6837831 47.3908644, 13.6837687 47.3908122, 13.6837382 47.3906763, 13.6837412 47.3905725, 13.683759 47.390499, 13.6837821 47.3904073, 13.6838249 47.3903261, 13.6839675 47.3901178)",,2,,yes,
319209405,,,secondary,,True,False,14.247,"LINESTRING (13.6838029 47.390919, 13.6838501 47.3909168, 13.683896 47.3909245, 13.6839364 47.3909412, 13.6839674 47.3909654)",roundabout,,,,
"[147941352, 30558291, 147941349]",,Salzburgerstraße,tertiary,30,False,False,84.504,"LINESTRING (13.6839674 47.3909654, 13.6841209 47.3908919, 13.6841339 47.3908857, 13.6842106 47.3908485, 13.684287 47.3908294, 13.6843436 47.3908152, 13.6844319 47.3908122, 13.6845095 47.3908258, 13.6845202 47.3908272, 13.6847631 47.3908776, 13.6850057 47.3909155)",,,yes,,
319209405,,,secondary,,True,False,25.567,"LINESTRING (13.6839674 47.3909654, 13.6839863 47.3909957, 13.6839903 47.3910284, 13.6839792 47.3910604, 13.6839539 47.3910884, 13.6839169 47.3911097, 13.683872 47.3911222, 13.6838237 47.3911245)",roundabout,,,,
"[756295089, 756295090]",,Schiefersteinweg,unclassified,,False,False,32.778,"LINESTRING (13.690327 47.3930775, 13.690294 47.3931617, 13.6902651 47.393263, 13.6902705 47.3932799, 13.6902445 47.3933653)",,,,,
887776392,,Schulgasse,residential,30,True,False,114.425,"LINESTRING (13.690327 47.3930775, 13.6899159 47.3930793, 13.6898402 47.3930778, 13.6894868 47.3930209, 13.6891809 47.3929452, 13.6889092 47.3928619, 13.6888673 47.392849)",,,,,
30559420,,Kuschargasse,residential,30,False,True,142.09900000000002,"LINESTRING (13.6866513 47.3922408, 13.6865359 47.3924606, 13.686434 47.3926818, 13.6864188 47.3927129, 13.6858151 47.3926255, 13.6855313 47.392606, 13.685368 47.39258, 13.685292 47.392559)",,,,,
"[1262492225, 1262492221]",,Schulgasse,residential,30,True,False,20.383,"LINESTRING (13.6866513 47.3922408, 13.6865994 47.3921966, 13.6865844 47.3921777, 13.6865106 47.3920849)",,,,,
"[1262503430, 1262503431]",,Salzburgerstraße,tertiary,30,True,False,26.982999999999997,"LINESTRING (13.6866328 47.3915444, 13.6865083 47.3913595, 13.6864841 47.3913236)",,,,,
"[24908171, 1262503429, 1262503430]",,Salzburgerstraße,tertiary,30,True,False,65.11200000000001,"LINESTRING (13.6864841 47.3913236, 13.6864399 47.3912992, 13.686367 47.3912589, 13.6863056 47.3912378, 13.6862166 47.3912197, 13.6861505 47.3912063, 13.6858861 47.3911538, 13.6856918 47.3911045)",,,,,
887913302,,Salzburgerstraße,tertiary,,False,True,5.955,"LINESTRING (13.6856918 47.3911045, 13.6856387 47.3910648)",,,,,
24908172,,Ramsauerstraße,residential,30,True,False,113.12199999999999,"LINESTRING (13.6856918 47.3911045, 13.6856779 47.3911191, 13.685365 47.3914477, 13.6851801 47.3917008, 13.6850133 47.3920073)",,,,,
126237614,,Dachsteingasse,residential,30,False,True,62.441,"LINESTRING (13.6847851 47.3930035, 13.685292 47.392559)",,,,,
