osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge
185523979,1,primary,50,roundabout,True,False,14.113999999999999,"LINESTRING (15.0839965 48.1733269, 15.08405 48.1733402, 15.0840956 48.1733631, 15.0841197 48.1733828, 15.0841378 48.1734051)",,,
141523567,,primary,50,,False,True,33.980999999999995,"LINESTRING (15.0839896 48.1735875, 15.0840213 48.1737425, 15.0840346 48.1738914)",B25,Bahnhofstraße,
842731442,1,primary,50,roundabout,True,False,16.264,"LINESTRING (15.0839896 48.1735875, 15.0839404 48.1735893, 15.083892 48.173583, 15.0838576 48.1735729, 15.0838267 48.1735588, 15.0837952 48.1735367)",,,
10738728,1,primary,50,roundabout,True,False,18.865000000000002,"LINESTRING (15.0837798 48.1733927, 15.0838136 48.1733627, 15.0838586 48.1733403, 15.0838949 48.17333, 15.0839336 48.1733246, 15.0839965 48.1733269)",,,
"[29765888, 247573852, 247573855]",,residential,,,False,False,117.245,"LINESTRING (15.0841378 48.1734051, 15.0843447 48.1733631, 15.0845268 48.1733348, 15.0848486 48.173284, 15.084994 48.1732677, 15.0850802 48.1732628, 15.0851646 48.1732672, 15.0856793 48.1733474)",,Fabrikstraße,yes
185523979,1,primary,50,roundabout,True,False,26.414,"LINESTRING (15.0841378 48.1734051, 15.0841497 48.1734308, 15.0841535 48.1734577, 15.0841454 48.1734943, 15.0841225 48.173528, 15.0840972 48.1735493, 15.0840659 48.1735668, 15.0840294 48.1735798, 15.0839896 48.1735875)",,,
10738730,2,primary,50,,False,False,66.00999999999999,"LINESTRING (15.0815341 48.1769167, 15.081636 48.1768679, 15.0817637 48.1768161, 15.0819016 48.176767, 15.0821131 48.1766946, 15.0823023 48.1766181)",B25,Bürgerspitalplatz,
30849781,,tertiary,50,,False,False,57.882,"LINESTRING (15.0815341 48.1769167, 15.0814061 48.1769079, 15.0812479 48.1768923, 15.0810548 48.176874, 15.0809294 48.1768565, 15.0808255 48.1768261, 15.0807819 48.1768033)",L6015,Trewaldstraße,
112629751,,residential,50,,False,False,52.043,"LINESTRING (15.0815341 48.1769167, 15.0817327 48.1769143, 15.0821441 48.1768968, 15.0822349 48.1768927)",,Bürgerspitalplatz,
820967115,2,primary,50,,False,True,29.691,"LINESTRING (15.0815341 48.1769167, 15.0814699 48.1769789, 15.0814434 48.1770141, 15.081422 48.1770513, 15.0813787 48.1771598)",B25,Stauwerkstraße,
