osmid,oneway,ref,highway,maxspeed,junction,reversed,length,geometry,name,access,bridge,tunnel,lanes
21880283,True,L502,secondary,50,roundabout,False,10.376000000000001,"LINESTRING (13.0450712 48.2540775, 13.0450505 48.2541054, 13.0450178 48.2541276, 13.0449764 48.254142)",,,,,
235626283,True,,residential,50,,False,26.33,"LINESTRING (13.0450712 48.2540775, 13.0450967 48.2541376, 13.0451795 48.254303)",Laaber Holzweg,,,,
21880283,True,L502,secondary,50,roundabout,False,9.96,"LINESTRING (13.0448943 48.2539523, 13.044939 48.2539496, 13.0449828 48.253956, 13.0450217 48.2539708)",,,,,
"[121262617, 235626294]",True,L502,secondary,"['70', '50']",,False,144.951,"LINESTRING (13.0448943 48.2539523, 13.0449269 48.2538905, 13.0449452 48.2538526, 13.0450344 48.2535827, 13.0451224 48.2533628, 13.0451978 48.2531919, 13.0453141 48.2529604, 13.0454733 48.2527098)",,yes,,,
692082817,False,,tertiary,30,,False,8.971,"LINESTRING (13.0385535 48.257314, 13.0385137 48.2572378)",Ringstraße,,,,
1018489633,False,,residential,50,,False,132.172,"LINESTRING (13.0385535 48.257314, 13.0386964 48.2572852, 13.0387803 48.2572724, 13.0389669 48.2572718, 13.039242 48.2572636, 13.0392942 48.2572615, 13.0394995 48.2572398, 13.0399843 48.257189, 13.0403135 48.2571409)",Kolpingplatz,,,,
29603162,False,,residential,50,,False,67.212,"LINESTRING (13.0389255 48.2513609, 13.0384627 48.2518809)",Dr. Martin-Straße,,,,
29604877,False,,residential,50,,True,111.324,"LINESTRING (13.0389255 48.2513609, 13.0375677 48.2509309)",Falserstraße,,,,
26409831,False,,residential,,,False,61.559,"LINESTRING (13.0389255 48.2513609, 13.038967 48.2513158, 13.0393513 48.2508854)",,,,,
29605575,True,,residential,30,,False,2.772,"LINESTRING (13.0359489 48.2558422, 13.0359428 48.2558668)",Salzburger Vorstadt,,,,
87572918,False,,residential,,,False,83.31099999999999,"LINESTRING (13.0359489 48.2558422, 13.0360231 48.255852, 13.0360434 48.2558547, 13.0361887 48.2558829, 13.0363351 48.2559114, 13.0363673 48.2559257, 13.036376 48.2559384, 13.0364015 48.2559757, 13.0364437 48.2560074, 13.0365181 48.2560384, 13.0366042 48.2560687, 13.03672 48.2561011, 13.0368099 48.2561194, 13.0369406 48.2561431)",Lederergasse,,,,
29604922,True,,residential,,,False,210.302,"LINESTRING (13.0368722 48.255827, 13.0369131 48.2557734, 13.0369594 48.2557315, 13.0370097 48.2556917, 13.0372035 48.2555654, 13.0378439 48.2551386, 13.0380417 48.2549966, 13.0383099 48.2547716, 13.0386839 48.2544124, 13.0387055 48.2543916)",Jahnstraße,,,,
698355071,False,,tertiary,50,,False,72.47,"LINESTRING (13.0368722 48.255827, 13.0367649 48.2557931, 13.0365524 48.2557382, 13.0361165 48.2556313, 13.0359591 48.2555929)",Ringstraße,,,,
698355071,False,,tertiary,50,,True,18.17,"LINESTRING (13.0368722 48.255827, 13.0369896 48.2558762, 13.0370781 48.2559159)",Ringstraße,,,,
29605570,True,,residential,,,False,13.149,"LINESTRING (13.0365403 48.2567383, 13.0367173 48.2567481)",Berggasse,,,,
56454290,False,,residential,50,,False,8.875,"LINESTRING (13.0368551 48.2563212, 13.0368944 48.2562458)",Kaserngasse,,,,
29603280,False,,residential,50,,True,86.013,"LINESTRING (13.0368551 48.2563212, 13.036673 48.2563123, 13.0364495 48.2563013, 13.0363103 48.2562945, 13.0363036 48.2562163, 13.0361518 48.2561961, 13.035912 48.2561641, 13.0358161 48.2561491)",Schmiedgasse,,,,
29603187,False,,residential,50,,False,34.762,"LINESTRING (13.0395994 48.2570731, 13.0394653 48.2567735)",Haselbacher Gehweg,,,,
345153413,False,,residential,50,,False,100.33800000000001,"LINESTRING (13.0395994 48.2570731, 13.0398897 48.2570293, 13.0405378 48.2569304, 13.0406672 48.2569043, 13.0409031 48.2568355)",Haselbacher Gehweg,,,,
345153413,False,,residential,50,,True,84.304,"LINESTRING (13.0395994 48.2570731, 13.0392983 48.2571137, 13.039073 48.257132, 13.0386338 48.2571472, 13.0385666 48.2571535, 13.0384728 48.2571697)",Haselbacher Gehweg,,,,
29603187,False,,residential,50,,True,34.762,"LINESTRING (13.0394653 48.2567735, 13.0395994 48.2570731)",Haselbacher Gehweg,,,,
29603224,False,,residential,50,,False,81.216,"LINESTRING (13.0410994 48.255927, 13.0416613 48.2565543)",Stettheimerstraße,,,,
193779255,False,,residential,50,,True,45.46399999999999,"LINESTRING (13.0403135 48.2571409, 13.0404671 48.2572155, 13.0405128 48.2572314, 13.0405696 48.25724, 13.0406246 48.2572387, 13.0406669 48.2572265, 13.0406984 48.2572043, 13.0407172 48.2571824, 13.0407256 48.2571596, 13.0407201 48.257128, 13.0407037 48.2570992)",Kolpingplatz,,,,
1018489632,False,,residential,50,,False,29.269,"LINESTRING (13.0403135 48.2571409, 13.040563 48.2571107, 13.0407037 48.2570992)",Kolpingplatz,,,,
1018489633,False,,residential,50,,True,132.172,"LINESTRING (13.0403135 48.2571409, 13.0399843 48.257189, 13.0394995 48.2572398, 13.0392942 48.2572615, 13.039242 48.2572636, 13.0389669 48.2572718, 13.0387803 48.2572724, 13.0386964 48.2572852, 13.0385535 48.257314)",Kolpingplatz,,,,
29603278,False,,residential,50,,True,86.16,"LINESTRING (13.0374898 48.2568369, 13.037528 48.2567838, 13.0375367 48.2567556, 13.037526 48.2567025, 13.0375092 48.2566574, 13.0374724 48.2566141, 13.0372421 48.2564346, 13.037013 48.2562887, 13.0369701 48.2562686, 13.0368944 48.2562458)",Lederergasse,,,,
