osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,bridge
679801607,Holzplatz,residential,30,roundabout,True,False,11.405,"LINESTRING (15.6747699 48.4724183, 15.6747559 48.4723978, 15.6747529 48.472381, 15.6747592 48.4723591, 15.6747766 48.4723397, 15.6747974 48.4723277)",,,
"[29734875, 921831252]","['Holzplatz', 'Kaserngasse']",residential,30,,False,True,244.01199999999997,"LINESTRING (15.6747699 48.4724183, 15.6745027 48.4724599, 15.6742199 48.4724702, 15.6738686 48.4725109, 15.6736359 48.4724973, 15.6732689 48.4723589, 15.6731826 48.4723418, 15.6730096 48.4723247, 15.6728412 48.4723434, 15.6726291 48.4723765, 15.6724619 48.4724176, 15.6724182 48.4724265, 15.672238 48.4724545, 15.6720751 48.4724347, 15.6720159 48.4724004, 15.6719495 48.4723087, 15.6719387 48.4722956, 15.671824 48.4721804, 15.6717953 48.4721543)",,,
29733744,Zöbinger Straße,residential,,,False,False,75.963,"LINESTRING (15.6791315 48.4753231, 15.6793876 48.4754764, 15.6799539 48.4757324)",,,
29733749,Zöbinger Straße,residential,,,False,False,138.469,"LINESTRING (15.6791315 48.4753231, 15.6797183 48.475536, 15.6800784 48.4756699, 15.6804744 48.4757929, 15.6807958 48.4758994)",,,
29733749,Zöbinger Straße,residential,,,False,True,80.437,"LINESTRING (15.6791315 48.4753231, 15.6787687 48.4751745, 15.6783737 48.4750188, 15.6782005 48.4749459)",,,
29733744,Zöbinger Straße,residential,,,False,False,64.976,"LINESTRING (15.6799539 48.4757324, 15.6803346 48.4758316, 15.6807958 48.4758994)",,,
29733744,Zöbinger Straße,residential,,,False,True,75.963,"LINESTRING (15.6799539 48.4757324, 15.6793876 48.4754764, 15.6791315 48.4753231)",,,
71714566,Winzerweg,residential,,,False,False,53.153999999999996,"LINESTRING (15.6799539 48.4757324, 15.6798972 48.4758946, 15.6798917 48.4762061)",,,
29735371,Höhenstraße,residential,,,False,False,54.751999999999995,"LINESTRING (15.6798917 48.4762061, 15.6798783 48.476289, 15.6798968 48.4766366, 15.6798889 48.4766736, 15.6798766 48.476696)",,,
71590274,Kamptalstraße,secondary,,,False,False,148.286,"LINESTRING (15.6798917 48.4762061, 15.6802614 48.4762407, 15.680778 48.4762501, 15.6810566 48.4762552, 15.6814662 48.4763235, 15.681831 48.476462)",,,
71590274,Kamptalstraße,secondary,,,False,True,133.632,"LINESTRING (15.6798917 48.4762061, 15.6794155 48.4761477, 15.6785516 48.4759179, 15.6782111 48.4757817)",,,
71714566,Winzerweg,residential,,,False,True,53.153999999999996,"LINESTRING (15.6798917 48.4762061, 15.6798972 48.4758946, 15.6799539 48.4757324)",,,
29733749,Zöbinger Straße,residential,,,False,True,100.66799999999999,"LINESTRING (15.681831 48.476462, 15.6816913 48.4763119, 15.6815262 48.4761918, 15.6813117 48.4760936, 15.6810937 48.476002, 15.6807958 48.4758994)",,,
71590274,Kamptalstraße,secondary,,,False,True,148.286,"LINESTRING (15.681831 48.476462, 15.6814662 48.4763235, 15.6810566 48.4762552, 15.680778 48.4762501, 15.6802614 48.4762407, 15.6798917 48.4762061)",,,
142159181,Bahnstraße,residential,,,False,True,118.791,"LINESTRING (15.6817812 48.4754762, 15.6818092 48.4751097, 15.6819449 48.4746477, 15.6820138 48.4744216)",,,
29735200,Bahnstraße,residential,,,False,False,150.761,"LINESTRING (15.6820138 48.4744216, 15.681197 48.4742816, 15.6800365 48.4740754)",,,
29735200,Bahnstraße,residential,,,False,True,36.308,"LINESTRING (15.6820138 48.4744216, 15.6821767 48.4744474, 15.6824939 48.4744945)",,,
142159181,Bahnstraße,residential,,,False,False,118.791,"LINESTRING (15.6820138 48.4744216, 15.6819449 48.4746477, 15.6818092 48.4751097, 15.6817812 48.4754762)",,,
"[29735071, 37766079]",Rudolfstraße,residential,30,,True,False,129.667,"LINESTRING (15.6764448 48.471939, 15.6755529 48.4719554, 15.6752896 48.4719628, 15.6749114 48.4719684, 15.6746868 48.4719751)",,,
53761963,Kremser Straße,secondary,30,,False,False,13.674000000000001,"LINESTRING (15.6764448 48.471939, 15.6764545 48.4719718, 15.6764803 48.4720597)",,,
53761963,Kremser Straße,secondary,30,,False,True,284.808,"LINESTRING (15.6764448 48.471939, 15.6762899 48.4715238, 15.6761911 48.4713658, 15.6761623 48.4713289, 15.6761256 48.4713008, 15.6759719 48.4711918, 15.6759341 48.471152, 15.6758952 48.4711127, 15.6758183 48.4710361, 15.6757491 48.4709802, 15.6755443 48.4707406, 15.6752945 48.4703073, 15.67524 48.4702127, 15.6752158 48.4701708, 15.6751399 48.4700581, 15.6750163 48.4699697, 15.6748639 48.4699021, 15.6747042 48.4698679, 15.674697 48.4698671, 15.6745343 48.4698499)",,,
53761963,Kremser Straße,secondary,30,,False,True,13.674000000000001,"LINESTRING (15.6764803 48.4720597, 15.6764545 48.4719718, 15.6764448 48.471939)",,,
"[29735041, 29734526, 53761974]","['Wiener Straße', 'Kirchenplatz']",secondary,"['30', '50']",,False,"[False, True]",208.532,"LINESTRING (15.6764803 48.4720597, 15.6765387 48.4720222, 15.676708 48.4719861, 15.6768294 48.4719791, 15.6773943 48.471928, 15.6781613 48.47187, 15.6782823 48.4718578, 15.678458 48.4718401, 15.6786105 48.471818, 15.6791711 48.4717531, 15.6792507 48.4717463)",2,L55,
"[1074166546, 815848926]",Rathausstraße,secondary,30,,False,False,24.407,"LINESTRING (15.6764803 48.4720597, 15.6764803 48.4721451, 15.6764874 48.4721998, 15.676502 48.4722784)",2,L55,
38036888,Kallbrunnergasse,residential,30,,True,False,60.094,"LINESTRING (15.6756646 48.4737815, 15.6756623 48.4735026, 15.6756838 48.4733587, 15.6757297 48.4732458)",,,
1061336678,Walterstraße,secondary,50,,False,True,91.947,"LINESTRING (15.6756646 48.4737815, 15.6760575 48.4737654, 15.6766276 48.473736, 15.6766845 48.4737235, 15.6768648 48.4736378)",,L55,
