osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,access,junction,ref,tunnel
72452802,Bahnhofstraße,residential,False,True,172.791,"LINESTRING (16.0585098 48.3270665, 16.058397 48.3271238, 16.0582638 48.3271963, 16.0578808 48.3274083, 16.0573896 48.3276706, 16.0566818 48.3280345)",,,,,,
23241628,Scheunengasse,residential,False,False,241.42200000000003,"LINESTRING (16.05176 48.3268946, 16.0524704 48.3269626, 16.0530502 48.327027, 16.0548838 48.3272077, 16.0549877 48.3272227)",,,,,,
23242007,Rathausplatz,living_street,True,False,55.615,"LINESTRING (16.0535255 48.3309927, 16.0535099 48.3309978, 16.0534688 48.3310072, 16.0531384 48.3310007, 16.0527775 48.3309987)",20,,,,,
176922228,Rathausplatz,living_street,False,True,53.138,"LINESTRING (16.0535255 48.3309927, 16.0535432 48.3310369, 16.0535131 48.3312539, 16.0534936 48.3313978, 16.0535304 48.3314631)",20,,,,,
23241628,Scheunengasse,residential,False,False,94.084,"LINESTRING (16.0549877 48.3272227, 16.0550809 48.3272326, 16.0556923 48.3272905, 16.0561188 48.3273375, 16.0561952 48.3273449, 16.0562463 48.3273451)",,,,,,
23241628,Scheunengasse,residential,False,True,241.42200000000003,"LINESTRING (16.0549877 48.3272227, 16.0548838 48.3272077, 16.0530502 48.327027, 16.0524704 48.3269626, 16.05176 48.3268946)",,,,,,
410344709,Frauentorgasse,residential,False,False,84.21900000000001,"LINESTRING (16.0549877 48.3272227, 16.0549694 48.3273036, 16.0548897 48.3276312, 16.0548447 48.3277399, 16.0547813 48.3278707, 16.0547712 48.3278916, 16.0547361 48.3279593)",,,,,,
188833329,Grünwaldgasse,residential,False,False,78.553,"LINESTRING (16.0460163 48.328356, 16.0457607 48.3290417)",,,,,,
131586234,Grünwaldgasse,residential,False,True,58.017,"LINESTRING (16.0460163 48.328356, 16.0460555 48.3281725, 16.0461264 48.3278394)",,,,,,
"[188833330, 685594717]",Jahnstraße,secondary,False,False,103.441,"LINESTRING (16.0460163 48.328356, 16.0460661 48.3283618, 16.0473944 48.3285169)",50,,,,,
