osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,junction
"[733118400, 145087073, 146460103, 1004372340, 1004372341]","['2', '3']",B18,Hainfelder Straße,primary,50,False,True,147.894,"LINESTRING (16.109307 47.9470743, 16.1096219 47.9468951, 16.1098784 47.946727, 16.1100592 47.9465788, 16.11021 47.9464278, 16.1102787 47.9463327, 16.1103389 47.9462284, 16.1103689 47.9461576, 16.1103848 47.94612, 16.1104275 47.9460141)",,,
272146250,2,,Pottensteiner Straße,residential,50,False,True,54.631,"LINESTRING (16.109307 47.9470743, 16.10938 47.9471715, 16.1094479 47.9472618, 16.1096746 47.9474987)",,,
"[146460102, 848189406]","['2', '3']",B18,Hainfelder Straße,primary,50,False,False,99.628,"LINESTRING (16.109307 47.9470743, 16.1090047 47.9472305, 16.1088703 47.9473143, 16.1086756 47.9474578, 16.1084055 47.947655, 16.1083471 47.9476947)",,,
6128823,1,,Neugasse,residential,30,True,False,144.548,"LINESTRING (16.1074971 47.9440275, 16.106581 47.9445387, 16.1064381 47.9446279, 16.1063032 47.9447022, 16.1060056 47.9448587)",,,
53167805,2,L4020,Hernsteiner Straße,secondary,50,False,False,102.988,"LINESTRING (16.1074971 47.9440275, 16.1075372 47.9440821, 16.1077 47.944271, 16.1077858 47.9443706, 16.1078139 47.9444032, 16.1079701 47.9445743, 16.1080885 47.9446986, 16.1081755 47.9448331)",,,
53167805,2,L4020,Hernsteiner Straße,secondary,50,False,True,62.385,"LINESTRING (16.1074971 47.9440275, 16.1074738 47.9439788, 16.1074573 47.9439062, 16.1074189 47.9436482, 16.1073985 47.9435561, 16.1073768 47.9434733)",,,
272146238,2,L4020,Hernsteiner Straße,secondary,50,False,False,76.686,"LINESTRING (16.1053855 47.9413402, 16.1056452 47.9416303, 16.1059423 47.9419199)",,,
30576749,,,Bergsteiggasse,residential,,False,False,395.5609999999999,"LINESTRING (16.1122821 47.9459725, 16.1122113 47.9460346, 16.1120416 47.9461112, 16.1117951 47.9462124, 16.1117641 47.9462392, 16.1117604 47.9462681, 16.1117975 47.9464009, 16.1119186 47.9466052, 16.1120041 47.9466976, 16.1122059 47.9468811, 16.1124227 47.9470623, 16.1125103 47.9471613, 16.1125583 47.9473416, 16.1126062 47.9474748, 16.1127376 47.9476413, 16.1127913 47.9477403, 16.1128312 47.9480342, 16.1128636 47.9480936, 16.1129175 47.9481298, 16.1130031 47.9481569, 16.1131113 47.9481549, 16.1133963 47.9481163, 16.1135069 47.9481142, 16.1136049 47.9481274, 16.1137868 47.948188, 16.1143679 47.9483338)",,,
30577852,,,Anton-Wildgans-Straße,residential,,False,True,132.756,"LINESTRING (16.1122821 47.9459725, 16.112197 47.9459004, 16.1114078 47.9457119, 16.1110936 47.9456153, 16.1107483 47.945527, 16.1106619 47.9455059)",,,
145087095,2,B212,Vöslauer Straße,primary,50,False,True,78.05799999999999,"LINESTRING (16.1122821 47.9459725, 16.1120539 47.9459993, 16.1117125 47.9460829, 16.1114574 47.9461042, 16.1112625 47.9460919)",,,
5612580,,,Sportpromenade,unclassified,50,False,True,50.678,"LINESTRING (16.1058209 47.9494114, 16.1057384 47.9493491, 16.105344 47.9490865)",,,
"[822852389, 585881892, 585881893, 585881894]","['2', '3']",B18,Hainfelder Straße,primary,50,False,True,120.95899999999999,"LINESTRING (16.1058209 47.9494114, 16.105904 47.9493624, 16.1061367 47.9492278, 16.1063289 47.9491122, 16.1066497 47.9488896, 16.1067149 47.9488429, 16.1067744 47.9488023, 16.1069866 47.9486553)",,,
733118399,,,Sportpromenade,unclassified,50,True,False,66.386,"LINESTRING (16.1038236 47.9481044, 16.1044725 47.9485137)",,,
822852396,2,,Sportpromenade,residential,50,False,True,13.018,"LINESTRING (16.1038236 47.9481044, 16.1037264 47.9482017)",,,
842178120,2,,Sportpromenade,residential,50,False,False,122.125,"LINESTRING (16.1038236 47.9481044, 16.1047242 47.9471866)",,,
733118399,,,Sportpromenade,unclassified,50,True,False,83.312,"LINESTRING (16.1044725 47.9485137, 16.1052691 47.9490397)",,,
5612584,2,,Herminenstraße,residential,50,False,False,73.987,"LINESTRING (16.1047242 47.9471866, 16.1054375 47.9476497)",,,
842178120,2,,Sportpromenade,residential,50,False,True,122.125,"LINESTRING (16.1047242 47.9471866, 16.1038236 47.9481044)",,,
97226053,2,,Sportpromenade,residential,50,False,False,131.146,"LINESTRING (16.1047242 47.9471866, 16.104801 47.9471245, 16.1049062 47.9470867, 16.1052575 47.9470185, 16.1056109 47.9469545, 16.1063699 47.9468097)",,,
"[75742017, 75742018, 5780367, 142842001, 70088346]",2,,"['Sechshauser Straße', 'Ernst-Beron-Platz']",residential,30,False,False,87.266,"LINESTRING (16.1063699 47.9468097, 16.1063512 47.9467027, 16.10635 47.9466173, 16.106335 47.9465604, 16.1063158 47.9465132, 16.1061958 47.946232, 16.1061551 47.9461381, 16.1061251 47.946069, 16.1061158 47.9460471)",yes,,
70088346,2,,Ernst-Beron-Platz,residential,30,False,True,18.418,"LINESTRING (16.1063699 47.9468097, 16.1064493 47.9468878, 16.1065285 47.9469352)",,,
97226053,2,,Sportpromenade,residential,50,False,True,131.14600000000002,"LINESTRING (16.1063699 47.9468097, 16.1056109 47.9469545, 16.1052575 47.9470185, 16.1049062 47.9470867, 16.104801 47.9471245, 16.1047242 47.9471866)",,,
5612583,,,Mühlgasse,residential,50,True,False,114.709,"LINESTRING (16.1065285 47.9469352, 16.106472 47.9470225, 16.1064258 47.9470691, 16.1054375 47.9476497)",,,
70088346,2,,Ernst-Beron-Platz,residential,30,False,False,18.418,"LINESTRING (16.1065285 47.9469352, 16.1064493 47.9468878, 16.1063699 47.9468097)",,,
"[70088346, 889283659]",2,,"['Albertstraße', 'Ernst-Beron-Platz']",residential,30,False,True,107.28299999999999,"LINESTRING (16.1065285 47.9469352, 16.1066061 47.9469471, 16.1068548 47.9469469, 16.1069821 47.9469809, 16.1077849 47.9473516)",,,
5612584,2,,Herminenstraße,residential,50,False,False,104.13,"LINESTRING (16.1054375 47.9476497, 16.1064326 47.9483075)",,,
5612584,2,,Herminenstraße,residential,50,False,True,73.987,"LINESTRING (16.1054375 47.9476497, 16.1047242 47.9471866)",,,
5612583,,,Mühlgasse,residential,50,True,False,119.98700000000001,"LINESTRING (16.1054375 47.9476497, 16.1045958 47.948409, 16.1044725 47.9485137)",,,
5612584,2,,Herminenstraße,residential,50,False,True,104.13,"LINESTRING (16.1064326 47.9483075, 16.1054375 47.9476497)",,,
5612584,2,,Herminenstraße,residential,50,False,False,56.552,"LINESTRING (16.1064326 47.9483075, 16.1069218 47.9486146, 16.1069866 47.9486553)",,,
5612587,2,,Karl-Johann-Mayer-Straße,residential,50,False,True,118.646,"LINESTRING (16.1064326 47.9483075, 16.1056955 47.9488334, 16.1054768 47.9489928, 16.105344 47.9490865)",,,
889283658,,,Karl-Johann-Mayer-Straße,residential,50,True,False,146.43099999999998,"LINESTRING (16.1064326 47.9483075, 16.1071088 47.9478295, 16.1077849 47.9473516)",,,
5612584,2,,Herminenstraße,residential,50,False,True,56.552,"LINESTRING (16.1069866 47.9486553, 16.1069218 47.9486146, 16.1064326 47.9483075)",,,
5728695,,,Herminenstraße,residential,50,False,False,56.159,"LINESTRING (16.1069866 47.9486553, 16.1070441 47.9486905, 16.107537 47.9490005)",,,
146460104,2,B18,Hainfelder Straße,primary,50,False,True,147.25000000000003,"LINESTRING (16.1069866 47.9486553, 16.1072517 47.9484695, 16.1074906 47.9483062, 16.1078576 47.9480479, 16.1080441 47.947913, 16.1082333 47.9477706, 16.1083471 47.9476947)",,,
"[585881893, 585881892, 822852389, 585881894]","['2', '3']",B18,Hainfelder Straße,primary,50,False,False,120.959,"LINESTRING (16.1069866 47.9486553, 16.1067744 47.9488023, 16.1067149 47.9488429, 16.1066497 47.9488896, 16.1063289 47.9491122, 16.1061367 47.9492278, 16.105904 47.9493624, 16.1058209 47.9494114)",,,
5612580,,,Sportpromenade,unclassified,50,False,True,7.629,"LINESTRING (16.105344 47.9490865, 16.1052691 47.9490397)",,,
5612580,,,Sportpromenade,unclassified,50,False,False,50.678,"LINESTRING (16.105344 47.9490865, 16.1057384 47.9493491, 16.1058209 47.9494114)",,,
5612587,2,,Karl-Johann-Mayer-Straße,residential,50,False,False,118.646,"LINESTRING (16.105344 47.9490865, 16.1054768 47.9489928, 16.1056955 47.9488334, 16.1064326 47.9483075)",,,
889283657,,,Karl-Johann-Mayer-Straße,residential,50,False,True,86.241,"LINESTRING (16.1085649 47.9467821, 16.1085192 47.9468424, 16.1077849 47.9473516)",,6,
5728695,,,Herminenstraße,residential,50,False,True,56.902,"LINESTRING (16.1090358 47.9499371, 16.1088987 47.9498669, 16.1084615 47.9496001)",,,
822852395,,,Pottensteiner Straße,residential,50,False,False,158.53500000000003,"LINESTRING (16.1090358 47.9499371, 16.1094425 47.9494782, 16.1097553 47.9489259, 16.1098814 47.9486366)",,,
5728695,,,Herminenstraße,residential,50,False,False,50.993,"LINESTRING (16.107537 47.9490005, 16.1080286 47.9493197)",,,
5728695,,,Herminenstraße,residential,50,False,True,56.159,"LINESTRING (16.107537 47.9490005, 16.1070441 47.9486905, 16.1069866 47.9486553)",,,
5728696,2,,Ludwigstraße,residential,50,False,True,146.364,"LINESTRING (16.107537 47.9490005, 16.1086663 47.948214, 16.1088974 47.9480506)",,,
