osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,maxspeed,junction,bridge
"[92725272, 1159995282, 61835590]",False,"['Unterdorf', 'Schwimmbadweg']",residential,False,336.675,,,"LINESTRING (11.8788768 47.2313369, 11.8790196 47.2314733, 11.8793409 47.2322063, 11.879482 47.2325659, 11.8796372 47.2330626, 11.8797561 47.2334107, 11.8797966 47.2334838, 11.8800078 47.2336928, 11.8800966 47.2337296, 11.8802523 47.2337507, 11.8804547 47.2337493, 11.8807589 47.2337065)",,,
61835615,True,,residential,False,16.259,,,"LINESTRING (11.8788768 47.2313369, 11.8788439 47.2313628, 11.8787957 47.2313824, 11.8787384 47.2313874, 11.8786889 47.231379)",,roundabout,
30291883,False,Rosengartenweg,residential,False,260.93,,,"LINESTRING (11.8841063 47.2345645, 11.8862069 47.2344193, 11.8868749 47.23435, 11.887052 47.2343193, 11.8875187 47.2342273)",,,
30291883,False,Rosengartenweg,residential,True,63.047000000000004,,,"LINESTRING (11.8841063 47.2345645, 11.8840582 47.2345682, 11.8832768 47.2346297)",,,
"[30291866, 30291884]",False,"['Rosengartenweg', 'Spitalgasse']",residential,"[False, True]",472.611,,,"LINESTRING (11.8841063 47.2345645, 11.8837917 47.2335755, 11.883632 47.2330889, 11.8841237 47.2329296, 11.8843763 47.232848, 11.8844144 47.2328357, 11.8849389 47.232695, 11.8858876 47.232441, 11.8859294 47.2324225, 11.8862729 47.2322707, 11.8865567 47.2321315, 11.8866245 47.2321031, 11.8867143 47.2320785, 11.8871484 47.2320083, 11.8873005 47.2320072)",,,
30291886,False,Rosengarten,residential,True,55.573,,,"LINESTRING (11.8875187 47.2342273, 11.8874661 47.2337288)",,,
30291883,False,Rosengartenweg,residential,True,260.93,,,"LINESTRING (11.8875187 47.2342273, 11.887052 47.2343193, 11.8868749 47.23435, 11.8862069 47.2344193, 11.8841063 47.2345645)",,,
30291886,False,Rosengarten,residential,False,55.573,,,"LINESTRING (11.8874661 47.2337288, 11.8875187 47.2342273)",,,
30291886,False,Rosengarten,residential,True,26.821,,,"LINESTRING (11.8874661 47.2337288, 11.8874691 47.2334876)",,,
30291885,False,Rosengarten,residential,False,66.648,,,"LINESTRING (11.8874661 47.2337288, 11.888182 47.233682, 11.8883358 47.2336443)",,,
30291885,False,Rosengarten,residential,True,78.922,,,"LINESTRING (11.8874661 47.2337288, 11.8865865 47.2338364, 11.8864371 47.2338536)",,,
30291886,False,Rosengarten,residential,False,71.632,,,"LINESTRING (11.8866854 47.2333316, 11.8867265 47.233467, 11.8870528 47.2334592, 11.887345 47.2334747, 11.8874691 47.2334876)",,,
30291886,False,Rosengarten,residential,False,26.821,,,"LINESTRING (11.8874691 47.2334876, 11.8874661 47.2337288)",,,
144381923,False,Rosengarten,residential,False,18.636,,,"LINESTRING (11.8874691 47.2334876, 11.8877159 47.2334899)",,,
30291886,False,Rosengarten,residential,True,71.632,,,"LINESTRING (11.8874691 47.2334876, 11.887345 47.2334747, 11.8870528 47.2334592, 11.8867265 47.233467, 11.8866854 47.2333316)",,,
30292160,False,Karl-Platzer-Weg,residential,True,110.81799999999998,,,"LINESTRING (11.8868703 47.2315509, 11.8874885 47.2315299, 11.8875206 47.2313491, 11.8876189 47.2309606)",,,
30292160,False,Karl-Platzer-Weg,residential,False,110.81799999999998,,,"LINESTRING (11.8876189 47.2309606, 11.8875206 47.2313491, 11.8874885 47.2315299, 11.8868703 47.2315509)",,,
1260597706,False,Gaudergasse,residential,False,83.776,,,"LINESTRING (11.8876189 47.2309606, 11.8880011 47.2309283, 11.8881574 47.2314086)",,,
1260597706,False,Gaudergasse,residential,True,60.887,,,"LINESTRING (11.8876189 47.2309606, 11.887448 47.2307521, 11.8873754 47.2307364, 11.8871444 47.230741, 11.8869999 47.2307203)",,,
10044946,False,Gerlosstraße,residential,False,188.04000000000002,,,"LINESTRING (11.8844714 47.2320736, 11.8843766 47.2322627, 11.884283 47.232357, 11.8839483 47.2324875, 11.8838112 47.2325409, 11.8829823 47.2326963, 11.8827036 47.232788, 11.8826783 47.2328024, 11.8824622 47.2329256)",,,
10044946,False,Gerlosstraße,residential,True,160.231,,,"LINESTRING (11.8844714 47.2320736, 11.8845787 47.2318209, 11.8846558 47.2316439, 11.8847215 47.2314427, 11.8847341 47.2312733, 11.8846391 47.2309246, 11.8846142 47.2308053, 11.8846156 47.2306627)",,,
30292569,False,Gaudergasse,residential,False,254.92799999999997,,,"LINESTRING (11.8844714 47.2320736, 11.8846198 47.2320727, 11.8847377 47.2320615, 11.8848173 47.2320217, 11.8849495 47.2319076, 11.8851008 47.2317196, 11.8853582 47.2314764, 11.8856715 47.231206, 11.885877 47.231077, 11.8862009 47.2309232, 11.8864329 47.230879, 11.8866574 47.230826, 11.886888 47.2307717, 11.8869999 47.2307203)",,,
"[223394521, 23021899, 81147143]",False,Unterdorf,tertiary,True,57.086,,L331,"LINESTRING (11.8802357 47.2350284, 11.8802691 47.2349513, 11.8804642 47.2346024, 11.8804694 47.2345727, 11.8804746 47.234543)",,,yes
39077259,False,,tertiary,False,28.756,2,L300,"LINESTRING (11.8802357 47.2350284, 11.8801662 47.2350237, 11.8800692 47.2350118, 11.8798863 47.2349384)",,,
39077260,False,,tertiary,False,34.105999999999995,,L300,"LINESTRING (11.8802357 47.2350284, 11.8804253 47.2351877, 11.8805109 47.2352714)",,,
1152459530,False,Spitalgasse,residential,False,39.794,,,"LINESTRING (11.8826373 47.2333483, 11.8831332 47.2332271)",,,
519036946,False,Rohrerstraße,tertiary,False,42.527,,L331,"LINESTRING (11.8826373 47.2333483, 11.8825967 47.2332643, 11.8825158 47.2330959, 11.8824877 47.233055, 11.8824582 47.2330235, 11.8824249 47.2329975)",50,,
519036946,False,Rohrerstraße,tertiary,True,150.446,,L331,"LINESTRING (11.8826373 47.2333483, 11.8831472 47.2343707, 11.8831723 47.2344246, 11.8832768 47.2346297)",50,,
"[100008290, 30291851]",False,Unterdorf,residential,False,334.6,,,"LINESTRING (11.8841109 47.235687, 11.8838574 47.2356993, 11.8836465 47.2356754, 11.8834252 47.2356522, 11.8832651 47.235641, 11.8831402 47.2356365, 11.8829625 47.2356465, 11.8825234 47.2357267, 11.8824452 47.2357361, 11.8822938 47.2357111, 11.8809971 47.2349224, 11.8807423 47.2347611, 11.8807271 47.2347515, 11.8806828 47.23471, 11.8806559 47.2346668, 11.8806412 47.2346163, 11.8806348 47.2345523, 11.8804746 47.234543)",,,
519036946,False,Rohrerstraße,tertiary,False,135.29000000000002,,L331,"LINESTRING (11.8841109 47.235687, 11.8839614 47.2355943, 11.8838073 47.2354674, 11.8835578 47.2351621, 11.8834726 47.2350087, 11.8832768 47.2346297)",50,,
519036946,False,Rohrerstraße,tertiary,True,172.77800000000002,,L331,"LINESTRING (11.8841109 47.235687, 11.8842853 47.2357599, 11.8844308 47.2358016, 11.8845914 47.235836, 11.8847662 47.2358593, 11.8849921 47.2358694, 11.8851383 47.2358652, 11.8853546 47.2358619, 11.8856807 47.235857, 11.8860145 47.235839, 11.8863266 47.2357681)",50,,
30291883,False,Rosengartenweg,residential,False,63.047000000000004,,,"LINESTRING (11.8832768 47.2346297, 11.8840582 47.2345682, 11.8841063 47.2345645)",,,
519036946,False,Rohrerstraße,tertiary,False,150.446,,L331,"LINESTRING (11.8832768 47.2346297, 11.8831723 47.2344246, 11.8831472 47.2343707, 11.8826373 47.2333483)",50,,
519036946,False,Rohrerstraße,tertiary,True,135.29,,L331,"LINESTRING (11.8832768 47.2346297, 11.8834726 47.2350087, 11.8835578 47.2351621, 11.8838073 47.2354674, 11.8839614 47.2355943, 11.8841109 47.235687)",50,,
30291830,False,Unterau,residential,True,87.377,,,"LINESTRING (11.8863266 47.2357681, 11.8863932 47.2358739, 11.8864237 47.2359389, 11.886379 47.2360749, 11.8863316 47.2361879, 11.8860976 47.2364949)",,,
519036946,False,Rohrerstraße,tertiary,False,172.778,,L331,"LINESTRING (11.8863266 47.2357681, 11.8860145 47.235839, 11.8856807 47.235857, 11.8853546 47.2358619, 11.8851383 47.2358652, 11.8849921 47.2358694, 11.8847662 47.2358593, 11.8845914 47.235836, 11.8844308 47.2358016, 11.8842853 47.2357599, 11.8841109 47.235687)",50,,
"[92725288, 223278045]",False,"['Unterdorf', 'Dorfplatz']",tertiary,True,97.97,,L331,"LINESTRING (11.8804746 47.234543, 11.8804738 47.2344274, 11.8804833 47.2343868, 11.880494 47.2343579, 11.8805155 47.2343239, 11.8805437 47.234291, 11.880581 47.2342545, 11.8806237 47.2342178, 11.8806689 47.2341622, 11.8807089 47.2340818, 11.8807313 47.2340224, 11.8807542 47.233947, 11.8807552 47.2338985, 11.8807468 47.2338469, 11.8807443 47.2337842, 11.8807557 47.2337418, 11.8807589 47.2337065)",,,
"[100008290, 30291851]",False,Unterdorf,residential,True,334.6,,,"LINESTRING (11.8804746 47.234543, 11.8806348 47.2345523, 11.8806412 47.2346163, 11.8806559 47.2346668, 11.8806828 47.23471, 11.8807271 47.2347515, 11.8807423 47.2347611, 11.8809971 47.2349224, 11.8822938 47.2357111, 11.8824452 47.2357361, 11.8825234 47.2357267, 11.8829625 47.2356465, 11.8831402 47.2356365, 11.8832651 47.235641, 11.8834252 47.2356522, 11.8836465 47.2356754, 11.8838574 47.2356993, 11.8841109 47.235687)",,,
"[223394521, 23021899, 81147143]",False,Unterdorf,tertiary,False,57.086,,L331,"LINESTRING (11.8804746 47.234543, 11.8804694 47.2345727, 11.8804642 47.2346024, 11.8802691 47.2349513, 11.8802357 47.2350284)",,,yes
30291835,False,Bahnhofstraße,residential,False,64.386,,,"LINESTRING (11.8788233 47.231202, 11.87949 47.2310995, 11.879655 47.2310742)",,,
363050318,True,,residential,False,17.261000000000003,,,"LINESTRING (11.8788233 47.231202, 11.8788699 47.231226, 11.8788898 47.23126, 11.8788937 47.2313042, 11.8788768 47.2313369)",,roundabout,
"[363050317, 61835615]",True,,residential,False,35.836999999999996,,,"LINESTRING (11.8786889 47.231379, 11.8786502 47.2313618, 11.878619 47.2313344, 11.8786034 47.2313015, 11.878603 47.2312766, 11.8786176 47.2312434, 11.8786585 47.2312094, 11.8787035 47.2311932, 11.8787755 47.2311899, 11.8788233 47.231202)",,roundabout,
709593411,False,,unclassified,False,54.73,,,"LINESTRING (11.8786889 47.231379, 11.8786394 47.2314168, 11.8780171 47.2315451)",,,
1260597706,False,Gaudergasse,residential,True,83.776,,,"LINESTRING (11.8881574 47.2314086, 11.8880011 47.2309283, 11.8876189 47.2309606)",,,
106653109,False,Zellfeldstraße,residential,True,173.371,,,"LINESTRING (11.8792701 47.2295371, 11.879655 47.2310742)",,,
30291808,False,,residential,False,62.931999999999995,,,"LINESTRING (11.8805109 47.2352714, 11.8802691 47.2352101, 11.8801182 47.235165, 11.8799924 47.2350765, 11.8798863 47.2349384)",,,
39077260,False,,tertiary,False,427.805,,L300,"LINESTRING (11.8805109 47.2352714, 11.8806547 47.2354121, 11.8808623 47.2356406, 11.8808805 47.2356607, 11.8810949 47.2358144, 11.8813015 47.2359748, 11.8815026 47.2361575, 11.881569 47.2362209, 11.8819274 47.236563, 11.8821347 47.2367344, 11.8823774 47.2368881, 11.8826001 47.2369851, 11.8829077 47.2370761, 11.8832391 47.2371638, 11.8834743 47.237245, 11.8837034 47.2373739, 11.8839018 47.2375008, 11.8844836 47.2379134)",,,
39077260,False,,tertiary,True,34.105999999999995,,L300,"LINESTRING (11.8805109 47.2352714, 11.8804253 47.2351877, 11.8802357 47.2350284)",,,
144381923,False,Rosengarten,residential,True,18.636,,,"LINESTRING (11.8877159 47.2334899, 11.8874691 47.2334876)",,,
30291885,False,Rosengarten,residential,True,66.648,,,"LINESTRING (11.8883358 47.2336443, 11.888182 47.233682, 11.8874661 47.2337288)",,,
30291885,False,Rosengarten,residential,False,78.922,,,"LINESTRING (11.8864371 47.2338536, 11.8865865 47.2338364, 11.8874661 47.2337288)",,,
283000541,False,,residential,True,83.73799999999999,,,"LINESTRING (11.8836418 47.2375817, 11.8840419 47.2377603, 11.8842042 47.2379351, 11.884366 47.2379787, 11.8844836 47.2379134)",,,
39077260,False,,tertiary,True,427.80500000000006,,L300,"LINESTRING (11.8844836 47.2379134, 11.8839018 47.2375008, 11.8837034 47.2373739, 11.8834743 47.237245, 11.8832391 47.2371638, 11.8829077 47.2370761, 11.8826001 47.2369851, 11.8823774 47.2368881, 11.8821347 47.2367344, 11.8819274 47.236563, 11.881569 47.2362209, 11.8815026 47.2361575, 11.8813015 47.2359748, 11.8810949 47.2358144, 11.8808805 47.2356607, 11.8808623 47.2356406, 11.8806547 47.2354121, 11.8805109 47.2352714)",,,
283000541,False,,residential,False,83.738,,,"LINESTRING (11.8844836 47.2379134, 11.884366 47.2379787, 11.8842042 47.2379351, 11.8840419 47.2377603, 11.8836418 47.2375817)",,,
356989333,False,Unterau,residential,True,81.769,,,"LINESTRING (11.8875252 47.2369428, 11.8874609 47.2370657, 11.8874872 47.2371489, 11.8876828 47.2372996, 11.8877588 47.2373809, 11.8876828 47.2374285, 11.8875209 47.2375342)",,,
30291830,False,Unterau,residential,True,14.706,,,"LINESTRING (11.8875209 47.2375342, 11.8876541 47.2376307)",,,
30291830,False,Unterau,residential,False,82.66,,,"LINESTRING (11.8875209 47.2375342, 11.8873116 47.2373826, 11.887151 47.2372741, 11.886768 47.2369946)",,,
356989333,False,Unterau,residential,False,81.76899999999999,,,"LINESTRING (11.8875209 47.2375342, 11.8876828 47.2374285, 11.8877588 47.2373809, 11.8876828 47.2372996, 11.8874872 47.2371489, 11.8874609 47.2370657, 11.8875252 47.2369428)",,,
709593411,False,,unclassified,True,54.73,,,"LINESTRING (11.8780171 47.2315451, 11.8786394 47.2314168, 11.8786889 47.231379)",,,
10044946,False,Gerlosstraße,residential,False,8.476,,,"LINESTRING (11.8824622 47.2329256, 11.8824249 47.2329975)",,,
10044946,False,Gerlosstraße,residential,True,188.04,,,"LINESTRING (11.8824622 47.2329256, 11.8826783 47.2328024, 11.8827036 47.232788, 11.8829823 47.2326963, 11.8838112 47.2325409, 11.8839483 47.2324875, 11.884283 47.232357, 11.8843766 47.2322627, 11.8844714 47.2320736)",,,
838276715,False,Gerlosstraße,residential,False,128.335,,,"LINESTRING (11.8824622 47.2329256, 11.882363 47.2328432, 11.88208 47.2322823, 11.8821309 47.2321757, 11.8820491 47.2319608, 11.8822034 47.2319007)",,,
838276715,False,Gerlosstraße,residential,True,128.335,,,"LINESTRING (11.8822034 47.2319007, 11.8820491 47.2319608, 11.8821309 47.2321757, 11.88208 47.2322823, 11.882363 47.2328432, 11.8824622 47.2329256)",,,
892254806,False,Unterau,residential,False,35.175,,,"LINESTRING (11.886507 47.2366459, 11.8860976 47.2364949)",,,
892294898,False,Gerlosstraße,residential,True,32.684,,,"LINESTRING (11.8846156 47.2306627, 11.8841922 47.2306016)",,,
10044946,False,Gerlosstraße,residential,False,160.231,,,"LINESTRING (11.8846156 47.2306627, 11.8846142 47.2308053, 11.8846391 47.2309246, 11.8847341 47.2312733, 11.8847215 47.2314427, 11.8846558 47.2316439, 11.8845787 47.2318209, 11.8844714 47.2320736)",,,
892294898,False,Gerlosstraße,residential,False,32.684,,,"LINESTRING (11.8841922 47.2306016, 11.8846156 47.2306627)",,,
