osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry,junction
"[1112673504, 72049268]",True,1,L190,Seestraße,primary,50,"['5', '10']",False,79.249,"LINESTRING (9.7492273 47.5059039, 9.7490998 47.5059078, 9.748952 47.505919, 9.7488714 47.5059227, 9.7488285 47.5059225, 9.7487905 47.505919, 9.7487338 47.5059123, 9.7486867 47.5059042, 9.7486419 47.5058954, 9.7486087 47.5058866, 9.7485756 47.5058753, 9.7484693 47.5058311, 9.7482447 47.5057345)",
1221973210,True,1,L190,Reichsstraße,primary,40,10,False,9.93,"LINESTRING (9.7492273 47.5059039, 9.749206 47.5058778, 9.7491961 47.5058489, 9.7491984 47.5058191)",roundabout
280982454,False,5,L202,Seestraße,primary,50,,True,21.854,"LINESTRING (9.7408622 47.5021348, 9.7409681 47.5022864, 9.7409781 47.5023145)",
898074009,False,3,,St.-Anna-Straße,residential,30,,True,29.305999999999997,"LINESTRING (9.7408622 47.5021348, 9.740996 47.5020842, 9.7410433 47.5020626, 9.7411969 47.5019996)",
1221973207,True,1,L190,Reichsstraße,primary,40,10,False,5.5760000000000005,"LINESTRING (9.7495086 47.5058129, 9.7495135 47.5058377, 9.7495098 47.5058627)",roundabout
633953441,True,1,,Kornmarktstraße,living_street,20,5,False,28.089,"LINESTRING (9.749261 47.5057526, 9.7492564 47.5056692, 9.7492122 47.5055027)",
1221973205,True,1,L190,Reichsstraße,primary,40,10,False,8.581,"LINESTRING (9.749261 47.5057526, 9.7492943 47.50574, 9.7493309 47.5057332, 9.749369 47.5057325)",roundabout
1221973204,True,1,L190,Reichsstraße,primary,40,10,False,8.951,"LINESTRING (9.7491984 47.5058191, 9.7492107 47.5057936, 9.749232 47.5057709, 9.749261 47.5057526)",roundabout
29477871,False,,,Rathausstraße,residential,30,,False,8.749,"LINESTRING (9.7461301 47.5047998, 9.7461809 47.504729)",
"[72049288, 456166169]",True,"['2', '3']",L190,Seestraße,primary,50,,False,215.746,"LINESTRING (9.7461301 47.5047998, 9.7459694 47.5047456, 9.7458455 47.5047072, 9.7455707 47.5046263, 9.7453788 47.504562, 9.7452659 47.5045148, 9.7439636 47.503932, 9.7437546 47.5038485, 9.7436556 47.5038258)",
280982453,True,,,Bahnhofstraße,residential,30,,False,20.324,"LINESTRING (9.7420529 47.50281, 9.7420491 47.5028034, 9.7420463 47.5027966, 9.7420442 47.5027746, 9.7420522 47.5027532, 9.7420696 47.5027345, 9.7420945 47.5027203, 9.7421248 47.5027119, 9.7421534 47.50271, 9.7421817 47.5027135, 9.7422076 47.502722)",roundabout
"[26435755, 415853467]",False,,,Kaiser-Josef-Straße,residential,30,,False,79.829,"LINESTRING (9.7422076 47.502722, 9.7422203 47.5027071, 9.7422526 47.5026693, 9.7424597 47.5024104, 9.7426868 47.5021424, 9.7427245 47.5020948)",
280982453,True,,,Bahnhofstraße,residential,30,,False,6.185999999999999,"LINESTRING (9.7422076 47.502722, 9.7422282 47.5027342, 9.7422435 47.5027496, 9.7422523 47.5027672)",roundabout
