osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access,tunnel
255328330,Straße des 21. April,residential,50,False,True,86.27100000000002,"LINESTRING (13.721072 48.0115215, 13.7210477 48.011434, 13.7209821 48.0113647, 13.7206845 48.0110504, 13.7206099 48.0109689, 13.7205741 48.0109298, 13.7205218 48.0108454)",,,,,
309646778,Kochstraße,residential,20,False,True,13.783999999999999,"LINESTRING (13.721072 48.0115215, 13.721043 48.0115518, 13.7209721 48.0116259)",,,,,
29486875,Kochstraße,residential,50,False,False,26.616999999999997,"LINESTRING (13.7207627 48.0118197, 13.7208969 48.0117045, 13.7209721 48.0116259)",,,,,
225992726,Bahnhofstraße,primary,50,False,True,165.906,"LINESTRING (13.7207627 48.0118197, 13.7211148 48.0121982, 13.7212963 48.0123942, 13.7213343 48.0124353, 13.7216114 48.0127325, 13.721829 48.0129659, 13.7218564 48.0129966, 13.7219393 48.0130872)",2,B1,,,
"[415640864, 316046178, 142340219, 316046180]",Bahnhofstraße,primary,50,False,True,356.539,"LINESTRING (13.7207627 48.0118197, 13.7206972 48.0117523, 13.7205851 48.0116326, 13.7200084 48.011044, 13.719962 48.0109963, 13.7199166 48.0109495, 13.7195996 48.0106438, 13.7194655 48.010507, 13.7193262 48.0103711, 13.7190884 48.0101284, 13.7190407 48.0100796, 13.7188897 48.0099254, 13.7186914 48.0097171, 13.7184767 48.0094557, 13.7183222 48.0092453, 13.7182101 48.0091092)","['2', '3', '5']",B1,,,
9703898,Linzer Straße,primary,50,False,True,159.521,"LINESTRING (13.7176464 48.0085196, 13.7174767 48.0084167, 13.7172768 48.0083147, 13.7168764 48.0081569, 13.7159268 48.0077874, 13.7158385 48.0077551)",4,B1,,,
17532080,Linzer Straße,primary,50,True,False,48.745000000000005,"LINESTRING (13.7176464 48.0085196, 13.7178578 48.0086414, 13.7180805 48.0088443)",2,B1,,,
40465731,Salzburger Straße,tertiary,50,False,True,106.269,"LINESTRING (13.7175134 48.0116255, 13.7179086 48.0125439)",,,,,
29486741,Lindenweg,residential,30,False,True,346.352,"LINESTRING (13.7175134 48.0116255, 13.717379 48.0115747, 13.7171246 48.011338, 13.7161918 48.0105845, 13.7160068 48.0103929, 13.7156883 48.0102277, 13.7151128 48.0097756, 13.7151418 48.0097195, 13.7155039 48.0094253, 13.7156924 48.0092578)",,,,,
"[40465731, 230478255]",Salzburger Straße,tertiary,50,False,False,296.708,"LINESTRING (13.7175134 48.0116255, 13.7173559 48.0113185, 13.7172942 48.0112081, 13.7172207 48.0110994, 13.7164335 48.0101246, 13.715737 48.0093046, 13.7156924 48.0092578)",,,,,
9703898,Linzer Straße,primary,50,False,False,159.521,"LINESTRING (13.7158385 48.0077551, 13.7159268 48.0077874, 13.7168764 48.0081569, 13.7172768 48.0083147, 13.7174767 48.0084167, 13.7176464 48.0085196)",4,B1,,,
"[294896432, 244997321, 54373699, 104678294]",Salzburger Straße,tertiary,,False,True,106.35600000000001,"LINESTRING (13.7158385 48.0077551, 13.7157159 48.0078922, 13.7157059 48.0079048, 13.7151239 48.0084315, 13.7150849 48.0084868, 13.7150574 48.0085505)","['2', '3']",,yes,,
29487324,Ghegastraße,residential,30,False,False,104.738,"LINESTRING (13.7186647 48.0087833, 13.7187859 48.0086841, 13.7190493 48.0083541, 13.7192591 48.0079374)",,,,,
"[685960868, 685960867, 234814788, 234814782]","['Bahnhofstraße', 'Europaplatz']",secondary,50,False,False,233.20499999999996,"LINESTRING (13.7186647 48.0087833, 13.7186599 48.0087448, 13.718645 48.0087089, 13.7186159 48.0086745, 13.718573 48.0086408, 13.7185027 48.0085986, 13.7182008 48.0084725, 13.7180985 48.0084298, 13.7180312 48.0084017, 13.7179672 48.0083586, 13.7178446 48.0082526, 13.7177577 48.0081364, 13.7176832 48.0079853, 13.7176465 48.0079109, 13.7176307 48.0078789, 13.7175248 48.0076547, 13.7174036 48.0074024, 13.7172811 48.0071373, 13.7172667 48.0071061, 13.7172288 48.0070131)",2,L1265,yes,,
309646775,Europaplatz,secondary,,True,False,22.57,"LINESTRING (13.7186647 48.0087833, 13.7186668 48.0088828, 13.7186596 48.008913, 13.718642 48.0089448, 13.7186092 48.008977)",,L1265,,,
"[25663369, 686235148]",Römerstraße,tertiary,"['50', '30']",False,False,129.142,"LINESTRING (13.7186647 48.0087833, 13.7190386 48.0089272, 13.7193708 48.0090688, 13.719437 48.009097, 13.7194857 48.0091178, 13.7195178 48.0091347, 13.7196019 48.0091788, 13.719711 48.0092361, 13.7199678 48.0093657, 13.720099 48.0094342)",,,,,
"[415640864, 316046178, 142340219, 316046180]",Bahnhofstraße,primary,50,False,False,356.53900000000004,"LINESTRING (13.7182101 48.0091092, 13.7183222 48.0092453, 13.7184767 48.0094557, 13.7186914 48.0097171, 13.7188897 48.0099254, 13.7190407 48.0100796, 13.7190884 48.0101284, 13.7193262 48.0103711, 13.7194655 48.010507, 13.7195996 48.0106438, 13.7199166 48.0109495, 13.719962 48.0109963, 13.7200084 48.011044, 13.7205851 48.0116326, 13.7206972 48.0117523, 13.7207627 48.0118197)","['2', '3', '5']",B1,,,
234695139,Europaplatz,secondary,,True,False,38.378,"LINESTRING (13.7182101 48.0091092, 13.7183175 48.0090153, 13.7183776 48.0089751, 13.7185013 48.0089027, 13.7185645 48.00886)",,L1265,,,
316046183,Linzer Straße,primary,50,True,False,78.004,"LINESTRING (13.7182101 48.0091092, 13.7180578 48.0089834, 13.7179505 48.0088472, 13.7177986 48.0086798, 13.7176464 48.0085196)",2,B1,,,
92486552,Kochstraße,residential,30,False,False,54.954,"LINESTRING (13.7219789 48.0104889, 13.7220112 48.0104572, 13.7220229 48.0104456, 13.7223715 48.0100703)",,,,,
168816843,Kochstraße,residential,50,True,False,133.199,"LINESTRING (13.7219789 48.0104889, 13.7219477 48.0105194, 13.7219171 48.0105495, 13.7218022 48.0106869, 13.7216835 48.0108265, 13.7216235 48.0108942, 13.7215901 48.010932, 13.7215005 48.0110332, 13.7213591 48.0111961, 13.7212732 48.0112953, 13.721072 48.0115215)",,,,,
229680597,Römerstraße,tertiary,30,False,False,83.096,"LINESTRING (13.7219789 48.0104889, 13.7220688 48.0105227, 13.7222898 48.0106381, 13.7224568 48.0107133, 13.7229042 48.0109062)",,,,,
252831416,Römerstraße,tertiary,30,False,True,182.901,"LINESTRING (13.7219789 48.0104889, 13.7219097 48.0104558, 13.7216295 48.0103252, 13.7215121 48.0102691, 13.7214055 48.0102054, 13.7211547 48.0100426, 13.7210689 48.0099826, 13.720855 48.0098457, 13.7207007 48.0097515, 13.7205901 48.0096864, 13.7203681 48.0095716, 13.7201683 48.0094701, 13.720099 48.0094342)",,,,,
29598686,Römerstraße,tertiary,30,False,False,107.845,"LINESTRING (13.7237171 48.0112439, 13.7242833 48.0114842, 13.7244321 48.0115514, 13.7249201 48.0117846)",,,,,
223747209,Brucknerstraße,residential,30,False,False,35.988,"LINESTRING (13.7237171 48.0112439, 13.7235639 48.0114067, 13.723482 48.0114867, 13.723453 48.011515)",,,,,
232591234,Römerstraße,tertiary,30,False,True,36.589,"LINESTRING (13.7237171 48.0112439, 13.7236502 48.0112152, 13.7232952 48.0110748)",,,,,
29487041,Mozartstraße,residential,30,False,False,37.071,"LINESTRING (13.7227544 48.0140183, 13.7232028 48.0138728)",,,,,
316046179,Bahnhofstraße,primary,50,False,False,67.246,"LINESTRING (13.7227544 48.0140183, 13.7222931 48.0134982)",2,B1,,,
29487041,Mozartstraße,residential,30,False,True,37.071,"LINESTRING (13.7232028 48.0138728, 13.7227544 48.0140183)",,,,,
29486618,Mozartstraße,residential,30,False,False,27.455,"LINESTRING (13.7232028 48.0138728, 13.7232825 48.0137571, 13.7233106 48.0137208, 13.7233621 48.0136501)",,,,,
"[222072673, 686428474]","['Waldstraße', 'Humboldtstraße']",residential,"['30', '50']",False,False,208.29399999999998,"LINESTRING (13.7232028 48.0138728, 13.7232614 48.0138948, 13.7233904 48.0139399, 13.7235551 48.0139988, 13.7237 48.0140812, 13.7237951 48.0141712, 13.723867 48.014269, 13.7239701 48.0143845, 13.7240606 48.0144473, 13.7242965 48.0145841, 13.7245101 48.0147027, 13.7247223 48.0148206, 13.7248733 48.0149399, 13.7250569 48.0150758, 13.7251764 48.0151643)",,,,,
29598686,Römerstraße,tertiary,30,False,False,18.245,"LINESTRING (13.7254035 48.0120446, 13.7255921 48.0121495)",,,,,
29598686,Römerstraße,tertiary,30,False,True,46.139,"LINESTRING (13.7254035 48.0120446, 13.7249201 48.0117846)",,,,,
29598686,Römerstraße,tertiary,30,False,True,18.245,"LINESTRING (13.7255921 48.0121495, 13.7254035 48.0120446)",,,,,
29487302,Goethestraße,residential,30,False,False,211.80200000000002,"LINESTRING (13.7255921 48.0121495, 13.7256179 48.0121255, 13.7269009 48.0109366, 13.7272111 48.0105843)",,,,,
29598686,Römerstraße,tertiary,30,False,False,47.043,"LINESTRING (13.7255921 48.0121495, 13.7260179 48.0123775, 13.7260853 48.0124143)",,,,,
29598686,Römerstraße,tertiary,30,False,False,33.412,"LINESTRING (13.7260853 48.0124143, 13.7264297 48.0126072)",,,,,
29479034,Traunfallstraße,residential,30,True,False,76.468,"LINESTRING (13.7260853 48.0124143, 13.7260283 48.0124589, 13.7259304 48.0125525, 13.7255213 48.0129885)",,,,,
