osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,bridge
"[487072668, 487072669, 866073806]",2,L406,Schloffereckstraße,secondary,80,False,False,235.32500000000002,"LINESTRING (15.8367895 47.3064989, 15.837178 47.3062355, 15.8374332 47.3060624, 15.8377589 47.3057479, 15.8379634 47.3055378, 15.8382017 47.3052045, 15.8383382 47.3049638, 15.8384078 47.3048097, 15.8384429 47.3047401)",,,
26711180,,L431,Pöllaubergstraße,tertiary,,True,False,26.427999999999997,"LINESTRING (15.8388256 47.3043969, 15.8388907 47.3044418, 15.8389559 47.3044759, 15.8390948 47.3045484)",,,
37711936,1,L406,,secondary,50,True,False,14.334,"LINESTRING (15.8388256 47.3043969, 15.8388224 47.3044398, 15.838799 47.3044798, 15.838758 47.3045125)",roundabout,,
149549047,,,Märzgasse,residential,30,False,True,96.88400000000001,"LINESTRING (15.8351265 47.3042899, 15.8352286 47.3040043, 15.8351666 47.303721, 15.8351097 47.3035797, 15.8350853 47.3034361)",,,
"[848895707, 738219423]",,L406,Schloffereckstraße,secondary,80,False,True,119.251,"LINESTRING (15.838665 47.3029868, 15.8386458 47.3034772, 15.8386437 47.3035505, 15.8386245 47.3040589)",,,
"[700545203, 866073788]",,,Bergwald,residential,,False,"[False, True]",158.648,"LINESTRING (15.838665 47.3029868, 15.838852 47.3030105, 15.8389175 47.303018, 15.838995 47.3030447, 15.8391792 47.3031069, 15.839434 47.3032251, 15.8395064 47.3033252, 15.839555 47.3035659, 15.8395375 47.303782, 15.8395153 47.3040556)",,,
894410495,1,L406,,secondary,50,True,False,16.061,"LINESTRING (15.8385096 47.3045144, 15.8384732 47.304488, 15.8384487 47.304456, 15.8384379 47.3044206, 15.8384416 47.3043846)",roundabout,,
"[149577273, 865422252, 149577271, 32207615]",,L432,"['Ortenhofenstraße', 'Schulplatz']",secondary,,False,False,126.259,"LINESTRING (15.8331034 47.3021451, 15.8330211 47.3022092, 15.8329023 47.3023041, 15.8328696 47.3024199, 15.832861 47.3024511, 15.8326878 47.3031611, 15.8326766 47.3032173)",,building_passage,
149549494,,,Schulplatz,residential,,False,True,51.675,"LINESTRING (15.8331034 47.3021451, 15.8331217 47.3021328, 15.8332848 47.3020137, 15.8336373 47.3019627, 15.8336954 47.3019543)",,,
"[298201933, 223281047]",,L432,"['Schulplatz', 'Remigigasse']",secondary,,False,True,81.477,"LINESTRING (15.8331034 47.3021451, 15.8330604 47.3020859, 15.8329514 47.3019236, 15.8329118 47.3018314, 15.8328826 47.3016225, 15.8328721 47.3014995, 15.8328827 47.3014406)",,,
