osmid,oneway,highway,access,reversed,length,geometry,lanes
130524903,False,residential,yes,False,103.203,"LINESTRING (-15.6074744 11.8736001, -15.6071672 11.8737272, -15.6069881 11.8737993, -15.6069066 11.8738277, -15.6068181 11.87385, -15.60658 11.8738991)",
382334617,False,unclassified,,False,68.777,"LINESTRING (-15.6074744 11.8736001, -15.6073587 11.873341, -15.6073286 11.8732454, -15.607304 11.8731543, -15.6072769 11.8730153)",2
382334617,False,unclassified,,True,50.943,"LINESTRING (-15.6074744 11.8736001, -15.6075811 11.8738369, -15.6076602 11.8740206)",2
382334617,False,unclassified,,True,9.658,"LINESTRING (-15.6072689 11.8729288, -15.6072769 11.8730153)",2
"[378432281, 378432283, 129926775]",False,residential,yes,"[False, True]",559.266,"LINESTRING (-15.6072689 11.8729288, -15.60749 11.8729081, -15.6076192 11.872887, -15.6077387 11.8728598, -15.6078582 11.8728139, -15.6079766 11.872753, -15.6080923 11.8726791, -15.6081928 11.8726256, -15.6082735 11.8725862, -15.6083628 11.8725557, -15.6085065 11.87252, -15.6088074 11.8724775, -15.6090746 11.8724243, -15.6092666 11.8723798, -15.6094308 11.8723334, -15.6095654 11.8722984, -15.6096909 11.8722719, -15.6098315 11.8722507, -15.6099779 11.8722428, -15.6100882 11.8722439, -15.610299 11.8722202, -15.6104221 11.8721919, -15.610531 11.8721746, -15.6106391 11.8721596, -15.6107561 11.8721564, -15.6108749 11.8721517, -15.6110173 11.8721504, -15.611138 11.8721612, -15.6112558 11.8721782, -15.6113904 11.8721964, -15.6115095 11.8722142, -15.6116243 11.8722294, -15.6117946 11.8722417, -15.6119383 11.8722591, -15.612088 11.8722814, -15.6122731 11.8723153)",
382334617,False,unclassified,,False,129.546,"LINESTRING (-15.6072689 11.8729288, -15.6072494 11.8728171, -15.6072309 11.8727435, -15.6071956 11.8726725, -15.607154 11.872611, -15.6070992 11.8725489, -15.6070171 11.8724823, -15.6069072 11.8724128, -15.6068218 11.8723493, -15.6067616 11.8723089, -15.6067088 11.8722702, -15.6066473 11.8722276, -15.6065835 11.87217, -15.606549 11.8721099, -15.6065239 11.8720781)",2
131634030,False,residential,,True,24.994,"LINESTRING (-15.6068938 11.8691995, -15.6067785 11.8691449, -15.6066858 11.8691042)",
382334617,False,unclassified,,False,233.48399999999998,"LINESTRING (-15.6068938 11.8691995, -15.6070662 11.8690361, -15.6072835 11.8688483, -15.6074864 11.8686551, -15.6076665 11.8684579, -15.607785 11.8682749, -15.6080532 11.8678234, -15.6082105 11.867565)",2
382334617,False,unclassified,,True,333.849,"LINESTRING (-15.6068938 11.8691995, -15.6067765 11.8694403, -15.606649 11.869733, -15.606456 11.8701635, -15.6063876 11.8703446, -15.6063554 11.8704522, -15.6063387 11.8705499, -15.6063366 11.8706569, -15.6063538 11.8708801, -15.6063684 11.8710576, -15.6063902 11.8711688, -15.6064276 11.8713237, -15.6064556 11.8714587, -15.6064909 11.8717304, -15.6064956 11.8718987, -15.6065089 11.8720114, -15.6065239 11.8720781)",2
98295052,False,residential,,False,122.295,"LINESTRING (-15.6053298 11.866437, -15.6062846 11.8658569)",
98295052,False,residential,,True,154.569,"LINESTRING (-15.6053298 11.866437, -15.6055158 11.8666133, -15.6056714 11.8667472, -15.6058721 11.8668892, -15.605996 11.8669756, -15.6061381 11.8670701, -15.60624 11.8671514, -15.6063232 11.8672302, -15.6064157 11.867327)",
131634029,False,residential,,True,107.67,"LINESTRING (-15.6053298 11.866437, -15.6051537 11.8665634, -15.6050492 11.8666722, -15.6049767 11.8667774, -15.6049137 11.8669111, -15.6048608 11.8670238, -15.6047747 11.867213)",
668810574,False,residential,,True,83.661,"LINESTRING (-15.6053298 11.866437, -15.60519 11.8662957, -15.6050007 11.8661347, -15.6047528 11.8659413)",
98295059,False,unclassified,,False,97.195,"LINESTRING (-15.6075579 11.8669682, -15.6082105 11.867565)",2
98295076,False,residential,yes,True,124.603,"LINESTRING (-15.6075579 11.8669682, -15.6064984 11.8673932)",
98295059,False,unclassified,,True,123.658,"LINESTRING (-15.6075579 11.8669682, -15.6073505 11.8667183, -15.6072048 11.866572, -15.6070179 11.8664217, -15.6068462 11.8663272, -15.6067022 11.8662595)",2
98295052,False,residential,,True,11.626,"LINESTRING (-15.6064157 11.867327, -15.6064984 11.8673932)",
98295097,False,residential,yes,True,122.727,"LINESTRING (-15.6064157 11.867327, -15.6067022 11.8662595)",
98295052,False,residential,,False,154.56900000000002,"LINESTRING (-15.6064157 11.867327, -15.6063232 11.8672302, -15.60624 11.8671514, -15.6061381 11.8670701, -15.605996 11.8669756, -15.6058721 11.8668892, -15.6056714 11.8667472, -15.6055158 11.8666133, -15.6053298 11.866437)",
668810573,False,residential,,True,173.48,"LINESTRING (-15.6064157 11.867327, -15.6062749 11.8675924, -15.6061435 11.8678785, -15.6060496 11.8681436, -15.6059879 11.8683405, -15.6058699 11.8687867)",
98295052,False,residential,,False,11.626,"LINESTRING (-15.6064984 11.8673932, -15.6064157 11.867327)",
98295052,False,residential,,True,133.167,"LINESTRING (-15.6064984 11.8673932, -15.6073795 11.8682243)",
