osmid,ref,highway,maxspeed,oneway,reversed,length,name,geometry
33669936,RN39,trunk,90,False,False,110.095,,"LINESTRING (26.3153498 -10.6188914, 26.3162049 -10.6194148)"
452617559,RN39,trunk,90,False,True,26.041,,"LINESTRING (26.3153498 -10.6188914, 26.3151461 -10.6187699)"
33601889,,unclassified,,False,False,171.817,Route Kasolondo,"LINESTRING (26.3153498 -10.6188914, 26.3155096 -10.6186181, 26.3162092 -10.6175983)"
217978741,,residential,,False,True,84.981,,"LINESTRING (26.3147066 -10.6131348, 26.3144275 -10.6134107, 26.3141762 -10.6136931)"
217978741,,residential,,False,True,79.117,,"LINESTRING (26.3141762 -10.6136931, 26.3137167 -10.6142429)"
262048305,,residential,,False,True,75.068,,"LINESTRING (26.3141762 -10.6136931, 26.3136772 -10.6132292)"
217978741,,residential,,False,False,84.981,,"LINESTRING (26.3141762 -10.6136931, 26.3144275 -10.6134107, 26.3147066 -10.6131348)"
262048305,,residential,,False,False,85.59299999999999,,"LINESTRING (26.3141762 -10.6136931, 26.3144639 -10.6139014, 26.3146453 -10.6140091, 26.3147129 -10.6140492, 26.3148284 -10.6141178)"
217978718,,residential,,False,False,85.15,,"LINESTRING (26.3137167 -10.6142429, 26.314349 -10.6146903)"
217978741,,residential,,False,False,79.117,,"LINESTRING (26.3137167 -10.6142429, 26.3141762 -10.6136931)"
217978718,,residential,,False,True,86.148,,"LINESTRING (26.3137167 -10.6142429, 26.3134688 -10.6140412, 26.3131225 -10.6137341)"
217978741,,residential,,False,True,23.221,,"LINESTRING (26.3137167 -10.6142429, 26.3136726 -10.6142947, 26.3136109 -10.6143364, 26.3135457 -10.6143582)"
262048293,,residential,,False,False,58.317,,"LINESTRING (26.313727 -10.6151466, 26.3138315 -10.6156609)"
262048293,,residential,,False,True,89.878,,"LINESTRING (26.313727 -10.6151466, 26.3135457 -10.6143582)"
710700931,,residential,,False,False,103.473,Avenue du rail,"LINESTRING (26.313727 -10.6151466, 26.3127881 -10.6152662)"
710700931,,residential,,False,True,116.687,Avenue du rail,"LINESTRING (26.313727 -10.6151466, 26.3140068 -10.6151961, 26.3142808 -10.6152282, 26.3147778 -10.6153288)"
217978713,,residential,,False,True,31.042,Avenue Kibangu,"LINESTRING (26.3149966 -10.6151508, 26.3147778 -10.6153288)"
217978718,,residential,,False,True,87.358,,"LINESTRING (26.3149966 -10.6151508, 26.314349 -10.6146903)"
217978713,,residential,,False,False,87.92099999999999,Avenue Kibangu,"LINESTRING (26.3149966 -10.6151508, 26.3152089 -10.6149493, 26.3152756 -10.6148967, 26.3155563 -10.6145846)"
33601889,,unclassified,,False,True,115.684,Route Kasolondo,"LINESTRING (26.3184702 -10.6151802, 26.3176934 -10.6158869)"
217978713,,residential,,False,True,88.426,Avenue Kibangu,"LINESTRING (26.3184702 -10.6151802, 26.3179385 -10.6145808)"
33601889,,unclassified,,False,False,269.305,Route Kasolondo,"LINESTRING (26.3184702 -10.6151802, 26.3186131 -10.6150718, 26.3190906 -10.6147223, 26.3198062 -10.6142276, 26.320504 -10.6138169)"
217978713,,residential,,False,False,31.042,Avenue Kibangu,"LINESTRING (26.3147778 -10.6153288, 26.3149966 -10.6151508)"
217978713,,residential,,False,True,20.408,Avenue Kibangu,"LINESTRING (26.3147778 -10.6153288, 26.3146205 -10.6154277)"
710700931,,residential,,False,False,116.687,Avenue du rail,"LINESTRING (26.3147778 -10.6153288, 26.3142808 -10.6152282, 26.3140068 -10.6151961, 26.313727 -10.6151466)"
710700931,,residential,,False,True,256.586,Avenue du rail,"LINESTRING (26.3147778 -10.6153288, 26.31592 -10.6155387, 26.317085 -10.6157556)"
33601889,,unclassified,,False,False,115.684,Route Kasolondo,"LINESTRING (26.3176934 -10.6158869, 26.3184702 -10.6151802)"
33601889,,unclassified,,False,True,82.146,Route Kasolondo,"LINESTRING (26.3176934 -10.6158869, 26.317202 -10.6164459)"
217978721,,residential,,False,True,77.55,,"LINESTRING (26.3176934 -10.6158869, 26.3181955 -10.6163797)"
