osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction,maxspeed,access
31002737,False,Kisauni Road,tertiary,False,242.526,"LINESTRING (39.6691638 -4.0513173, 39.6690807 -4.0514002, 39.6690089 -4.0514845, 39.6689103 -4.0516009, 39.668648 -4.0519134, 39.6685521 -4.052013, 39.6685032 -4.0520552, 39.6684146 -4.052114, 39.6683375 -4.0521776, 39.6683027 -4.052215, 39.6682772 -4.0522485, 39.6682557 -4.0522886, 39.6682416 -4.0523314, 39.6682121 -4.0524465, 39.668192 -4.0525541, 39.6681684 -4.0526865, 39.6681419 -4.0528072, 39.6681181 -4.0529486, 39.668087 -4.0531172)",,,,,
31002737,False,Kisauni Road,tertiary,True,67.608,"LINESTRING (39.6691638 -4.0513173, 39.6692275 -4.0512725, 39.6693006 -4.0512464, 39.6693918 -4.0512143, 39.6694917 -4.0511795, 39.6695769 -4.0511501, 39.6697221 -4.0510801)",,,,,
98865901,False,Wajir Road,tertiary,False,106.851,"LINESTRING (39.6691638 -4.0513173, 39.6690948 -4.051245, 39.6690439 -4.0512156, 39.6689191 -4.0511614, 39.6686563 -4.0510477, 39.6683014 -4.0509071)",,,,,
31002737,False,Kisauni Road,tertiary,False,134.34199999999998,"LINESTRING (39.668087 -4.0531172, 39.6680206 -4.0532603, 39.6679442 -4.0534429, 39.6679039 -4.0535352, 39.6678463 -4.053675, 39.6677933 -4.0537874, 39.6677383 -4.0538857, 39.6676686 -4.0539746, 39.6676075 -4.0540603, 39.6675409 -4.0541903)",,,,,
31002737,False,Kisauni Road,tertiary,True,242.52599999999998,"LINESTRING (39.668087 -4.0531172, 39.6681181 -4.0529486, 39.6681419 -4.0528072, 39.6681684 -4.0526865, 39.668192 -4.0525541, 39.6682121 -4.0524465, 39.6682416 -4.0523314, 39.6682557 -4.0522886, 39.6682772 -4.0522485, 39.6683027 -4.052215, 39.6683375 -4.0521776, 39.6684146 -4.052114, 39.6685032 -4.0520552, 39.6685521 -4.052013, 39.668648 -4.0519134, 39.6689103 -4.0516009, 39.6690089 -4.0514845, 39.6690807 -4.0514002, 39.6691638 -4.0513173)",,,,,
99398755,False,Maalim Juma Mohamed Road,residential,False,160.606,"LINESTRING (39.668087 -4.0531172, 39.6684766 -4.053059, 39.6684994 -4.0530577, 39.668556 -4.05306, 39.6685902 -4.0530687, 39.6686436 -4.0530757, 39.6695088 -4.0532633)",,,,,
98865900,False,Koinage Road,tertiary,False,53.646,"LINESTRING (39.6667294 -4.0470087, 39.6664716 -4.0466005)",,,,,
98865900,False,Koinage Road,tertiary,True,64.319,"LINESTRING (39.6667294 -4.0470087, 39.6670828 -4.0474673)",,,,,
679798725,False,Narok Road,tertiary,False,145.796,"LINESTRING (39.6667294 -4.0470087, 39.6669263 -4.0468779, 39.6672066 -4.046728, 39.6678811 -4.046379)",,,,,
679798725,False,Narok Road,tertiary,True,197.312,"LINESTRING (39.6667294 -4.0470087, 39.6659781 -4.0475347, 39.6652725 -4.0480269)",,,,,
31149541,False,Narok Road,tertiary,False,41.559,"LINESTRING (39.6638001 -4.0490376, 39.6635065 -4.0492698)",,,,,
734719788,True,Mombasa Road,trunk,False,17.471,"LINESTRING (39.6638001 -4.0490376, 39.6637112 -4.0489079)",2,A7,,,
734719791,True,Mombasa Road,trunk,False,20.287,"LINESTRING (39.6638757 -4.0489848, 39.6639801 -4.0491346)",2,A7;R,,,
679798725,False,Narok Road,tertiary,False,188.03400000000002,"LINESTRING (39.6638757 -4.0489848, 39.6641207 -4.048827, 39.6650367 -4.0481969, 39.6652725 -4.0480269)",,,,,
734719788,True,Mombasa Road,trunk,False,199.782,"LINESTRING (39.6666052 -4.0530843, 39.6655673 -4.0516159)",2,A7,,,
98873578,False,Muyaka Road,residential,False,110.401,"LINESTRING (39.6666052 -4.0530843, 39.6663964 -4.053185, 39.6661893 -4.0532913, 39.6658645 -4.0535046, 39.6657474 -4.0535841)",,,,,
88209316,False,Tononoka Road,residential,True,12.773,"LINESTRING (39.665201 -4.0510822, 39.6652884 -4.0510074)",,,,,
734719788,True,Mombasa Road,trunk,False,113.378,"LINESTRING (39.665201 -4.0510822, 39.6646248 -4.05024)",2,A7,,,
734719792,False,Muslim Road,residential,True,142.276,"LINESTRING (39.665201 -4.0510822, 39.6650788 -4.0511473, 39.6639513 -4.0513415)",,,,,
