osmid,oneway,lanes,highway,reversed,length,geometry,junction,name,bridge
"[160025433, 1032725100]",True,"['1', '2']",motorway_link,False,395.80800000000005,"LINESTRING (50.7886635 25.4156773, 50.7891226 25.4158656, 50.7900037 25.4163746, 50.7903921 25.4165562, 50.7906636 25.4166745, 50.7909586 25.4167843, 50.7916449 25.4170026, 50.7919033 25.4170888, 50.7920338 25.4170949, 50.7921463 25.4170726, 50.792225 25.4170458)",,,
1032973824,True,2,tertiary,False,24.039,"LINESTRING (50.7917009 25.4186579, 50.7916291 25.4186892, 50.7915507 25.4187026, 50.7914711 25.4186971)",roundabout,,
160025229,True,2,tertiary,False,13.197,"LINESTRING (50.7912465 25.4185195, 50.7912305 25.4184017)",roundabout,,
160025229,True,2,tertiary,False,38.499,"LINESTRING (50.7912305 25.4184017, 50.7912545 25.4183179, 50.7913061 25.418245, 50.7913803 25.4181901, 50.7914696 25.4181588)",roundabout,,
1032973827,True,2,tertiary,False,8.28,"LINESTRING (50.7914696 25.4181588, 50.7915518 25.4181531)",roundabout,,
160025273,True,1,tertiary,False,40.135000000000005,"LINESTRING (50.7915518 25.4181531, 50.7916954 25.4181118, 50.7917504 25.4180766, 50.7918024 25.4180379, 50.7918438 25.4180024, 50.7918827 25.4179647)",,شارع 411,
1032973826,True,2,tertiary,False,28.427,"LINESTRING (50.7915518 25.4181531, 50.791644 25.4181713, 50.7917256 25.418214, 50.7917888 25.4182773)",roundabout,,
1032973826,True,2,tertiary,False,47.70100000000001,"LINESTRING (50.7917888 25.4182773, 50.7918332 25.4183768, 50.791832 25.418484, 50.7917856 25.4185827, 50.7917009 25.4186579)",roundabout,,
160025240,True,2,tertiary,False,34.646,"LINESTRING (50.7924365 25.4175248, 50.7923508 25.4175159, 50.7922714 25.4174857, 50.7922045 25.4174365, 50.7921556 25.4173723)",roundabout,,
160025276,True,1,tertiary,False,37.137,"LINESTRING (50.7924365 25.4175248, 50.7922964 25.4175546, 50.7921948 25.4176078, 50.7921122 25.4176712)",,شارع 411,
160025240,True,2,tertiary,False,39.528999999999996,"LINESTRING (50.7921556 25.4173723, 50.7921267 25.4172873, 50.7921294 25.4171985, 50.7921634 25.4171151, 50.792225 25.4170458)",roundabout,,
160025240,True,2,tertiary,False,35.992000000000004,"LINESTRING (50.792225 25.4170458, 50.7922998 25.4170013, 50.7923857 25.4169783, 50.7924753 25.416979, 50.7925608 25.4170032)",roundabout,,
1032973887,True,2,secondary,False,49.086,"LINESTRING (50.7907639 25.4203213, 50.7906947 25.4203837, 50.7906047 25.4204181, 50.790507 25.4204197, 50.7904157 25.4203881, 50.7903442 25.4203279)",roundabout,,
1032973886,True,2,secondary,False,27.247999999999998,"LINESTRING (50.7903442 25.4203279, 50.7903118 25.4202741, 50.7902962 25.4202145, 50.7902985 25.4201532, 50.7903185 25.4200947)",roundabout,,
1036021034,True,2,secondary,False,76.97600000000001,"LINESTRING (50.7903442 25.4203279, 50.7902597 25.4202782, 50.7901634 25.4202457, 50.7899183 25.4201996, 50.7897367 25.4201703, 50.7896089 25.4201639)",,شارع 410,
1032973890,True,2,secondary,False,15.703,"LINESTRING (50.7903185 25.4200947, 50.7903616 25.4200358, 50.7904224 25.4199914)",roundabout,,
160025259,True,2,secondary,False,32.32,"LINESTRING (50.7904224 25.4199914, 50.7904974 25.4199651, 50.7905777 25.4199611, 50.7906555 25.4199798, 50.790723 25.4200193)",roundabout,,
"[160025267, 1032973871]",True,2,tertiary,False,186.65699999999998,"LINESTRING (50.7904224 25.4199914, 50.7905243 25.4198974, 50.7905561 25.4198546, 50.7905805 25.4198119, 50.790658 25.4195457, 50.790732 25.4193903, 50.7910084 25.4190334, 50.7911747 25.4187993, 50.7912246 25.4186829, 50.7912465 25.4185195)",,شارع 411,
160025259,True,2,secondary,False,6.964,"LINESTRING (50.790723 25.4200193, 50.7907678 25.4200671)",roundabout,,
160025259,True,2,secondary,False,29.734,"LINESTRING (50.7907678 25.4200671, 50.7908038 25.4201501, 50.7908024 25.4202392, 50.7907639 25.4203213)",roundabout,,
258035028,False,,residential,False,15.096,"LINESTRING (50.7896089 25.4201639, 50.7896226 25.4200287)",,شارع 363,
258035028,False,,residential,True,187.254,"LINESTRING (50.7896089 25.4201639, 50.7895989 25.4202953, 50.7895882 25.4203607, 50.7895712 25.420428, 50.7890407 25.4217617)",,شارع 363,
"[160025274, 1032725099]",True,"['1', '2']",tertiary,False,36.3,"LINESTRING (50.7918827 25.4179647, 50.7918327 25.4180711, 50.7918205 25.4181084, 50.7918017 25.4181659, 50.7917888 25.4182773)",,شارع 411,
"[1032707781, 1032707780, 160025277]",False,2,tertiary,False,39.95399999999999,"LINESTRING (50.7918827 25.4179647, 50.7919148 25.4179236, 50.7920817 25.4177102, 50.7921122 25.4176712)",,شارع 411,yes
160025275,True,1,tertiary,False,34.034000000000006,"LINESTRING (50.7921122 25.4176712, 50.7921461 25.4175784, 50.7921664 25.4174886, 50.7921556 25.4173723)",,شارع 411,
"[1032707780, 1032707781, 160025277]",False,2,tertiary,True,39.95399999999999,"LINESTRING (50.7921122 25.4176712, 50.7920817 25.4177102, 50.7919148 25.4179236, 50.7918827 25.4179647)",,شارع 411,yes
258035028,False,,residential,False,187.25399999999996,"LINESTRING (50.7890407 25.4217617, 50.7895712 25.420428, 50.7895882 25.4203607, 50.7895989 25.4202953, 50.7896089 25.4201639)",,شارع 363,
160025229,True,2,tertiary,False,31.244,"LINESTRING (50.7914711 25.4186971, 50.7913977 25.418674, 50.7913331 25.4186349, 50.7912816 25.4185822, 50.7912465 25.4185195)",roundabout,,
160025270,True,2,tertiary,False,172.71499999999997,"LINESTRING (50.7914711 25.4186971, 50.7914034 25.4187336, 50.7913453 25.4187752, 50.7912796 25.4188294, 50.7911872 25.418945, 50.7910011 25.4191815, 50.7909017 25.4193336, 50.7908073 25.4195013, 50.7907557 25.4196154, 50.7907105 25.4197425, 50.7906969 25.419849, 50.7906967 25.4199265, 50.790723 25.4200193)",,شارع 411,
258035028,False,,residential,True,15.096,"LINESTRING (50.7896226 25.4200287, 50.7896089 25.4201639)",,شارع 363,
1036021033,True,2,secondary,False,70.45400000000001,"LINESTRING (50.7896226 25.4200287, 50.7897771 25.4200422, 50.7899869 25.4200735, 50.7901763 25.4200952, 50.7902479 25.4201005, 50.7903185 25.4200947)",,شارع 410,
