osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes
296813627,residential,False,False,163.13,,"LINESTRING (90.8498186 54.2150746, 90.8519571 54.2158418)",,
296375629,tertiary,False,False,359.827,Новая улица,"LINESTRING (90.8565339 54.214247, 90.8563786 54.2149474, 90.8563609 54.2150272, 90.8562687 54.215443, 90.8562115 54.2157007, 90.8561886 54.2158041, 90.8560667 54.2163537, 90.8558848 54.217045, 90.8557983 54.2174541)",,
296375629,tertiary,False,False,192.81799999999998,Новая улица,"LINESTRING (90.8557983 54.2174541, 90.8543037 54.2174362, 90.854106 54.2174795, 90.8540348 54.2175085, 90.8538724 54.2175747, 90.8533666 54.218062)",,
296375629,tertiary,False,True,359.827,Новая улица,"LINESTRING (90.8557983 54.2174541, 90.8558848 54.217045, 90.8560667 54.2163537, 90.8561886 54.2158041, 90.8562115 54.2157007, 90.8562687 54.215443, 90.8563609 54.2150272, 90.8563786 54.2149474, 90.8565339 54.214247)",,
296611817,residential,False,False,83.533,Школьная улица,"LINESTRING (90.8557983 54.2174541, 90.8564968 54.2174771, 90.8565675 54.2175131, 90.8566212 54.217568, 90.856622 54.2177921)",,
310248399,residential,False,True,132.656,Новая улица,"LINESTRING (90.849184 54.2220201, 90.8500855 54.2212125, 90.8502891 54.2210173)",,
310379034,residential,False,False,42.318,,"LINESTRING (90.8615119 54.2178846, 90.8613215 54.2180351, 90.8611224 54.2181895)",,
296611817,residential,False,True,45.273,Школьная улица,"LINESTRING (90.8611224 54.2181895, 90.860513 54.2179925)",,
296611817,residential,False,False,75.77499999999999,Школьная улица,"LINESTRING (90.8611224 54.2181895, 90.86143 54.2183064, 90.8617314 54.2184535, 90.8619989 54.2186321)",,
310379034,residential,False,True,42.318,,"LINESTRING (90.8611224 54.2181895, 90.8613215 54.2180351, 90.8615119 54.2178846)",,
296382521,residential,False,False,158.594,Боградская улица,"LINESTRING (90.8559135 54.2182818, 90.8556976 54.2188249, 90.8554018 54.2196762)",60,
296618179,residential,False,False,167.97,Школьная улица,"LINESTRING (90.8559135 54.2182818, 90.8543974 54.2182137, 90.8533666 54.218062)",,
296618179,residential,False,True,91.251,Школьная улица,"LINESTRING (90.8559135 54.2182818, 90.8563972 54.2182913, 90.8564871 54.2182564, 90.8565488 54.218178, 90.856622 54.2177921)",,
310378977,residential,False,False,129.054,Боградская улица,"LINESTRING (90.8544681 54.2209063, 90.8535665 54.2219403)",60,
310378977,residential,False,True,150.017,Боградская улица,"LINESTRING (90.8544681 54.2209063, 90.8553295 54.2196547)",60,
296383628,residential,False,True,226.67,улица Карла Маркса,"LINESTRING (90.8544681 54.2209063, 90.8537612 54.2207412, 90.8526488 54.2203829, 90.8513943 54.2199516)",,
310378977,residential,False,True,129.054,Боградская улица,"LINESTRING (90.8535665 54.2219403, 90.8544681 54.2209063)",60,
296383007,tertiary,False,False,236.603,Партизанская улица,"LINESTRING (90.8535665 54.2219403, 90.8509197 54.2211673, 90.8502891 54.2210173)",60,
296383006,residential,False,False,283.065,улица Сибирякова,"LINESTRING (90.8593307 54.2207706, 90.8576933 54.2203565, 90.8554018 54.2196762)",,
296383006,residential,False,True,269.405,улица Сибирякова,"LINESTRING (90.8593307 54.2207706, 90.8612007 54.2212841, 90.8630389 54.2218507)",,
296622776,residential,False,True,331.58500000000004,Южный переулок,"LINESTRING (90.8593307 54.2207706, 90.8596522 54.2203423, 90.8599815 54.2198646, 90.8601482 54.2197576, 90.8603515 54.2197196, 90.8604043 54.2192442, 90.860513 54.2179925)",,
296383006,residential,False,False,201.127,улица Сибирякова,"LINESTRING (90.8553295 54.2196547, 90.8526252 54.2187763)",,
296383006,residential,False,True,5.274,улица Сибирякова,"LINESTRING (90.8553295 54.2196547, 90.8554018 54.2196762)",,
310378977,residential,False,False,150.017,Боградская улица,"LINESTRING (90.8553295 54.2196547, 90.8544681 54.2209063)",60,
296375629,tertiary,False,True,92.909,Новая улица,"LINESTRING (90.8526252 54.2187763, 90.8533666 54.218062)",,
296383006,residential,False,False,215.889,улица Сибирякова,"LINESTRING (90.8526252 54.2187763, 90.8498159 54.2177412)",,
296383006,residential,False,True,201.127,улица Сибирякова,"LINESTRING (90.8526252 54.2187763, 90.8553295 54.2196547)",,
296375629,tertiary,False,False,153.243,Новая улица,"LINESTRING (90.8526252 54.2187763, 90.852386 54.2190067, 90.8513943 54.2199516)",,
26014846,residential,False,False,171.179,Советская улица,"LINESTRING (90.8498159 54.2177412, 90.8484628 54.2190618)",60,2
296383006,residential,False,True,215.889,улица Сибирякова,"LINESTRING (90.8498159 54.2177412, 90.8526252 54.2187763)",,
26014846,residential,False,True,253.0,Советская улица,"LINESTRING (90.8498159 54.2177412, 90.8509345 54.2167858, 90.8519571 54.2158418)",60,2
296375629,tertiary,False,True,138.582,Новая улица,"LINESTRING (90.8502891 54.2210173, 90.8513943 54.2199516)",,
296383007,tertiary,False,True,236.603,Партизанская улица,"LINESTRING (90.8502891 54.2210173, 90.8509197 54.2211673, 90.8535665 54.2219403)",60,
310248399,residential,False,False,132.656,Новая улица,"LINESTRING (90.8502891 54.2210173, 90.8500855 54.2212125, 90.849184 54.2220201)",,
26014846,residential,False,True,171.179,Советская улица,"LINESTRING (90.8484628 54.2190618, 90.8498159 54.2177412)",60,2
296383628,residential,False,False,214.75900000000001,улица Карла Маркса,"LINESTRING (90.8484628 54.2190618, 90.8497333 54.2194331, 90.8513943 54.2199516)",,
296375629,tertiary,False,False,138.582,Новая улица,"LINESTRING (90.8513943 54.2199516, 90.8502891 54.2210173)",,
296375629,tertiary,False,True,153.243,Новая улица,"LINESTRING (90.8513943 54.2199516, 90.852386 54.2190067, 90.8526252 54.2187763)",,
296383628,residential,False,False,226.67000000000002,улица Карла Маркса,"LINESTRING (90.8513943 54.2199516, 90.8526488 54.2203829, 90.8537612 54.2207412, 90.8544681 54.2209063)",,
296383628,residential,False,True,214.75900000000001,улица Карла Маркса,"LINESTRING (90.8513943 54.2199516, 90.8497333 54.2194331, 90.8484628 54.2190618)",,
296611817,residential,False,False,253.958,Школьная улица,"LINESTRING (90.856622 54.2177921, 90.860513 54.2179925)",,
296611817,residential,False,True,83.533,Школьная улица,"LINESTRING (90.856622 54.2177921, 90.8566212 54.217568, 90.8565675 54.2175131, 90.8564968 54.2174771, 90.8557983 54.2174541)",,
296618179,residential,False,False,91.251,Школьная улица,"LINESTRING (90.856622 54.2177921, 90.8565488 54.218178, 90.8564871 54.2182564, 90.8563972 54.2182913, 90.8559135 54.2182818)",,
296611817,residential,False,False,45.273,Школьная улица,"LINESTRING (90.860513 54.2179925, 90.8611224 54.2181895)",,
296611817,residential,False,True,253.958,Школьная улица,"LINESTRING (90.860513 54.2179925, 90.856622 54.2177921)",,
296622776,residential,False,False,331.585,Южный переулок,"LINESTRING (90.860513 54.2179925, 90.8604043 54.2192442, 90.8603515 54.2197196, 90.8601482 54.2197576, 90.8599815 54.2198646, 90.8596522 54.2203423, 90.8593307 54.2207706)",,
296375629,tertiary,False,False,92.909,Новая улица,"LINESTRING (90.8533666 54.218062, 90.8526252 54.2187763)",,
296375629,tertiary,False,True,192.81799999999998,Новая улица,"LINESTRING (90.8533666 54.218062, 90.8538724 54.2175747, 90.8540348 54.2175085, 90.854106 54.2174795, 90.8543037 54.2174362, 90.8557983 54.2174541)",,
296618179,residential,False,True,167.97,Школьная улица,"LINESTRING (90.8533666 54.218062, 90.8543974 54.2182137, 90.8559135 54.2182818)",,
296813627,residential,False,True,163.13,,"LINESTRING (90.8519571 54.2158418, 90.8498186 54.2150746)",,
