osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,lanes
142660464,Московская улица,secondary,40,False,False,54.979,"LINESTRING (39.964626 53.2451673, 39.9646219 53.2453267, 39.9646232 53.2456097, 39.9646251 53.2456617)",,,2
"[781279906, 134686866]","['Октябрьская улица', 'Московская улица']",primary,,False,False,34.370000000000005,"LINESTRING (39.964626 53.2451673, 39.9648294 53.2452743, 39.9650444 53.2453455)",Р126,,
134686866,Октябрьская улица,primary,,False,False,176.56799999999998,"LINESTRING (39.9650444 53.2453455, 39.9656873 53.245007, 39.9673011 53.2445336)",Р126,,
"[781279906, 134686866]","['Октябрьская улица', 'Московская улица']",primary,,False,True,34.370000000000005,"LINESTRING (39.9650444 53.2453455, 39.9648294 53.2452743, 39.964626 53.2451673)",Р126,,
142660462,Московская улица,secondary,40,False,False,44.885,"LINESTRING (39.9650444 53.2453455, 39.9646777 53.245622, 39.9646251 53.2456617)",,,2
134686866,Октябрьская улица,primary,,False,True,179.993,"LINESTRING (39.96973 53.2438211, 39.9673011 53.2445336)",Р126,,
169253684,улица Ленина,residential,,False,True,100.41,"LINESTRING (39.96973 53.2438211, 39.9703826 53.2446353)",,,
274214753,Октябрьская улица,primary,,False,False,210.1,"LINESTRING (39.96973 53.2438211, 39.9724731 53.2428854)",Р126,,
274214754,улица Ленина,residential,,True,False,111.655,"LINESTRING (39.96973 53.2438211, 39.9689842 53.2429216)",,,
142660501,Комсомольская улица,residential,,False,False,25.793,"LINESTRING (39.9631245 53.2389005, 39.9633107 53.2390315, 39.9633754 53.2390773)",,,
142660501,Комсомольская улица,residential,,False,True,54.218,"LINESTRING (39.9631245 53.2389005, 39.9628129 53.2389457, 39.9623696 53.2390763)",,,
157912248,улица Крупской,tertiary,,False,False,272.27099999999996,"LINESTRING (39.9730614 53.2392674, 39.9715086 53.240307, 39.9702801 53.2410625)",,,
952111537,улица Крупской,residential,,False,True,110.337,"LINESTRING (39.9730614 53.2392674, 39.9732953 53.2390763, 39.9742258 53.2385659)",,,
73851074,улица Володарского,residential,,False,False,88.922,"LINESTRING (39.9614947 53.2394132, 39.9625542 53.2399005)",,,
163210766,улица Калинина,residential,,False,False,156.528,"LINESTRING (39.9614947 53.2394132, 39.9597841 53.2403794)",,,
163210766,улица Калинина,residential,,False,True,69.554,"LINESTRING (39.9614947 53.2394132, 39.9617371 53.239287, 39.9623696 53.2390763)",,,
142660527,улица Урицкого,residential,,False,True,110.582,"LINESTRING (39.973975 53.2419173, 39.9729755 53.2411228)",,,
142660532,Октябрьская улица,residential,,False,True,147.04399999999998,"LINESTRING (39.973975 53.2419173, 39.972751 53.2426701, 39.9724731 53.2428854)",,,
142660513,Спортивная улица,residential,,False,False,111.49,"LINESTRING (39.9666071 53.243621, 39.9673011 53.2445336)",,,
84041475,улица Ломоносова,residential,,False,False,147.317,"LINESTRING (39.9666071 53.243621, 39.9648796 53.2440969, 39.9646107 53.2441918)",,,
84041475,улица Ломоносова,residential,,False,True,176.283,"LINESTRING (39.9666071 53.243621, 39.9681521 53.2431528, 39.9689842 53.2429216)",,,
140494138,улица Максима Горького,primary,,False,False,104.753,"LINESTRING (39.973418 53.2436389, 39.9724731 53.2428854)",Р126,,
140494138,улица Максима Горького,primary,,False,True,83.122,"LINESTRING (39.973418 53.2436389, 39.9738097 53.2439906, 39.9739874 53.2441461, 39.9741131 53.24426)",Р126,,
142660538,Заводская улица,residential,,False,False,103.51,"LINESTRING (39.9741131 53.24426, 39.972579 53.2444143)",,,
140494138,улица Максима Горького,primary,,False,False,83.122,"LINESTRING (39.9741131 53.24426, 39.9739874 53.2441461, 39.9738097 53.2439906, 39.973418 53.2436389)",Р126,,
140494138,улица Максима Горького,primary,,False,True,25.355,"LINESTRING (39.9741131 53.24426, 39.974158 53.2443194, 39.9742666 53.2444687)",Р126,,
140494138,улица Максима Горького,primary,,False,False,25.355,"LINESTRING (39.9742666 53.2444687, 39.974158 53.2443194, 39.9741131 53.24426)",Р126,,
134686866,Октябрьская улица,primary,,False,False,179.993,"LINESTRING (39.9673011 53.2445336, 39.96973 53.2438211)",Р126,,
142660513,Спортивная улица,residential,,False,False,82.907,"LINESTRING (39.9673011 53.2445336, 39.9678855 53.2451921)",,,
142660513,Спортивная улица,residential,,False,True,111.49,"LINESTRING (39.9673011 53.2445336, 39.9666071 53.243621)",,,
134686866,Октябрьская улица,primary,,False,True,176.56799999999998,"LINESTRING (39.9673011 53.2445336, 39.9656873 53.245007, 39.9650444 53.2453455)",Р126,,
142660538,Заводская улица,residential,,False,True,148.198,"LINESTRING (39.9703826 53.2446353, 39.972579 53.2444143)",,,
169253684,улица Ленина,residential,,False,False,100.41,"LINESTRING (39.9703826 53.2446353, 39.96973 53.2438211)",,,
142660538,Заводская улица,residential,,False,False,177.534,"LINESTRING (39.9703826 53.2446353, 39.9697332 53.2447433, 39.9678855 53.2451921)",,,
169253684,улица Ленина,residential,,False,True,141.987,"LINESTRING (39.9703826 53.2446353, 39.9711638 53.2456343, 39.9713545 53.2457656)",,,
84041475,улица Ломоносова,residential,,False,False,166.308,"LINESTRING (39.9617806 53.2449957, 39.9611571 53.2452284, 39.9605671 53.245766, 39.9601826 53.2461087)",,,
84041475,улица Ломоносова,residential,,False,True,208.451,"LINESTRING (39.9617806 53.2449957, 39.9644415 53.2442399, 39.9646107 53.2441918)",,,
142660513,Спортивная улица,residential,,False,True,82.907,"LINESTRING (39.9678855 53.2451921, 39.9673011 53.2445336)",,,
142660513,Спортивная улица,residential,,False,False,170.743,"LINESTRING (39.9678855 53.2451921, 39.9685851 53.246068, 39.9688541 53.2464016, 39.9689953 53.2465766)",,,
142660538,Заводская улица,residential,,False,True,177.534,"LINESTRING (39.9678855 53.2451921, 39.9697332 53.2447433, 39.9703826 53.2446353)",,,
142660462,Московская улица,secondary,40,False,True,44.885,"LINESTRING (39.9646251 53.2456617, 39.9646777 53.245622, 39.9650444 53.2453455)",,,2
142660464,Московская улица,secondary,40,False,False,220.76600000000002,"LINESTRING (39.9646251 53.2456617, 39.9644412 53.2458959, 39.9642291 53.2461215, 39.9637013 53.246681, 39.9635891 53.2468004, 39.9634115 53.2469893, 39.963026 53.2474006)",,,2
142660464,Московская улица,secondary,40,False,True,54.979,"LINESTRING (39.9646251 53.2456617, 39.9646232 53.2456097, 39.9646219 53.2453267, 39.964626 53.2451673)",,,2
142660487,улица Пушкина,residential,,False,True,181.033,"LINESTRING (39.9713545 53.2457656, 39.9689953 53.2465766)",,,
142660487,улица Пушкина,residential,,False,False,63.385999999999996,"LINESTRING (39.9713545 53.2457656, 39.9717361 53.2458424, 39.9722825 53.2458046)",,,
169253684,улица Ленина,residential,,False,False,141.987,"LINESTRING (39.9713545 53.2457656, 39.9711638 53.2456343, 39.9703826 53.2446353)",,,
84041475,улица Ломоносова,residential,,False,True,166.30800000000002,"LINESTRING (39.9601826 53.2461087, 39.9605671 53.245766, 39.9611571 53.2452284, 39.9617806 53.2449957)",,,
"[367808523, 142660534]",улица 8 Марта,residential,,False,"[False, True]",249.24800000000005,"LINESTRING (39.9601826 53.2461087, 39.9606358 53.2463576, 39.9620261 53.2475168, 39.9621491 53.2475124, 39.9624253 53.2473021, 39.9625861 53.247259)",,,
142660487,улица Пушкина,residential,,False,False,181.033,"LINESTRING (39.9689953 53.2465766, 39.9713545 53.2457656)",,,
142660513,Спортивная улица,residential,,False,True,170.743,"LINESTRING (39.9689953 53.2465766, 39.9688541 53.2464016, 39.9685851 53.246068, 39.9678855 53.2451921)",,,
952111537,улица Крупской,residential,,False,False,110.337,"LINESTRING (39.9742258 53.2385659, 39.9732953 53.2390763, 39.9730614 53.2392674)",,,
142660487,улица Пушкина,residential,,False,False,45.766,"LINESTRING (39.9722825 53.2458046, 39.9729682 53.2457723)",,,
142660487,улица Пушкина,residential,,False,True,63.385999999999996,"LINESTRING (39.9722825 53.2458046, 39.9717361 53.2458424, 39.9713545 53.2457656)",,,
142660501,Комсомольская улица,residential,,False,False,145.01,"LINESTRING (39.9633754 53.2390773, 39.9636321 53.2392631, 39.9637688 53.2394589, 39.9637242 53.2394755, 39.9627248 53.2398473, 39.9625542 53.2399005)",,,
142660501,Комсомольская улица,residential,,False,True,25.793,"LINESTRING (39.9633754 53.2390773, 39.9633107 53.2390315, 39.9631245 53.2389005)",,,
142660501,Комсомольская улица,residential,,False,False,54.218,"LINESTRING (39.9623696 53.2390763, 39.9628129 53.2389457, 39.9631245 53.2389005)",,,
163210766,улица Калинина,residential,,False,False,69.554,"LINESTRING (39.9623696 53.2390763, 39.9617371 53.239287, 39.9614947 53.2394132)",,,
73851074,улица Володарского,residential,,False,True,88.922,"LINESTRING (39.9625542 53.2399005, 39.9614947 53.2394132)",,,
73851074,улица Володарского,residential,,False,False,55.192,"LINESTRING (39.9625542 53.2399005, 39.9631078 53.2401553, 39.963217 53.2401986)",,,
142660501,Комсомольская улица,residential,,False,True,145.01,"LINESTRING (39.9625542 53.2399005, 39.9627248 53.2398473, 39.9637242 53.2394755, 39.9637688 53.2394589, 39.9636321 53.2392631, 39.9633754 53.2390773)",,,
142660538,Заводская улица,residential,,False,False,148.198,"LINESTRING (39.972579 53.2444143, 39.9703826 53.2446353)",,,
142660538,Заводская улица,residential,,False,True,103.51,"LINESTRING (39.972579 53.2444143, 39.9741131 53.24426)",,,
169253680,,residential,,False,True,153.207,"LINESTRING (39.972579 53.2444143, 39.9729682 53.2457723)",,,
142660487,улица Пушкина,residential,,False,True,45.766,"LINESTRING (39.9729682 53.2457723, 39.9722825 53.2458046)",,,
169253680,,residential,,False,False,153.207,"LINESTRING (39.9729682 53.2457723, 39.972579 53.2444143)",,,
260057698,Московский переулок,residential,,False,False,33.235,"LINESTRING (39.963026 53.2474006, 39.9625861 53.247259)",,,
142660464,Московская улица,secondary,40,False,True,220.766,"LINESTRING (39.963026 53.2474006, 39.9634115 53.2469893, 39.9635891 53.2468004, 39.9637013 53.246681, 39.9642291 53.2461215, 39.9644412 53.2458959, 39.9646251 53.2456617)",,,2
"[260057698, 260057699]","['Октябрьская улица', 'Московский переулок']",residential,,False,True,282.837,"LINESTRING (39.9637369 53.2455082, 39.9634393 53.2455914, 39.9623224 53.2459262, 39.962054 53.2459885, 39.9618613 53.2461079, 39.9618009 53.2461964, 39.961831 53.2463053, 39.9625861 53.247259)",,,
260057698,Московский переулок,residential,,False,True,33.235,"LINESTRING (39.9625861 53.247259, 39.963026 53.2474006)",,,
"[260057698, 260057699]","['Октябрьская улица', 'Московский переулок']",residential,,False,False,282.837,"LINESTRING (39.9625861 53.247259, 39.961831 53.2463053, 39.9618009 53.2461964, 39.9618613 53.2461079, 39.962054 53.2459885, 39.9623224 53.2459262, 39.9634393 53.2455914, 39.9637369 53.2455082)",,,
"[367808523, 142660534]",улица 8 Марта,residential,,False,"[False, True]",249.24800000000002,"LINESTRING (39.9625861 53.247259, 39.9624253 53.2473021, 39.9621491 53.2475124, 39.9620261 53.2475168, 39.9606358 53.2463576, 39.9601826 53.2461087)",,,
"[477564656, 450776342]",,"['unclassified', 'residential']",,False,True,101.408,"LINESTRING (39.9642917 53.2407487, 39.964359 53.2406942, 39.963217 53.2401986)",,no,
477570825,улица Кирова,secondary,60,False,True,242.706,"LINESTRING (39.9647086 53.2426764, 39.9646506 53.2426494, 39.9620517 53.2414488, 39.9618166 53.2413465)",,,
"[273657248, 477570826]",улица Крупской,secondary,60,False,"[False, True]",246.861,"LINESTRING (39.9647086 53.2426764, 39.9655435 53.2424173, 39.9680403 53.2417004)",,,
"[643709889, 82444585]","['улица Кирова', 'Московская улица']",secondary,60,False,False,168.806,"LINESTRING (39.9647086 53.2426764, 39.9646183 53.2432171, 39.9646117 53.2440602, 39.9646107 53.2441918)",Р126,,
477570827,улица Кирова,primary,60,False,True,172.793,"LINESTRING (39.9618166 53.2413465, 39.9597841 53.2403794)",,,
477570829,улица Энгельса,primary,60,False,False,129.529,"LINESTRING (39.9618166 53.2413465, 39.9606852 53.2422944)",,,
477570831,,residential,60,False,False,158.04,"LINESTRING (39.9618166 53.2413465, 39.963217 53.2401986)",,,
477570825,улица Кирова,secondary,60,False,False,242.706,"LINESTRING (39.9618166 53.2413465, 39.9620517 53.2414488, 39.9646506 53.2426494, 39.9647086 53.2426764)",,,
477570829,улица Энгельса,primary,60,False,True,129.529,"LINESTRING (39.9606852 53.2422944, 39.9618166 53.2413465)",,,
477570830,улица Энгельса,tertiary,60,False,True,26.941,"LINESTRING (39.9606852 53.2422944, 39.9604545 53.2424935)",,,
477570829,улица Энгельса,primary,60,False,False,33.789,"LINESTRING (39.9606852 53.2422944, 39.9606322 53.2424071, 39.960694 53.2425902)",,,
477570830,улица Энгельса,tertiary,60,False,False,26.941,"LINESTRING (39.9604545 53.2424935, 39.9606852 53.2422944)",,,
477570832,Оборонная улица,residential,60,False,False,19.225,"LINESTRING (39.9604545 53.2424935, 39.960694 53.2425902)",,,
