osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed,name,access,bridge
236482704,False,,unclassified,False,32.086,"LINESTRING (37.692059 55.8604533, 37.6922362 55.8603746, 37.6924581 55.8602714)",60,проектируемый проезд № 5061,,
"[117288426, 117288509]",False,,"['unclassified', 'residential']",True,368.678,"LINESTRING (37.7003377 55.8612466, 37.7001657 55.8611329, 37.6999002 55.8610039, 37.6986633 55.860403, 37.6959 55.8590604)",20,,,
229145405,True,,tertiary_link,False,49.329,"LINESTRING (37.6966665 55.8630002, 37.6973827 55.863188)",,,,
236482702,True,,tertiary,False,25.911,"LINESTRING (37.6924975 55.8606812, 37.6928148 55.8608315)",,Ярославское шоссе (дублёр),,
208381391,True,,unclassified,False,49.82900000000001,"LINESTRING (37.693181 55.8603646, 37.6930949 55.8603738, 37.6930383 55.8603684, 37.6929711 55.8603535, 37.6929162 55.8603346, 37.6928578 55.8603098, 37.6928065 55.8602869, 37.6927516 55.8602661, 37.6927074 55.8602482, 37.6926481 55.8602447, 37.6925995 55.8602452, 37.6925428 55.8602542, 37.6924581 55.8602714)",60,,,
424820819,True,,unclassified,False,55.324,"LINESTRING (37.693181 55.8603646, 37.6927525 55.8605549, 37.6926479 55.8606068, 37.6924975 55.8606812)",,,,
229214600,True,3,tertiary,False,137.82399999999998,"LINESTRING (37.6973827 55.863188, 37.6978425 55.8633898, 37.6979616 55.8634421, 37.6984726 55.8636665, 37.6991224 55.8639517)",,Ярославское шоссе (дублёр),,
318753841,True,,tertiary,False,73.716,"LINESTRING (37.6912227 55.8599851, 37.692059 55.8604533)",,Ярославское шоссе (дублёр),,
229219538,True,2,tertiary_link,False,105.12500000000001,"LINESTRING (37.6912227 55.8599851, 37.6913153 55.8601041, 37.6913755 55.8602294, 37.6913615 55.8603266, 37.6912498 55.8604111, 37.691116 55.8604718, 37.6910146 55.8604896, 37.6908987 55.8604975, 37.6907249 55.8604997, 37.6904679 55.8604221)",,,,
318753840,True,3,tertiary,False,377.147,"LINESTRING (37.6904679 55.8604221, 37.6899058 55.8601099, 37.6893915 55.8598385, 37.6885705 55.8593998, 37.6881164 55.8591645, 37.6873997 55.8587893, 37.6861301 55.8580614)",,Ярославское шоссе (дублёр),,
236482702,True,,tertiary,False,387.22600000000006,"LINESTRING (37.6928148 55.8608315, 37.6951308 55.8620579, 37.6958531 55.8624226, 37.6966698 55.8628409, 37.6973827 55.863188)",,Ярославское шоссе (дублёр),,
178774798,False,,tertiary,False,69.0,"LINESTRING (37.691217 55.8608555, 37.692059 55.8604533)",,,,
236482701,True,3,tertiary,False,67.30000000000001,"LINESTRING (37.691217 55.8608555, 37.6911582 55.8608271, 37.6909024 55.8607027, 37.6904679 55.8604221)",,Ярославское шоссе (дублёр),,
229214594,True,3,tertiary,False,68.393,"LINESTRING (37.6920307 55.8612675, 37.6915886 55.8610482, 37.691271 55.8608835, 37.691217 55.8608555)",,Ярославское шоссе (дублёр),,
229219539,True,2,tertiary_link,False,110.717,"LINESTRING (37.6920307 55.8612675, 37.6919087 55.8611403, 37.6918641 55.8610317, 37.6918761 55.8609367, 37.6919369 55.8608329, 37.6920262 55.8607815, 37.6921546 55.8607515, 37.692305 55.8607475, 37.6924554 55.8607534, 37.6925776 55.8607774, 37.6928148 55.8608315)",,,,
229214600,True,3,tertiary,False,21.272,"LINESTRING (37.7013123 55.8649537, 37.7015765 55.8650746)",,Ярославское шоссе (дублёр),,
"[229061058, 191682379, 229061055]",True,3,primary,False,1118.208,"LINESTRING (37.7012463 55.8652548, 37.7009661 55.865119, 37.698725 55.8640967, 37.6974418 55.863509, 37.6935911 55.8616505, 37.6901948 55.8599565, 37.6890499 55.8593854, 37.6876661 55.858696)",80,Ярославское шоссе,,yes
236482703,True,3,unclassified,False,106.023,"LINESTRING (37.6924581 55.8602714, 37.6936329 55.8597355, 37.6937759 55.8596696)",60,проектируемый проезд № 5061,,
236482704,False,,unclassified,True,32.086,"LINESTRING (37.6924581 55.8602714, 37.6922362 55.8603746, 37.692059 55.8604533)",60,проектируемый проезд № 5061,,
