osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed,name,access,bridge
236476928,True,1,tertiary_link,False,119.336,"LINESTRING (37.6876661 55.858696, 37.6872396 55.8585353, 37.6866842 55.8582597, 37.6861301 55.8580614)",,,,
28174393,False,,residential,True,138.071,"LINESTRING (37.6959 55.8590604, 37.6941935 55.8598507)",,,,
745352773,False,,residential,False,17.613,"LINESTRING (37.6959 55.8590604, 37.6961253 55.858965)",,,,
"[117288426, 117288509]",False,,"['residential', 'unclassified']",False,368.678,"LINESTRING (37.6959 55.8590604, 37.6986633 55.860403, 37.6999002 55.8610039, 37.7001657 55.8611329, 37.7003377 55.8612466)",20,,,
260956137,False,,unclassified,False,32.934,"LINESTRING (37.6937759 55.8596696, 37.6941935 55.8598507)",,улица Вешних Вод,,
1181854444,True,,residential,False,52.909000000000006,"LINESTRING (37.6937759 55.8596696, 37.693616 55.8595722, 37.6934507 55.8594724, 37.6933939 55.8594396, 37.6932012 55.8593198)",,улица Вешних Вод,permissive,
28174393,False,,residential,False,138.071,"LINESTRING (37.6941935 55.8598507, 37.6959 55.8590604)",,,,
260956137,False,,unclassified,True,32.934,"LINESTRING (37.6941935 55.8598507, 37.6937759 55.8596696)",,улица Вешних Вод,,
178775521,False,,residential,False,329.812,"LINESTRING (37.6941935 55.8598507, 37.6946997 55.8600921, 37.6948982 55.8601898, 37.6956346 55.860572, 37.6961774 55.8608326, 37.6964576 55.8609772, 37.6969716 55.861224, 37.6976984 55.8615796, 37.6980926 55.8617725, 37.6981637 55.861808)",,улица Вешних Вод,,
208381389,True,,unclassified,False,85.231,"LINESTRING (37.6941935 55.8598507, 37.6938696 55.8600299, 37.693181 55.8603646)",,,,
178775521,False,,residential,True,329.812,"LINESTRING (37.6981637 55.861808, 37.6980926 55.8617725, 37.6976984 55.8615796, 37.6969716 55.861224, 37.6964576 55.8609772, 37.6961774 55.8608326, 37.6956346 55.860572, 37.6948982 55.8601898, 37.6946997 55.8600921, 37.6941935 55.8598507)",,улица Вешних Вод,,
44611401,False,,residential,False,248.201,"LINESTRING (37.6927157 55.8632258, 37.6926836 55.8631644, 37.6917015 55.8624597, 37.6914459 55.8622763, 37.6909399 55.8619132, 37.6903709 55.8615049, 37.690263 55.8614948)",,Палехская улица,,
192052257,False,,residential,True,150.334,"LINESTRING (37.6927157 55.8632258, 37.6939601 55.8626267, 37.6943882 55.8624088, 37.6945384 55.862342)",,Сержантская улица,,
225253858,True,3,tertiary,False,427.56500000000005,"LINESTRING (37.6863361 55.8573004, 37.6866338 55.8575037, 37.687195 55.857887, 37.6873666 55.8579905, 37.6878296 55.8582698, 37.6904492 55.8596034, 37.6907156 55.8597398, 37.6912227 55.8599851)",,Ярославское шоссе (дублёр),,
44611401,False,,residential,True,248.20100000000002,"LINESTRING (37.690263 55.8614948, 37.6903709 55.8615049, 37.6909399 55.8619132, 37.6914459 55.8622763, 37.6917015 55.8624597, 37.6926836 55.8631644, 37.6927157 55.8632258)",,Палехская улица,,
745352773,False,,residential,True,17.613,"LINESTRING (37.6961253 55.858965, 37.6959 55.8590604)",,,,
"[117300185, 117195829, 117288441]",False,,residential,"[False, True]",390.226,"LINESTRING (37.6961253 55.858965, 37.6976976 55.8597698, 37.6982567 55.8595433, 37.6987958 55.8592781, 37.6988299 55.8592606, 37.6990341 55.8591559, 37.6991352 55.8591041, 37.6996352 55.8588478, 37.7000018 55.8586599, 37.7002388 55.8585388, 37.7008042 55.8582498)",,,,
745352773,False,,residential,False,239.101,"LINESTRING (37.6961253 55.858965, 37.6967541 55.8586746, 37.6971566 55.8584887, 37.6977552 55.8582345, 37.6979157 55.858156, 37.6985262 55.8578574, 37.6987485 55.8577549, 37.6990878 55.8576024)",,,,
192052257,False,,residential,False,150.334,"LINESTRING (37.6945384 55.862342, 37.6943882 55.8624088, 37.6939601 55.8626267, 37.6927157 55.8632258)",,Сержантская улица,,
229214594,True,3,tertiary,False,196.93300000000002,"LINESTRING (37.6945384 55.862342, 37.694053 55.8621206, 37.6936399 55.8619452, 37.6926488 55.8615424, 37.6922575 55.8613684, 37.6920307 55.8612675)",,Ярославское шоссе (дублёр),,
229214600,True,3,tertiary,False,176.311,"LINESTRING (37.6991224 55.8639517, 37.7013123 55.8649537)",,Ярославское шоссе (дублёр),,
225253859,False,,unclassified,False,129.173,"LINESTRING (37.6991224 55.8639517, 37.6992391 55.8638682, 37.6994703 55.863717, 37.6998312 55.8634804, 37.7004629 55.8630666)",,,,
117288508,True,,unclassified,False,263.95099999999996,"LINESTRING (37.7004629 55.8630666, 37.7016771 55.8622562, 37.7017173 55.8621815, 37.701663 55.8621115, 37.7006685 55.8616014, 37.7004736 55.8613364, 37.7003377 55.8612466)",,,,
225253859,False,,unclassified,True,129.173,"LINESTRING (37.7004629 55.8630666, 37.6998312 55.8634804, 37.6994703 55.863717, 37.6992391 55.8638682, 37.6991224 55.8639517)",,,,
"[117288441, 117300185, 117195829]",False,,residential,"[False, True]",390.22599999999994,"LINESTRING (37.7008042 55.8582498, 37.7002388 55.8585388, 37.7000018 55.8586599, 37.6996352 55.8588478, 37.6991352 55.8591041, 37.6990341 55.8591559, 37.6988299 55.8592606, 37.6987958 55.8592781, 37.6982567 55.8595433, 37.6976976 55.8597698, 37.6961253 55.858965)",,,,
745352773,False,,residential,True,239.101,"LINESTRING (37.6990878 55.8576024, 37.6987485 55.8577549, 37.6985262 55.8578574, 37.6979157 55.858156, 37.6977552 55.8582345, 37.6971566 55.8584887, 37.6967541 55.8586746, 37.6961253 55.858965)",,,,
178774798,False,,tertiary,True,69.0,"LINESTRING (37.692059 55.8604533, 37.691217 55.8608555)",,,,
236482702,True,,tertiary,False,37.296,"LINESTRING (37.692059 55.8604533, 37.6924975 55.8606812)",,Ярославское шоссе (дублёр),,
