osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,access
38627123,False,Астраханская улица,residential,False,110.981,"LINESTRING (37.3134061 44.8922988, 37.3133144 44.8923806, 37.3125501 44.8930915)",,,
181585952,True,Крымская улица,tertiary,False,242.739,"LINESTRING (37.3134061 44.8922988, 37.313521 44.8923537, 37.3158099 44.8935132, 37.3159152 44.893566)",40,,
193467956,True,Астраханская улица,tertiary,False,109.82600000000001,"LINESTRING (37.3134061 44.8922988, 37.3134853 44.8922242, 37.3140757 44.8915606, 37.314166 44.8914712)",,2,
679706262,True,Крымская улица,tertiary,False,221.218,"LINESTRING (37.3111072 44.8911563, 37.3111945 44.8911999, 37.3133119 44.8922487, 37.3134061 44.8922988)",40,,
817441554,True,улица Горького,residential,False,153.429,"LINESTRING (37.3196091 44.8976062, 37.3212863 44.8983079)",,,
178546013,False,улица Горького,residential,False,274.25899999999996,"LINESTRING (37.3196091 44.8976062, 37.3195112 44.8975636, 37.3168355 44.8963147, 37.3166997 44.8962513)",,,destination
818298542,False,Гребенская улица,residential,True,79.453,"LINESTRING (37.3196091 44.8976062, 37.3196702 44.8975406, 37.3201375 44.8970758, 37.320191 44.8970226)",,,
193467958,False,Владимирская улица,tertiary,False,112.135,"LINESTRING (37.3183271 44.8911258, 37.3191261 44.8902912)",60,2,
193467958,False,Владимирская улица,tertiary,True,111.081,"LINESTRING (37.3183271 44.8911258, 37.3174981 44.8919339)",60,2,
193471372,True,улица Самбурова,tertiary,False,219.694,"LINESTRING (37.3183271 44.8911258, 37.3206052 44.8922655)",60,2,
338137404,True,улица Шевченко,tertiary,False,279.103,"LINESTRING (37.3226743 44.8945166, 37.3197733 44.8930755)",40,2,
189903981,False,Гребенская улица,residential,False,111.988,"LINESTRING (37.3226743 44.8945166, 37.3219679 44.895243, 37.3218678 44.895346)",,,
193467956,True,Астраханская улица,tertiary,False,112.823,"LINESTRING (37.314958 44.8906571, 37.3150335 44.89058, 37.3157514 44.8898124)",,2,
193471372,True,улица Самбурова,tertiary,False,249.999,"LINESTRING (37.3157514 44.8898124, 37.3183271 44.8911258)",60,2,
203555789,False,Краснодарская улица,tertiary,False,111.385,"LINESTRING (37.3206052 44.8922655, 37.3197733 44.8930755)",40,,
203555789,False,Краснодарская улица,tertiary,True,109.62100000000001,"LINESTRING (37.3206052 44.8922655, 37.3206565 44.8922142, 37.3208932 44.8919775, 37.3212188 44.8916218, 37.3213897 44.8914515)",40,,
203555789,False,Краснодарская улица,tertiary,True,111.385,"LINESTRING (37.3197733 44.8930755, 37.3206052 44.8922655)",40,,
338137404,True,улица Шевченко,tertiary,False,219.627,"LINESTRING (37.3197733 44.8930755, 37.3174981 44.8919339)",40,2,
203555789,False,Краснодарская улица,tertiary,False,110.762,"LINESTRING (37.3197733 44.8930755, 37.3190199 44.8938211, 37.3189549 44.8938855)",40,,
174029868,True,Новороссийская улица,residential,False,245.80200000000002,"LINESTRING (37.3167057 44.8927551, 37.3166007 44.8927027, 37.3157951 44.892278, 37.3142491 44.8915124, 37.314166 44.8914712)",,,
193467958,False,Владимирская улица,tertiary,False,110.611,"LINESTRING (37.3167057 44.8927551, 37.3167712 44.8926894, 37.3174109 44.8920244, 37.3174981 44.8919339)",60,2,
193467958,False,Владимирская улица,tertiary,True,109.58,"LINESTRING (37.3167057 44.8927551, 37.3166428 44.8928196, 37.3159792 44.8935006, 37.3159152 44.893566)",60,2,
193467958,False,Владимирская улица,tertiary,False,111.081,"LINESTRING (37.3174981 44.8919339, 37.3183271 44.8911258)",60,2,
193467958,False,Владимирская улица,tertiary,True,110.611,"LINESTRING (37.3174981 44.8919339, 37.3174109 44.8920244, 37.3167712 44.8926894, 37.3167057 44.8927551)",60,2,
338137404,True,улица Шевченко,tertiary,False,245.359,"LINESTRING (37.3174981 44.8919339, 37.315821 44.8911031, 37.314958 44.8906571)",40,2,
158597440,True,улица Ленина,tertiary,False,108.751,"LINESTRING (37.311892 44.8903517, 37.3118204 44.8904253, 37.3111719 44.8910915, 37.3111072 44.8911563)",,2,
174029868,True,Новороссийская улица,residential,False,218.143,"LINESTRING (37.314166 44.8914712, 37.3140458 44.8914121, 37.3119807 44.8903954, 37.311892 44.8903517)",,,
193467956,True,Астраханская улица,tertiary,False,109.944,"LINESTRING (37.314166 44.8914712, 37.3142338 44.8914048, 37.3148724 44.8907455, 37.314958 44.8906571)",,2,
174029868,True,Новороссийская улица,residential,False,217.23900000000003,"LINESTRING (37.3189549 44.8938855, 37.3188562 44.8938371, 37.3186196 44.8937212, 37.3168261 44.8928186, 37.3167057 44.8927551)",,,
