osmid,name,highway,oneway,reversed,length,lanes,ref,bridge,geometry
579008590,улица Пушкина,residential,False,True,21.639,,,,"LINESTRING (55.0099515 54.6917188, 55.0096232 54.691762)"
"[191523144, 140693190, 191523143]",улица Пушкина,tertiary,False,True,297.259,2,80Н-059,yes,"LINESTRING (55.0099515 54.6917188, 55.0118692 54.6914104, 55.0124967 54.6913255, 55.014435 54.6910644)"
140692183,улица Мира,residential,False,True,24.558,,,,"LINESTRING (55.0182949 54.6878541, 55.0179203 54.6878976)"
140678824,улица Ленина,tertiary,False,False,298.128,,80Н-064,,"LINESTRING (55.0156959 54.6909014, 55.0147883 54.6882721)"
140693190,улица Пушкина,tertiary,False,True,128.136,2,80Н-059,,"LINESTRING (55.0156959 54.6909014, 55.0176518 54.690678)"
140693190,улица Пушкина,tertiary,False,False,83.05199999999999,2,80Н-059,,"LINESTRING (55.0156959 54.6909014, 55.0155526 54.6909243, 55.014435 54.6910644)"
"[615638374, 140741551]","['Базарная улица', 'улица Ленина']",residential,False,True,479.34200000000004,,,,"LINESTRING (55.0156959 54.6909014, 55.0159746 54.6913031, 55.0176052 54.6942705, 55.0179015 54.6946418, 55.0183089 54.6949084)"
"[191523144, 140693190, 191523143]",улица Пушкина,tertiary,False,False,297.259,2,80Н-059,yes,"LINESTRING (55.014435 54.6910644, 55.0124967 54.6913255, 55.0118692 54.6914104, 55.0099515 54.6917188)"
140693190,улица Пушкина,tertiary,False,True,83.05199999999999,2,80Н-059,,"LINESTRING (55.014435 54.6910644, 55.0155526 54.6909243, 55.0156959 54.6909014)"
140678824,улица Ленина,tertiary,False,True,298.128,,80Н-064,,"LINESTRING (55.0147883 54.6882721, 55.0156959 54.6909014)"
140692183,улица Мира,residential,False,False,205.78,,,,"LINESTRING (55.0147883 54.6882721, 55.0149187 54.6882389, 55.0179203 54.6878976)"
140693190,улица Пушкина,tertiary,False,False,83.711,2,80Н-059,,"LINESTRING (55.020153 54.6904023, 55.0188753 54.6905485)"
140693190,улица Пушкина,tertiary,False,True,97.571,2,80Н-059,,"LINESTRING (55.020153 54.6904023, 55.0216325 54.6902056)"
140737136,улица Чапаева,residential,False,True,334.818,,,,"LINESTRING (55.020153 54.6904023, 55.0210794 54.6933654)"
140737136,улица Чапаева,residential,False,False,57.666,,,,"LINESTRING (55.0212539 54.6938741, 55.0210794 54.6933654)"
140737136,улица Чапаева,residential,False,True,60.455,,,,"LINESTRING (55.0212539 54.6938741, 55.0214194 54.6944093)"
140692195,улица Бондаренко,residential,False,True,298.3,,,,"LINESTRING (55.0072939 54.6953801, 55.00643 54.6927443)"
140692195,улица Бондаренко,residential,False,False,298.3,,,,"LINESTRING (55.00643 54.6927443, 55.0072939 54.6953801)"
140692195,улица Бондаренко,residential,False,True,61.867,,,,"LINESTRING (55.00643 54.6927443, 55.0062596 54.6921967)"
140692195,улица Бондаренко,residential,False,False,61.867,,,,"LINESTRING (55.0062596 54.6921967, 55.00643 54.6927443)"
140692219,улица Пушкина,residential,False,False,73.872,,,,"LINESTRING (55.0062596 54.6921967, 55.0073847 54.6920607)"
140741551,Базарная улица,residential,False,True,207.452,,,,"LINESTRING (55.0183089 54.6949084, 55.0214194 54.6944093)"
"[615638374, 140741551]","['Базарная улица', 'улица Ленина']",residential,False,False,479.342,,,,"LINESTRING (55.0183089 54.6949084, 55.0179015 54.6946418, 55.0176052 54.6942705, 55.0159746 54.6913031, 55.0156959 54.6909014)"
140693190,улица Пушкина,tertiary,False,False,97.571,2,80Н-059,,"LINESTRING (55.0216325 54.6902056, 55.020153 54.6904023)"
140737136,улица Чапаева,residential,False,False,60.455,,,,"LINESTRING (55.0214194 54.6944093, 55.0212539 54.6938741)"
140741551,Базарная улица,residential,False,False,207.452,,,,"LINESTRING (55.0214194 54.6944093, 55.0183089 54.6949084)"
140737120,улица Космонавтов,residential,False,False,384.056,,,,"LINESTRING (55.0211684 54.6878718, 55.021272 54.6881777, 55.0212676 54.6882067, 55.0212184 54.6882273, 55.0205424 54.6882971, 55.0204647 54.6883048, 55.0204093 54.6883291, 55.0202017 54.6885468, 55.0196717 54.6889307, 55.0186674 54.6896522, 55.0185762 54.6897375, 55.0188753 54.6905485)"
140692183,улица Мира,residential,False,False,24.558,,,,"LINESTRING (55.0179203 54.6878976, 55.0182949 54.6878541)"
140737146,,residential,False,False,74.357,,,,"LINESTRING (55.0179203 54.6878976, 55.0181632 54.6885514)"
140692183,улица Мира,residential,False,True,205.78,,,,"LINESTRING (55.0179203 54.6878976, 55.0149187 54.6882389, 55.0147883 54.6882721)"
140737146,,residential,False,True,74.357,,,,"LINESTRING (55.0181632 54.6885514, 55.0179203 54.6878976)"
140737136,улица Чапаева,residential,False,False,334.818,,,,"LINESTRING (55.0210794 54.6933654, 55.020153 54.6904023)"
140737136,улица Чапаева,residential,False,True,57.666,,,,"LINESTRING (55.0210794 54.6933654, 55.0212539 54.6938741)"
140737130,Социалистическая улица,residential,False,True,467.504,,,,"LINESTRING (55.0210794 54.6933654, 55.0192843 54.6935598, 55.0190109 54.6935572, 55.0188553 54.6934021, 55.0176518 54.690678)"
140693190,улица Пушкина,tertiary,False,False,79.942,2,80Н-059,,"LINESTRING (55.0188753 54.6905485, 55.0176518 54.690678)"
140693190,улица Пушкина,tertiary,False,True,83.711,2,80Н-059,,"LINESTRING (55.0188753 54.6905485, 55.020153 54.6904023)"
140737120,улица Космонавтов,residential,False,True,384.05600000000004,,,,"LINESTRING (55.0188753 54.6905485, 55.0185762 54.6897375, 55.0186674 54.6896522, 55.0196717 54.6889307, 55.0202017 54.6885468, 55.0204093 54.6883291, 55.0204647 54.6883048, 55.0205424 54.6882971, 55.0212184 54.6882273, 55.0212676 54.6882067, 55.021272 54.6881777, 55.0211684 54.6878718)"
140693190,улица Пушкина,tertiary,False,False,128.136,2,80Н-059,,"LINESTRING (55.0176518 54.690678, 55.0156959 54.6909014)"
140693190,улица Пушкина,tertiary,False,True,79.942,2,80Н-059,,"LINESTRING (55.0176518 54.690678, 55.0188753 54.6905485)"
140737130,Социалистическая улица,residential,False,False,467.50399999999996,,,,"LINESTRING (55.0176518 54.690678, 55.0188553 54.6934021, 55.0190109 54.6935572, 55.0192843 54.6935598, 55.0210794 54.6933654)"
140692219,улица Пушкина,residential,False,False,147.648,,,,"LINESTRING (55.0073847 54.6920607, 55.0096232 54.691762)"
140692219,улица Пушкина,residential,False,True,73.872,,,,"LINESTRING (55.0073847 54.6920607, 55.0062596 54.6921967)"
140692219,улица Пушкина,residential,False,True,147.648,,,,"LINESTRING (55.0096232 54.691762, 55.0073847 54.6920607)"
579008590,улица Пушкина,residential,False,False,21.639,,,,"LINESTRING (55.0096232 54.691762, 55.0099515 54.6917188)"
