osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel
29278199,улица Мира,tertiary,False,False,45.959,"LINESTRING (38.6989721 56.3052183, 38.6990047 56.3051918, 38.6991854 56.3050449, 38.6994522 56.3049054)",,
29278199,улица Мира,tertiary,False,True,298.879,"LINESTRING (38.6989721 56.3052183, 38.6988616 56.3054846, 38.6987469 56.3067406, 38.6987208 56.3070021, 38.6986275 56.3077746, 38.6986129 56.3078952)",,
71070514,Южная улица,residential,False,False,218.02499999999998,"LINESTRING (38.6989721 56.3052183, 38.6985745 56.3051712, 38.698251 56.3051486, 38.6979077 56.3051247, 38.6970389 56.3050993, 38.6968931 56.3050951, 38.6958857 56.305066, 38.6956481 56.3050591, 38.6954551 56.305057)",,
29278199,улица Мира,tertiary,False,True,45.958999999999996,"LINESTRING (38.6994522 56.3049054, 38.6991854 56.3050449, 38.6990047 56.3051918, 38.6989721 56.3052183)",,
142802561,,tertiary,False,False,71.55199999999999,"LINESTRING (38.6994522 56.3049054, 38.6995553 56.3048981, 38.6996583 56.3048907, 38.6997326 56.3048926, 38.7004707 56.3049115, 38.7006067 56.304927)",60,
71070514,Южная улица,residential,False,True,85.186,"LINESTRING (38.691642 56.3049902, 38.6924351 56.3050036, 38.693022 56.3050178)",,
142802561,,tertiary,False,False,83.22,"LINESTRING (38.7006067 56.304927, 38.7014106 56.3051043, 38.701622 56.3051509, 38.7018603 56.3052035)",60,
142802561,,tertiary,False,True,71.552,"LINESTRING (38.7006067 56.304927, 38.7004707 56.3049115, 38.6997326 56.3048926, 38.6996583 56.3048907, 38.6995553 56.3048981, 38.6994522 56.3049054)",60,
71070514,Южная улица,residential,False,False,85.186,"LINESTRING (38.693022 56.3050178, 38.6924351 56.3050036, 38.691642 56.3049902)",,
71070514,Южная улица,residential,False,True,56.467,"LINESTRING (38.693022 56.3050178, 38.6936651 56.3050334, 38.6939365 56.3050399)",,
71070514,Южная улица,residential,False,True,93.698,"LINESTRING (38.6939365 56.3050399, 38.6954551 56.305057)",,
71070514,Южная улица,residential,False,False,56.467,"LINESTRING (38.6939365 56.3050399, 38.6936651 56.3050334, 38.693022 56.3050178)",,
180193402,Южная улица,residential,False,True,317.254,"LINESTRING (38.6939365 56.3050399, 38.6938294 56.3058929, 38.6938027 56.305969, 38.6937532 56.306007, 38.6936617 56.3060176, 38.690461 56.3058696, 38.690389 56.305867)",,
71070514,Южная улица,residential,False,False,93.698,"LINESTRING (38.6954551 56.305057, 38.6939365 56.3050399)",,
71070514,Южная улица,residential,False,True,218.02499999999998,"LINESTRING (38.6954551 56.305057, 38.6956481 56.3050591, 38.6958857 56.305066, 38.6968931 56.3050951, 38.6970389 56.3050993, 38.6979077 56.3051247, 38.698251 56.3051486, 38.6985745 56.3051712, 38.6989721 56.3052183)",,
142802561,,tertiary,False,False,42.017,"LINESTRING (38.7018603 56.3052035, 38.7023523 56.3053126, 38.7024928 56.3053437)",60,
142802561,,tertiary,False,True,83.22,"LINESTRING (38.7018603 56.3052035, 38.701622 56.3051509, 38.7014106 56.3051043, 38.7006067 56.304927)",60,
"[180193528, 1271184614, 1271184615]",улица Лермонтова,residential,False,True,363.983,"LINESTRING (38.7018603 56.3052035, 38.7018451 56.3053114, 38.7018315 56.3054076, 38.7015317 56.3075363, 38.701513 56.307669, 38.7014927 56.3078134, 38.7014051 56.3084355, 38.7014001 56.3084669)",20,
"[142802561, 180193427, 180193485, 1214106966]",,tertiary,False,False,213.149,"LINESTRING (38.7024928 56.3053437, 38.7029097 56.3054508, 38.7031977 56.3055248, 38.7037655 56.3056749, 38.7039941 56.3057679, 38.7042951 56.3059222, 38.7043494 56.3059478, 38.7044829 56.3059894, 38.7047605 56.3060432, 38.7050164 56.3060612, 38.7051137 56.3060539, 38.7053276 56.3060318, 38.7054243 56.3060332, 38.7055889 56.30605)","['20', '60', '5']",yes
142802561,,tertiary,False,True,42.017,"LINESTRING (38.7024928 56.3053437, 38.7023523 56.3053126, 38.7018603 56.3052035)",60,
