osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed
62333917,46Н-12665,проспект Ильича,tertiary,False,True,148.44400000000002,"LINESTRING (39.5392345 55.5754859, 39.5393777 55.5754758, 39.5413831 55.575338, 39.5415797 55.5753308)",,,
242188616,,улица Клары Цеткин,residential,False,True,270.136,"LINESTRING (39.5392345 55.5754859, 39.5392207 55.5755847, 39.5391646 55.5759137, 39.5390156 55.5769239, 39.538844 55.5777483, 39.5388326 55.5778178, 39.5388186 55.5779036)",,,
273356459,,улица Клары Цеткин,residential,False,False,159.45299999999997,"LINESTRING (39.5392345 55.5754859, 39.5392499 55.5753884, 39.5394627 55.5742348, 39.5394142 55.5740607)",,,
39361455,,улица Войкова,residential,False,True,386.764,"LINESTRING (39.5415797 55.5753308, 39.541572 55.5754164, 39.5415545 55.5755342, 39.5414717 55.575942, 39.5412925 55.5769339, 39.5412588 55.5770825, 39.5411193 55.5778505, 39.5409232 55.5787889)",,,
62333917,46Н-12665,проспект Ильича,tertiary,False,False,148.444,"LINESTRING (39.5415797 55.5753308, 39.5413831 55.575338, 39.5393777 55.5754758, 39.5392345 55.5754859)",,,
62333917,46Н-12665,проспект Ильича,tertiary,False,True,218.59300000000002,"LINESTRING (39.5415797 55.5753308, 39.5417041 55.5753307, 39.5444837 55.5754782, 39.544824 55.5754968, 39.5450422 55.5755093)",,,
273356459,,улица Клары Цеткин,residential,False,True,159.45299999999997,"LINESTRING (39.5394142 55.5740607, 39.5394627 55.5742348, 39.5392499 55.5753884, 39.5392345 55.5754859)",,,
39446606,,Советская улица,residential,False,True,445.288,"LINESTRING (39.5453072 55.5739951, 39.545494 55.5740021, 39.5457971 55.5740045, 39.546006 55.5739818, 39.5465619 55.5738499, 39.546949 55.5737814, 39.5484704 55.573512, 39.5486294 55.5735146, 39.5487503 55.5735392, 39.548966 55.5736722, 39.5490936 55.5737822, 39.5495685 55.5741916, 39.5504935 55.5749891, 39.5506994 55.5751732)",2,,
62333919,46Н-12668,Интернациональная улица,tertiary,False,True,169.19599999999997,"LINESTRING (39.5453072 55.5739951, 39.5452806 55.5741645, 39.5452302 55.5744505, 39.5452114 55.5745573, 39.545167 55.5748094, 39.5450613 55.5754154, 39.5450422 55.5755093)",,,
62333386,,проспект Ильича,residential,False,False,48.24,"LINESTRING (39.5506994 55.5751732, 39.5500353 55.5753906)",,,
39446606,,Советская улица,residential,False,False,445.288,"LINESTRING (39.5506994 55.5751732, 39.5504935 55.5749891, 39.5495685 55.5741916, 39.5490936 55.5737822, 39.548966 55.5736722, 39.5487503 55.5735392, 39.5486294 55.5735146, 39.5484704 55.573512, 39.546949 55.5737814, 39.5465619 55.5738499, 39.546006 55.5739818, 39.5457971 55.5740045, 39.545494 55.5740021, 39.5453072 55.5739951)",2,,
235161924,,улица Клары Цеткин,residential,False,True,71.1,"LINESTRING (39.5386587 55.5786601, 39.5385337 55.5792956)",,,
235161920,,улица Клары Цеткин,residential,False,False,84.741,"LINESTRING (39.5386587 55.5786601, 39.5388055 55.5780207, 39.5388186 55.5779036)",,,
235161927,,улица Радченко,residential,False,True,143.055,"LINESTRING (39.5386587 55.5786601, 39.5387436 55.5786649, 39.5409232 55.5787889)",,,
235161927,,улица Радченко,residential,False,True,42.892,"LINESTRING (39.5409232 55.5787889, 39.5412846 55.5791161)",,,
39361455,,улица Войкова,residential,False,False,386.76399999999995,"LINESTRING (39.5409232 55.5787889, 39.5411193 55.5778505, 39.5412588 55.5770825, 39.5412925 55.5769339, 39.5414717 55.575942, 39.5415545 55.5755342, 39.541572 55.5754164, 39.5415797 55.5753308)",,,
235161927,,улица Радченко,residential,False,False,143.055,"LINESTRING (39.5409232 55.5787889, 39.5387436 55.5786649, 39.5386587 55.5786601)",,,
