osmid,oneway,name,highway,reversed,length,geometry,maxspeed
1007910006,False,улица Журавлёва,residential,False,130.73499999999999,"LINESTRING (117.0086808 52.5102629, 117.0090402 52.5105798, 117.009715 52.5111629, 117.009793 52.5112241)",
"[206642188, 206645133]",False,улица Карла Маркса,"['unclassified', 'residential']",False,415.84200000000004,"LINESTRING (117.0092477 52.5151441, 117.009641 52.5150882, 117.0100004 52.5149576, 117.0104444 52.5147957, 117.0104996 52.5148026, 117.0105589 52.5148099, 117.0108534 52.5150523, 117.0110626 52.5152514, 117.0112718 52.5154277, 117.0114864 52.5156072, 117.011776 52.515839, 117.0120335 52.5160936, 117.0122481 52.516283, 117.0124681 52.5164658, 117.0127899 52.5167106, 117.0130367 52.5168902, 117.0133136 52.5171157)",
206645133,False,,unclassified,True,103.13399999999999,"LINESTRING (117.0092477 52.5151441, 117.0089973 52.5152645, 117.0086593 52.5154375, 117.0083375 52.5155942, 117.0080478 52.515715)",
260943736,False,Центральная улица,residential,False,340.262,"LINESTRING (117.0092477 52.5151441, 117.0095654 52.5154513, 117.0120825 52.5176712)",
260943736,False,Центральная улица,residential,True,168.209,"LINESTRING (117.0092477 52.5151441, 117.0091543 52.5148313, 117.0091342 52.5145356, 117.0091522 52.5141879, 117.0091527 52.5139945, 117.0091312 52.5137888, 117.009099 52.5136386)",
516867001,False,Советская улица,residential,True,101.655,"LINESTRING (117.0145293 52.5165786, 117.0133136 52.5171157)",
206638875,False,Первомайская улица,tertiary,False,698.815,"LINESTRING (117.0145293 52.5165786, 117.0142917 52.5163874, 117.0137276 52.5159293, 117.0134648 52.5157138, 117.0130957 52.5154179, 117.012467 52.5149075, 117.012114 52.5146344, 117.0117364 52.5143229, 117.0116956 52.5142892, 117.0116312 52.5142361, 117.0113673 52.5140326, 117.0111764 52.5138761, 117.0111044 52.5138171, 117.0105412 52.5133829, 117.0100637 52.5129944, 117.0095015 52.5125385, 117.0088031 52.5119954, 117.008272 52.5115796)",RU:urban
"[516867001, 1007910006]",False,"['Советская улица', 'улица Журавлёва']",residential,"[False, True]",772.6390000000001,"LINESTRING (117.0145293 52.5165786, 117.01576 52.5160075, 117.0152382 52.5156087, 117.0148693 52.5153267, 117.0143284 52.5149173, 117.01391 52.5145712, 117.0133746 52.5141514, 117.012688 52.5135899, 117.0124035 52.5133576, 117.0122803 52.5132569, 117.0118941 52.5129435, 117.0116807 52.5127575, 117.0115068 52.5126059, 117.0110036 52.5122057, 117.0106066 52.5118727, 117.0101978 52.5115416, 117.009793 52.5112241)",
206638875,False,Первомайская улица,tertiary,True,698.8150000000002,"LINESTRING (117.008272 52.5115796, 117.0088031 52.5119954, 117.0095015 52.5125385, 117.0100637 52.5129944, 117.0105412 52.5133829, 117.0111044 52.5138171, 117.0111764 52.5138761, 117.0113673 52.5140326, 117.0116312 52.5142361, 117.0116956 52.5142892, 117.0117364 52.5143229, 117.012114 52.5146344, 117.012467 52.5149075, 117.0130957 52.5154179, 117.0134648 52.5157138, 117.0137276 52.5159293, 117.0142917 52.5163874, 117.0145293 52.5165786)",RU:urban
260943736,False,Центральная улица,residential,False,77.89,"LINESTRING (117.008272 52.5115796, 117.0083768 52.5118189, 117.0084251 52.5119821, 117.0085521 52.5122585)",
1238342235,False,Первомайская улица,tertiary,False,129.236,"LINESTRING (117.008272 52.5115796, 117.0079233 52.511287, 117.0075221 52.5109388, 117.0073279 52.5107809, 117.0071519 52.5106384)",RU:urban
259931814,False,,unclassified,False,63.642,"LINESTRING (117.0071519 52.5106384, 117.0063912 52.5109749)",
1238342235,False,Первомайская улица,tertiary,True,129.236,"LINESTRING (117.0071519 52.5106384, 117.0073279 52.5107809, 117.0075221 52.5109388, 117.0079233 52.511287, 117.008272 52.5115796)",RU:urban
206645132,False,улица Калинина,residential,False,17.492,"LINESTRING (117.0078761 52.5155974, 117.0080478 52.515715)",
206645132,False,улица Калинина,residential,True,15.912,"LINESTRING (117.0081443 52.5158455, 117.0080478 52.515715)",
206645132,False,улица Калинина,residential,False,112.773,"LINESTRING (117.0081443 52.5158455, 117.0086046 52.5162165, 117.0087334 52.5163439, 117.0089801 52.5165658, 117.0090938 52.516678)",
206645132,False,улица Калинина,residential,False,15.912,"LINESTRING (117.0080478 52.515715, 117.0081443 52.5158455)",
206645132,False,улица Калинина,residential,True,17.492,"LINESTRING (117.0080478 52.515715, 117.0078761 52.5155974)",
206645133,False,,unclassified,False,103.134,"LINESTRING (117.0080478 52.515715, 117.0083375 52.5155942, 117.0086593 52.5154375, 117.0089973 52.5152645, 117.0092477 52.5151441)",
206645132,False,улица Калинина,residential,False,207.356,"LINESTRING (117.0090938 52.516678, 117.0092591 52.5168237, 117.0094897 52.517049, 117.0096453 52.5171926, 117.0098009 52.5173101, 117.0100165 52.5174875, 117.010156 52.5175855, 117.0103641 52.5177541, 117.0105412 52.5178944, 117.0106806 52.5180315, 117.0108739 52.5181934)",
206645132,False,улица Калинина,residential,True,112.773,"LINESTRING (117.0090938 52.516678, 117.0089801 52.5165658, 117.0087334 52.5163439, 117.0086046 52.5162165, 117.0081443 52.5158455)",
206641644,False,улица Карла Маркса,residential,False,16.69,"LINESTRING (117.0088707 52.5135818, 117.009099 52.5136386)",
206641644,False,улица Карла Маркса,residential,True,16.69,"LINESTRING (117.009099 52.5136386, 117.0088707 52.5135818)",
260943736,False,Центральная улица,residential,False,168.209,"LINESTRING (117.009099 52.5136386, 117.0091312 52.5137888, 117.0091527 52.5139945, 117.0091522 52.5141879, 117.0091342 52.5145356, 117.0091543 52.5148313, 117.0092477 52.5151441)",
260943736,False,Центральная улица,residential,True,158.029,"LINESTRING (117.009099 52.5136386, 117.0089434 52.51311, 117.0085521 52.5122585)",
516867001,False,Советская улица,residential,False,101.655,"LINESTRING (117.0133136 52.5171157, 117.0145293 52.5165786)",
"[206642188, 206645133]",False,улица Карла Маркса,"['residential', 'unclassified']",True,415.842,"LINESTRING (117.0133136 52.5171157, 117.0130367 52.5168902, 117.0127899 52.5167106, 117.0124681 52.5164658, 117.0122481 52.516283, 117.0120335 52.5160936, 117.011776 52.515839, 117.0114864 52.5156072, 117.0112718 52.5154277, 117.0110626 52.5152514, 117.0108534 52.5150523, 117.0105589 52.5148099, 117.0104996 52.5148026, 117.0104444 52.5147957, 117.0100004 52.5149576, 117.009641 52.5150882, 117.0092477 52.5151441)",
516867001,False,Советская улица,residential,True,103.71000000000001,"LINESTRING (117.0133136 52.5171157, 117.0126455 52.5174108, 117.0120825 52.5176712)",
516867001,False,Советская улица,residential,True,100.296,"LINESTRING (117.0120825 52.5176712, 117.0108739 52.5181934)",
260943736,False,Центральная улица,residential,True,340.262,"LINESTRING (117.0120825 52.5176712, 117.0095654 52.5154513, 117.0092477 52.5151441)",
516867001,False,Советская улица,residential,False,103.71000000000001,"LINESTRING (117.0120825 52.5176712, 117.0126455 52.5174108, 117.0133136 52.5171157)",
516867001,False,Советская улица,residential,False,100.296,"LINESTRING (117.0108739 52.5181934, 117.0120825 52.5176712)",
206645132,False,улица Калинина,residential,True,207.35600000000002,"LINESTRING (117.0108739 52.5181934, 117.0106806 52.5180315, 117.0105412 52.5178944, 117.0103641 52.5177541, 117.010156 52.5175855, 117.0100165 52.5174875, 117.0098009 52.5173101, 117.0096453 52.5171926, 117.0094897 52.517049, 117.0092591 52.5168237, 117.0090938 52.516678)",
"[516867001, 1007910006]",False,"['Советская улица', 'улица Журавлёва']",residential,"[False, True]",772.639,"LINESTRING (117.009793 52.5112241, 117.0101978 52.5115416, 117.0106066 52.5118727, 117.0110036 52.5122057, 117.0115068 52.5126059, 117.0116807 52.5127575, 117.0118941 52.5129435, 117.0122803 52.5132569, 117.0124035 52.5133576, 117.012688 52.5135899, 117.0133746 52.5141514, 117.01391 52.5145712, 117.0143284 52.5149173, 117.0148693 52.5153267, 117.0152382 52.5156087, 117.01576 52.5160075, 117.0145293 52.5165786)",
1007910006,False,улица Журавлёва,residential,True,130.73499999999999,"LINESTRING (117.009793 52.5112241, 117.009715 52.5111629, 117.0090402 52.5105798, 117.0086808 52.5102629)",
259931859,False,Транспортная улица,unclassified,True,211.371,"LINESTRING (117.0085521 52.5122585, 117.0083463 52.5122424, 117.0082137 52.5122346, 117.0079872 52.5120931, 117.0078909 52.5120705, 117.0077489 52.5119977, 117.0073786 52.5117326, 117.007286 52.5116927, 117.0068843 52.5114214, 117.0063912 52.5109749)",
260943736,False,Центральная улица,residential,False,158.029,"LINESTRING (117.0085521 52.5122585, 117.0089434 52.51311, 117.009099 52.5136386)",
260943736,False,Центральная улица,residential,True,77.89,"LINESTRING (117.0085521 52.5122585, 117.0084251 52.5119821, 117.0083768 52.5118189, 117.008272 52.5115796)",
259931814,False,,unclassified,True,63.642,"LINESTRING (117.0063912 52.5109749, 117.0071519 52.5106384)",
259931859,False,Транспортная улица,unclassified,False,211.371,"LINESTRING (117.0063912 52.5109749, 117.0068843 52.5114214, 117.007286 52.5116927, 117.0073786 52.5117326, 117.0077489 52.5119977, 117.0078909 52.5120705, 117.0079872 52.5120931, 117.0082137 52.5122346, 117.0083463 52.5122424, 117.0085521 52.5122585)",
