osmid,ref,name,highway,oneway,reversed,length,lanes,geometry
62375805,32К-2,улица Крупской,tertiary,False,True,38.625,,"LINESTRING (86.2762393 54.6032643, 86.2758332 54.6035199)"
710999228,32К-2,улица Крупской,tertiary,False,False,244.954,2,"LINESTRING (86.2762393 54.6032643, 86.2786386 54.6015551)"
232296907,,Бакинская улица,tertiary,False,False,113.345,,"LINESTRING (86.2762393 54.6032643, 86.276429 54.6033345, 86.2767937 54.6034502, 86.2776234 54.603885)"
62375820,,улица Космонавтов,residential,False,True,116.523,,"LINESTRING (86.2834314 54.60392, 86.2822234 54.6047001)"
109352712,,Волжская улица,residential,False,False,114.58,,"LINESTRING (86.2834314 54.60392, 86.2820934 54.6032409)"
62375805,32К-2,улица Крупской,tertiary,False,False,56.013,,"LINESTRING (86.2740378 54.6051799, 86.2742674 54.6048676, 86.2743835 54.6047177)"
62375810,,Республиканская улица,residential,False,True,357.735,,"LINESTRING (86.2740378 54.6051799, 86.2765823 54.6064599, 86.2782315 54.6072895)"
62375820,,улица Космонавтов,residential,False,False,23.607,,"LINESTRING (86.2782315 54.6072895, 86.2785225 54.6071604)"
62375810,,Республиканская улица,residential,False,False,357.735,,"LINESTRING (86.2782315 54.6072895, 86.2765823 54.6064599, 86.2740378 54.6051799)"
232296907,,Бакинская улица,tertiary,False,False,53.799,,"LINESTRING (86.2776234 54.603885, 86.2782735 54.6041888)"
"[62375779, 62375787]",,,residential,False,False,120.36500000000001,,"LINESTRING (86.2776234 54.603885, 86.2781093 54.6036019, 86.2788657 54.6030776)"
232296907,,Бакинская улица,tertiary,False,True,113.34499999999998,,"LINESTRING (86.2776234 54.603885, 86.2767937 54.6034502, 86.276429 54.6033345, 86.2762393 54.6032643)"
62375820,,улица Космонавтов,residential,False,False,120.841,,"LINESTRING (86.2809706 54.6055091, 86.2822234 54.6047001)"
62375820,,улица Космонавтов,residential,False,True,170.643,,"LINESTRING (86.2809706 54.6055091, 86.2792445 54.6066734)"
232296907,,Бакинская улица,tertiary,False,False,31.361,,"LINESTRING (86.2809706 54.6055091, 86.2813314 54.6056985)"
232296907,,Бакинская улица,tertiary,False,True,227.438,,"LINESTRING (86.2809706 54.6055091, 86.2782735 54.6041888)"
62375807,,улица Космонавтов,residential,False,True,134.916,,"LINESTRING (86.2820934 54.6032409, 86.2834208 54.6023023)"
109352712,,Волжская улица,residential,False,False,18.257,,"LINESTRING (86.2820934 54.6032409, 86.2818592 54.6031484)"
109352712,,Волжская улица,residential,False,True,114.58,,"LINESTRING (86.2820934 54.6032409, 86.2834314 54.60392)"
62375805,32К-2,улица Крупской,tertiary,False,False,163.19799999999998,,"LINESTRING (86.2743835 54.6047177, 86.2747233 54.6043568, 86.2755441 54.6037018, 86.2758332 54.6035199)"
62375805,32К-2,улица Крупской,tertiary,False,True,56.013,,"LINESTRING (86.2743835 54.6047177, 86.2742674 54.6048676, 86.2740378 54.6051799)"
98365279,,Янтарная улица,residential,False,False,69.87100000000001,,"LINESTRING (86.2743835 54.6047177, 86.2737789 54.6045101, 86.2734071 54.6044593)"
580591275,,,residential,False,True,158.959,,"LINESTRING (86.2743835 54.6047177, 86.2744833 54.6047918, 86.2745678 54.6048447, 86.2746253 54.6048741, 86.2747283 54.6051285, 86.2747571 54.6051579, 86.2748128 54.6051872, 86.2759601 54.6057647)"
98365275,,Черемховская улица,residential,False,True,301.445,,"LINESTRING (86.2727176 54.6044367, 86.2697661 54.6065407)"
98365279,,Янтарная улица,residential,False,False,48.235,,"LINESTRING (86.2727176 54.6044367, 86.2719726 54.604481)"
98365279,,Янтарная улица,residential,False,True,44.637,,"LINESTRING (86.2727176 54.6044367, 86.2732808 54.604442, 86.2734071 54.6044593)"
98365279,,Янтарная улица,residential,False,False,42.511,,"LINESTRING (86.2698106 54.6032782, 86.2694277 54.6029668)"
98365279,,Янтарная улица,residential,False,True,44.081,,"LINESTRING (86.2698106 54.6032782, 86.2704109 54.6034686)"
98365279,,Янтарная улица,residential,False,False,65.909,,"LINESTRING (86.2719726 54.604481, 86.2712747 54.6040475)"
98365279,,Янтарная улица,residential,False,True,48.235,,"LINESTRING (86.2719726 54.604481, 86.2727176 54.6044367)"
