osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed
130853080,2,Октябрьская улица,tertiary,False,False,223.081,"LINESTRING (36.9118706 51.8703589, 36.9119548 51.8702378, 36.9125284 51.8694127, 36.9129504 51.8688056, 36.9130717 51.8686448, 36.9131622 51.8685181)",,,
130853083,2,улица Ленина,tertiary,False,True,168.055,"LINESTRING (36.9118706 51.8703589, 36.9123122 51.8704873, 36.9128365 51.8706397, 36.9131611 51.870734, 36.9136386 51.8708728, 36.914091 51.8709948)",,,
156936873,,улица Ленина,residential,False,True,162.43400000000003,"LINESTRING (36.9118706 51.8703589, 36.9117255 51.8703185, 36.911469 51.8702468, 36.9097083 51.8697661)",,,
224394965,,Октябрьская улица,tertiary,False,True,276.185,"LINESTRING (36.9118706 51.8703589, 36.9118043 51.8704462, 36.9114389 51.8709274, 36.9109332 51.8715934, 36.9105637 51.872094, 36.9101787 51.8726123)",,,
130853072,2,улица Черняховского,secondary,False,False,169.577,"LINESTRING (36.9131622 51.8685181, 36.9136102 51.8686682, 36.9144763 51.8689093, 36.915405 51.8691546)",38К-016,,
130853080,2,Октябрьская улица,tertiary,False,True,223.08100000000002,"LINESTRING (36.9131622 51.8685181, 36.9130717 51.8686448, 36.9129504 51.8688056, 36.9125284 51.8694127, 36.9119548 51.8702378, 36.9118706 51.8703589)",,,
340927014,,улица Черняховского,secondary,False,True,134.016,"LINESTRING (36.9131622 51.8685181, 36.912935 51.8684371, 36.9114718 51.8679155)",38К-016,,
130853070,,Красная улица,primary,False,False,175.491,"LINESTRING (36.9182723 51.8699795, 36.918334 51.8700927, 36.9183555 51.8702419, 36.9183074 51.870377, 36.9175673 51.8713786, 36.9175188 51.8714416)",,,
130853072,2,улица Черняховского,secondary,False,True,217.186,"LINESTRING (36.9182723 51.8699795, 36.9181185 51.8699377, 36.9179401 51.8698862, 36.9176222 51.8697945, 36.9175187 51.8697646, 36.9168945 51.8695845, 36.9168315 51.8695663, 36.9163454 51.869426, 36.9162931 51.8694109, 36.9158515 51.8692835, 36.9158112 51.8692718, 36.915405 51.8691546)",38К-016,,
130853081,,улица Черняховского,tertiary,False,True,169.391,"LINESTRING (36.9182723 51.8699795, 36.9186981 51.870152, 36.9191295 51.8702929, 36.9193203 51.8703549, 36.9195129 51.8704096, 36.9196145 51.8704385, 36.9200352 51.8705652, 36.9202112 51.8706417, 36.9202503 51.8707119, 36.9202778 51.8707884)",,,
"[224543675, 130877015]",2,улица Черняховского,primary,False,False,203.346,"LINESTRING (36.9182723 51.8699795, 36.9183148 51.8698663, 36.9184343 51.8696881, 36.9187577 51.8692058, 36.919145 51.8686697, 36.9193069 51.868452, 36.9193185 51.8684367, 36.9194196 51.8682957)",38К-016,yes,60
80052910,,улица Пушкина,tertiary,False,False,46.581,"LINESTRING (36.9199155 51.8681083, 36.919784 51.8680991, 36.9196402 51.868073, 36.9192784 51.8679733)",,,
130877017,2,улица Шкрылёва,primary,False,False,19.118000000000002,"LINESTRING (36.9199155 51.8681083, 36.920044 51.8680824, 36.9201762 51.8680483)",38К-016,,
130877017,2,улица Шкрылёва,primary,False,True,40.503,"LINESTRING (36.9199155 51.8681083, 36.9196838 51.8681674, 36.9195696 51.8682068, 36.9194919 51.8682468, 36.9194196 51.8682957)",38К-016,,
130853070,,Красная улица,primary,False,True,66.828,"LINESTRING (36.917012 51.8719423, 36.9171359 51.8718884, 36.917229 51.8718161, 36.9175188 51.8714416)",,,
130853083,2,улица Ленина,tertiary,False,False,62.758,"LINESTRING (36.917012 51.8719423, 36.916719 51.8717886, 36.9162764 51.871609)",,,
164782407,2,улица Ленина,secondary,False,True,145.876,"LINESTRING (36.917012 51.8719423, 36.9171635 51.8720185, 36.9178089 51.87233, 36.9179401 51.8723934, 36.9180869 51.8724581, 36.9186104 51.8726887, 36.9187082 51.8727318)",38Н-735,,
224543637,,Красная улица,primary,False,False,44.054,"LINESTRING (36.917012 51.8719423, 36.9167816 51.87202, 36.9165467 51.8721149, 36.9164712 51.8721539)",,,
80052910,,улица Пушкина,tertiary,False,False,193.13899999999998,"LINESTRING (36.9192784 51.8679733, 36.9181964 51.8676763, 36.9171741 51.8674253, 36.9166759 51.867316)",,,
80052910,,улица Пушкина,tertiary,False,True,46.581,"LINESTRING (36.9192784 51.8679733, 36.9196402 51.868073, 36.919784 51.8680991, 36.9199155 51.8681083)",,,
252880629,,,tertiary,False,False,39.083,"LINESTRING (36.9192784 51.8679733, 36.919355 51.8680214, 36.9194054 51.8680859, 36.9194315 51.8681597, 36.9194352 51.8682403, 36.9194196 51.8682957)",,,
80052904,,Комсомольская улица,residential,False,False,126.424,"LINESTRING (36.9146037 51.8739252, 36.9144565 51.8738798, 36.9141328 51.8737798, 36.9140055 51.8737405, 36.9132535 51.8735082, 36.9129567 51.8734166)",,,
80052904,,Комсомольская улица,residential,False,True,174.79899999999998,"LINESTRING (36.9146037 51.8739252, 36.9147657 51.8739718, 36.9151395 51.8740792, 36.9162538 51.8743995, 36.9163574 51.8744293, 36.9167804 51.8745509, 36.916912 51.8745887)",,,
224543637,,Красная улица,primary,False,True,235.536,"LINESTRING (36.9146037 51.8739252, 36.9146959 51.8738339, 36.9150664 51.873467, 36.9152068 51.873328, 36.9155715 51.8729669, 36.9160174 51.8725254, 36.9162178 51.872327, 36.9163569 51.872213, 36.9164712 51.8721539)",,,
80052886,,улица Карла Маркса,secondary,False,True,26.719,"LINESTRING (36.9106091 51.8676259, 36.9102386 51.8675524)",38К-016,,
80052886,,улица Карла Маркса,secondary,False,False,67.431,"LINESTRING (36.9106091 51.8676259, 36.9107499 51.8676687, 36.9114718 51.8679155)",38К-016,,
58060319,,улица Дзержинского,tertiary,False,True,242.497,"LINESTRING (36.9202778 51.8707884, 36.9202539 51.8708962, 36.9201508 51.8710871, 36.9199891 51.8712978, 36.9196868 51.8716361, 36.9189521 51.8724582, 36.9187913 51.8726386, 36.9187082 51.8727318)",,,
130853081,,улица Черняховского,tertiary,False,False,169.39100000000002,"LINESTRING (36.9202778 51.8707884, 36.9202503 51.8707119, 36.9202112 51.8706417, 36.9200352 51.8705652, 36.9196145 51.8704385, 36.9195129 51.8704096, 36.9193203 51.8703549, 36.9191295 51.8702929, 36.9186981 51.870152, 36.9182723 51.8699795)",,,
80052904,,Комсомольская улица,residential,False,False,143.771,"LINESTRING (36.9101787 51.8726123, 36.9100408 51.872577, 36.9091642 51.8723453, 36.9086416 51.8722163, 36.9082485 51.872111)",,,
