osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry
"[25241263, 322460283, 615757719]",False,2,"['Почтовая улица', 'Центральная улица']",secondary,40,True,127.78699999999999,yes,"LINESTRING (51.0857724 54.4153744, 51.0858399 54.4154413, 51.0859143 54.4155091, 51.086225 54.4157659, 51.0862873 54.4158165, 51.0863512 54.4158609, 51.0865291 54.4159782, 51.0866738 54.4160718, 51.0868927 54.4161935, 51.086948 54.416222, 51.0870273 54.4162528)"
150395385,False,,улица Старшинова,residential,,False,73.465,,"LINESTRING (51.0778291 54.4165253, 51.0773967 54.4171362)"
150395385,False,,улица Старшинова,residential,,True,15.31,,"LINESTRING (51.0778291 54.4165253, 51.0779516 54.4164075)"
25241263,False,2,Центральная улица,secondary,40,False,166.776,,"LINESTRING (51.0893882 54.4168228, 51.0893093 54.4168208, 51.0891221 54.4168123, 51.0889948 54.4167895, 51.0888134 54.4167565, 51.0884841 54.4166675, 51.0882528 54.4166109, 51.0873911 54.4163817, 51.0871363 54.4162951, 51.0870273 54.4162528)"
150395386,False,,Советская улица,residential,,False,160.573,,"LINESTRING (51.0893882 54.4168228, 51.0892896 54.4170953, 51.089212 54.4172063, 51.0890235 54.4173507, 51.0888581 54.4174781, 51.0884654 54.4177254, 51.0880724 54.4180138)"
150395345,False,,,residential,,False,83.553,,"LINESTRING (51.0807875 54.4171256, 51.0796094 54.4168179)"
150395345,False,,,residential,,True,111.552,,"LINESTRING (51.0807875 54.4171256, 51.0823194 54.4175859)"
150395353,False,,Полевая улица,residential,,False,113.908,,"LINESTRING (51.0807875 54.4171256, 51.0800917 54.4180666)"
150395353,False,,Полевая улица,residential,,True,99.062,,"LINESTRING (51.0807875 54.4171256, 51.0814379 54.4163191)"
150395345,False,,,residential,,False,111.552,,"LINESTRING (51.0823194 54.4175859, 51.0807875 54.4171256)"
150395362,False,,Октябрьская улица,residential,,False,104.501,,"LINESTRING (51.0823194 54.4175859, 51.0817617 54.4184679)"
150395386,False,,Советская улица,residential,,False,311.428,,"LINESTRING (51.0880724 54.4180138, 51.087817 54.4182411, 51.0877776 54.4182716, 51.086991 54.4188788, 51.0852004 54.4202607)"
150395386,False,,Советская улица,residential,,True,160.573,,"LINESTRING (51.0880724 54.4180138, 51.0884654 54.4177254, 51.0888581 54.4174781, 51.0890235 54.4173507, 51.089212 54.4172063, 51.0892896 54.4170953, 51.0893882 54.4168228)"
153653499,False,,Центральная улица,residential,,False,221.431,,"LINESTRING (51.0880724 54.4180138, 51.0875932 54.4175894, 51.0874094 54.4172454, 51.0868709 54.4169133, 51.0870273 54.4162528)"
150395362,False,,Октябрьская улица,residential,,False,147.419,,"LINESTRING (51.0813372 54.4191757, 51.0805726 54.4204246)"
150395362,False,,Октябрьская улица,residential,,True,83.358,,"LINESTRING (51.0813372 54.4191757, 51.0817617 54.4184679)"
"[150395368, 150395310]",False,,,residential,,True,303.346,,"LINESTRING (51.0813372 54.4191757, 51.0816894 54.4192533, 51.0823602 54.419224, 51.0830163 54.4192183, 51.0837456 54.4192992, 51.0842057 54.4194971, 51.0846399 54.4198094, 51.0851662 54.4201557, 51.0852004 54.4202607)"
150395385,False,,улица Старшинова,residential,,False,180.92,,"LINESTRING (51.0757351 54.4194259, 51.0746396 54.4209229)"
150395385,False,,улица Старшинова,residential,,True,15.759,,"LINESTRING (51.0757351 54.4194259, 51.0758293 54.4192952)"
210328481,False,,улица Старшинова,residential,,True,200.502,,"LINESTRING (51.0757351 54.4194259, 51.0786122 54.420096)"
150395362,False,,Октябрьская улица,residential,,False,107.545,,"LINESTRING (51.0805726 54.4204246, 51.0800416 54.4213411)"
150395362,False,,Октябрьская улица,residential,,True,147.419,,"LINESTRING (51.0805726 54.4204246, 51.0813372 54.4191757)"
201638862,False,,Октябрьская улица,residential,,True,158.734,,"LINESTRING (51.0805726 54.4204246, 51.082939 54.4208016)"
210328481,False,,улица Старшинова,residential,,False,117.031,,"LINESTRING (51.0805726 54.4204246, 51.0788321 54.4201379)"
