osmid,name,highway,oneway,reversed,length,geometry,lanes,width,maxspeed
48637435,улица Орджоникидзе,tertiary,False,True,166.28300000000002,"LINESTRING (65.5442496 57.1511081, 65.5440921 57.1510168, 65.5436453 57.1507511, 65.5432507 57.1505165, 65.5429702 57.150341, 65.5425477 57.1500767, 65.5424106 57.1499942)",,,
113690880,улица Орджоникидзе,tertiary,False,False,158.23199999999997,"LINESTRING (65.5442496 57.1511081, 65.5444003 57.1511968, 65.5445435 57.1512825, 65.5453415 57.1517603, 65.5458418 57.1520492, 65.5459336 57.1521023, 65.5460273 57.1521545)",,,
"[113690881, 248286510]",улица Республики,primary,True,False,181.17999999999998,"LINESTRING (65.5442496 57.1511081, 65.5440642 57.1512036, 65.5438439 57.1513172, 65.5433484 57.1515726, 65.5429252 57.1517908, 65.5427093 57.1519021, 65.5423924 57.1520654, 65.5422213 57.1521476, 65.5420559 57.1522207)","['4', '5']",14,
113690880,улица Орджоникидзе,tertiary,False,False,128.748,"LINESTRING (65.5472303 57.1528754, 65.5473463 57.1529464, 65.5475091 57.1530529, 65.5478515 57.15326, 65.5484221 57.1535875, 65.5485664 57.1536726, 65.5486675 57.1537312)",,,
113690880,улица Орджоникидзе,tertiary,False,True,108.129,"LINESTRING (65.5472303 57.1528754, 65.5471134 57.1528041, 65.5461068 57.1521978, 65.5460273 57.1521545)",,,
"[724223313, 42391675]",Первомайская улица,tertiary,False,False,157.36599999999999,"LINESTRING (65.5374734 57.1545528, 65.5376232 57.1546302, 65.538007 57.1548098, 65.5380692 57.1548408, 65.5385833 57.1550791, 65.539421 57.1554943)",4,,
"[42391672, 690101857]",Первомайская улица,tertiary,False,True,163.949,"LINESTRING (65.5374734 57.1545528, 65.5373196 57.1544746, 65.53712 57.1543749, 65.5368296 57.1542298, 65.5362548 57.1539536, 65.5358187 57.1537401, 65.5355971 57.1536317, 65.5354604 57.153562)",4,,
97087330,Советская улица,tertiary,True,False,175.629,"LINESTRING (65.5486675 57.1537312, 65.5484406 57.1538397, 65.5484255 57.153847, 65.5479037 57.1541085, 65.5475841 57.1542701, 65.5474463 57.154338, 65.5473539 57.1543823, 65.5466998 57.1547061, 65.5466726 57.1547195, 65.5465171 57.1547962)",2,,
113690880,улица Орджоникидзе,tertiary,False,True,128.748,"LINESTRING (65.5486675 57.1537312, 65.5485664 57.1536726, 65.5484221 57.1535875, 65.5478515 57.15326, 65.5475091 57.1530529, 65.5473463 57.1529464, 65.5472303 57.1528754)",,,
304952577,улица Орджоникидзе,tertiary,False,False,125.249,"LINESTRING (65.5486675 57.1537312, 65.5488075 57.1538147, 65.5488924 57.1538676, 65.5490965 57.1539933, 65.5497927 57.1544218, 65.5500452 57.154574)",,,
