osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
"[926023925, 23812989, 926023927]","['4', '3']",Семёновская улица,secondary,60,False,False,258.334,"LINESTRING (131.8832646 43.1186235, 131.8830454 43.1186687, 131.8829961 43.1186788, 131.8824508 43.1187912, 131.8822381 43.118835, 131.8819914 43.1188859, 131.8819826 43.1188877, 131.8818585 43.1189133, 131.8818177 43.1189217, 131.8817606 43.1189335, 131.8815423 43.1189784, 131.8813716 43.1190134, 131.8812459 43.1190395, 131.8810815 43.1190734, 131.8807297 43.1191459, 131.8802924 43.119236, 131.8802015 43.1192547)",
176931293,4,Алеутская улица,primary,,True,False,257.66700000000003,"LINESTRING (131.8832646 43.1186235, 131.8830681 43.1180679, 131.8830511 43.1180199, 131.8830225 43.1179394, 131.8829681 43.117786, 131.8828872 43.1175582, 131.8828636 43.1174893, 131.8825776 43.1166847, 131.8824696 43.1163801)",
178928758,2,Семёновская улица,secondary,60,True,False,33.171,"LINESTRING (131.8832646 43.1186235, 131.8834488 43.1185855, 131.8836579 43.1185424)",
"[245626982, 71889655]",3,улица Уборевича,secondary,,False,False,137.851,"LINESTRING (131.8890388 43.1175162, 131.8895266 43.1176197, 131.8896292 43.1176412, 131.8896718 43.1176502, 131.8899934 43.1177185, 131.8901292 43.1177473, 131.8903135 43.1177864, 131.8903479 43.1177935, 131.8906525 43.1178579, 131.8906699 43.1178616)",
182968876,,улица Уборевича,secondary,,False,True,131.626,"LINESTRING (131.8890388 43.1175162, 131.8889239 43.1171865, 131.888812 43.1168675, 131.8887955 43.1168205, 131.8887836 43.1167865, 131.8887727 43.1167557, 131.8886374 43.1163693)",
"[204964968, 440124586, 480757170, 480757171, 480757172, 480757173]",3,Семёновская улица,secondary,60,False,True,135.25799999999998,"LINESTRING (131.8890388 43.1175162, 131.8886946 43.1175782, 131.8885377 43.1176064, 131.8880481 43.1177008, 131.8879433 43.1177207, 131.8876269 43.1177806, 131.8874248 43.1178188)",
78610161,2,Пограничная улица,tertiary,60,False,True,127.91399999999999,"LINESTRING (131.8798011 43.1181421, 131.8798041 43.1181504, 131.8798322 43.1182286, 131.8799551 43.1185699, 131.8801241 43.1190397, 131.8802015 43.1192547)",
78610161,2,Пограничная улица,tertiary,60,False,False,127.91399999999999,"LINESTRING (131.8802015 43.1192547, 131.8801241 43.1190397, 131.8799551 43.1185699, 131.8798322 43.1182286, 131.8798041 43.1181504, 131.8798011 43.1181421)",
"[23812989, 926023925, 926023927]","['4', '3']",Семёновская улица,secondary,60,False,True,258.33400000000006,"LINESTRING (131.8802015 43.1192547, 131.8802924 43.119236, 131.8807297 43.1191459, 131.8810815 43.1190734, 131.8812459 43.1190395, 131.8813716 43.1190134, 131.8815423 43.1189784, 131.8817606 43.1189335, 131.8818177 43.1189217, 131.8818585 43.1189133, 131.8819826 43.1188877, 131.8819914 43.1188859, 131.8822381 43.118835, 131.8824508 43.1187912, 131.8829961 43.1186788, 131.8830454 43.1186687, 131.8832646 43.1186235)",
"[316329729, 440270027, 480757174]",3,Семёновская улица,secondary,60,False,False,93.01799999999999,"LINESTRING (131.8863157 43.1180294, 131.8864564 43.1180026, 131.8869622 43.1179067, 131.8872659 43.1178491, 131.8874248 43.1178188)",
156125706,2,улица Уборевича,secondary,,True,False,89.85,"LINESTRING (131.8908431 43.1180019, 131.89084 43.1182282, 131.8908769 43.1183687, 131.8910225 43.1187943)",
178927383,,кольцо Суханова,secondary,,True,False,18.163,"LINESTRING (131.8908431 43.1180019, 131.8908248 43.1180003, 131.8907912 43.1179917, 131.890759 43.1179743, 131.8907393 43.1179552, 131.8907271 43.117933, 131.8907231 43.1179094, 131.8907245 43.1178966, 131.8907273 43.1178866)",
50638455,3,Фонтанная улица,secondary,,True,False,136.902,"LINESTRING (131.8910904 43.1189929, 131.8909361 43.1190226, 131.8903655 43.1191331, 131.8902858 43.1191484, 131.8901053 43.1191834, 131.8899738 43.1192089, 131.8895682 43.1192874, 131.88946 43.1193084)",
158025790,4,Алеутская улица,primary,60,True,False,56.936,"LINESTRING (131.8835108 43.1193164, 131.8833395 43.1188333, 131.883335 43.1188207)",
"[189316066, 455557546, 178925923]",,Семёновская улица,tertiary,,True,False,118.22599999999997,"LINESTRING (131.8835108 43.1193164, 131.8836397 43.1192848, 131.8836828 43.1192679, 131.8837356 43.1192364, 131.8837788 43.1192066, 131.8837206 43.1190698, 131.8836969 43.1189751, 131.8836897 43.1188808, 131.8836917 43.1187938, 131.8837079 43.118761, 131.8838376 43.1186244, 131.8839096 43.1185695, 131.8839452 43.1185299, 131.8840309 43.1184656)",
