osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,width
65279239,True,Комсомольская улица,tertiary,40,False,307.677,"LINESTRING (48.9177486 56.8144637, 48.9178607 56.8139075, 48.9179623 56.8131806, 48.9179741 56.8130569, 48.9180069 56.8127143, 48.917957 56.8125106, 48.9178665 56.8121407, 48.917848 56.812065, 48.9178419 56.8120403, 48.9177397 56.811879, 48.9176372 56.8117284)",,
"[817989514, 110062603, 108437494]",False,"['Садовая улица', 'улица Степана Лебедева']","['residential', 'unclassified']",,"[False, True]",465.97900000000004,"LINESTRING (48.9177486 56.8144637, 48.9177364 56.8145739, 48.9174374 56.814555, 48.9173935 56.8145522, 48.9169769 56.8145259, 48.9162852 56.8144822, 48.9157383 56.8144476, 48.915743 56.814307, 48.9162035 56.8131266, 48.9163413 56.8126218, 48.9164347 56.8122575, 48.9165211 56.811998, 48.9167149 56.81152)",,
74274467,False,улица Карла Маркса,tertiary,,True,60.759,"LINESTRING (48.9176372 56.8117284, 48.9173173 56.8116478, 48.9167149 56.81152)",,
109916789,True,улица Карла Маркса,tertiary,40,False,156.736,"LINESTRING (48.9176372 56.8117284, 48.9179479 56.8117908, 48.9184575 56.811816, 48.9192969 56.8118675, 48.9195839 56.8118865, 48.9199358 56.8119385, 48.9200962 56.8120319)",,
74274467,False,улица Карла Маркса,tertiary,,False,60.759,"LINESTRING (48.9167149 56.81152, 48.9173173 56.8116478, 48.9176372 56.8117284)",,
74274467,False,улица Карла Маркса,tertiary,,True,95.638,"LINESTRING (48.9167149 56.81152, 48.9158573 56.8113183, 48.9157536 56.8112933, 48.9152489 56.8112151)",,
"[817989514, 110062603, 108437494]",False,"['Садовая улица', 'улица Степана Лебедева']","['residential', 'unclassified']",,"[False, True]",465.979,"LINESTRING (48.9167149 56.81152, 48.9165211 56.811998, 48.9164347 56.8122575, 48.9163413 56.8126218, 48.9162035 56.8131266, 48.915743 56.814307, 48.9157383 56.8144476, 48.9162852 56.8144822, 48.9169769 56.8145259, 48.9173935 56.8145522, 48.9174374 56.814555, 48.9177364 56.8145739, 48.9177486 56.8144637)",,
106617728,False,улица Степана Лебедева,residential,,False,47.104,"LINESTRING (48.9247962 56.8147641, 48.9240249 56.8147291)",,
106617728,False,улица Степана Лебедева,residential,,True,47.104,"LINESTRING (48.9240249 56.8147291, 48.9247962 56.8147641)",,
106629043,False,Парковая улица,residential,,True,150.786,"LINESTRING (48.9240249 56.8147291, 48.9242162 56.8133771)",,
106617728,False,улица Степана Лебедева,residential,,False,99.94800000000001,"LINESTRING (48.9240249 56.8147291, 48.9229029 56.814683, 48.9223913 56.8146421)",,
74274467,False,улица Карла Маркса,tertiary,,True,7.43,"LINESTRING (48.9143496 56.8110918, 48.9142276 56.8110896)",,
74274467,False,улица Карла Маркса,tertiary,,False,56.843999999999994,"LINESTRING (48.9143496 56.8110918, 48.9145 56.8110929, 48.9147733 56.8111224, 48.9149086 56.8111508, 48.9152489 56.8112151)",,
106629039,False,Советская улица,residential,,True,339.43399999999997,"LINESTRING (48.9143496 56.8110918, 48.9143333 56.8113255, 48.9143458 56.8117608, 48.914372 56.811971, 48.9143861 56.8120838, 48.9145121 56.8124509, 48.9145551 56.8128899, 48.9144826 56.8130073, 48.9144156 56.813138, 48.9143405 56.8134463, 48.9140723 56.8137473, 48.9138577 56.8140673)",,
375421400,False,Первомайская улица,residential,,True,115.277,"LINESTRING (48.9222404 56.8156758, 48.922328 56.8146402)",,
106629035,False,Лесная улица,residential,,True,98.306,"LINESTRING (48.9242162 56.8133771, 48.9226585 56.8131434)",,
106629043,False,Парковая улица,residential,,False,150.786,"LINESTRING (48.9242162 56.8133771, 48.9240249 56.8147291)",,
106617728,False,улица Степана Лебедева,residential,,False,3.858,"LINESTRING (48.9223913 56.8146421, 48.922328 56.8146402)",,
106617728,False,улица Степана Лебедева,residential,,True,99.94800000000001,"LINESTRING (48.9223913 56.8146421, 48.9229029 56.814683, 48.9240249 56.8147291)",,
106629033,False,Первомайская улица,residential,,True,167.439,"LINESTRING (48.9223913 56.8146421, 48.9225272 56.8138833, 48.9226585 56.8131434)",,
106629039,False,Советская улица,residential,,False,339.43399999999997,"LINESTRING (48.9138577 56.8140673, 48.9140723 56.8137473, 48.9143405 56.8134463, 48.9144156 56.813138, 48.9144826 56.8130073, 48.9145551 56.8128899, 48.9145121 56.8124509, 48.9143861 56.8120838, 48.914372 56.811971, 48.9143458 56.8117608, 48.9143333 56.8113255, 48.9143496 56.8110918)",,
60116235,False,улица Строителей,tertiary,60;40,False,160.06300000000002,"LINESTRING (48.9087934 56.8115949, 48.909968 56.8118823, 48.9102258 56.8119233, 48.9104857 56.8119417, 48.9108714 56.811944, 48.9110745 56.811912, 48.9112784 56.8118738)",,
60116227,False,Советская улица,tertiary,40,True,304.36699999999996,"LINESTRING (48.9141897 56.8084179, 48.9140881 56.8085484, 48.9139254 56.8086997, 48.91381 56.8088401, 48.9137717 56.808987, 48.9141133 56.8106112, 48.9141599 56.8108328, 48.9142276 56.8110896)",,
"[106629041, 106629034]",False,Больничная улица,residential,,"[False, True]",334.9580000000001,"LINESTRING (48.9141897 56.8084179, 48.9144783 56.8085314, 48.9148279 56.8086204, 48.9152357 56.8108535, 48.9152478 56.8109197, 48.9152635 56.8110057, 48.9152556 56.8111191, 48.9152489 56.8112151)",,4
107157096,False,улица Будённого,residential,,True,134.414,"LINESTRING (48.9141897 56.8084179, 48.9139433 56.8084556, 48.9136935 56.8084655, 48.9133716 56.8084894, 48.9132444 56.808478, 48.9127536 56.8078498)",,
106629035,False,Лесная улица,residential,,False,98.306,"LINESTRING (48.9226585 56.8131434, 48.9242162 56.8133771)",,
106629035,False,Лесная улица,residential,,True,6.161,"LINESTRING (48.9226585 56.8131434, 48.9225601 56.8131304)",,
106629033,False,Первомайская улица,residential,,False,167.439,"LINESTRING (48.9226585 56.8131434, 48.9225272 56.8138833, 48.9223913 56.8146421)",,
74274467,False,улица Карла Маркса,tertiary,,False,95.638,"LINESTRING (48.9152489 56.8112151, 48.9157536 56.8112933, 48.9158573 56.8113183, 48.9167149 56.81152)",,
74274467,False,улица Карла Маркса,tertiary,,True,56.844,"LINESTRING (48.9152489 56.8112151, 48.9149086 56.8111508, 48.9147733 56.8111224, 48.9145 56.8110929, 48.9143496 56.8110918)",,
"[106629041, 106629034]",False,Больничная улица,residential,,"[False, True]",334.95799999999997,"LINESTRING (48.9152489 56.8112151, 48.9152556 56.8111191, 48.9152635 56.8110057, 48.9152478 56.8109197, 48.9152357 56.8108535, 48.9148279 56.8086204, 48.9144783 56.8085314, 48.9141897 56.8084179)",,4
60116229,True,улица Кирова,tertiary,40,False,57.803999999999995,"LINESTRING (48.9196585 56.8141574, 48.9197024 56.8143316, 48.9197571 56.8144784, 48.9198937 56.8146576)",,
841379274,True,улица Кирова,tertiary,,False,51.004000000000005,"LINESTRING (48.9196585 56.8141574, 48.9195979 56.814452, 48.9195684 56.8144916, 48.9195174 56.8145225, 48.9194638 56.814546, 48.9193996 56.8145656)",,
819079493,False,,unclassified,,True,103.624,"LINESTRING (48.9143905 56.8076416, 48.9141369 56.8077128, 48.9138526 56.8077216, 48.9134556 56.8077304, 48.913005 56.8078038, 48.9127536 56.8078498)",,
106617728,False,улица Степана Лебедева,residential,,True,3.858,"LINESTRING (48.922328 56.8146402, 48.9223913 56.8146421)",,
375421400,False,Первомайская улица,residential,,False,115.277,"LINESTRING (48.922328 56.8146402, 48.9222404 56.8156758)",,
106617728,False,улица Степана Лебедева,residential,,False,138.16299999999998,"LINESTRING (48.922328 56.8146402, 48.9214977 56.8146157, 48.9212483 56.8146259, 48.9208164 56.8147287, 48.9204165 56.8148356, 48.9201587 56.8148839)",,
106629035,False,Лесная улица,residential,,False,6.161,"LINESTRING (48.9225601 56.8131304, 48.9226585 56.8131434)",,
106629035,False,Лесная улица,residential,,True,216.135,"LINESTRING (48.9225601 56.8131304, 48.9211638 56.8129774, 48.92074 56.8129348, 48.9208445 56.8124658, 48.920138 56.8124116, 48.9200193 56.8124037)",,
375432577,False,Первомайская улица,residential,,False,86.87,"LINESTRING (48.9225601 56.8131304, 48.9225613 56.8129468, 48.9225816 56.8128355, 48.9226751 56.8126709, 48.9227158 56.8125262, 48.9227056 56.8123593)",,
375432577,False,Первомайская улица,residential,,True,86.87,"LINESTRING (48.9227056 56.8123593, 48.9227158 56.8125262, 48.9226751 56.8126709, 48.9225816 56.8128355, 48.9225613 56.8129468, 48.9225601 56.8131304)",,
60116235,False,улица Строителей,tertiary,60;40,False,18.06,"LINESTRING (48.9112784 56.8118738, 48.9115359 56.8117931)",,
60116235,False,улица Строителей,tertiary,60;40,True,160.063,"LINESTRING (48.9112784 56.8118738, 48.9110745 56.811912, 48.9108714 56.811944, 48.9104857 56.8119417, 48.9102258 56.8119233, 48.909968 56.8118823, 48.9087934 56.8115949)",,
106614496,False,улица Механизаторов,residential,40,True,408.64,"LINESTRING (48.9112784 56.8118738, 48.9112972 56.81205, 48.9112194 56.812304, 48.911037 56.8127063, 48.9108492 56.8131585, 48.910815 56.8132413, 48.9106588 56.8136195, 48.9105703 56.8138705, 48.9105086 56.8140276, 48.9103745 56.8143541, 48.9102327 56.8146559, 48.9100664 56.8149426, 48.9099277 56.815145, 48.909826 56.8152782, 48.9097231 56.8154345)",,
60116235,False,улица Строителей,tertiary,60;40,True,18.06,"LINESTRING (48.9115359 56.8117931, 48.9112784 56.8118738)",,
"[107938289, 60116235, 107938302]",False,улица Строителей,tertiary,60;40,False,182.085,"LINESTRING (48.9115359 56.8117931, 48.9117934 56.8117182, 48.9122815 56.8115772, 48.9129876 56.8113666, 48.9135385 56.8112153, 48.9138698 56.811143, 48.9142276 56.8110896)",yes,
107157096,False,улица Будённого,residential,,False,134.41400000000002,"LINESTRING (48.9127536 56.8078498, 48.9132444 56.808478, 48.9133716 56.8084894, 48.9136935 56.8084655, 48.9139433 56.8084556, 48.9141897 56.8084179)",,
819079493,False,,unclassified,,False,103.62400000000001,"LINESTRING (48.9127536 56.8078498, 48.913005 56.8078038, 48.9134556 56.8077304, 48.9138526 56.8077216, 48.9141369 56.8077128, 48.9143905 56.8076416)",,
60116229,True,улица Кирова,tertiary,40,False,196.23600000000002,"LINESTRING (48.9200193 56.8124037, 48.9199984 56.8125069, 48.9199693 56.8126483, 48.9199202 56.8128854, 48.9198006 56.8134672, 48.9197462 56.8137319, 48.919718 56.8138684, 48.9196585 56.8141574)",,
106629035,False,Лесная улица,residential,,False,216.135,"LINESTRING (48.9200193 56.8124037, 48.920138 56.8124116, 48.9208445 56.8124658, 48.92074 56.8129348, 48.9211638 56.8129774, 48.9225601 56.8131304)",,
108437517,True,улица Степана Лебедева,tertiary,40,False,101.122,"LINESTRING (48.9193996 56.8145656, 48.9190263 56.8145426, 48.9189946 56.8145406, 48.9177486 56.8144637)",,
