osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name
35843657,True,2,primary_link,20,False,36.638999999999996,"LINESTRING (44.7532049 48.7830753, 44.7533352 48.7830275, 44.7534438 48.7830222, 44.7535269 48.7830629, 44.7535765 48.7831481)",,
1088930756,True,3,primary,50,False,74.25,"LINESTRING (44.7532049 48.7830753, 44.7532899 48.7828808, 44.7533707 48.7827099, 44.7534999 48.7824365)",18Р-1,проспект Ленина
245770833,True,2,primary,50,False,195.14600000000002,"LINESTRING (44.7535765 48.7831481, 44.7531517 48.7840058, 44.7529868 48.7843388, 44.7527502 48.7848165)",18Р-1,проспект Ленина
35854554,False,,primary_link,20,False,25.377,"LINESTRING (44.7508251 48.7878564, 44.751154 48.787928)",,проспект Ленина
245675399,True,3,primary,50,False,90.477,"LINESTRING (44.7508251 48.7878564, 44.7508771 48.7877497, 44.7512065 48.7870825)",18Р-1,проспект Ленина
35854554,False,,primary_link,20,True,25.377,"LINESTRING (44.751154 48.787928, 44.7508251 48.7878564)",,проспект Ленина
"[245675861, 1091378525]",True,3,primary,50,False,194.662,"LINESTRING (44.751154 48.787928, 44.7510323 48.7881866, 44.7509511 48.7883567, 44.7509066 48.7884499, 44.7508777 48.7885104, 44.7504078 48.7894944, 44.7503111 48.7895827)",18Р-1,проспект Ленина
100273744,False,,residential,,True,614.5279999999999,"LINESTRING (44.7562024 48.7872369, 44.7563068 48.7870289, 44.7563801 48.7868874, 44.7563939 48.7868615, 44.756527 48.7865944, 44.7566234 48.7864199, 44.7566556 48.7863541, 44.7569129 48.7858277, 44.7570189 48.785611, 44.7570283 48.7855917, 44.7573448 48.7849474, 44.7575304 48.7845674, 44.7578407 48.7839324, 44.7578661 48.7838794, 44.758012 48.7835931, 44.7581415 48.7833242, 44.758231 48.7831564, 44.7584028 48.7828027, 44.7584702 48.782664, 44.7585322 48.7825277, 44.7586042 48.7823695, 44.758756 48.7820173, 44.7587651 48.7819758)",,Советская улица
"[252598473, 252601875, 252601876, 252601877]",False,,tertiary,60,True,280.654,"LINESTRING (44.7562024 48.7872369, 44.7560615 48.7871988, 44.7553459 48.7870453, 44.7548121 48.7869307, 44.7537843 48.7866981, 44.7536161 48.7866625, 44.7525646 48.7864472)",,улица Энгельса
245675399,True,3,primary,50,False,51.772,"LINESTRING (44.7512065 48.7870825, 44.7512199 48.7870544, 44.7514178 48.7866382)",18Р-1,проспект Ленина
245675399,True,3,primary,50,False,96.445,"LINESTRING (44.7514178 48.7866382, 44.7518069 48.7858096)",18Р-1,проспект Ленина
35854556,True,3,primary_link,20,False,44.946,"LINESTRING (44.7518266 48.7867805, 44.7517569 48.7868203, 44.7516983 48.786832, 44.7516529 48.7868331, 44.7516207 48.7868291, 44.7515904 48.7868228, 44.7515235 48.7868004, 44.7514851 48.7867737, 44.7514571 48.7867469, 44.751441 48.7867134, 44.7514178 48.7866382)",,проспект Ленина
1091378525,True,3,primary,50,False,137.577,"LINESTRING (44.7518266 48.7867805, 44.7517872 48.7868232, 44.7515645 48.787065, 44.7513806 48.7874338, 44.751154 48.787928)",18Р-1,проспект Ленина
1088809939,True,,primary,50,False,11.018,"LINESTRING (44.7519044 48.7866957, 44.7518266 48.7867805)",18Р-1,проспект Ленина
100273744,False,,residential,,False,614.528,"LINESTRING (44.7587651 48.7819758, 44.758756 48.7820173, 44.7586042 48.7823695, 44.7585322 48.7825277, 44.7584702 48.782664, 44.7584028 48.7828027, 44.758231 48.7831564, 44.7581415 48.7833242, 44.758012 48.7835931, 44.7578661 48.7838794, 44.7578407 48.7839324, 44.7575304 48.7845674, 44.7573448 48.7849474, 44.7570283 48.7855917, 44.7570189 48.785611, 44.7569129 48.7858277, 44.7566556 48.7863541, 44.7566234 48.7864199, 44.756527 48.7865944, 44.7563939 48.7868615, 44.7563801 48.7868874, 44.7563068 48.7870289, 44.7562024 48.7872369)",,Советская улица
35843236,True,,tertiary,,False,56.836,"LINESTRING (44.7525646 48.7864472, 44.7524042 48.7864666, 44.7522246 48.7865258, 44.7520814 48.7865914, 44.7519044 48.7866957)",,улица Энгельса
"[252598473, 252601875, 252601876, 252601877]",False,,tertiary,60,False,280.65400000000005,"LINESTRING (44.7525646 48.7864472, 44.7536161 48.7866625, 44.7537843 48.7866981, 44.7548121 48.7869307, 44.7553459 48.7870453, 44.7560615 48.7871988, 44.7562024 48.7872369)",,улица Энгельса
245675399,True,3,primary,50,False,198.54600000000002,"LINESTRING (44.7503111 48.7895827, 44.7502568 48.7891317, 44.7502742 48.7889746, 44.7505288 48.7884579, 44.7505694 48.7883754, 44.7508251 48.7878564)",18Р-1,проспект Ленина
173760982,True,2,primary_link,20,False,44.261,"LINESTRING (44.7538856 48.7825186, 44.7537589 48.7826078, 44.7536503 48.782606, 44.7535658 48.7825636, 44.7534999 48.7824365)",,
245683219,True,2,primary,50,False,73.57,"LINESTRING (44.7538856 48.7825186, 44.7536727 48.7829522, 44.7535765 48.7831481)",18Р-1,проспект Ленина
245769863,False,2,primary_link,20,False,30.626,"LINESTRING (44.7527502 48.7848165, 44.7523555 48.7847258)",,проспект Ленина
"[245770833, 245770834]",True,"['2', '3']",primary,50,False,124.287,"LINESTRING (44.7527502 48.7848165, 44.7524345 48.7854539, 44.7523144 48.7858941)",18Р-1,проспект Ленина
245769863,False,2,primary_link,20,True,30.626,"LINESTRING (44.7523555 48.7847258, 44.7527502 48.7848165)",,проспект Ленина
1088930756,True,3,primary,50,False,193.797,"LINESTRING (44.7523555 48.7847258, 44.7524752 48.7844924, 44.7528322 48.7837815, 44.7532049 48.7830753)",18Р-1,проспект Ленина
35854550,True,3,primary_link,,False,56.365,"LINESTRING (44.7518069 48.7858096, 44.7519578 48.7857394, 44.752003 48.7857175, 44.7520673 48.7856998, 44.752159 48.7857041, 44.7522444 48.7857255, 44.7522806 48.7857493, 44.7522998 48.7857783, 44.7523144 48.7858941)",,проспект Ленина
1088930756,True,3,primary,50,False,127.064,"LINESTRING (44.7518069 48.7858096, 44.751969 48.7854628, 44.7520138 48.7853711, 44.7521582 48.7850855, 44.7523555 48.7847258)",18Р-1,проспект Ленина
35843234,True,,tertiary,50,False,65.94000000000001,"LINESTRING (44.7523144 48.7858941, 44.7523338 48.7861292, 44.7523751 48.7862491, 44.7524479 48.7863387, 44.7525646 48.7864472)",,улица Энгельса
245770834,True,3,primary,50,False,94.802,"LINESTRING (44.7523144 48.7858941, 44.7521691 48.7863432, 44.7520564 48.7865031, 44.7519044 48.7866957)",18Р-1,проспект Ленина
