osmid,highway,oneway,reversed,length,geometry,access,lanes,name,ref
1234333618,residential,False,False,254.113,"LINESTRING (114.9230767 51.2827351, 114.9242077 51.2834061, 114.9257886 51.2842658)",,,,
1234333619,residential,False,False,439.839,"LINESTRING (114.9230767 51.2827351, 114.9232892 51.2825954, 114.9245127 51.2818255, 114.9250909 51.2814575, 114.9275301 51.2799268)",,,,
83182147,tertiary,False,True,12.144,"LINESTRING (114.9257886 51.2842658, 114.9259199 51.2843378)",,,,
"[80244745, 80244731]",residential,False,"[False, True]",382.835,"LINESTRING (114.9257886 51.2842658, 114.9239908 51.2854347, 114.9239564 51.285501, 114.9240163 51.2855363, 114.9241385 51.2855141, 114.9259199 51.2843378)",,,,
80244745,residential,False,True,431.72400000000005,"LINESTRING (114.9257886 51.2842658, 114.9275064 51.2831487, 114.9300783 51.2814595)",,,,
1234333618,residential,False,True,254.113,"LINESTRING (114.9257886 51.2842658, 114.9242077 51.2834061, 114.9230767 51.2827351)",,,,
80244738,tertiary,False,False,18.617,"LINESTRING (114.9300783 51.2814595, 114.9302685 51.2815773)",yes,,,
1234333620,residential,False,False,115.299,"LINESTRING (114.9300783 51.2814595, 114.9289018 51.280729)",,,,
80244745,residential,False,False,431.72400000000005,"LINESTRING (114.9300783 51.2814595, 114.9275064 51.2831487, 114.9257886 51.2842658)",,,,
207877399,secondary,False,False,209.267,"LINESTRING (114.932156 51.2826455, 114.9323309 51.2807667)",,2,Зугалайская улица,
207877399,secondary,False,True,80.997,"LINESTRING (114.932156 51.2826455, 114.9320913 51.2833728)",,2,Зугалайская улица,
80244738,tertiary,False,True,177.15200000000002,"LINESTRING (114.932156 51.2826455, 114.9318981 51.2825252, 114.9302685 51.2815773)",yes,,,
83182147,tertiary,False,False,118.985,"LINESTRING (114.9285114 51.2858312, 114.9272318 51.2851209)",,,,
83182147,tertiary,False,True,89.927,"LINESTRING (114.9285114 51.2858312, 114.929477 51.2863691)",,,,
589120680,tertiary,False,False,225.685,"LINESTRING (114.9285114 51.2858312, 114.9306913 51.2843277)",,,,76Н-174
589120680,tertiary,False,True,240.022,"LINESTRING (114.9285114 51.2858312, 114.9261815 51.2874237)",,,,76Н-174
83182159,residential,False,True,82.602,"LINESTRING (114.9327801 51.2787502, 114.9323504 51.2788427, 114.9320106 51.2789301, 114.9317157 51.2790654)",,,,
207877399,secondary,False,True,227.84199999999998,"LINESTRING (114.9327801 51.2787502, 114.9325732 51.2790946, 114.9324947 51.2793254, 114.932432 51.2797213, 114.9323309 51.2807667)",,2,Зугалайская улица,
83182147,tertiary,False,False,12.144,"LINESTRING (114.9259199 51.2843378, 114.9257886 51.2842658)",,,,
"[80244745, 80244731]",residential,False,"[False, True]",382.835,"LINESTRING (114.9259199 51.2843378, 114.9241385 51.2855141, 114.9240163 51.2855363, 114.9239564 51.285501, 114.9239908 51.2854347, 114.9257886 51.2842658)",,,,
83182147,tertiary,False,True,109.577,"LINESTRING (114.9259199 51.2843378, 114.9270575 51.2850196)",,,,
80244731,residential,False,True,430.922,"LINESTRING (114.9259199 51.2843378, 114.9276942 51.2832158, 114.9302685 51.2815773)",,,,
279690982,residential,False,False,123.13,"LINESTRING (114.9306913 51.2843277, 114.9293684 51.2835918)",,,,
589120680,tertiary,False,False,144.065,"LINESTRING (114.9306913 51.2843277, 114.9320913 51.2833728)",,,,76Н-174
589120680,tertiary,False,True,225.685,"LINESTRING (114.9306913 51.2843277, 114.9285114 51.2858312)",,,,76Н-174
80244738,tertiary,False,True,18.617,"LINESTRING (114.9302685 51.2815773, 114.9300783 51.2814595)",yes,,,
80244731,residential,False,False,430.922,"LINESTRING (114.9302685 51.2815773, 114.9276942 51.2832158, 114.9259199 51.2843378)",,,,
80244738,tertiary,False,False,177.15200000000002,"LINESTRING (114.9302685 51.2815773, 114.9318981 51.2825252, 114.932156 51.2826455)",yes,,,
279691003,residential,False,True,68.092,"LINESTRING (114.9261815 51.2874237, 114.9254062 51.2870497)",,,,
589120680,tertiary,False,False,240.022,"LINESTRING (114.9261815 51.2874237, 114.9285114 51.2858312)",,,,76Н-174
207877399,secondary,False,False,80.997,"LINESTRING (114.9320913 51.2833728, 114.932156 51.2826455)",,2,Зугалайская улица,
589120680,tertiary,False,True,144.065,"LINESTRING (114.9320913 51.2833728, 114.9306913 51.2843277)",,,,76Н-174
1234333612,secondary,False,True,118.79,"LINESTRING (114.9320913 51.2833728, 114.9320531 51.2836844, 114.9319772 51.2844387)",,2,Зугалайская улица,
1234333612,secondary,False,False,57.335,"LINESTRING (114.9319227 51.2849532, 114.9319772 51.2844387)",,2,Зугалайская улица,
80252033,residential,False,True,462.525,"LINESTRING (114.9319227 51.2849532, 114.9334493 51.2844165, 114.9337687 51.2846618, 114.9344217 51.2851632, 114.9365349 51.2867967)",,,Саянская улица,
1234333612,secondary,False,True,281.152,"LINESTRING (114.9319227 51.2849532, 114.9318558 51.2859422, 114.9318068 51.2865225, 114.9317888 51.2869205, 114.9318109 51.2872241, 114.9318271 51.2874793)",,2,Зугалайская улица,
80252034,residential,False,True,109.696,"LINESTRING (114.9349236 51.2826781, 114.9360226 51.2833857)",,,Нерчинская улица,
80252038,residential,False,False,100.955,"LINESTRING (114.9349236 51.2826781, 114.935964 51.282045)",,,,
80252038,residential,False,True,111.137,"LINESTRING (114.9349236 51.2826781, 114.9337577 51.2833616)",,,,
80252034,residential,False,False,281.37,"LINESTRING (114.9349236 51.2826781, 114.9348435 51.2825275, 114.9345472 51.2822057, 114.9338811 51.2817107, 114.9324744 51.2808602, 114.9323309 51.2807667)",,,Нерчинская улица,
80252038,residential,False,True,100.955,"LINESTRING (114.935964 51.282045, 114.9349236 51.2826781)",,,,
80252039,residential,False,True,202.911,"LINESTRING (114.935964 51.282045, 114.9369818 51.2826924, 114.9360226 51.2833857)",,,,
207877399,secondary,False,True,209.267,"LINESTRING (114.9323309 51.2807667, 114.932156 51.2826455)",,2,Зугалайская улица,
80252034,residential,False,True,281.37000000000006,"LINESTRING (114.9323309 51.2807667, 114.9324744 51.2808602, 114.9338811 51.2817107, 114.9345472 51.2822057, 114.9348435 51.2825275, 114.9349236 51.2826781)",,,Нерчинская улица,
207877399,secondary,False,False,227.842,"LINESTRING (114.9323309 51.2807667, 114.932432 51.2797213, 114.9324947 51.2793254, 114.9325732 51.2790946, 114.9327801 51.2787502)",,2,Зугалайская улица,
80252039,residential,False,False,107.387,"LINESTRING (114.9350106 51.2841151, 114.9360226 51.2833857)",,,,
80252042,residential,False,False,122.338,"LINESTRING (114.9350106 51.2841151, 114.9347863 51.2840598, 114.9337577 51.2833616)",,,Сибирская улица,
80252034,residential,False,False,109.696,"LINESTRING (114.9360226 51.2833857, 114.9349236 51.2826781)",,,Нерчинская улица,
80252039,residential,False,True,107.387,"LINESTRING (114.9360226 51.2833857, 114.9350106 51.2841151)",,,,
80252039,residential,False,False,202.911,"LINESTRING (114.9360226 51.2833857, 114.9369818 51.2826924, 114.935964 51.282045)",,,,
80252033,residential,False,False,462.52500000000003,"LINESTRING (114.9365349 51.2867967, 114.9344217 51.2851632, 114.9337687 51.2846618, 114.9334493 51.2844165, 114.9319227 51.2849532)",,,Саянская улица,
80252038,residential,False,False,111.137,"LINESTRING (114.9337577 51.2833616, 114.9349236 51.2826781)",,,,
80252038,residential,False,True,172.323,"LINESTRING (114.9337577 51.2833616, 114.9325133 51.2840907, 114.9319772 51.2844387)",,,,
80252042,residential,False,True,122.338,"LINESTRING (114.9337577 51.2833616, 114.9347863 51.2840598, 114.9350106 51.2841151)",,,Сибирская улица,
1234333612,secondary,False,True,57.335,"LINESTRING (114.9319772 51.2844387, 114.9319227 51.2849532)",,2,Зугалайская улица,
80252038,residential,False,False,172.323,"LINESTRING (114.9319772 51.2844387, 114.9325133 51.2840907, 114.9337577 51.2833616)",,,,
1234333612,secondary,False,False,118.79,"LINESTRING (114.9319772 51.2844387, 114.9320531 51.2836844, 114.9320913 51.2833728)",,2,Зугалайская улица,
83182147,tertiary,False,False,89.927,"LINESTRING (114.929477 51.2863691, 114.9285114 51.2858312)",,,,
83182147,tertiary,False,True,86.616,"LINESTRING (114.929477 51.2863691, 114.9304079 51.2868866)",,,,
83182147,tertiary,False,False,89.654,"LINESTRING (114.9313603 51.28743, 114.9304079 51.2868866)",,,,
83182147,tertiary,False,True,15.552,"LINESTRING (114.9313603 51.28743, 114.9315286 51.2875221)",,,,
83182147,tertiary,False,False,86.616,"LINESTRING (114.9304079 51.2868866, 114.929477 51.2863691)",,,,
83182147,tertiary,False,True,89.654,"LINESTRING (114.9304079 51.2868866, 114.9313603 51.28743)",,,,
83182159,residential,False,True,269.305,"LINESTRING (114.9317157 51.2790654, 114.9289018 51.280729)",,,,
83182159,residential,False,False,82.602,"LINESTRING (114.9317157 51.2790654, 114.9320106 51.2789301, 114.9323504 51.2788427, 114.9327801 51.2787502)",,,,
83182140,residential,False,False,130.611,"LINESTRING (114.9289018 51.280729, 114.9275301 51.2799268)",,,,
83182159,residential,False,False,269.305,"LINESTRING (114.9289018 51.280729, 114.9317157 51.2790654)",,,,
1234333620,residential,False,True,115.299,"LINESTRING (114.9289018 51.280729, 114.9300783 51.2814595)",,,,
83182140,residential,False,True,130.611,"LINESTRING (114.9275301 51.2799268, 114.9289018 51.280729)",,,,
1234333619,residential,False,True,439.839,"LINESTRING (114.9275301 51.2799268, 114.9250909 51.2814575, 114.9245127 51.2818255, 114.9232892 51.2825954, 114.9230767 51.2827351)",,,,
279690982,residential,False,True,123.13,"LINESTRING (114.9293684 51.2835918, 114.9306913 51.2843277)",,,,
279690987,residential,False,False,225.81,"LINESTRING (114.9293684 51.2835918, 114.9272318 51.2851209)",,,,
"[279691003, 279690982]",residential,False,False,233.235,"LINESTRING (114.9293684 51.2835918, 114.9292654 51.2835468, 114.9270575 51.2850196)",,,,
83182147,tertiary,False,False,109.577,"LINESTRING (114.9270575 51.2850196, 114.9259199 51.2843378)",,,,
83182147,tertiary,False,True,16.548,"LINESTRING (114.9270575 51.2850196, 114.9272318 51.2851209)",,,,
279691003,residential,False,False,239.429,"LINESTRING (114.9270575 51.2850196, 114.9249357 51.28656, 114.9249907 51.286675)",,,,
"[279691003, 279690982]",residential,False,True,233.235,"LINESTRING (114.9270575 51.2850196, 114.9292654 51.2835468, 114.9293684 51.2835918)",,,,
83182147,tertiary,False,False,16.548,"LINESTRING (114.9272318 51.2851209, 114.9270575 51.2850196)",,,,
83182147,tertiary,False,True,118.985,"LINESTRING (114.9272318 51.2851209, 114.9285114 51.2858312)",,,,
279690987,residential,False,False,232.711,"LINESTRING (114.9272318 51.2851209, 114.9249907 51.286675)",,,,
279690987,residential,False,True,225.81,"LINESTRING (114.9272318 51.2851209, 114.9293684 51.2835918)",,,,
279690987,residential,False,True,232.711,"LINESTRING (114.9249907 51.286675, 114.9272318 51.2851209)",,,,
279691003,residential,False,False,50.704,"LINESTRING (114.9249907 51.286675, 114.9254062 51.2870497)",,,,
279691003,residential,False,True,239.429,"LINESTRING (114.9249907 51.286675, 114.9249357 51.28656, 114.9270575 51.2850196)",,,,
279691003,residential,False,False,68.092,"LINESTRING (114.9254062 51.2870497, 114.9261815 51.2874237)",,,,
279691003,residential,False,True,50.704,"LINESTRING (114.9254062 51.2870497, 114.9249907 51.286675)",,,,
624805257,tertiary,False,False,21.299,"LINESTRING (114.9318271 51.2874793, 114.9316399 51.2875076, 114.9315286 51.2875221)",,,,
1234333612,secondary,False,False,281.152,"LINESTRING (114.9318271 51.2874793, 114.9318109 51.2872241, 114.9317888 51.2869205, 114.9318068 51.2865225, 114.9318558 51.2859422, 114.9319227 51.2849532)",,2,Зугалайская улица,
83182147,tertiary,False,False,15.552,"LINESTRING (114.9315286 51.2875221, 114.9313603 51.28743)",,,,
624805257,tertiary,False,True,21.299,"LINESTRING (114.9315286 51.2875221, 114.9316399 51.2875076, 114.9318271 51.2874793)",,,,
