osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width
30409179,2,улица Гафури,tertiary,False,False,236.21800000000002,"LINESTRING (55.7899448 52.7608609, 55.7899664 52.7597589, 55.7899863 52.7587367)",,
31263376,4,улица Пушкина,secondary,False,True,217.33300000000003,"LINESTRING (55.7899448 52.7608609, 55.7919 52.7608714, 55.7919779 52.7608678, 55.7927665 52.7608645, 55.7931742 52.760871)",60,
30409179,2,улица Гафури,tertiary,False,True,236.21800000000002,"LINESTRING (55.7899863 52.7587367, 55.7899664 52.7597589, 55.7899448 52.7608609)",,
105462874,2,улица Горького,tertiary,False,False,217.953,"LINESTRING (55.7899863 52.7587367, 55.7912415 52.7587368, 55.7922025 52.7587359, 55.7932252 52.7587349)",60,
105462860,2,улица Карла Маркса,secondary,False,True,219.296,"LINESTRING (55.7900488 52.7565845, 55.7912542 52.7565891, 55.7922472 52.756594, 55.7933073 52.7566043)",60,
105462873,2,улица Гафури,tertiary,True,False,239.351,"LINESTRING (55.7900488 52.7565845, 55.790021 52.7575373, 55.7900117 52.7578623, 55.7900018 52.7582082, 55.7899863 52.7587367)",,
30409180,2,Шахтостроительная улица,tertiary,False,True,284.304,"LINESTRING (55.8002043 52.7590076, 55.8007278 52.758321, 55.8010248 52.7579314, 55.8011149 52.757809, 55.8019953 52.756692)",,
105462874,2,улица Горького,tertiary,False,True,237.307,"LINESTRING (55.8002043 52.7590076, 55.7997903 52.7589041, 55.7992628 52.7587723, 55.7980424 52.758769, 55.7977983 52.758769, 55.7972002 52.7587641, 55.7970406 52.7587641, 55.7968904 52.7587625, 55.796755 52.7587615)",60,
30408952,2,улица Карла Маркса,secondary,False,False,347.536,"LINESTRING (55.8019953 52.756692, 55.8014693 52.7566846, 55.8007267 52.7566836, 55.799933 52.7566728, 55.798703 52.7566597, 55.7985424 52.756658, 55.7983379 52.7566564, 55.7969875 52.7566487, 55.7968316 52.7566487)",60,
30409180,2,Шахтостроительная улица,tertiary,False,False,284.304,"LINESTRING (55.8019953 52.756692, 55.8011149 52.757809, 55.8010248 52.7579314, 55.8007278 52.758321, 55.8002043 52.7590076)",,
31263376,4,улица Пушкина,secondary,False,True,20.032,"LINESTRING (55.7931742 52.760871, 55.7934719 52.760871)",60,
30409339,2,Советская улица,tertiary,False,True,237.596,"LINESTRING (55.7931742 52.760871, 55.7931635 52.760436, 55.7931849 52.7598419, 55.7931939 52.7594405, 55.793193 52.7591829, 55.7932252 52.7587349)",60,
31263376,4,улица Пушкина,secondary,False,False,217.33300000000003,"LINESTRING (55.7931742 52.760871, 55.7927665 52.7608645, 55.7919779 52.7608678, 55.7919 52.7608714, 55.7899448 52.7608609)",60,
30409339,2,Советская улица,tertiary,False,False,237.596,"LINESTRING (55.7932252 52.7587349, 55.793193 52.7591829, 55.7931939 52.7594405, 55.7931849 52.7598419, 55.7931635 52.760436, 55.7931742 52.760871)",60,
