osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel
120944106,улица Революции,trunk,False,False,192.67700000000002,"LINESTRING (56.7732783 59.6470535, 56.7729966 59.6472051, 56.7718238 59.6478792, 56.7718081 59.6478882, 56.7714709 59.6480781, 56.7713604 59.6481408, 56.7712741 59.6481898, 56.770988 59.6483429)",,,
138412870,Калийная улица,residential,False,True,150.21800000000002,"LINESTRING (56.7732783 59.6470535, 56.7735625 59.6471514, 56.7740609 59.6473595, 56.774077 59.6473666, 56.7746685 59.6476395, 56.7750065 59.6477964, 56.7750791 59.6478409, 56.7751424 59.6479017, 56.775203 59.6479719)",,,
151542558,улица Революции,residential,False,True,156.25,"LINESTRING (56.7732783 59.6470535, 56.7734068 59.6469973, 56.7736308 59.6469207, 56.7739013 59.6467664, 56.775053 59.6461093, 56.7751825 59.6460354)",,,
120944106,улица Революции,trunk,False,True,192.677,"LINESTRING (56.770988 59.6483429, 56.7712741 59.6481898, 56.7713604 59.6481408, 56.7714709 59.6480781, 56.7718081 59.6478882, 56.7718238 59.6478792, 56.7729966 59.6472051, 56.7732783 59.6470535)",,,
136328279,улица 20-летия Победы,tertiary,False,True,147.967,"LINESTRING (56.770988 59.6483429, 56.7714264 59.6485461, 56.7714739 59.6485681, 56.7719484 59.648788, 56.7729289 59.6492423)",3,40,
136328279,улица 20-летия Победы,tertiary,False,False,147.967,"LINESTRING (56.7729289 59.6492423, 56.7719484 59.648788, 56.7714739 59.6485681, 56.7714264 59.6485461, 56.770988 59.6483429)",3,40,
139183281,улица Всеобуча,residential,False,False,190.50500000000002,"LINESTRING (56.7729289 59.6492423, 56.773023 59.6491937, 56.7739605 59.6486493, 56.773974 59.648642, 56.7742343 59.6485001, 56.7744742 59.6483693, 56.7748796 59.6481482, 56.7750889 59.6480341, 56.775203 59.6479719)",2,,
"[963007481, 963007482]",улица 20-летия Победы,tertiary,False,True,252.404,"LINESTRING (56.7729289 59.6492423, 56.7734623 59.649486, 56.7738497 59.6496726, 56.7743154 59.6498968, 56.7754638 59.6504499, 56.775957 59.6506874, 56.7760949 59.6507538, 56.7761937 59.6508014)",3,,
38281066,улица 20-летия Победы,tertiary,False,True,220.44900000000004,"LINESTRING (56.7761937 59.6508014, 56.7762838 59.650845, 56.7763754 59.650887, 56.7771922 59.6512611, 56.7772824 59.6513026, 56.7777383 59.651512, 56.7779897 59.651628, 56.7783048 59.6517735, 56.77859 59.6519084, 56.7790826 59.6521429)",,,
138603844,Советская улица,residential,False,False,193.243,"LINESTRING (56.7761937 59.6508014, 56.7762796 59.6507547, 56.7763494 59.6507173, 56.7767147 59.6505054, 56.7775054 59.6500847, 56.7776846 59.6499919, 56.778571 59.6495462)",,,
