osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry
"[1094593491, 614478054]",residential,False,"[False, True]",167.757,2,20,"LINESTRING (36.966946 55.5543155, 36.968655 55.5551757, 36.9689537 55.5553082)"
39633724,residential,False,False,326.097,2,20,"LINESTRING (36.9689537 55.5553082, 36.9693496 55.5548135, 36.9699483 55.5540517, 36.9699597 55.5540373, 36.9709913 55.5534464, 36.9711973 55.553193, 36.9715156 55.5528016)"
"[1094593491, 614478054]",residential,False,"[False, True]",167.757,2,20,"LINESTRING (36.9689537 55.5553082, 36.968655 55.5551757, 36.966946 55.5543155)"
1094593491,residential,False,True,203.2,2,20,"LINESTRING (36.9689537 55.5553082, 36.9708417 55.5562147, 36.9714036 55.5564994)"
39633724,residential,False,True,326.097,2,20,"LINESTRING (36.9715156 55.5528016, 36.9711973 55.553193, 36.9709913 55.5534464, 36.9699597 55.5540373, 36.9699483 55.5540517, 36.9693496 55.5548135, 36.9689537 55.5553082)"
111982039,residential,False,True,628.17,2,60,"LINESTRING (36.9715156 55.5528016, 36.9724659 55.5530309, 36.9731617 55.5531989, 36.9738472 55.5533643, 36.9748636 55.5535915, 36.9744966 55.5540677, 36.9744449 55.554157, 36.9743615 55.5542564, 36.9743345 55.5542885, 36.9736911 55.5550553, 36.9731151 55.5557705, 36.9723344 55.5565543, 36.9722704 55.5566631, 36.9721228 55.5568329)"
111982039,residential,False,False,628.1699999999998,2,60,"LINESTRING (36.9721228 55.5568329, 36.9722704 55.5566631, 36.9723344 55.5565543, 36.9731151 55.5557705, 36.9736911 55.5550553, 36.9743345 55.5542885, 36.9743615 55.5542564, 36.9744449 55.554157, 36.9744966 55.5540677, 36.9748636 55.5535915, 36.9738472 55.5533643, 36.9731617 55.5531989, 36.9724659 55.5530309, 36.9715156 55.5528016)"
674046552,tertiary,False,True,142.809,2,20,"LINESTRING (36.9721228 55.5568329, 36.9723792 55.5569535, 36.9724672 55.5569918, 36.972616 55.557046, 36.9728402 55.5571166, 36.9732086 55.5572326, 36.9740639 55.5574926)"
1094593491,residential,False,False,58.489999999999995,2,20,"LINESTRING (36.9721228 55.5568329, 36.9718128 55.5566892, 36.971432 55.5565126, 36.9714036 55.5564994)"
674046552,tertiary,False,False,55.674,2,20,"LINESTRING (36.9767581 55.5582387, 36.9759668 55.5580142)"
655206515,residential,False,True,42.995000000000005,,20,"LINESTRING (36.9740639 55.5574926, 36.9740262 55.5575388, 36.9737775 55.5578437)"
674046552,tertiary,False,False,142.80900000000003,2,20,"LINESTRING (36.9740639 55.5574926, 36.9732086 55.5572326, 36.9728402 55.5571166, 36.972616 55.557046, 36.9724672 55.5569918, 36.9723792 55.5569535, 36.9721228 55.5568329)"
674046552,tertiary,False,True,103.797,2,20,"LINESTRING (36.9740639 55.5574926, 36.9743078 55.5575595, 36.9755489 55.5579)"
655206515,residential,False,False,42.995000000000005,,20,"LINESTRING (36.9737775 55.5578437, 36.9740262 55.5575388, 36.9740639 55.5574926)"
655206516,residential,False,False,143.132,,20,"LINESTRING (36.9737775 55.5578437, 36.9753081 55.5582166, 36.9755011 55.5579627, 36.9755489 55.5579)"
655206516,residential,False,True,264.87800000000004,,20,"LINESTRING (36.9737775 55.5578437, 36.9722074 55.5574611, 36.9708985 55.5568695, 36.9714036 55.5564994)"
674046552,tertiary,False,True,29.188,2,20,"LINESTRING (36.9755489 55.5579, 36.9759668 55.5580142)"
655206516,residential,False,True,143.132,,20,"LINESTRING (36.9755489 55.5579, 36.9755011 55.5579627, 36.9753081 55.5582166, 36.9737775 55.5578437)"
674046552,tertiary,False,False,103.797,2,20,"LINESTRING (36.9755489 55.5579, 36.9743078 55.5575595, 36.9740639 55.5574926)"
655206516,residential,False,False,264.87800000000004,,20,"LINESTRING (36.9714036 55.5564994, 36.9708985 55.5568695, 36.9722074 55.5574611, 36.9737775 55.5578437)"
1094593491,residential,False,False,203.2,2,20,"LINESTRING (36.9714036 55.5564994, 36.9708417 55.5562147, 36.9689537 55.5553082)"
1094593491,residential,False,True,58.489999999999995,2,20,"LINESTRING (36.9714036 55.5564994, 36.971432 55.5565126, 36.9718128 55.5566892, 36.9721228 55.5568329)"
655207127,residential,False,True,70.862,,20,"LINESTRING (36.9762093 55.5584805, 36.9757748 55.5583622, 36.9759668 55.5580142)"
674046552,tertiary,False,False,29.188,2,20,"LINESTRING (36.9759668 55.5580142, 36.9755489 55.5579)"
674046552,tertiary,False,True,55.674,2,20,"LINESTRING (36.9759668 55.5580142, 36.9767581 55.5582387)"
655207127,residential,False,False,70.862,,20,"LINESTRING (36.9759668 55.5580142, 36.9757748 55.5583622, 36.9762093 55.5584805)"
