osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,bridge
705538025,residential,False,False,112.063,,,,"LINESTRING (42.3950732 45.1990284, 42.3936968 45.1993023)",
312559072,trunk,False,True,163.228,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3950732 45.1990284, 42.3952514 45.1997925, 42.3954111 45.2004769)",
312590530,trunk,False,False,84.02699999999999,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3958768 45.2055754, 42.3959465 45.20541, 42.3960686 45.2049522, 42.396079 45.2048351)",
312590530,trunk,False,True,85.143,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3958768 45.2055754, 42.395752 45.2058716, 42.3955445 45.2063043)",
311142887,residential,False,True,291.148,,,,"LINESTRING (42.4025371 45.2029547, 42.4037568 45.2028286, 42.404875 45.2028855, 42.4049489 45.2029098, 42.4049958 45.2029689, 42.4048899 45.2037142, 42.4049095 45.2037987)",
306670103,residential,False,False,133.262,,Советская улица,,"LINESTRING (42.4006838 45.2044579, 42.3990134 45.2042318)",
306670103,residential,False,True,311.811,,Советская улица,,"LINESTRING (42.4006838 45.2044579, 42.4046057 45.2049351)",
311909527,residential,False,True,91.725,,,,"LINESTRING (42.4006838 45.2044579, 42.4010548 45.203814, 42.4011537 45.2037043)",
306670103,residential,False,False,311.811,,Советская улица,,"LINESTRING (42.4046057 45.2049351, 42.4006838 45.2044579)",
311142887,residential,False,False,104.60799999999999,,,,"LINESTRING (42.4046057 45.2049351, 42.4047651 45.2040896, 42.4048042 45.2040062)",
311142869,residential,False,False,30.089,,,,"LINESTRING (42.4048042 45.2040062, 42.4051511 45.2038901)",
311142887,residential,False,False,24.504,,,,"LINESTRING (42.4048042 45.2040062, 42.4049095 45.2037987)",
311142887,residential,False,True,104.60799999999999,,,,"LINESTRING (42.4048042 45.2040062, 42.4047651 45.2040896, 42.4046057 45.2049351)",
311142871,residential,False,True,21.484,,,,"LINESTRING (42.4049095 45.2037987, 42.4051511 45.2038901)",
311142887,residential,False,True,24.504,,,,"LINESTRING (42.4049095 45.2037987, 42.4048042 45.2040062)",
311142887,residential,False,False,291.148,,,,"LINESTRING (42.4049095 45.2037987, 42.4048899 45.2037142, 42.4049958 45.2029689, 42.4049489 45.2029098, 42.404875 45.2028855, 42.4037568 45.2028286, 42.4025371 45.2029547)",
311142869,residential,False,True,30.089,,,,"LINESTRING (42.4051511 45.2038901, 42.4048042 45.2040062)",
311142871,residential,False,False,21.484,,,,"LINESTRING (42.4051511 45.2038901, 42.4049095 45.2037987)",
311909495,residential,False,True,113.66,,Заречная улица,,"LINESTRING (42.3954798 45.2007807, 42.3940562 45.2009772)",
312559072,trunk,False,False,34.207,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3954798 45.2007807, 42.3954111 45.2004769)",
"[312559072, 312559073, 312590530]",trunk,False,True,148.49699999999999,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3954798 45.2007807, 42.3955435 45.2010447, 42.3956471 45.2014889, 42.3957253 45.2018242, 42.3957727 45.2020999)",yes
705538025,residential,False,True,112.063,,,,"LINESTRING (42.3936968 45.1993023, 42.3950732 45.1990284)",
311909497,residential,False,False,152.65,,,,"LINESTRING (42.3990744 45.1988346, 42.4009451 45.1984512)",
311909497,residential,False,True,183.49,,,,"LINESTRING (42.3990744 45.1988346, 42.3973072 45.1991708, 42.3972188 45.1995257)",
311909497,residential,False,True,152.65,,,,"LINESTRING (42.4009451 45.1984512, 42.3990744 45.1988346)",
311909498,residential,False,False,205.399,,,,"LINESTRING (42.4009451 45.1984512, 42.4011041 45.1986318, 42.4011596 45.1988058, 42.4011439 45.1990102, 42.4011218 45.199049, 42.4010246 45.199242, 42.4007242 45.1994599, 42.4005298 45.1995969, 42.4005258 45.1996458, 42.4005237 45.1996713, 42.4005852 45.1997341, 42.4008494 45.1998715, 42.4009681 45.1999648)",
311909498,residential,False,True,205.399,,,,"LINESTRING (42.4009681 45.1999648, 42.4008494 45.1998715, 42.4005852 45.1997341, 42.4005237 45.1996713, 42.4005258 45.1996458, 42.4005298 45.1995969, 42.4007242 45.1994599, 42.4010246 45.199242, 42.4011218 45.199049, 42.4011439 45.1990102, 42.4011596 45.1988058, 42.4011041 45.1986318, 42.4009451 45.1984512)",
312590530,trunk,False,False,136.906,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.396079 45.2048351, 42.3961143 45.2044372, 42.3960724 45.2038422, 42.396032 45.2036071)",
312590530,trunk,False,True,84.027,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.396079 45.2048351, 42.3960686 45.2049522, 42.3959465 45.20541, 42.3958768 45.2055754)",
918525336,unclassified,False,False,146.689,,,,"LINESTRING (42.396079 45.2048351, 42.3963978 45.2048707, 42.3968001 45.2048631, 42.3970522 45.2047006, 42.3974545 45.2047384, 42.3975189 45.2048178, 42.3977764 45.2048745)",
312590530,trunk,False,False,168.82,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.396032 45.2036071, 42.3957727 45.2020999)",
306670103,residential,False,True,240.707,,Советская улица,,"LINESTRING (42.396032 45.2036071, 42.3962386 45.203624, 42.3969196 45.2036796, 42.3969783 45.203731, 42.3971759 45.2039038, 42.3988901 45.2042151)",
312590530,trunk,False,True,136.906,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.396032 45.2036071, 42.3960724 45.2038422, 42.3961143 45.2044372, 42.396079 45.2048351)",
311909527,residential,False,False,228.499,,,,"LINESTRING (42.4008541 45.2016606, 42.4010216 45.2026152, 42.4011537 45.2037043)",
312424895,residential,False,False,131.674,,,,"LINESTRING (42.4008541 45.2016606, 42.4014486 45.2017371, 42.4018058 45.2018315, 42.4019639 45.2018861, 42.4021465 45.201891, 42.4024752 45.201842)",
312424895,residential,False,True,199.304,,,,"LINESTRING (42.4008541 45.2016606, 42.3998237 45.2016028, 42.3993945 45.2015253, 42.3990351 45.2014743, 42.3983947 45.2014587, 42.398342 45.2014784)",
311909527,residential,False,False,91.725,,,,"LINESTRING (42.4011537 45.2037043, 42.4010548 45.203814, 42.4006838 45.2044579)",
311909527,residential,False,True,228.499,,,,"LINESTRING (42.4011537 45.2037043, 42.4010216 45.2026152, 42.4008541 45.2016606)",
632093607,residential,False,False,103.118,,,,"LINESTRING (42.4011537 45.2037043, 42.402176 45.2036949, 42.4024683 45.2036741)",
306670103,residential,False,True,9.837,,Советская улица,,"LINESTRING (42.3988901 45.2042151, 42.3990134 45.2042318)",
306670103,residential,False,False,240.70700000000005,,Советская улица,,"LINESTRING (42.3988901 45.2042151, 42.3971759 45.2039038, 42.3969783 45.203731, 42.3969196 45.2036796, 42.3962386 45.203624, 42.396032 45.2036071)",
312559318,residential,False,False,410.541,,,,"LINESTRING (42.3988901 45.2042151, 42.3989839 45.2039057, 42.3997889 45.2033442, 42.3999027 45.2027771, 42.4000328 45.2025651, 42.4000003 45.2024505, 42.398618 45.2020094, 42.3986343 45.201826, 42.398342 45.2014784)",
312424894,residential,False,False,122.435,,,,"LINESTRING (42.3957727 45.2020999, 42.3973349 45.2021274)",
312590530,trunk,False,True,168.82,Р-216,Ставропольская улица,RU:urban,"LINESTRING (42.3957727 45.2020999, 42.396032 45.2036071)",
