osmid,oneway,highway,maxspeed,reversed,length,ref,junction,geometry,lanes,name,bridge
116077486,True,primary,40,False,35.943,,,"LINESTRING (41.0202231 50.4266971, 41.0199534 50.4264233)",,,
116077468,True,primary,40,False,21.354,20Н-34-10,roundabout,"LINESTRING (41.0202231 50.4266971, 41.0202385 50.4266339, 41.0203063 50.4265866, 41.0204038 50.4265711)",,,
"[301743960, 192750969, 195193043]",False,primary,40,False,203.177,"['20Н-31-10', '20Н-33-10', '20Н-37-10']",,"LINESTRING (41.0104286 50.4248031, 41.0108179 50.4248155, 41.0121167 50.4249153, 41.0131368 50.4249844, 41.0132807 50.4249906)",1,улица 1 Мая,yes
116038601,False,residential,60,True,102.384,,,"LINESTRING (41.0129587 50.4273599, 41.0143576 50.4271284)",,улица Карла Либкнехта,
195193050,False,tertiary,60,False,168.97,,,"LINESTRING (41.0129587 50.4273599, 41.0142613 50.4286329)",,улица Карла Маркса,
195193050,False,tertiary,60,True,279.52500000000003,,,"LINESTRING (41.0129587 50.4273599, 41.0125894 50.4269818, 41.0125181 50.4267943, 41.0125223 50.4266113, 41.0126438 50.4262853, 41.0128202 50.4259129, 41.0128448 50.4258596, 41.0128976 50.4257451, 41.0130382 50.4254251, 41.0131985 50.4251278, 41.0132095 50.4251029, 41.013235 50.4250627, 41.0132807 50.4249906)",,улица Карла Маркса,
"[318023996, 318023997]",False,residential,60,False,128.739,,,"LINESTRING (41.0129587 50.4273599, 41.0128025 50.4272732, 41.0127158 50.4272854, 41.0124703 50.4273172, 41.0119821 50.4273823, 41.0119435 50.4273663, 41.0118431 50.4269082)",,улица Карла Маркса,
195193050,False,tertiary,60,True,121.429,,,"LINESTRING (41.015157 50.4295616, 41.015082 50.4294428, 41.0142613 50.4286329)",,улица Карла Маркса,
195428252,False,tertiary,60,False,81.39,,,"LINESTRING (41.015157 50.4295616, 41.0154917 50.4295298, 41.0162523 50.4293512)",,улица Луначарского,
"[195428252, 195428253]",False,tertiary,60,True,122.529,,,"LINESTRING (41.015157 50.4295616, 41.0149742 50.4295598, 41.0147151 50.4295965, 41.0142927 50.4298201, 41.013938 50.4300534, 41.0137937 50.4301613)",,улица Луначарского,yes
116077508,False,primary,40,True,141.313,20Н-34-10,,"LINESTRING (41.0217277 50.428134, 41.0213312 50.4277588, 41.0206136 50.4270798)",,Советская улица,
195428252,False,tertiary,60,True,218.77299999999997,,,"LINESTRING (41.0217277 50.428134, 41.0215779 50.4281593, 41.0215239 50.4281684, 41.0214903 50.4281741, 41.0209339 50.428268, 41.0209072 50.4282725, 41.0208322 50.428287, 41.0207811 50.4282952, 41.02067 50.4283131, 41.0202122 50.4284044, 41.0201268 50.4284196, 41.0200727 50.4284292, 41.019916 50.4284634, 41.0197464 50.4284972, 41.0192691 50.4286061, 41.0187836 50.4287231)",,улица Луначарского,
195192930,False,residential,60,True,7.627,,,"LINESTRING (41.0181895 50.4249949, 41.0181704 50.4249274)",,Советская улица,
116077488,False,primary,40,False,98.504,20Н-33-10,,"LINESTRING (41.0181895 50.4249949, 41.0183398 50.4250749, 41.0185397 50.4252368, 41.0188995 50.4255286, 41.0190778 50.4256734)",1,Советская улица,
301743960,False,primary,40,True,17.686,20Н-33-10,,"LINESTRING (41.0181895 50.4249949, 41.018151 50.4250108, 41.0179474 50.4250163)",1,улица 1 Мая,
