osmid,lanes,name,highway,oneway,reversed,length,geometry,access,width,maxspeed
45532646,,,unclassified,False,False,18.921,"LINESTRING (65.3362264 55.4438583, 65.3364637 55.4439624)",,,
45532542,,Комсомольская улица,unclassified,False,False,180.079,"LINESTRING (65.3362264 55.4438583, 65.335868 55.444137, 65.3353084 55.444572, 65.3347036 55.4452232)",,,
45532646,,,unclassified,False,True,18.921,"LINESTRING (65.3364637 55.4439624, 65.3362264 55.4438583)",,,
44848086,,Бошняковская улица,residential,False,False,52.194,"LINESTRING (65.3364637 55.4439624, 65.3368836 55.4441892, 65.3370722 55.4442803)",,,
835241543,,Комсомольская улица,unclassified,False,False,217.893,"LINESTRING (65.3364637 55.4439624, 65.3371033 55.4434914, 65.3375511 55.4431942, 65.3377998 55.4430465, 65.3378404 55.4430498, 65.3378772 55.4430457, 65.3379117 55.4430383, 65.3379347 55.4430265, 65.3381905 55.4428304, 65.3382468 55.4427947, 65.3382794 55.4427855, 65.3383206 55.442784, 65.338393 55.4428061, 65.338456 55.4428015, 65.3384976 55.4427863, 65.338781 55.4426079)",,,
94377506,,улица Коли Мяготина,primary,False,False,211.151,"LINESTRING (65.338781 55.4426079, 65.3386537 55.4425467, 65.3372828 55.4418883, 65.3363554 55.4414394, 65.3362334 55.4413761)",yes,20,
94377506,,улица Коли Мяготина,primary,False,True,194.05799999999996,"LINESTRING (65.338781 55.4426079, 65.3389245 55.4426769, 65.3399582 55.4431777, 65.3410152 55.4436843, 65.3411289 55.4437357)",yes,20,
835241543,,Комсомольская улица,unclassified,False,True,217.893,"LINESTRING (65.338781 55.4426079, 65.3384976 55.4427863, 65.338456 55.4428015, 65.338393 55.4428061, 65.3383206 55.442784, 65.3382794 55.4427855, 65.3382468 55.4427947, 65.3381905 55.4428304, 65.3379347 55.4430265, 65.3379117 55.4430383, 65.3378772 55.4430457, 65.3378404 55.4430498, 65.3377998 55.4430465, 65.3375511 55.4431942, 65.3371033 55.4434914, 65.3364637 55.4439624)",,,
137999145,,улица Пушкина,residential,False,False,14.782,"LINESTRING (65.3409427 55.4417986, 65.3411205 55.4418852)",,,
"[500565281, 137560219]",4,улица Ленина,secondary,False,False,155.63600000000002,"LINESTRING (65.3427339 55.4426726, 65.3426618 55.4427201, 65.3419699 55.4431765, 65.341833 55.4432668, 65.3413205 55.4436048, 65.3411289 55.4437357)",,,
137560219,4,улица Ленина,secondary,False,True,158.73,"LINESTRING (65.3427339 55.4426726, 65.3442676 55.441661, 65.3443748 55.4415903)",,,
137999145,,улица Пушкина,residential,False,True,134.251,"LINESTRING (65.3427339 55.4426726, 65.3421108 55.4423609, 65.3418203 55.4422213, 65.3414497 55.4420433, 65.3411205 55.4418852)",,,
404368830,,улица Пушкина,residential,False,True,16.697,"LINESTRING (65.3353512 55.439065, 65.3355513 55.4391633)",,,
137999152,,улица Томина,tertiary,False,False,152.97400000000002,"LINESTRING (65.3353512 55.439065, 65.3363263 55.4383911, 65.3367682 55.4380667, 65.3368694 55.4379924)",,,
235987852,,улица Пушкина,residential,False,True,59.34,"LINESTRING (65.3353512 55.439065, 65.3349085 55.4388523, 65.3346323 55.4387208)",,,
137999145,,улица Пушкина,residential,False,True,14.782,"LINESTRING (65.3411205 55.4418852, 65.3409427 55.4417986)",,,
310065736,,Комсомольская улица,residential,False,True,69.035,"LINESTRING (65.3411205 55.4418852, 65.3417901 55.4413941)",,,
137999145,,улица Пушкина,residential,False,False,134.251,"LINESTRING (65.3411205 55.4418852, 65.3414497 55.4420433, 65.3418203 55.4422213, 65.3421108 55.4423609, 65.3427339 55.4426726)",,,
44848086,,Бошняковская улица,residential,False,True,52.194,"LINESTRING (65.3370722 55.4442803, 65.3368836 55.4441892, 65.3364637 55.4439624)",,,
235987852,,улица Пушкина,residential,False,False,59.34,"LINESTRING (65.3346323 55.4387208, 65.3349085 55.4388523, 65.3353512 55.439065)",,,
310065736,,Комсомольская улица,residential,False,False,69.035,"LINESTRING (65.3417901 55.4413941, 65.3411205 55.4418852)",,,
310065736,,Комсомольская улица,residential,False,True,87.442,"LINESTRING (65.3417901 55.4413941, 65.3427185 55.4408101)",,,
46177928,,улица Площадь Ленина,residential,False,False,124.786,"LINESTRING (65.3417901 55.4413941, 65.3411751 55.4411172, 65.3410476 55.4410582, 65.3409239 55.441001, 65.3402572 55.4406848)",,,
46177928,,улица Площадь Ленина,residential,False,True,124.786,"LINESTRING (65.3402572 55.4406848, 65.3409239 55.441001, 65.3410476 55.4410582, 65.3411751 55.4411172, 65.3417901 55.4413941)",,,
992155733,4,улица Ленина,secondary,False,False,305.042,"LINESTRING (65.3475673 55.4395297, 65.347425 55.4396216, 65.3464202 55.4402701, 65.3462039 55.4404097, 65.3459276 55.4405881, 65.3452955 55.440996, 65.3451512 55.4410892, 65.3445213 55.4414957, 65.3443748 55.4415903)",,,
"[137564397, 1033883975]",4,улица Ленина,secondary,False,True,157.34500000000003,"LINESTRING (65.3475673 55.4395297, 65.347804 55.4393893, 65.3483361 55.4390564, 65.3491136 55.438553, 65.3492322 55.4384762)",,,
1123248813,4,улица Карла Маркса,secondary,False,True,212.834,"LINESTRING (65.3475673 55.4395297, 65.3474045 55.4394519, 65.3467759 55.4391518, 65.3461408 55.4388484, 65.3454832 55.4385344, 65.3449861 55.438297)",,,
310065736,,Комсомольская улица,residential,False,False,87.442,"LINESTRING (65.3427185 55.4408101, 65.3417901 55.4413941)",,,
"[1136365888, 1136364258]",4,улица Гоголя,secondary,False,False,135.797,"LINESTRING (65.3427185 55.4408101, 65.3434363 55.4411482, 65.3435924 55.4412218, 65.3442253 55.4415199, 65.3443748 55.4415903)",,,40
"[1136365889, 1136365890, 1136365891, 159043837]",4,улица Гоголя,secondary,False,True,272.33,"LINESTRING (65.3427185 55.4408101, 65.3426355 55.44077, 65.3411935 55.4400817, 65.3411429 55.4400574, 65.3405079 55.4397535, 65.340294 55.4396511, 65.3394288 55.4392241)",,,40
137999152,,улица Томина,tertiary,False,True,152.974,"LINESTRING (65.3368694 55.4379924, 65.3367682 55.4380667, 65.3363263 55.4383911, 65.3353512 55.439065)",,,
236508880,4,улица Гоголя,secondary,False,True,210.74699999999999,"LINESTRING (65.3368694 55.4379924, 65.3367366 55.4379292, 65.3360254 55.4375906, 65.3352783 55.4372349, 65.3348428 55.4370276, 65.3343111 55.4367735)",,,
237188367,4,улица Гоголя,secondary,False,False,211.83499999999998,"LINESTRING (65.3368694 55.4379924, 65.3369949 55.4380517, 65.3384988 55.4387619, 65.339268 55.4391251, 65.3394288 55.4392241)",,,
236508880,4,улица Гоголя,secondary,False,False,210.74699999999999,"LINESTRING (65.3343111 55.4367735, 65.3348428 55.4370276, 65.3352783 55.4372349, 65.3360254 55.4375906, 65.3367366 55.4379292, 65.3368694 55.4379924)",,,
44848091,2,улица Володарского,tertiary,True,False,304.70300000000003,"LINESTRING (65.3394288 55.4392241, 65.3398673 55.4389069, 65.3407942 55.4382614, 65.3408332 55.438235, 65.341733 55.437627, 65.341877 55.4375186, 65.3425006 55.4371099)",,,
"[1136365889, 1136365890, 1136365891, 159043837]",4,улица Гоголя,secondary,False,False,272.33,"LINESTRING (65.3394288 55.4392241, 65.340294 55.4396511, 65.3405079 55.4397535, 65.3411429 55.4400574, 65.3411935 55.4400817, 65.3426355 55.44077, 65.3427185 55.4408101)",,,40
237188367,4,улица Гоголя,secondary,False,True,211.83499999999998,"LINESTRING (65.3394288 55.4392241, 65.339268 55.4391251, 65.3384988 55.4387619, 65.3369949 55.4380517, 65.3368694 55.4379924)",,,
94377634,4,улица Гоголя,secondary,False,False,437.96000000000004,"LINESTRING (65.3443748 55.4415903, 65.3445093 55.4416559, 65.3450488 55.4419187, 65.3453772 55.4420788, 65.3456382 55.442206, 65.3465435 55.4426471, 65.3465903 55.4426699, 65.3471344 55.4429351, 65.3472168 55.4429752, 65.3476126 55.4431681, 65.3479588 55.4433368, 65.348542 55.443621, 65.3494246 55.4440511, 65.3496418 55.4441569)",,,
137560219,4,улица Ленина,secondary,False,False,158.73,"LINESTRING (65.3443748 55.4415903, 65.3442676 55.441661, 65.3427339 55.4426726)",,,
992155733,4,улица Ленина,secondary,False,True,305.04200000000003,"LINESTRING (65.3443748 55.4415903, 65.3445213 55.4414957, 65.3451512 55.4410892, 65.3452955 55.440996, 65.3459276 55.4405881, 65.3462039 55.4404097, 65.3464202 55.4402701, 65.347425 55.4396216, 65.3475673 55.4395297)",,,
"[1136365888, 1136364258]",4,улица Гоголя,secondary,False,True,135.797,"LINESTRING (65.3443748 55.4415903, 65.3442253 55.4415199, 65.3435924 55.4412218, 65.3434363 55.4411482, 65.3427185 55.4408101)",,,40
404368830,,улица Пушкина,residential,False,False,16.697,"LINESTRING (65.3355513 55.4391633, 65.3353512 55.439065)",,,
