osmid,oneway,lanes,highway,reversed,length,name,geometry,maxspeed,access
306794434,False,4,tertiary,True,23.748,,"LINESTRING (82.9214273 55.0272713, 82.9210594 55.0272375)",,
25489807,False,2,tertiary,False,244.80499999999998,улица Максима Горького,"LINESTRING (82.9214273 55.0272713, 82.9216509 55.0272895, 82.9222378 55.0273373, 82.9227571 55.0273809, 82.9243189 55.0275162, 82.9250562 55.0275819, 82.9251945 55.0275958, 82.9252253 55.0275993)",,
173152691,True,3,primary,False,112.104,Красный проспект,"LINESTRING (82.9214273 55.0272713, 82.9213551 55.0274494, 82.9212096 55.027985, 82.9211335 55.0282649)",,
526470051,False,,primary_link,False,31.479,,"LINESTRING (82.9216982 55.0247594, 82.9221883 55.0247943)",,
25489806,False,,residential,True,192.541,Октябрьская улица,"LINESTRING (82.9216982 55.0247594, 82.9215447 55.024746, 82.9212842 55.0247238, 82.9197543 55.0245931, 82.9193016 55.0245545, 82.9187105 55.024504)",,
526470051,False,,primary_link,True,31.479,,"LINESTRING (82.9221883 55.0247943, 82.9216982 55.0247594)",,
138097969,True,3,primary,False,136.78,Красный проспект,"LINESTRING (82.9221883 55.0247943, 82.9221493 55.0249284, 82.9219653 55.0255624, 82.921836 55.0260077)",,
54263765,False,8,primary,False,78.239,Октябрьская магистраль,"LINESTRING (82.9258172 55.025374, 82.9258522 55.0253595, 82.92621 55.0252115, 82.9268125 55.0249622)",RU:urban,
"[54263771, 169788573]",False,,tertiary,False,64.94800000000001,Серебренниковская улица,"LINESTRING (82.9258172 55.025374, 82.9257573 55.0256105, 82.9256728 55.0259522)",,
392111040,False,8,primary,True,61.881,Октябрьская магистраль,"LINESTRING (82.9258172 55.025374, 82.9257819 55.0253884, 82.9254228 55.0255347, 82.925025 55.0256957)",RU:urban,
452339979,False,,tertiary,True,33.467999999999996,Серебренниковская улица,"LINESTRING (82.9258172 55.025374, 82.9258802 55.025105, 82.9258871 55.0250757)",,
25926779,True,4,tertiary,False,242.851,улица Максима Горького,"LINESTRING (82.9172923 55.0269101, 82.9174405 55.0269241, 82.9188188 55.0270414, 82.9189528 55.0270503, 82.9207954 55.0272126, 82.9210594 55.0272375)",,
130618722,False,3,tertiary,False,142.151,Советская улица,"LINESTRING (82.9172923 55.0269101, 82.9173208 55.0268084, 82.917364 55.0266543, 82.9174602 55.0263326, 82.9175332 55.0260622, 82.9175902 55.0258729, 82.9176184 55.0257509, 82.9176452 55.0256479)",,
"[130618722, 130618716]",False,3,tertiary,True,311.64500000000004,Советская улица,"LINESTRING (82.9172923 55.0269101, 82.917269 55.0269982, 82.9170406 55.0277963, 82.9167905 55.0287285, 82.9166843 55.0291344, 82.9165525 55.0295889, 82.9165292 55.0296784)",,
25479727,False,3,tertiary,False,204.05700000000002,Советская улица,"LINESTRING (82.9165292 55.0296784, 82.916503 55.0297789, 82.9164276 55.030051, 82.9162866 55.0305601, 82.9160783 55.0312865, 82.9160272 55.0314908)",,
"[130618722, 130618716]",False,3,tertiary,False,311.645,Советская улица,"LINESTRING (82.9165292 55.0296784, 82.9165525 55.0295889, 82.9166843 55.0291344, 82.9167905 55.0287285, 82.9170406 55.0277963, 82.917269 55.0269982, 82.9172923 55.0269101)",,
452339981,False,,tertiary,True,21.593,Серебренниковская улица,"LINESTRING (82.9258871 55.0250757, 82.9259342 55.0248834)",,
36734918,True,,residential,False,237.83199999999997,Октябрьская улица,"LINESTRING (82.9258871 55.0250757, 82.925856 55.0250733, 82.9255729 55.0250518, 82.9248721 55.025003, 82.9248106 55.0249979, 82.9240656 55.0249365, 82.9240246 55.024934, 82.9239564 55.024929, 82.9239298 55.024927, 82.922827 55.0248427, 82.9227367 55.0248359, 82.9223 55.0248028, 82.9221883 55.0247943)",,
452339979,False,,tertiary,False,33.467999999999996,Серебренниковская улица,"LINESTRING (82.9258871 55.0250757, 82.9258802 55.025105, 82.9258172 55.025374)",,
25489807,False,2,tertiary,True,244.805,улица Максима Горького,"LINESTRING (82.9252253 55.0275993, 82.9251945 55.0275958, 82.9250562 55.0275819, 82.9243189 55.0275162, 82.9227571 55.0273809, 82.9222378 55.0273373, 82.9216509 55.0272895, 82.9214273 55.0272713)",,
