osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed
31380662,проспект Красных Командиров,residential,False,False,81.361,,"LINESTRING (29.7023761 60.2000966, 29.7010857 60.1997443)",,
"[198230473, 198230474, 28500379]",Речной переулок,residential,False,False,226.587,yes,"LINESTRING (29.7023761 60.2000966, 29.7023975 60.2000769, 29.7027595 60.199743, 29.703076 60.1995228, 29.7031751 60.1994469, 29.7033474 60.1993148, 29.7034857 60.1992284, 29.7035675 60.1991773, 29.7036401 60.199132, 29.7037188 60.1990829, 29.7040695 60.1987854, 29.704161 60.1987116, 29.7042599 60.1986082, 29.7043412 60.1985323, 29.7044308 60.1983484)",,
31380662,проспект Красных Командиров,residential,False,True,150.363,,"LINESTRING (29.7023761 60.2000966, 29.7041815 60.2008797, 29.704487 60.2009343)",,
54650360,Комсомольская улица,residential,False,True,134.737,,"LINESTRING (29.7059219 60.1999669, 29.7060934 60.1999572, 29.7068489 60.1999145, 29.7075879 60.1998323, 29.7076363 60.1998259, 29.7083103 60.199736)",1,
166177738,проспект Ленина,primary,False,True,120.75499999999998,,"LINESTRING (29.7059219 60.1999669, 29.7059391 60.2000449, 29.7059488 60.2000889, 29.7061096 60.2008172, 29.7061602 60.2010464)",2,RU:urban
170333759,проспект Ленина,primary,False,False,329.452,,"LINESTRING (29.7059219 60.1999669, 29.7057969 60.1995934, 29.7057458 60.199494, 29.7056416 60.1992554, 29.705618 60.1992013, 29.7055696 60.199036, 29.7055653 60.1988664, 29.7055886 60.1986919, 29.7056848 60.1981717, 29.7056971 60.1981051, 29.7057665 60.1977299, 29.7058633 60.1972065, 29.7058612 60.1970276)",2,40
54650360,Комсомольская улица,residential,False,False,134.73700000000002,,"LINESTRING (29.7083103 60.199736, 29.7076363 60.1998259, 29.7075879 60.1998323, 29.7068489 60.1999145, 29.7060934 60.1999572, 29.7059219 60.1999669)",1,
"[54650360, 173622440]",Комсомольская улица,residential,False,"[False, True]",462.29,,"LINESTRING (29.7083103 60.199736, 29.7087146 60.199665, 29.7089043 60.1996316, 29.710025 60.199433, 29.7102794 60.199368, 29.7103947 60.1993192, 29.7104905 60.1992482, 29.7107766 60.1989223, 29.7108986 60.1987964, 29.7111387 60.1986294, 29.7115339 60.1983958, 29.7118367 60.1982168, 29.7121911 60.1980222, 29.7125609 60.1978215, 29.7126401 60.1977837, 29.7130283 60.1976015, 29.7133926 60.197482, 29.714169 60.197318, 29.7145997 60.1972685)",1,
1216653803,Комендантская улица,residential,False,True,25.748,,"LINESTRING (29.70108 60.1964928, 29.7015064 60.1963995)",,
1112075859,Комендантская улица,residential,False,False,137.59199999999998,,"LINESTRING (29.70108 60.1964928, 29.7008774 60.196567, 29.7008037 60.1965958, 29.7005904 60.196661, 29.7001509 60.1967949, 29.7001017 60.1968658, 29.7000894 60.1969606, 29.7001146 60.1974755)",,
173481151,Комендантская улица,residential,False,False,138.028,,"LINESTRING (29.705723 60.1963058, 29.7055899 60.196309, 29.7048318 60.1963269, 29.7034793 60.1963561, 29.7032284 60.1963646)",,
264561247,проспект Ленина,primary,False,False,309.931,,"LINESTRING (29.705723 60.1963058, 29.7058234 60.1951824, 29.7057473 60.1948324, 29.7056639 60.1946727, 29.7051872 60.1938892, 29.7050512 60.193675, 29.7049228 60.1935947)",2,RU:urban
1071357651,проспект Ленина,primary,False,True,80.672,,"LINESTRING (29.705723 60.1963058, 29.7058262 60.1967411, 29.7058511 60.1968655, 29.7058612 60.1970276)",2,RU:urban
1216653803,Комендантская улица,residential,False,False,25.748,,"LINESTRING (29.7015064 60.1963995, 29.70108 60.1964928)",,
173481151,Комендантская улица,residential,False,True,95.279,,"LINESTRING (29.7015064 60.1963995, 29.7016005 60.1963928, 29.7018937 60.196387, 29.7021035 60.196383, 29.7023133 60.196379, 29.7032284 60.1963646)",,
1216653804,Исполкомская улица,residential,False,True,251.17700000000002,,"LINESTRING (29.7015064 60.1963995, 29.7008624 60.1955633, 29.7002893 60.1948119, 29.6998928 60.1942878)",,
1216653804,Исполкомская улица,residential,False,False,251.177,,"LINESTRING (29.6998928 60.1942878, 29.7002893 60.1948119, 29.7008624 60.1955633, 29.7015064 60.1963995)",,
284168773,Красноармейская улица,residential,False,False,25.203,,"LINESTRING (29.7141836 60.1941568, 29.7146374 60.194179)",1,RU:urban
198230499,Объездная улица,residential,True,False,23.891,,"LINESTRING (29.7141836 60.1941568, 29.7142169 60.1942306, 29.7143394 60.1943558)",,
284168773,Красноармейская улица,residential,False,True,293.957,,"LINESTRING (29.7141836 60.1941568, 29.7139725 60.1941629, 29.7138105 60.194176, 29.7134871 60.1942193, 29.7121257 60.1944017, 29.7119617 60.1944237, 29.710318 60.1946451, 29.7102415 60.1946638, 29.7095732 60.194883, 29.7092645 60.1950383)",1,RU:urban
173622440,Комсомольская улица,residential,False,False,15.706,,"LINESTRING (29.7145997 60.1972685, 29.7148832 60.1972586)",1,
"[173622440, 54650360]",Комсомольская улица,residential,False,"[False, True]",462.29,,"LINESTRING (29.7145997 60.1972685, 29.714169 60.197318, 29.7133926 60.197482, 29.7130283 60.1976015, 29.7126401 60.1977837, 29.7125609 60.1978215, 29.7121911 60.1980222, 29.7118367 60.1982168, 29.7115339 60.1983958, 29.7111387 60.1986294, 29.7108986 60.1987964, 29.7107766 60.1989223, 29.7104905 60.1992482, 29.7103947 60.1993192, 29.7102794 60.199368, 29.710025 60.199433, 29.7089043 60.1996316, 29.7087146 60.199665, 29.7083103 60.199736)",1,
"[198230473, 198230474, 28500379]",Речной переулок,residential,False,True,226.58700000000002,yes,"LINESTRING (29.7044308 60.1983484, 29.7043412 60.1985323, 29.7042599 60.1986082, 29.704161 60.1987116, 29.7040695 60.1987854, 29.7037188 60.1990829, 29.7036401 60.199132, 29.7035675 60.1991773, 29.7034857 60.1992284, 29.7033474 60.1993148, 29.7031751 60.1994469, 29.703076 60.1995228, 29.7027595 60.199743, 29.7023975 60.2000769, 29.7023761 60.2000966)",,
28500419,Кузнечный переулок,residential,False,False,191.12200000000004,,"LINESTRING (29.7032284 60.1963646, 29.7030759 60.1969431, 29.7030291 60.1972392, 29.7030676 60.1974159, 29.7031161 60.1976386, 29.7032174 60.1980723)",,
173481151,Комендантская улица,residential,False,False,95.279,,"LINESTRING (29.7032284 60.1963646, 29.7023133 60.196379, 29.7021035 60.196383, 29.7018937 60.196387, 29.7016005 60.1963928, 29.7015064 60.1963995)",,
173481151,Комендантская улица,residential,False,True,138.02800000000002,,"LINESTRING (29.7032284 60.1963646, 29.7034793 60.1963561, 29.7048318 60.1963269, 29.7055899 60.196309, 29.705723 60.1963058)",,
28500419,Кузнечный переулок,residential,False,True,191.122,,"LINESTRING (29.7032174 60.1980723, 29.7031161 60.1976386, 29.7030676 60.1974159, 29.7030291 60.1972392, 29.7030759 60.1969431, 29.7032284 60.1963646)",,
"[674734697, 173977251]",Кузнечная улица,residential,False,False,47.340999999999994,,"LINESTRING (29.7032174 60.1980723, 29.7033999 60.1980974, 29.7036243 60.1981591, 29.7040351 60.1981591)",,
173977251,Кузнечная улица,residential,False,True,185.35799999999998,,"LINESTRING (29.7032174 60.1980723, 29.7029997 60.1980535, 29.7025419 60.1980139, 29.7019236 60.1979188, 29.701045 60.1977088, 29.7004356 60.1975808, 29.7001146 60.1974755)",,
31380662,проспект Красных Командиров,residential,False,False,150.363,,"LINESTRING (29.704487 60.2009343, 29.7041815 60.2008797, 29.7023761 60.2000966)",,
"[198230472, 28500635, 198230470]",Гостиная улица,residential,False,True,93.572,yes,"LINESTRING (29.704487 60.2009343, 29.704931 60.200938, 29.7052071 60.2009527, 29.7058147 60.2010124, 29.7061602 60.2010464)",,
"[198230472, 28500635, 198230470]",Гостиная улица,residential,False,False,93.572,yes,"LINESTRING (29.7061602 60.2010464, 29.7058147 60.2010124, 29.7052071 60.2009527, 29.704931 60.200938, 29.704487 60.2009343)",,
166177738,проспект Ленина,primary,False,False,120.75499999999998,,"LINESTRING (29.7061602 60.2010464, 29.7061096 60.2008172, 29.7059488 60.2000889, 29.7059391 60.2000449, 29.7059219 60.1999669)",2,RU:urban
31380662,проспект Красных Командиров,residential,False,True,129.363,,"LINESTRING (29.6988757 60.1993688, 29.6990277 60.1994021, 29.699232 60.1994375, 29.6994974 60.1994698, 29.7000768 60.1995423, 29.7010857 60.1997443)",,
173622440,Комсомольская улица,residential,False,True,71.91199999999999,,"LINESTRING (29.7161804 60.1972211, 29.7159689 60.1972399, 29.7148832 60.1972586)",1,
4455439,Церковная улица,residential,False,False,29.810000000000002,,"LINESTRING (29.7051965 60.1933637, 29.7051155 60.1934321, 29.7049228 60.1935947)",,
96610181,,residential,False,True,18.709,,"LINESTRING (29.7051965 60.1933637, 29.705318 60.1933762, 29.705528 60.1933977)",,
101485206,Парковая улица,residential,False,False,126.54199999999999,,"LINESTRING (29.7092645 60.1950383, 29.7086482 60.1950317, 29.7083272 60.1949139, 29.7081043 60.1947797, 29.7079911 60.1946504, 29.7079831 60.1944813, 29.7078417 60.1943498)",,
284168773,Красноармейская улица,residential,False,False,293.957,,"LINESTRING (29.7092645 60.1950383, 29.7095732 60.194883, 29.7102415 60.1946638, 29.710318 60.1946451, 29.7119617 60.1944237, 29.7121257 60.1944017, 29.7134871 60.1942193, 29.7138105 60.194176, 29.7139725 60.1941629, 29.7141836 60.1941568)",1,RU:urban
284168773,Красноармейская улица,residential,False,True,180.56099999999998,,"LINESTRING (29.7092645 60.1950383, 29.7090684 60.1951506, 29.7088632 60.1953185, 29.7075739 60.196425)",1,RU:urban
96610181,,residential,False,False,18.709,,"LINESTRING (29.705528 60.1933977, 29.705318 60.1933762, 29.7051965 60.1933637)",,
"[96610186, 284168603, 96610181]",Парковый переулок,residential,False,"[False, True]",270.18,,"LINESTRING (29.705528 60.1933977, 29.7059412 60.193359, 29.706267 60.1932515, 29.7068166 60.1930381, 29.7071367 60.1931668, 29.7078328 60.1934529, 29.708317 60.193756, 29.7082423 60.1938494, 29.7078417 60.1943498)",,
101485206,Парковая улица,residential,False,True,172.52,,"LINESTRING (29.705528 60.1933977, 29.7055529 60.1934612, 29.7056146 60.1935248, 29.7064285 60.1940083, 29.7067405 60.1941189, 29.70718 60.1942314, 29.7078417 60.1943498)",,
101485206,Парковая улица,residential,False,False,172.51999999999998,,"LINESTRING (29.7078417 60.1943498, 29.70718 60.1942314, 29.7067405 60.1941189, 29.7064285 60.1940083, 29.7056146 60.1935248, 29.7055529 60.1934612, 29.705528 60.1933977)",,
"[96610186, 284168603, 96610181]",Парковый переулок,residential,False,"[False, True]",270.18,,"LINESTRING (29.7078417 60.1943498, 29.7082423 60.1938494, 29.708317 60.193756, 29.7078328 60.1934529, 29.7071367 60.1931668, 29.7068166 60.1930381, 29.706267 60.1932515, 29.7059412 60.193359, 29.705528 60.1933977)",,
101485206,Парковая улица,residential,False,True,126.542,,"LINESTRING (29.7078417 60.1943498, 29.7079831 60.1944813, 29.7079911 60.1946504, 29.7081043 60.1947797, 29.7083272 60.1949139, 29.7086482 60.1950317, 29.7092645 60.1950383)",,
106291468,Аптечная улица,residential,False,False,63.034000000000006,,"LINESTRING (29.7085391 60.1966831, 29.7082691 60.1965799, 29.7080818 60.196475, 29.7075739 60.196425)",,
106291468,Аптечная улица,residential,False,True,63.034000000000006,,"LINESTRING (29.7075739 60.196425, 29.7080818 60.196475, 29.7082691 60.1965799, 29.7085391 60.1966831)",,
284168773,Красноармейская улица,residential,False,False,180.56099999999998,,"LINESTRING (29.7075739 60.196425, 29.7088632 60.1953185, 29.7090684 60.1951506, 29.7092645 60.1950383)",1,RU:urban
284168773,Красноармейская улица,residential,False,True,117.359,,"LINESTRING (29.7075739 60.196425, 29.7073637 60.1965051, 29.7069217 60.1966284, 29.7062674 60.1969116, 29.7061485 60.1969627, 29.7060875 60.1969889, 29.7060341 60.1970118, 29.7058612 60.1970276)",1,RU:urban
4455439,Церковная улица,residential,False,True,29.810000000000002,,"LINESTRING (29.7049228 60.1935947, 29.7051155 60.1934321, 29.7051965 60.1933637)",,
264561247,проспект Ленина,primary,False,True,309.93100000000004,,"LINESTRING (29.7049228 60.1935947, 29.7050512 60.193675, 29.7051872 60.1938892, 29.7056639 60.1946727, 29.7057473 60.1948324, 29.7058234 60.1951824, 29.705723 60.1963058)",2,RU:urban
173977251,Кузнечная улица,residential,False,False,185.35800000000003,,"LINESTRING (29.7001146 60.1974755, 29.7004356 60.1975808, 29.701045 60.1977088, 29.7019236 60.1979188, 29.7025419 60.1980139, 29.7029997 60.1980535, 29.7032174 60.1980723)",,
1112075859,Комендантская улица,residential,False,True,137.59199999999998,,"LINESTRING (29.7001146 60.1974755, 29.7000894 60.1969606, 29.7001017 60.1968658, 29.7001509 60.1967949, 29.7005904 60.196661, 29.7008037 60.1965958, 29.7008774 60.196567, 29.70108 60.1964928)",,
31380662,проспект Красных Командиров,residential,False,True,81.361,,"LINESTRING (29.7010857 60.1997443, 29.7023761 60.2000966)",,
31380662,проспект Красных Командиров,residential,False,False,129.363,,"LINESTRING (29.7010857 60.1997443, 29.7000768 60.1995423, 29.6994974 60.1994698, 29.699232 60.1994375, 29.6990277 60.1994021, 29.6988757 60.1993688)",,
173622440,Комсомольская улица,residential,False,True,15.706,,"LINESTRING (29.7148832 60.1972586, 29.7145997 60.1972685)",1,
173622440,Комсомольская улица,residential,False,False,71.91199999999999,,"LINESTRING (29.7148832 60.1972586, 29.7159689 60.1972399, 29.7161804 60.1972211)",1,
170333759,проспект Ленина,primary,False,True,329.452,,"LINESTRING (29.7058612 60.1970276, 29.7058633 60.1972065, 29.7057665 60.1977299, 29.7056971 60.1981051, 29.7056848 60.1981717, 29.7055886 60.1986919, 29.7055653 60.1988664, 29.7055696 60.199036, 29.705618 60.1992013, 29.7056416 60.1992554, 29.7057458 60.199494, 29.7057969 60.1995934, 29.7059219 60.1999669)",2,40
284168773,Красноармейская улица,residential,False,False,117.359,,"LINESTRING (29.7058612 60.1970276, 29.7060341 60.1970118, 29.7060875 60.1969889, 29.7061485 60.1969627, 29.7062674 60.1969116, 29.7069217 60.1966284, 29.7073637 60.1965051, 29.7075739 60.196425)",1,RU:urban
1071357651,проспект Ленина,primary,False,False,80.672,,"LINESTRING (29.7058612 60.1970276, 29.7058511 60.1968655, 29.7058262 60.1967411, 29.705723 60.1963058)",2,RU:urban
"[674734697, 173977251]",Кузнечная улица,residential,False,True,47.340999999999994,,"LINESTRING (29.7040351 60.1981591, 29.7036243 60.1981591, 29.7033999 60.1980974, 29.7032174 60.1980723)",,
198230499,Объездная улица,residential,True,False,343.323,,"LINESTRING (29.7143394 60.1943558, 29.7143993 60.194424, 29.7146385 60.1946461, 29.7150882 60.1950659, 29.7151229 60.1950947, 29.7153944 60.1953199, 29.7154373 60.1954119, 29.71544 60.1955159, 29.7153676 60.1956265, 29.7151724 60.1958373, 29.7150001 60.1960238, 29.7149357 60.1963957, 29.7149542 60.196605, 29.7149572 60.1966384, 29.7148832 60.1972586)",,
284168773,Красноармейская улица,residential,False,True,25.203,,"LINESTRING (29.7146374 60.194179, 29.7141836 60.1941568)",1,RU:urban
1259618301,,residential,True,False,28.381,,"LINESTRING (29.7146374 60.194179, 29.7144462 60.1942173, 29.714355 60.1942846, 29.7143394 60.1943558)",,
