osmid,highway,oneway,reversed,length,name,geometry,maxspeed
"[391756545, 391756542, 1218823438]",secondary,False,False,264.25199999999995,улица Мира,"LINESTRING (158.405791 52.9321143, 158.4057863 52.9324088, 158.4057892 52.9329269, 158.405778 52.9337907, 158.4057828 52.9341113, 158.4057821 52.9343108, 158.4057849 52.9343853, 158.4057861 52.9344531, 158.4057862 52.9344907)",
"[262032920, 391756545]",secondary,False,True,61.247,,"LINESTRING (158.405791 52.9321143, 158.4057918 52.9318087, 158.4057881 52.9315635)",40
107618453,residential,True,False,271.299,,"LINESTRING (158.4098386 52.9320926, 158.4090448 52.9320967, 158.4085625 52.9320983, 158.4074761 52.9321047, 158.4072892 52.9321054, 158.4063987 52.9321095, 158.406272 52.9321101, 158.4059294 52.932112, 158.405791 52.9321143)",
"[352908278, 118580743]",residential,False,True,350.341,,"LINESTRING (158.4098386 52.9320926, 158.4098617 52.9321245, 158.4098871 52.9321692, 158.4100564 52.9324619, 158.4100677 52.9326817, 158.4100389 52.9330368, 158.4100391 52.9331285, 158.4100394 52.9332634, 158.410028 52.9340631, 158.4100315 52.9341392, 158.4100383 52.9342838, 158.4100494 52.9343442, 158.4100951 52.9343981, 158.4101078 52.934413, 158.4102479 52.9344614, 158.4105457 52.9344649, 158.410951 52.9344701, 158.4110183 52.9346244, 158.4110783 52.934736)",
"[391756545, 391756542, 1218823438]",secondary,False,True,264.252,улица Мира,"LINESTRING (158.4057862 52.9344907, 158.4057861 52.9344531, 158.4057849 52.9343853, 158.4057821 52.9343108, 158.4057828 52.9341113, 158.405778 52.9337907, 158.4057892 52.9329269, 158.4057863 52.9324088, 158.405791 52.9321143)",
262032920,secondary,False,True,11.634,,"LINESTRING (158.4057881 52.9315635, 158.4057923 52.9314589)",40
107618427,residential,True,False,270.83,Кронштадтская улица,"LINESTRING (158.4057881 52.9315635, 158.4059275 52.931564, 158.4063867 52.9315572, 158.406427 52.9315571, 158.4066722 52.9315496, 158.406731 52.93155, 158.407631 52.9315519, 158.4079542 52.9315517, 158.4090674 52.93155, 158.4097196 52.9315444, 158.4098274 52.9315359)",
"[262032920, 391756545]",secondary,False,False,61.247,,"LINESTRING (158.4057881 52.9315635, 158.4057918 52.9318087, 158.405791 52.9321143)",40
107618472,residential,True,False,61.907,,"LINESTRING (158.4098274 52.9315359, 158.4098386 52.9320926)",
262032920,secondary,False,False,11.634,,"LINESTRING (158.4057923 52.9314589, 158.4057881 52.9315635)",40
"[352908278, 118580743]",residential,False,False,350.34100000000007,,"LINESTRING (158.4110783 52.934736, 158.4110183 52.9346244, 158.410951 52.9344701, 158.4105457 52.9344649, 158.4102479 52.9344614, 158.4101078 52.934413, 158.4100951 52.9343981, 158.4100494 52.9343442, 158.4100383 52.9342838, 158.4100315 52.9341392, 158.410028 52.9340631, 158.4100394 52.9332634, 158.4100391 52.9331285, 158.4100389 52.9330368, 158.4100677 52.9326817, 158.4100564 52.9324619, 158.4098871 52.9321692, 158.4098617 52.9321245, 158.4098386 52.9320926)",
