osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed
"[129004235, 583978396, 583978397]",Заречная улица,tertiary,False,False,155.05599999999998,yes,"LINESTRING (65.7244432 57.0425017, 65.7240287 57.0429332, 65.7238831 57.0430847, 65.7234978 57.0434858, 65.7232666 57.0437405)",,,
583978397,Заречная улица,tertiary,False,True,81.101,,"LINESTRING (65.7244432 57.0425017, 65.7244789 57.04239, 65.7244403 57.042286, 65.7243229 57.0422041, 65.7236524 57.0420258)",,,
817186712,,residential,False,True,253.161,,"LINESTRING (65.7244432 57.0425017, 65.7246954 57.0422245, 65.7250857 57.0419322, 65.726274 57.0404619)",,,
128100774,Набережная улица,residential,False,False,213.54000000000002,,"LINESTRING (65.7232666 57.0437405, 65.7228862 57.0437175, 65.7217249 57.0435683, 65.7198356 57.0432967)",,,
"[129004235, 583978396, 583978397]",Заречная улица,tertiary,False,True,155.05599999999998,yes,"LINESTRING (65.7232666 57.0437405, 65.7234978 57.0434858, 65.7238831 57.0430847, 65.7240287 57.0429332, 65.7244432 57.0425017)",,,
129004241,Набережная улица,tertiary,False,False,144.152,,"LINESTRING (65.7232666 57.0437405, 65.7235694 57.0437563, 65.7237921 57.0437679, 65.7240856 57.0437843, 65.7253868 57.043886, 65.7256297 57.0439056)",,,
129004273,улица Островского,tertiary,False,False,116.428,,"LINESTRING (65.7256297 57.0439056, 65.7249633 57.0448879)",2,,
"[48270456, 817118795, 817118796]",улица Герцена,tertiary,False,False,100.605,yes,"LINESTRING (65.7256297 57.0439056, 65.7257068 57.0438004, 65.725896 57.0435419, 65.7261081 57.0432523, 65.7261517 57.0431706, 65.7261721 57.0431047, 65.7261693 57.0430551)",2,71Н-1731,
129004241,Набережная улица,tertiary,False,True,144.152,,"LINESTRING (65.7256297 57.0439056, 65.7253868 57.043886, 65.7240856 57.0437843, 65.7237921 57.0437679, 65.7235694 57.0437563, 65.7232666 57.0437405)",,,
128100774,Набережная улица,residential,False,True,213.54000000000002,,"LINESTRING (65.7198356 57.0432967, 65.7217249 57.0435683, 65.7228862 57.0437175, 65.7232666 57.0437405)",,,
129004239,Ленинградская улица,residential,False,True,169.339,,"LINESTRING (65.7198356 57.0432967, 65.7197825 57.0434675, 65.7196291 57.043961, 65.7194047 57.0446829, 65.7193948 57.0447998)",,,
129004239,Ленинградская улица,residential,False,False,169.339,,"LINESTRING (65.7193948 57.0447998, 65.7194047 57.0446829, 65.7196291 57.043961, 65.7197825 57.0434675, 65.7198356 57.0432967)",,,
129004273,улица Островского,tertiary,False,True,116.428,,"LINESTRING (65.7249633 57.0448879, 65.7256297 57.0439056)",2,,
"[261572480, 817118797, 817118798]",,tertiary,False,True,121.36500000000001,,"LINESTRING (65.7249633 57.0448879, 65.7253974 57.0450495, 65.7256275 57.0451219, 65.7260017 57.045205, 65.7263915 57.0452961, 65.7267515 57.0453721)",2,,
"[70655476, 51866060, 70655477]",Вокзальная улица,tertiary,False,False,77.144,yes,"LINESTRING (65.7267515 57.0453721, 65.7271457 57.0453697, 65.7273623 57.0453596, 65.7277921 57.0453407, 65.7280223 57.0453228)",,,
"[261572480, 817118797, 817118798]",,tertiary,False,False,121.365,,"LINESTRING (65.7267515 57.0453721, 65.7263915 57.0452961, 65.7260017 57.045205, 65.7256275 57.0451219, 65.7253974 57.0450495, 65.7249633 57.0448879)",2,,
583623687,улица Герцена,residential,False,False,322.53700000000015,,"LINESTRING (65.7261693 57.0430551, 65.7263558 57.0429296, 65.7265796 57.0427534, 65.7268088 57.0426303, 65.7270075 57.0425658, 65.7272676 57.0425027, 65.7275405 57.0424361, 65.7277525 57.0423221, 65.7279409 57.042092, 65.7282078 57.0417046, 65.728262 57.0415929, 65.7282454 57.0415025, 65.7281984 57.0414098, 65.7281488 57.0413522, 65.7281354 57.0412938, 65.7281314 57.041218, 65.7281703 57.0411333, 65.728295 57.0409903, 65.7285812 57.0406969)",,,
"[48270456, 817118795, 817118796]",улица Герцена,tertiary,False,True,100.605,yes,"LINESTRING (65.7261693 57.0430551, 65.7261721 57.0431047, 65.7261517 57.0431706, 65.7261081 57.0432523, 65.725896 57.0435419, 65.7257068 57.0438004, 65.7256297 57.0439056)",2,71Н-1731,
817440444,Первомайская улица,tertiary,False,False,281.311,,"LINESTRING (65.7261693 57.0430551, 65.7260996 57.0427311, 65.7260828 57.0426476, 65.7260538 57.0424608, 65.7260457 57.0423505, 65.7260658 57.0422701, 65.7266837 57.0406589, 65.7267193 57.0405661)",2,71Н-1731,
"[817440443, 817440444]","['улица Герцена', 'Первомайская улица']",tertiary,False,True,148.785,,"LINESTRING (65.7278618 57.0393827, 65.7275109 57.0397964, 65.726877 57.0403891, 65.7267193 57.0405661)",2,71Н-1731,
70655477,Вокзальная улица,tertiary,False,False,87.831,,"LINESTRING (65.7280223 57.0453228, 65.7281461 57.0452897, 65.7282222 57.045232, 65.7282839 57.0451167, 65.7284063 57.0448651, 65.7285507 57.0446136)",,,
"[51866060, 70655476, 70655477]",Вокзальная улица,tertiary,False,True,77.144,yes,"LINESTRING (65.7280223 57.0453228, 65.7277921 57.0453407, 65.7273623 57.0453596, 65.7271457 57.0453697, 65.7267515 57.0453721)",,,
