osmid,name,highway,oneway,reversed,length,ref,width,geometry
84761847,Пионерская улица,residential,False,False,173.301,,,"LINESTRING (57.8928223 56.8008372, 57.8950419 56.8018129)"
85043186,улица Кривозубова,residential,False,False,135.51,65К-0412000,10,"LINESTRING (57.8928223 56.8008372, 57.8914353 56.8017903)"
85043186,улица Кривозубова,residential,False,True,188.744,65К-0412000,10,"LINESTRING (57.8928223 56.8008372, 57.893351 56.8004589, 57.8947062 56.7994892)"
85043186,улица Кривозубова,residential,False,True,53.574,65К-0412000,10,"LINESTRING (57.8958522 56.7986199, 57.8963711 56.7982308)"
84761838,улица Свободы,residential,False,True,269.57899999999995,,,"LINESTRING (57.8958522 56.7986199, 57.8947637 56.7982241, 57.8934344 56.7977212, 57.8933562 56.7976934, 57.8921727 56.7972719)"
85043186,улица Кривозубова,residential,False,False,119.21600000000001,65К-0412000,10,"LINESTRING (57.8958522 56.7986199, 57.8955101 56.7988794, 57.8947062 56.7994892)"
84761847,Пионерская улица,residential,False,True,257.504,,,"LINESTRING (57.8984917 56.8031527, 57.8950419 56.8018129)"
84761854,улица Кусакина,residential,False,True,127.624,,,"LINESTRING (57.8984917 56.8031527, 57.8972708 56.8040857)"
84761847,Пионерская улица,residential,False,False,262.823,,,"LINESTRING (57.8984917 56.8031527, 57.900161 56.8039217, 57.9018526 56.8046353)"
84761854,улица Кусакина,residential,False,False,313.573,,,"LINESTRING (57.8984917 56.8031527, 57.8994619 56.8023905, 57.8998122 56.8021093, 57.9014079 56.8008283)"
84761829,улица Заря,residential,False,False,338.482,,,"LINESTRING (57.8905161 56.8051563, 57.8938734 56.8027299)"
84761829,улица Заря,residential,False,True,172.816,,,"LINESTRING (57.8999653 56.7977198, 57.8986444 56.7990954)"
645896330,Центральная улица,residential,False,False,148.117,,,"LINESTRING (57.8999653 56.7977198, 57.8998204 56.7976423, 57.8987019 56.7973852, 57.8977787 56.7971517)"
84761823,улица Красных Партизан,residential,False,False,149.14,,,"LINESTRING (57.8952927 56.8032945, 57.8972708 56.8040857)"
84761823,улица Красных Партизан,residential,False,True,106.808,,,"LINESTRING (57.8952927 56.8032945, 57.8938734 56.8027299)"
84761829,улица Заря,residential,False,False,187.716,,,"LINESTRING (57.8950419 56.8018129, 57.8968794 56.8004573)"
84761829,улица Заря,residential,False,True,124.331,,,"LINESTRING (57.8950419 56.8018129, 57.8938734 56.8027299)"
84761847,Пионерская улица,residential,False,False,257.504,,,"LINESTRING (57.8950419 56.8018129, 57.8984917 56.8031527)"
84761847,Пионерская улица,residential,False,True,173.301,,,"LINESTRING (57.8950419 56.8018129, 57.8928223 56.8008372)"
84761843,Береговая улица,residential,False,True,433.53499999999997,,,"LINESTRING (57.9014079 56.8008283, 57.901401 56.8014271, 57.9014196 56.8020995, 57.9013905 56.80245, 57.9014246 56.8027021, 57.9016415 56.8030849, 57.9019005 56.8034054, 57.9020577 56.8036457, 57.9021493 56.803849, 57.9020069 56.804427, 57.9018526 56.8046353)"
84761854,улица Кусакина,residential,False,True,313.573,,,"LINESTRING (57.9014079 56.8008283, 57.8998122 56.8021093, 57.8994619 56.8023905, 57.8984917 56.8031527)"
655304817,улица Октября,residential,False,False,278.021,,,"LINESTRING (57.9014079 56.8008283, 57.9014661 56.8006627, 57.9015035 56.8003385, 57.9011679 56.8001241, 57.9005445 56.7998271, 57.8986444 56.7990954)"
84761828,Первомайская улица,residential,False,False,55.181,,,"LINESTRING (57.8921727 56.7972719, 57.8920877 56.7973478, 57.8916991 56.797695)"
84761838,улица Свободы,residential,False,False,269.57899999999995,,,"LINESTRING (57.8921727 56.7972719, 57.8933562 56.7976934, 57.8934344 56.7977212, 57.8947637 56.7982241, 57.8958522 56.7986199)"
84761843,Береговая улица,residential,False,True,110.95,,,"LINESTRING (57.9018526 56.8046353, 57.9011679 56.80556)"
84761843,Береговая улица,residential,False,False,433.535,,,"LINESTRING (57.9018526 56.8046353, 57.9020069 56.804427, 57.9021493 56.803849, 57.9020577 56.8036457, 57.9019005 56.8034054, 57.9016415 56.8030849, 57.9014246 56.8027021, 57.9013905 56.80245, 57.9014196 56.8020995, 57.901401 56.8014271, 57.9014079 56.8008283)"
84761847,Пионерская улица,residential,False,True,262.823,,,"LINESTRING (57.9018526 56.8046353, 57.900161 56.8039217, 57.8984917 56.8031527)"
84761823,улица Красных Партизан,residential,False,False,181.52,,,"LINESTRING (57.8914353 56.8017903, 57.8938734 56.8027299)"
85043186,улица Кривозубова,residential,False,False,64.445,65К-0412000,10,"LINESTRING (57.8914353 56.8017903, 57.8907914 56.8022503)"
85043186,улица Кривозубова,residential,False,True,135.51,65К-0412000,10,"LINESTRING (57.8914353 56.8017903, 57.8928223 56.8008372)"
84761823,улица Красных Партизан,residential,False,False,106.808,,,"LINESTRING (57.8938734 56.8027299, 57.8952927 56.8032945)"
84761823,улица Красных Партизан,residential,False,True,181.52,,,"LINESTRING (57.8938734 56.8027299, 57.8914353 56.8017903)"
84761829,улица Заря,residential,False,False,124.331,,,"LINESTRING (57.8938734 56.8027299, 57.8950419 56.8018129)"
84761829,улица Заря,residential,False,True,338.482,,,"LINESTRING (57.8938734 56.8027299, 57.8905161 56.8051563)"
84761829,улица Заря,residential,False,False,172.816,,,"LINESTRING (57.8986444 56.7990954, 57.8999653 56.7977198)"
84761829,улица Заря,residential,False,True,185.69299999999998,,,"LINESTRING (57.8986444 56.7990954, 57.8977883 56.799756, 57.8968794 56.8004573)"
655304817,улица Октября,residential,False,False,168.53,,,"LINESTRING (57.8986444 56.7990954, 57.8972175 56.7985527, 57.8963711 56.7982308)"
655304817,улица Октября,residential,False,True,278.021,,,"LINESTRING (57.8986444 56.7990954, 57.9005445 56.7998271, 57.9011679 56.8001241, 57.9015035 56.8003385, 57.9014661 56.8006627, 57.9014079 56.8008283)"
84761843,Береговая улица,residential,False,False,110.95,,,"LINESTRING (57.9011679 56.80556, 57.9018526 56.8046353)"
84761823,улица Красных Партизан,residential,False,True,289.847,,,"LINESTRING (57.9011679 56.80556, 57.9003568 56.8053763, 57.8972708 56.8040857)"
85043186,улица Кривозубова,residential,False,True,64.445,65К-0412000,10,"LINESTRING (57.8907914 56.8022503, 57.8914353 56.8017903)"
84761828,Первомайская улица,residential,False,False,144.406,,,"LINESTRING (57.8916991 56.797695, 57.8905955 56.7988445)"
