osmid,oneway,name,highway,reversed,length,ref,geometry,lanes,bridge
193462792,False,переулок Быткомбината,unclassified,True,193.895,,"LINESTRING (76.6245166 56.5586132, 76.6215734 56.557973)",,
306803874,False,улица Ленина,tertiary,True,53.07,,"LINESTRING (76.6245166 56.5586132, 76.6243086 56.5590765)",,
82258617,False,,tertiary,False,174.38899999999998,50Н-1730,"LINESTRING (76.6245166 56.5586132, 76.6234368 56.5587734, 76.6220874 56.5592883, 76.6220191 56.5593174)",,
206479765,False,улица Ленина,secondary,False,187.565,50К-02,"LINESTRING (76.6245166 56.5586132, 76.6255096 56.5580189, 76.6265899 56.5573723)",,
82258615,False,Краснопартизанская улица,unclassified,True,170.469,,"LINESTRING (76.6292229 56.5583445, 76.6300618 56.5598062)",,
206082714,False,Советская улица,unclassified,False,64.563,,"LINESTRING (76.6292229 56.5583445, 76.6282163 56.558516)",,
193463847,False,Краснопартизанская улица,unclassified,False,191.224,,"LINESTRING (76.6292229 56.5583445, 76.628612 56.5573778, 76.6282902 56.5567047)",,
193462805,False,Садовая улица,unclassified,True,78.6,,"LINESTRING (76.6302208 56.5624804, 76.6314857 56.5623627)",,
82258595,False,улица Новый Строй,unclassified,True,309.249,,"LINESTRING (76.6302208 56.5624804, 76.629553 56.5617223, 76.6287316 56.5610186, 76.6287187 56.5607756, 76.6287037 56.5604916, 76.6285613 56.5602001, 76.6284084 56.5599408)",,
193462805,False,Садовая улица,unclassified,False,266.269,,"LINESTRING (76.6302208 56.5624804, 76.629182 56.562463, 76.6259759 56.5620176)",,
82258615,False,Краснопартизанская улица,unclassified,False,271.443,,"LINESTRING (76.6314857 56.5623627, 76.6301859 56.560029)",,
193462805,False,Садовая улица,unclassified,False,78.6,,"LINESTRING (76.6314857 56.5623627, 76.6302208 56.5624804)",,
82258595,False,улица Новый Строй,unclassified,False,309.249,,"LINESTRING (76.6284084 56.5599408, 76.6285613 56.5602001, 76.6287037 56.5604916, 76.6287187 56.5607756, 76.6287316 56.5610186, 76.629553 56.5617223, 76.6302208 56.5624804)",,
82258595,False,улица Новый Строй,unclassified,True,162.38299999999998,,"LINESTRING (76.6284084 56.5599408, 76.6285286 56.5595364, 76.6285763 56.5592855, 76.6285524 56.5591084, 76.6282163 56.558516)",,
193662020,False,Кооперативная улица,unclassified,False,102.68799999999999,,"LINESTRING (76.6284084 56.5599408, 76.6292168 56.5598409, 76.6300618 56.5598062)",,
193662020,False,Кооперативная улица,unclassified,True,110.489,,"LINESTRING (76.6284084 56.5599408, 76.6278446 56.5599145, 76.6266117 56.5598569)",,
193462793,False,улица Новый Строй,unclassified,True,145.512,,"LINESTRING (76.6265899 56.5573723, 76.6248267 56.5564958)",,
206479765,False,улица Ленина,secondary,False,72.529,50К-02,"LINESTRING (76.6265899 56.5573723, 76.6274043 56.556899)",,
82258595,False,улица Новый Строй,unclassified,False,165.48,,"LINESTRING (76.6265899 56.5573723, 76.6274158 56.5577989, 76.627776 56.5580016, 76.6280932 56.5582351, 76.6282163 56.558516)",,
206479765,False,улица Ленина,secondary,True,187.565,50К-02,"LINESTRING (76.6265899 56.5573723, 76.6255096 56.5580189, 76.6245166 56.5586132)",,
206479766,False,Советская улица,unclassified,False,68.995,,"LINESTRING (76.6254003 56.5592284, 76.6243086 56.5590765)",,
206082714,False,Советская улица,unclassified,True,191.22,,"LINESTRING (76.6254003 56.5592284, 76.6262049 56.5589209, 76.6282163 56.558516)",,
206479764,False,улица Каклемина,residential,False,111.918,,"LINESTRING (76.6254003 56.5592284, 76.6265161 56.5595477, 76.6266117 56.5598569)",,
77455312,False,Чаны — Кыштовка,secondary,True,23.575,50К-02,"LINESTRING (76.6309792 56.5552241, 76.630702 56.5553711)",2,
77455312,False,Чаны — Кыштовка,secondary,False,23.575,50К-02,"LINESTRING (76.630702 56.5553711, 76.6309792 56.5552241)",2,
