osmid,lanes,highway,oneway,reversed,length,ref,name,geometry
172620696,2,residential,False,False,356.108,,,"LINESTRING (54.647978 55.1371465, 54.6533814 55.1379931)"
172620696,2,residential,False,True,149.996,,,"LINESTRING (54.647978 55.1371465, 54.6457006 55.136793)"
306783770,,residential,False,True,227.824,,,"LINESTRING (54.647978 55.1371465, 54.6473414 55.138342, 54.6470969 55.1391289)"
172620668,2,residential,False,False,119.905,,,"LINESTRING (54.6566277 55.1403599, 54.6585114 55.1404198)"
306783773,,residential,False,False,172.83,,,"LINESTRING (54.6566277 55.1403599, 54.6553711 55.1417383)"
172620668,2,residential,False,True,188.68,,,"LINESTRING (54.6566277 55.1403599, 54.6561453 55.1403312, 54.6550072 55.1402541, 54.6537432 55.1400039)"
306783773,,residential,False,True,225.998,,,"LINESTRING (54.6566277 55.1403599, 54.6571399 55.1397761, 54.6575042 55.1394434, 54.6579725 55.1388163, 54.6581663 55.1385321)"
306783773,,residential,False,True,34.018,,,"LINESTRING (54.6551261 55.1420103, 54.6553711 55.1417383)"
306783773,,residential,False,False,34.018,,,"LINESTRING (54.6553711 55.1417383, 54.6551261 55.1420103)"
306783773,,residential,False,True,172.83,,,"LINESTRING (54.6553711 55.1417383, 54.6566277 55.1403599)"
306783775,,residential,False,False,150.639,,,"LINESTRING (54.6553711 55.1417383, 54.6531564 55.1412556)"
306783775,,residential,False,True,102.215,,,"LINESTRING (54.651677 55.140895, 54.6531564 55.1412556)"
306783775,,residential,False,False,102.215,,,"LINESTRING (54.6531564 55.1412556, 54.651677 55.140895)"
306783775,,residential,False,True,150.639,,,"LINESTRING (54.6531564 55.1412556, 54.6553711 55.1417383)"
447644368,1,residential,False,True,552.395,,Береговая улица,"LINESTRING (54.6469285 55.134085, 54.647329 55.1341412, 54.6477104 55.1342329, 54.648249 55.1343662, 54.6486365 55.1343641, 54.6498177 55.1342664, 54.6510007 55.1342013, 54.6522568 55.1342477, 54.6526651 55.134302, 54.6530009 55.1343717, 54.6532004 55.1344205, 54.6535584 55.1345303, 54.6538378 55.1346395, 54.6541896 55.1348001, 54.6543849 55.134896, 54.6546634 55.1351438, 54.654821 55.1352815)"
59526322,2,secondary,False,False,142.126,80К-008,улица Ленина,"LINESTRING (54.654821 55.1352815, 54.6548875 55.1355915, 54.6548807 55.1358366, 54.6547992 55.1361589, 54.6545617 55.1365299)"
447644368,1,residential,False,False,552.395,,Береговая улица,"LINESTRING (54.654821 55.1352815, 54.6546634 55.1351438, 54.6543849 55.134896, 54.6541896 55.1348001, 54.6538378 55.1346395, 54.6535584 55.1345303, 54.6532004 55.1344205, 54.6530009 55.1343717, 54.6526651 55.134302, 54.6522568 55.1342477, 54.6510007 55.1342013, 54.6498177 55.1342664, 54.6486365 55.1343641, 54.648249 55.1343662, 54.6477104 55.1342329, 54.647329 55.1341412, 54.6469285 55.134085)"
447644378,,residential,False,False,197.64499999999998,,,"LINESTRING (54.6580032 55.1353876, 54.65698 55.1358959, 54.6563395 55.1363704, 54.6560591 55.1367404)"
172620618,2,residential,False,False,12.73,,,"LINESTRING (54.6560591 55.1367404, 54.6562459 55.1367817)"
172620618,2,residential,False,True,98.013,,,"LINESTRING (54.6560591 55.1367404, 54.6545617 55.1365299)"
447644378,,residential,False,True,197.645,,,"LINESTRING (54.6560591 55.1367404, 54.6563395 55.1363704, 54.65698 55.1358959, 54.6580032 55.1353876)"
59526322,2,secondary,False,False,16.954,80К-008,улица Ленина,"LINESTRING (54.6534854 55.1378527, 54.6533814 55.1379931)"
59526322,2,secondary,False,True,162.219,80К-008,улица Ленина,"LINESTRING (54.6534854 55.1378527, 54.6545617 55.1365299)"
447644369,,residential,False,True,121.299,,,"LINESTRING (54.6534854 55.1378527, 54.6546901 55.13811, 54.6552905 55.1382037)"
172620661,2,residential,False,False,223.625,,улица Тукая,"LINESTRING (54.6552905 55.1382037, 54.6545318 55.1392518, 54.6537432 55.1400039)"
172620661,2,residential,False,True,170.645,,улица Тукая,"LINESTRING (54.6552905 55.1382037, 54.6554007 55.1381526, 54.6562459 55.1367817)"
447644369,,residential,False,False,121.299,,,"LINESTRING (54.6552905 55.1382037, 54.6546901 55.13811, 54.6534854 55.1378527)"
447644369,,residential,False,True,186.558,,,"LINESTRING (54.6552905 55.1382037, 54.6564563 55.1383701, 54.6571842 55.13843, 54.6581663 55.1385321)"
306783773,,residential,False,False,225.998,,,"LINESTRING (54.6581663 55.1385321, 54.6579725 55.1388163, 54.6575042 55.1394434, 54.6571399 55.1397761, 54.6566277 55.1403599)"
447644369,,residential,False,False,186.558,,,"LINESTRING (54.6581663 55.1385321, 54.6571842 55.13843, 54.6564563 55.1383701, 54.6552905 55.1382037)"
172620668,2,residential,False,True,119.905,,,"LINESTRING (54.6585114 55.1404198, 54.6566277 55.1403599)"
