osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access
24923711,улица Фадеева,tertiary,False,False,257.39,"LINESTRING (37.0772362 55.5464876, 37.0773184 55.546415, 37.0788186 55.5450901, 37.0795279 55.5445723)",,,,
194604316,Февральская улица,secondary,False,False,121.122,"LINESTRING (37.0772362 55.5464876, 37.0770792 55.5464209, 37.075697 55.5458332)",2,,,
24923711,улица Фадеева,tertiary,False,True,26.494,"LINESTRING (37.0798578 55.5444242, 37.0795279 55.5445723)",,,,
106810757,,tertiary,False,True,60.961,"LINESTRING (37.0798578 55.5444242, 37.0808151 55.5443392)",,,,
106810756,Полевая улица,residential,True,False,153.607,"LINESTRING (37.0798578 55.5444242, 37.0797543 55.5443058, 37.0790496 55.5431218)",,60,,
48422434,улица Островского,residential,False,False,125.534,"LINESTRING (37.075697 55.5458332, 37.0768208 55.5449003)",,,,
194604316,Февральская улица,secondary,False,False,133.873,"LINESTRING (37.075697 55.5458332, 37.074694 55.5453873, 37.0740191 55.5450927)",2,,,
194604316,Февральская улица,secondary,False,True,121.122,"LINESTRING (37.075697 55.5458332, 37.0770792 55.5464209, 37.0772362 55.5464876)",2,,,
50929316,улица Пушкина,residential,False,False,123.476,"LINESTRING (37.0740191 55.5450927, 37.0751409 55.5441815)",,,,
31790515,,secondary,True,False,93.218,"LINESTRING (37.0740191 55.5450927, 37.0739476 55.5451431, 37.0735842 55.5453997, 37.0734583 55.5454845, 37.0732914 55.5455269, 37.0731546 55.5455285, 37.0729156 55.5454564)",,,roundabout,
194604316,Февральская улица,secondary,False,True,133.873,"LINESTRING (37.0740191 55.5450927, 37.074694 55.5453873, 37.075697 55.5458332)",2,,,
31790514,улица Горького,secondary,True,False,248.902,"LINESTRING (37.0729543 55.5446859, 37.0732471 55.5444037, 37.0732709 55.5443808, 37.0738602 55.5438, 37.0742887 55.5433956, 37.0750065 55.5427729)",,,,
194604318,,secondary,True,False,80.828,"LINESTRING (37.0729543 55.5446859, 37.0732653 55.5448048, 37.0737703 55.5449977, 37.0740191 55.5450927)",,,roundabout,
31790517,улица Ленина,tertiary,False,True,144.114,"LINESTRING (37.0685556 55.5490636, 37.0697653 55.5480561, 37.0698429 55.5479915)",2,,,
49203901,улица Ленина,tertiary,True,False,115.926,"LINESTRING (37.0685556 55.5490636, 37.0685345 55.5491594, 37.0682308 55.5493904, 37.0676667 55.5498385, 37.0674772 55.5498253)",,,,
40284916,Февральская улица,residential,False,False,45.923,"LINESTRING (37.0724974 55.5452852, 37.0721882 55.5451899, 37.0718671 55.5450772)",,,,
194604324,,secondary,True,False,76.00999999999999,"LINESTRING (37.0724974 55.5452852, 37.072462 55.5452251, 37.0724465 55.5451742, 37.0724641 55.5451325, 37.0725407 55.5450627, 37.0729543 55.5446859)",,,roundabout,
49864387,Апрелевская улица,tertiary,False,True,22.881,"LINESTRING (37.0664388 55.543446, 37.0664961 55.5432428)",2,60,,
"[1100821920, 49864387, 1100821915, 1100821919]",Апрелевская улица,tertiary,False,False,346.54999999999995,"LINESTRING (37.0664388 55.543446, 37.0661395 55.5444395, 37.0658908 55.5452326, 37.0657967 55.5454657, 37.0656814 55.5456988, 37.0655437 55.5459332, 37.0654066 55.5461306, 37.0651663 55.5464672)",2,60,,
"[1100821920, 1100821915, 49864387, 1100821919]",Апрелевская улица,tertiary,False,True,346.54999999999995,"LINESTRING (37.0651663 55.5464672, 37.0654066 55.5461306, 37.0655437 55.5459332, 37.0656814 55.5456988, 37.0657967 55.5454657, 37.0658908 55.5452326, 37.0661395 55.5444395, 37.0664388 55.543446)",2,60,,
712680574,улица Карла Маркса,residential,False,True,89.621,"LINESTRING (37.0651778 55.5429374, 37.0664961 55.5432428)",,,,
49864387,Апрелевская улица,tertiary,False,False,22.881,"LINESTRING (37.0664961 55.5432428, 37.0664388 55.543446)",2,60,,
712680574,улица Карла Маркса,residential,False,False,89.621,"LINESTRING (37.0664961 55.5432428, 37.0651778 55.5429374)",,,,
48422432,,residential,False,False,194.929,"LINESTRING (37.0676019 55.5435736, 37.067928 55.5418303)",,,,
222252275,Февральская улица,residential,True,False,74.536,"LINESTRING (37.0676019 55.5435736, 37.0666346 55.5434675, 37.0664388 55.543446)",,,,
48422430,,residential,False,True,127.965,"LINESTRING (37.067928 55.5418303, 37.0696044 55.542482)",,,,
48422432,,residential,False,True,194.929,"LINESTRING (37.067928 55.5418303, 37.0676019 55.5435736)",,,,
48422430,,residential,False,False,98.091,"LINESTRING (37.0709181 55.5429571, 37.0696044 55.542482)",,,,
