osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry
770045954,Чародинская улица,tertiary,False,False,29.52,,,"LINESTRING (46.8333213 42.2418109, 46.8332351 42.2420686)"
"[769036051, 550393261]",улица Шарипова Зиявудина,residential,False,"[False, True]",651.86,2,40,"LINESTRING (46.8333213 42.2418109, 46.8334311 42.2419009, 46.8335801 42.2419206, 46.8337987 42.241923, 46.8339676 42.2419132, 46.8340636 42.2418715, 46.8340636 42.2417808, 46.8340338 42.2417073, 46.8339808 42.2415798, 46.8339345 42.2414597, 46.8339543 42.2413543, 46.8340172 42.2413224, 46.8342358 42.2413224, 46.8348451 42.241293, 46.835206 42.2413249, 46.8353417 42.2413363, 46.83549 42.2413059, 46.8355536 42.2412172, 46.8356926 42.2408506, 46.8357295 42.2406743, 46.8360199 42.2395997, 46.8361702 42.2391718, 46.8361801 42.2391435, 46.8367224 42.2384865, 46.8370594 42.2384208, 46.837471 42.2383302)"
770045954,Чародинская улица,tertiary,False,True,337.965,,,"LINESTRING (46.8333213 42.2418109, 46.8335071 42.2411794, 46.8340991 42.2399701, 46.8342129 42.2397125, 46.8344834 42.2391678, 46.8345621 42.2389191)"
550393260,,residential,False,False,84.88900000000001,,,"LINESTRING (46.8345621 42.2389191, 46.8347215 42.2388235, 46.8347714 42.2385412, 46.8348356 42.2384013, 46.8350004 42.2382702)"
770045954,Чародинская улица,tertiary,False,False,337.965,,,"LINESTRING (46.8345621 42.2389191, 46.8344834 42.2391678, 46.8342129 42.2397125, 46.8340991 42.2399701, 46.8335071 42.2411794, 46.8333213 42.2418109)"
770045954,Чародинская улица,tertiary,False,True,62.946,,,"LINESTRING (46.8345621 42.2389191, 46.8345607 42.2387842, 46.8344553 42.2385255, 46.8343212 42.2383988)"
550393247,площадь Имама Шамиля,residential,False,False,103.41499999999999,,,"LINESTRING (46.8334582 42.2350142, 46.8334474 42.2350391, 46.8334394 42.2350903, 46.8332928 42.2359357)"
770045954,Чародинская улица,tertiary,False,False,163.787,,,"LINESTRING (46.8334582 42.2350142, 46.8337066 42.2349895, 46.8340366 42.2349689, 46.8342756 42.2349932, 46.8344097 42.235014, 46.8345211 42.2350777, 46.8345819 42.2351615, 46.8347423 42.2353112, 46.8347713 42.2356823)"
770045954,Чародинская улица,tertiary,False,True,66.12,,,"LINESTRING (46.8334582 42.2350142, 46.8332762 42.2348446, 46.833204 42.2346681, 46.833088 42.2344946)"
"[550397360, 770045954, 1176362589]","['Чародинская улица', 'Заречная улица']",tertiary,False,False,407.1500000000001,2,,"LINESTRING (46.8283277 42.2338632, 46.8284941 42.2339153, 46.8287453 42.2339259, 46.8291646 42.2339332, 46.8295357 42.2339977, 46.8309979 42.2342249, 46.8312319 42.2342051, 46.8313358 42.2342515, 46.8314971 42.2343508, 46.8316576 42.234374, 46.8317776 42.2343786, 46.8318976 42.2343831, 46.8321296 42.2343985, 46.8323847 42.2343573, 46.8326681 42.234351, 46.8329029 42.2343978, 46.8329591 42.2344202, 46.833088 42.2344946)"
