osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,access
"[268046256, 207902381]",Милицейская улица,tertiary,False,False,158.886,"LINESTRING (52.2397538 59.3410377, 52.2396487 59.3409955, 52.2383216 59.3404632, 52.2375489 59.3401559)",,,
268046255,Милицейская улица,tertiary,False,True,149.101,"LINESTRING (52.2333925 59.3384941, 52.2343047 59.3388344, 52.2354882 59.3393037)",,,
48680070,Слободская улица,tertiary,False,False,154.164,"LINESTRING (52.2392292 59.339066, 52.2391173 59.3391399, 52.238792 59.3393546, 52.2387026 59.3394103, 52.2382983 59.3396726, 52.2380445 59.3398363, 52.2375489 59.3401559)",,,
268044022,улица Кирова,secondary,False,False,39.408,"LINESTRING (52.2392292 59.339066, 52.2396475 59.3392368, 52.2397762 59.3392845)",40,,
268044022,улица Кирова,secondary,False,True,152.761,"LINESTRING (52.2392292 59.339066, 52.2384186 59.3387454, 52.2383235 59.3387082, 52.2377263 59.3384901, 52.2370647 59.3382485)",40,,
48844613,улица Широнина,tertiary,False,False,147.508,"LINESTRING (52.2370647 59.3382485, 52.236991 59.3382978, 52.2366744 59.3385098, 52.2361181 59.3388847, 52.2357465 59.3391319, 52.2354882 59.3393037)",,,
"[48844613, 51136191]","['улица Широнина', 'улица Павлова']","['residential', 'tertiary']",False,"[False, True]",417.214,"LINESTRING (52.2370647 59.3382485, 52.2371494 59.3381872, 52.237342 59.3380479, 52.237489 59.3379436, 52.238299 59.3374172, 52.2383962 59.3373662, 52.2386226 59.3372235, 52.2391538 59.3368604, 52.2393618 59.3367182, 52.239447 59.3366598, 52.2397658 59.3364465, 52.2399575 59.3364027, 52.2401828 59.3363501, 52.2410379 59.3367394, 52.241315 59.3368997, 52.2419194 59.3372292)",,,
268044022,улица Кирова,secondary,False,False,152.761,"LINESTRING (52.2370647 59.3382485, 52.2377263 59.3384901, 52.2383235 59.3387082, 52.2384186 59.3387454, 52.2392292 59.339066)",40,,
268044022,улица Кирова,secondary,False,True,113.747,"LINESTRING (52.2370647 59.3382485, 52.236269 59.3379351, 52.2355313 59.3376568, 52.2354649 59.3376315)",40,,
"[164100386, 164100387]",улица Ленина,tertiary,False,False,36.911,"LINESTRING (52.2442462 59.3381966, 52.2439294 59.3383544, 52.2437611 59.3384168)",,yes,
51136191,улица Павлова,residential,False,True,168.393,"LINESTRING (52.2437611 59.3384168, 52.2429662 59.3378897, 52.2425569 59.3376184, 52.242447 59.3375513, 52.2419194 59.3372292)",,,
164100386,улица Ленина,tertiary,False,False,211.81900000000002,"LINESTRING (52.2437611 59.3384168, 52.2425696 59.3391233, 52.2421475 59.339359, 52.2418375 59.3395758, 52.2415237 59.3398141, 52.2414054 59.339892)",,,
"[164100386, 164100387]",улица Ленина,tertiary,False,True,36.911,"LINESTRING (52.2437611 59.3384168, 52.2439294 59.3383544, 52.2442462 59.3381966)",,yes,
60430421,Набережная улица,residential,False,False,148.363,"LINESTRING (52.2423401 59.3437852, 52.2438625 59.3427)",,,
60430422,улица Карла Маркса,residential,False,False,136.934,"LINESTRING (52.2423401 59.3437852, 52.2404127 59.3430431)",,,
"[215978333, 60430421]","['Набережная улица', 'Петровская улица']",residential,False,True,277.293,"LINESTRING (52.2423401 59.3437852, 52.2414343 59.3444735, 52.2409584 59.3447301, 52.2407229 59.3448201, 52.2388829 59.3441351)",,,
60430422,улица Карла Маркса,residential,False,True,51.739000000000004,"LINESTRING (52.2396607 59.3427802, 52.2400408 59.3429017, 52.2404127 59.3430431)",,,
170005647,улица Ленина,secondary,False,True,148.314,"LINESTRING (52.2349584 59.3442727, 52.2365544 59.3432159)",,,
60430421,Набережная улица,residential,False,True,148.363,"LINESTRING (52.2438625 59.3427, 52.2423401 59.3437852)",,,
206114112,Милицейская улица,residential,False,True,11.61,"LINESTRING (52.2438625 59.3427, 52.2439673 59.3427897)",,,
60430421,Набережная улица,residential,False,False,134.37800000000001,"LINESTRING (52.2438625 59.3427, 52.2447559 59.342118, 52.2452673 59.3417277)",,,
206114112,Милицейская улица,residential,False,False,138.697,"LINESTRING (52.2438625 59.3427, 52.2436428 59.3425984, 52.24193 59.3419361)",,,
60430421,Набережная улица,residential,False,True,134.37800000000001,"LINESTRING (52.2452673 59.3417277, 52.2447559 59.342118, 52.2438625 59.3427)",,,
48844613,улица Широнина,tertiary,False,False,153.791,"LINESTRING (52.2354882 59.3393037, 52.2337822 59.3403789)",,,
48844613,улица Широнина,tertiary,False,True,147.508,"LINESTRING (52.2354882 59.3393037, 52.2357465 59.3391319, 52.2361181 59.3388847, 52.2366744 59.3385098, 52.236991 59.3382978, 52.2370647 59.3382485)",,,
268046255,Милицейская улица,tertiary,False,False,149.101,"LINESTRING (52.2354882 59.3393037, 52.2343047 59.3388344, 52.2333925 59.3384941)",,,
268046255,Милицейская улица,tertiary,False,True,150.45,"LINESTRING (52.2354882 59.3393037, 52.2359867 59.3395058, 52.2365293 59.3397258, 52.2368784 59.3398731, 52.2375489 59.3401559)",,,
48633028,улица Карла Маркса,tertiary,False,False,154.815,"LINESTRING (52.2337822 59.3403789, 52.2359115 59.3412504)",,,
48844613,улица Широнина,tertiary,False,True,153.791,"LINESTRING (52.2337822 59.3403789, 52.2354882 59.3393037)",,,
51137105,улица Пушкина,residential,False,False,149.221,"LINESTRING (52.2388829 59.3441351, 52.2404127 59.3430431)",,,
"[60430421, 215978333]","['Набережная улица', 'Петровская улица']",residential,False,False,277.293,"LINESTRING (52.2388829 59.3441351, 52.2407229 59.3448201, 52.2409584 59.3447301, 52.2414343 59.3444735, 52.2423401 59.3437852)",,,
"[215978333, 48633574]",Петровская улица,"['residential', 'tertiary']",False,True,166.966,"LINESTRING (52.2388829 59.3441351, 52.2373271 59.3435156, 52.2370926 59.3434222, 52.2365544 59.3432159)",,,
51137105,улица Пушкина,residential,False,True,149.221,"LINESTRING (52.2404127 59.3430431, 52.2388829 59.3441351)",,,
60430422,улица Карла Маркса,residential,False,True,136.934,"LINESTRING (52.2404127 59.3430431, 52.2423401 59.3437852)",,,
51137105,улица Пушкина,residential,False,False,150.176,"LINESTRING (52.2404127 59.3430431, 52.2412277 59.3424503, 52.24193 59.3419361)",,,
60430422,улица Карла Маркса,residential,False,False,51.739000000000004,"LINESTRING (52.2404127 59.3430431, 52.2400408 59.3429017, 52.2396607 59.3427802)",,,
51137105,улица Пушкина,residential,False,False,164.656,"LINESTRING (52.24193 59.3419361, 52.2427342 59.3413234, 52.2435582 59.34071)",,,
51137105,улица Пушкина,residential,False,True,150.176,"LINESTRING (52.24193 59.3419361, 52.2412277 59.3424503, 52.2404127 59.3430431)",,,
206114112,Милицейская улица,residential,False,False,158.761,"LINESTRING (52.24193 59.3419361, 52.2398248 59.341067, 52.2397538 59.3410377)",,,
206114112,Милицейская улица,residential,False,True,138.697,"LINESTRING (52.24193 59.3419361, 52.2436428 59.3425984, 52.2438625 59.3427)",,,
48680070,Слободская улица,tertiary,False,True,154.164,"LINESTRING (52.2375489 59.3401559, 52.2380445 59.3398363, 52.2382983 59.3396726, 52.2387026 59.3394103, 52.238792 59.3393546, 52.2391173 59.3391399, 52.2392292 59.339066)",,,
207902808,Слободская улица,residential,False,False,153.078,"LINESTRING (52.2375489 59.3401559, 52.2371841 59.3404066, 52.2359115 59.3412504)",,,
268046255,Милицейская улица,tertiary,False,False,150.45,"LINESTRING (52.2375489 59.3401559, 52.2368784 59.3398731, 52.2365293 59.3397258, 52.2359867 59.3395058, 52.2354882 59.3393037)",,,
"[268046256, 207902381]",Милицейская улица,tertiary,False,True,158.886,"LINESTRING (52.2375489 59.3401559, 52.2383216 59.3404632, 52.2396487 59.3409955, 52.2397538 59.3410377)",,,
48633028,улица Карла Маркса,tertiary,False,True,154.815,"LINESTRING (52.2359115 59.3412504, 52.2337822 59.3403789)",,,
207902808,Слободская улица,residential,False,False,149.173,"LINESTRING (52.2359115 59.3412504, 52.2343326 59.3423235)",,,
48633028,улица Карла Маркса,tertiary,False,False,159.667,"LINESTRING (52.2359115 59.3412504, 52.2366043 59.3415159, 52.2376996 59.3419792, 52.2380019 59.3421049, 52.2381074 59.3421488)",,,
207902808,Слободская улица,residential,False,True,153.078,"LINESTRING (52.2359115 59.3412504, 52.2371841 59.3404066, 52.2375489 59.3401559)",,,
207902808,Слободская улица,residential,False,True,149.173,"LINESTRING (52.2343326 59.3423235, 52.2359115 59.3412504)",,,
48633574,Петровская улица,tertiary,False,False,160.37199999999999,"LINESTRING (52.2343326 59.3423235, 52.2349056 59.3425508, 52.2355625 59.3428076, 52.2357763 59.3428942, 52.2365544 59.3432159)",,,
268044022,улица Кирова,secondary,False,False,113.747,"LINESTRING (52.2354649 59.3376315, 52.2355313 59.3376568, 52.236269 59.3379351, 52.2370647 59.3382485)",40,,
"[268045875, 72214695]",Березничная улица,residential,False,True,304.20599999999996,"LINESTRING (52.2354649 59.3376315, 52.2356019 59.3375717, 52.2357838 59.3374374, 52.2359426 59.33732, 52.2361149 59.3371056, 52.2357501 59.3369155, 52.2366713 59.336318, 52.2371138 59.336037, 52.2377434 59.3356468, 52.2380106 59.3354812)",,,no
"[268045875, 72214695]",Березничная улица,residential,False,False,304.20599999999996,"LINESTRING (52.2380106 59.3354812, 52.2377434 59.3356468, 52.2371138 59.336037, 52.2366713 59.336318, 52.2357501 59.3369155, 52.2361149 59.3371056, 52.2359426 59.33732, 52.2357838 59.3374374, 52.2356019 59.3375717, 52.2354649 59.3376315)",,,no
51136191,улица Павлова,residential,False,False,168.393,"LINESTRING (52.2419194 59.3372292, 52.242447 59.3375513, 52.2425569 59.3376184, 52.2429662 59.3378897, 52.2437611 59.3384168)",,,
"[48844613, 51136191]","['улица Широнина', 'улица Павлова']","['residential', 'tertiary']",False,"[False, True]",417.21400000000006,"LINESTRING (52.2419194 59.3372292, 52.241315 59.3368997, 52.2410379 59.3367394, 52.2401828 59.3363501, 52.2399575 59.3364027, 52.2397658 59.3364465, 52.239447 59.3366598, 52.2393618 59.3367182, 52.2391538 59.3368604, 52.2386226 59.3372235, 52.2383962 59.3373662, 52.238299 59.3374172, 52.237489 59.3379436, 52.237342 59.3380479, 52.2371494 59.3381872, 52.2370647 59.3382485)",,,
137709704,Слободская улица,residential,False,False,290.11,"LINESTRING (52.2419194 59.3372292, 52.2416357 59.3373467, 52.2414992 59.3374472, 52.2413023 59.337573, 52.2411529 59.3377061, 52.2397874 59.338671, 52.2397695 59.3387668, 52.2397802 59.3388403, 52.2402017 59.3389971, 52.2398545 59.3392333, 52.2397762 59.3392845)",,,
137709704,Слободская улица,residential,False,True,290.11,"LINESTRING (52.2397762 59.3392845, 52.2398545 59.3392333, 52.2402017 59.3389971, 52.2397802 59.3388403, 52.2397695 59.3387668, 52.2397874 59.338671, 52.2411529 59.3377061, 52.2413023 59.337573, 52.2414992 59.3374472, 52.2416357 59.3373467, 52.2419194 59.3372292)",,,
268044022,улица Кирова,secondary,False,False,114.464,"LINESTRING (52.2397762 59.3392845, 52.2399493 59.3393564, 52.2405746 59.3395862, 52.2414054 59.339892)",40,,
268044022,улица Кирова,secondary,False,True,39.408,"LINESTRING (52.2397762 59.3392845, 52.2396475 59.3392368, 52.2392292 59.339066)",40,,
206114112,Милицейская улица,residential,False,False,11.61,"LINESTRING (52.2439673 59.3427897, 52.2438625 59.3427)",,,
