osmid,oneway,lanes,highway,reversed,length,geometry,name,tunnel
40622670,False,,residential,False,179.298,"LINESTRING (49.6618905 58.6051719, 49.6618954 58.6052207, 49.6618652 58.6056072, 49.6618486 58.6058182, 49.6618361 58.6059779, 49.6617785 58.6067145, 49.6617731 58.606783)",улица Дерендяева,
46108187,False,,residential,False,187.147,"LINESTRING (49.6621432 58.6017626, 49.662144 58.6018057, 49.6621082 58.6023181, 49.6620874 58.6026149, 49.6620805 58.6026878, 49.6620625 58.6029602, 49.6620279 58.603374, 49.6620219 58.6034444)",улица Дерендяева,
62332746,False,,residential,True,169.656,"LINESTRING (49.6621432 58.6017626, 49.6622654 58.6017652, 49.6630095 58.601781, 49.6639476 58.601801, 49.6640741 58.6018078, 49.6649359 58.6018223, 49.6650691 58.6018248)",Спасская улица,
104421781,True,,residential,False,191.829,"LINESTRING (49.6621432 58.6017626, 49.6621433 58.6017027, 49.6621695 58.6000375)",улица Дерендяева,
"[45728131, 120878620]",False,,secondary,True,215.61,"LINESTRING (49.6681091 58.6018713, 49.6681041 58.6019809, 49.6680663 58.6028144, 49.6680871 58.6028708, 49.668123 58.6029045, 49.6681665 58.6029307, 49.6687946 58.6032166, 49.6689378 58.6032982, 49.66901 58.6033447, 49.6690746 58.6033972, 49.6691019 58.603428, 49.6691268 58.6034684, 49.6691451 58.6035187, 49.66915 58.6035584, 49.6691538 58.6035888)",улица Карла Маркса,
62332746,False,,residential,False,176.18400000000005,"LINESTRING (49.6681091 58.6018713, 49.6679104 58.6018683, 49.6669127 58.601853, 49.6658084 58.6018361, 49.6656696 58.601834, 49.6652843 58.6018281, 49.6650691 58.6018248)",Спасская улица,
62332747,True,,residential,False,250.343,"LINESTRING (49.6681091 58.6018713, 49.6682829 58.6018751, 49.6688803 58.601888, 49.6693929 58.6018991, 49.6702643 58.6019181, 49.6704157 58.6019214, 49.6709609 58.6019332, 49.671235 58.6019392, 49.6722866 58.601962, 49.6724268 58.601965)",Спасская улица,
176410672,False,,secondary,False,187.238,"LINESTRING (49.6681091 58.6018713, 49.6681142 58.6018039, 49.6681346 58.6015373, 49.6681433 58.6014235, 49.6681545 58.6012762, 49.6682148 58.6004861, 49.6682313 58.6002704, 49.6682334 58.6001887)",улица Карла Маркса,
"[1213527482, 314165110]",False,,residential,False,188.764,"LINESTRING (49.6621695 58.6000375, 49.6620232 58.6000342, 49.6616693 58.6000261, 49.6615316 58.6000221, 49.6603989 58.5999973, 49.6592708 58.5999726, 49.6589918 58.5999643, 49.6589145 58.599962)",улица Герцена,
314165110,False,,residential,True,171.50799999999998,"LINESTRING (49.6621695 58.6000375, 49.6623545 58.6000418, 49.663505 58.6000625, 49.6639863 58.6000737, 49.6642314 58.6000794, 49.6643813 58.6000829, 49.6650331 58.6000948, 49.6651272 58.6001003)",улица Герцена,
102304577,True,4,residential,False,191.789,"LINESTRING (49.6651272 58.6001003, 49.6650902 58.6009306, 49.6650813 58.6013094, 49.6650709 58.6017479, 49.6650691 58.6018248)",улица Карла Либкнехта,
314165110,False,,residential,False,171.50799999999998,"LINESTRING (49.6651272 58.6001003, 49.6650331 58.6000948, 49.6643813 58.6000829, 49.6642314 58.6000794, 49.6639863 58.6000737, 49.663505 58.6000625, 49.6623545 58.6000418, 49.6621695 58.6000375)",улица Герцена,
314165110,False,,residential,True,180.26399999999998,"LINESTRING (49.6651272 58.6001003, 49.6652326 58.6001014, 49.6656658 58.6001089, 49.6666534 58.6001264, 49.6669109 58.6001359, 49.6670069 58.6001401, 49.6671457 58.6001464, 49.6680462 58.6001802, 49.6682334 58.6001887)",улица Герцена,
176410672,False,,secondary,True,187.238,"LINESTRING (49.6682334 58.6001887, 49.6682313 58.6002704, 49.6682148 58.6004861, 49.6681545 58.6012762, 49.6681433 58.6014235, 49.6681346 58.6015373, 49.6681142 58.6018039, 49.6681091 58.6018713)",улица Карла Маркса,
251639050,True,,residential,False,252.063,"LINESTRING (49.6682334 58.6001887, 49.6683781 58.6001888, 49.6688207 58.6001944, 49.6695178 58.6002032, 49.6699922 58.6002093, 49.6700957 58.6002106, 49.6704694 58.6002153, 49.6708572 58.6002224, 49.6725824 58.600254)",улица Герцена,
314165110,False,,residential,False,180.26399999999998,"LINESTRING (49.6682334 58.6001887, 49.6680462 58.6001802, 49.6671457 58.6001464, 49.6670069 58.6001401, 49.6669109 58.6001359, 49.6666534 58.6001264, 49.6656658 58.6001089, 49.6652326 58.6001014, 49.6651272 58.6001003)",улица Герцена,
68244409,False,,residential,False,14.927,"LINESTRING (49.6725824 58.600254, 49.6725887 58.6001198)",улица Володарского,
68244409,False,,residential,True,96.79299999999999,"LINESTRING (49.6725824 58.600254, 49.6725814 58.6003341, 49.6725656 58.6005493, 49.6725618 58.6006012, 49.6725381 58.6009245, 49.6725249 58.6011049, 49.6725237 58.6011239)",улица Володарского,
62332746,False,,residential,False,169.656,"LINESTRING (49.6650691 58.6018248, 49.6649359 58.6018223, 49.6640741 58.6018078, 49.6639476 58.601801, 49.6630095 58.601781, 49.6622654 58.6017652, 49.6621432 58.6017626)",Спасская улица,
62332746,False,,residential,True,176.184,"LINESTRING (49.6650691 58.6018248, 49.6652843 58.6018281, 49.6656696 58.601834, 49.6658084 58.6018361, 49.6669127 58.601853, 49.6679104 58.6018683, 49.6681091 58.6018713)",Спасская улица,
168746329,False,2,residential,False,242.564,"LINESTRING (49.6650691 58.6018248, 49.6650674 58.601874, 49.6650534 58.602187, 49.6650407 58.6024783, 49.6650185 58.6029869, 49.6649778 58.6035464, 49.6649444 58.6040052)",улица Карла Либкнехта,
168746329,False,2,residential,True,137.34300000000002,"LINESTRING (49.6648887 58.6052398, 49.6648814 58.6051379, 49.6649191 58.60446, 49.6649444 58.6040052)",улица Карла Либкнехта,
"[428658811, 737570151]",False,,secondary,False,103.947,"LINESTRING (49.6648887 58.6052398, 49.6650479 58.6052516, 49.6660712 58.6052728, 49.6666806 58.6052806)",Преображенская улица,
"[737570153, 737570154]",False,4,residential,False,174.68900000000002,"LINESTRING (49.6648887 58.6052398, 49.6648823 58.6052963, 49.6648736 58.6054185, 49.6648679 58.605499, 49.6648634 58.6055623, 49.6648372 58.6059305, 49.6648093 58.6063233, 49.6647801 58.6067334, 49.6647747 58.6068097)",улица Карла Либкнехта,
"[737570155, 737570156, 737570157, 737570158, 737570159, 40622669]",False,,secondary,True,173.851,"LINESTRING (49.6648887 58.6052398, 49.6647643 58.6052364, 49.6640105 58.605217, 49.6638401 58.6052103, 49.663476 58.6052015, 49.6629341 58.6051896, 49.6628027 58.60519, 49.6618905 58.6051719)",Преображенская улица,
168746329,False,2,residential,False,137.34300000000002,"LINESTRING (49.6649444 58.6040052, 49.6649191 58.60446, 49.6648814 58.6051379, 49.6648887 58.6052398)",улица Карла Либкнехта,
168746329,False,2,residential,True,242.56400000000002,"LINESTRING (49.6649444 58.6040052, 49.6649778 58.6035464, 49.6650185 58.6029869, 49.6650407 58.6024783, 49.6650534 58.602187, 49.6650674 58.601874, 49.6650691 58.6018248)",улица Карла Либкнехта,
172299473,False,4,residential,True,171.103,"LINESTRING (49.6649444 58.6040052, 49.6648244 58.604004, 49.6636111 58.6039917, 49.6629763 58.6039852, 49.6628446 58.6039839, 49.6621353 58.6039766, 49.6619912 58.6039752)",Московская улица,
40622670,False,,residential,True,179.298,"LINESTRING (49.6617731 58.606783, 49.6617785 58.6067145, 49.6618361 58.6059779, 49.6618486 58.6058182, 49.6618652 58.6056072, 49.6618954 58.6052207, 49.6618905 58.6051719)",улица Дерендяева,
93720627,False,,residential,False,195.18400000000003,"LINESTRING (49.6617731 58.606783, 49.6608158 58.606766, 49.6606757 58.6067635, 49.6591204 58.6067359, 49.6584053 58.6067232)",Пятницкая улица,
93720627,False,,residential,True,173.886,"LINESTRING (49.6617731 58.606783, 49.6622453 58.6067871, 49.6624491 58.6067888, 49.6625693 58.6067898, 49.6637361 58.6067998, 49.6641662 58.6068035, 49.6646238 58.6068075, 49.6647747 58.6068097)",Пятницкая улица,
1172382262,False,4,secondary,False,70.09,"LINESTRING (49.6677154 58.6068416, 49.6677203 58.6067219, 49.6677403 58.6062114)",улица Карла Маркса,
93720627,False,,residential,False,173.886,"LINESTRING (49.6647747 58.6068097, 49.6646238 58.6068075, 49.6641662 58.6068035, 49.6637361 58.6067998, 49.6625693 58.6067898, 49.6624491 58.6067888, 49.6622453 58.6067871, 49.6617731 58.606783)",Пятницкая улица,
93720627,False,,residential,True,128.614,"LINESTRING (49.6647747 58.6068097, 49.6649105 58.606811, 49.6651685 58.6068134, 49.665729 58.6068187, 49.6660336 58.6068216, 49.6667456 58.6068283, 49.6669948 58.6068307)",Пятницкая улица,
"[737570153, 737570154]",False,4,residential,True,174.68900000000002,"LINESTRING (49.6647747 58.6068097, 49.6647801 58.6067334, 49.6648093 58.6063233, 49.6648372 58.6059305, 49.6648634 58.6055623, 49.6648679 58.605499, 49.6648736 58.6054185, 49.6648823 58.6052963, 49.6648887 58.6052398)",улица Карла Либкнехта,
25662400,False,,residential,True,174.43200000000002,"LINESTRING (49.6721418 58.6053775, 49.6721077 58.605749, 49.6720825 58.6060615, 49.6720633 58.6062987, 49.6720443 58.606534, 49.6720395 58.6065931, 49.6720101 58.6069447)",улица Володарского,
68241310,False,,residential,False,191.018,"LINESTRING (49.6721418 58.6053775, 49.6721587 58.6051072, 49.6722012 58.6045542, 49.6722635 58.6037422, 49.6722774 58.6036612)",улица Володарского,
"[40622672, 737570148]",False,2,secondary,True,187.913,"LINESTRING (49.6721418 58.6053775, 49.671914 58.6053532, 49.6712329 58.6053489, 49.6705459 58.6053359, 49.6699738 58.6053279, 49.6692728 58.6053207, 49.6689033 58.6053201)",Преображенская улица,
68241310,False,,residential,True,188.821,"LINESTRING (49.6724268 58.601965, 49.6723926 58.6023266, 49.6723397 58.6028883, 49.672314 58.603161, 49.6722776 58.6035467, 49.6722774 58.6036612)",улица Володарского,
25662400,False,,residential,False,174.43200000000002,"LINESTRING (49.6720101 58.6069447, 49.6720395 58.6065931, 49.6720443 58.606534, 49.6720633 58.6062987, 49.6720825 58.6060615, 49.6721077 58.605749, 49.6721418 58.6053775)",улица Володарского,
167497347,False,2,residential,False,211.23299999999998,"LINESTRING (49.6720101 58.6069447, 49.6702548 58.6069172, 49.6690268 58.6068927, 49.6687738 58.606883, 49.6683689 58.6068562)",Пятницкая улица,
93720627,False,,residential,False,128.61399999999998,"LINESTRING (49.6669948 58.6068307, 49.6667456 58.6068283, 49.6660336 58.6068216, 49.665729 58.6068187, 49.6651685 58.6068134, 49.6649105 58.606811, 49.6647747 58.6068097)",Пятницкая улица,
93720627,False,,residential,True,195.184,"LINESTRING (49.6584053 58.6067232, 49.6591204 58.6067359, 49.6606757 58.6067635, 49.6608158 58.606766, 49.6617731 58.606783)",Пятницкая улица,
"[1213527482, 314165110]",False,,residential,True,188.764,"LINESTRING (49.6589145 58.599962, 49.6589918 58.5999643, 49.6592708 58.5999726, 49.6603989 58.5999973, 49.6615316 58.6000221, 49.6616693 58.6000261, 49.6620232 58.6000342, 49.6621695 58.6000375)",улица Герцена,
435717142,False,,residential,False,113.88499999999999,"LINESTRING (49.6666806 58.6052806, 49.6666926 58.6051661, 49.6667199 58.6047466, 49.6667518 58.6042571)",улица Карла Маркса,
737570150,False,2,secondary,False,66.114,"LINESTRING (49.6666806 58.6052806, 49.667472 58.6052938, 49.6675799 58.6052956, 49.6678214 58.6052996)",Преображенская улица,
"[428658811, 737570151]",False,,secondary,True,103.947,"LINESTRING (49.6666806 58.6052806, 49.6660712 58.6052728, 49.6650479 58.6052516, 49.6648887 58.6052398)",Преображенская улица,
"[167497337, 167497338, 167497339]",True,,residential,False,37.889,"LINESTRING (49.6683689 58.6068562, 49.6683192 58.6068557, 49.6680453 58.6068493, 49.6680081 58.6068491, 49.66785 58.6068451, 49.6677154 58.6068416)",Пятницкая улица,building_passage
167497347,False,2,residential,True,211.233,"LINESTRING (49.6683689 58.6068562, 49.6687738 58.606883, 49.6690268 58.6068927, 49.6702548 58.6069172, 49.6720101 58.6069447)",Пятницкая улица,
68244409,False,,residential,False,96.79299999999999,"LINESTRING (49.6725237 58.6011239, 49.6725249 58.6011049, 49.6725381 58.6009245, 49.6725618 58.6006012, 49.6725656 58.6005493, 49.6725814 58.6003341, 49.6725824 58.600254)",улица Володарского,
68244409,False,,residential,True,14.927,"LINESTRING (49.6725887 58.6001198, 49.6725824 58.600254)",улица Володарского,
435717142,False,,residential,True,113.885,"LINESTRING (49.6667518 58.6042571, 49.6667199 58.6047466, 49.6666926 58.6051661, 49.6666806 58.6052806)",улица Карла Маркса,
