osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,area
87341181,улица Беклемищева,secondary,40,False,False,171.402,"LINESTRING (38.157001 53.9787837, 38.1570485 53.9772425)",,
87341181,улица Беклемищева,secondary,40,False,True,260.834,"LINESTRING (38.157001 53.9787837, 38.1570438 53.9793437, 38.1571767 53.9799114, 38.1573138 53.980535, 38.1573955 53.9810165, 38.157413 53.9811154)",,
88446299,улица Гагарина,residential,,False,False,73.871,"LINESTRING (38.157001 53.9787837, 38.1571189 53.9787849, 38.1581305 53.9787951)",2,
88446299,улица Гагарина,residential,,False,True,227.911,"LINESTRING (38.157001 53.9787837, 38.1568621 53.9787775, 38.156489 53.9787725, 38.156432 53.9787739, 38.1561514 53.978768, 38.1560722 53.9787645, 38.1554454 53.9787503, 38.1549666 53.9787463, 38.1535178 53.9787214)",2,
53471590,улица Трегубова,residential,,False,False,65.316,"LINESTRING (38.1597387 53.9788188, 38.1597568 53.9782315)",,
88446299,улица Гагарина,residential,,False,False,58.751000000000005,"LINESTRING (38.1597387 53.9788188, 38.1599197 53.9788225, 38.1606366 53.9788373)",2,
88446299,улица Гагарина,residential,,False,True,105.19699999999999,"LINESTRING (38.1597387 53.9788188, 38.1595822 53.9788165, 38.1581305 53.9787951)",2,
130732062,улица Трегубова,residential,,False,False,79.679,"LINESTRING (38.1622422 53.9824419, 38.1618356 53.9817664)",,
133606973,Советская площадь,residential,,False,True,30.647,"LINESTRING (38.1622422 53.9824419, 38.1624777 53.9826802)",,
751797925,улица Трегубова,residential,,False,True,24.19,"LINESTRING (38.1622422 53.9824419, 38.1624544 53.9822637)",,
88446299,улица Гагарина,residential,,False,False,232.683,"LINESTRING (38.1625819 53.9788929, 38.1633173 53.9789289, 38.1636808 53.9789352, 38.1640442 53.9789415, 38.1646987 53.9789541, 38.1647684 53.9789541, 38.1657769 53.978973, 38.1661363 53.9789793)",2,
88446299,улица Гагарина,residential,,False,True,127.382,"LINESTRING (38.1625819 53.9788929, 38.162041 53.9788673, 38.1611988 53.9788501, 38.1606366 53.9788373)",2,
90032027,улица Трегубова,residential,,True,False,374.916,"LINESTRING (38.1625819 53.9788929, 38.1625316 53.9799253, 38.1625309 53.9801002, 38.1625229 53.9803489, 38.1625127 53.9806667, 38.1624914 53.981249, 38.1624544 53.9822637)",1,
295777623,,residential,,False,True,162.054,"LINESTRING (38.1618927 53.9803094, 38.1618356 53.9817664)",,
130732062,улица Трегубова,residential,,False,False,5.83,"LINESTRING (38.1618927 53.9803094, 38.1619129 53.9802827, 38.1619141 53.9802595)",,
130732062,улица Трегубова,residential,,False,True,70.021,"LINESTRING (38.1618927 53.9803094, 38.1609571 53.9802942, 38.1608836 53.9803607)",,
326429245,,residential,,False,False,101.118,"LINESTRING (38.1675382 53.9776438, 38.1659925 53.9776186)",,
87341171,,residential,,False,False,88.346,"LINESTRING (38.1675382 53.9776438, 38.167533 53.977586, 38.1674837 53.9774845, 38.1672926 53.9772686, 38.1669415 53.9769405)",,
87341171,,residential,,False,True,149.34,"LINESTRING (38.1675382 53.9776438, 38.1675621 53.9787849, 38.167303 53.9789173)",,
87341171,,residential,,False,False,149.34,"LINESTRING (38.167303 53.9789173, 38.1675621 53.9787849, 38.1675382 53.9776438)",,
88446299,улица Гагарина,residential,,False,True,36.569,"LINESTRING (38.167303 53.9789173, 38.1672317 53.9789305, 38.1667586 53.9789919)",2,
88446294,Луговая улица,residential,,False,True,103.372,"LINESTRING (38.1677247 53.9797167, 38.1673556 53.9795147, 38.1671759 53.9793964, 38.1670257 53.9792765, 38.1668836 53.9791441, 38.1667586 53.9789919)",,
88446299,улица Гагарина,residential,,False,True,3.874,"LINESTRING (38.1667586 53.9789919, 38.1666996 53.9789951)",2,
88446294,Луговая улица,residential,,False,False,103.372,"LINESTRING (38.1667586 53.9789919, 38.1668836 53.9791441, 38.1670257 53.9792765, 38.1671759 53.9793964, 38.1673556 53.9795147, 38.1677247 53.9797167)",,
88446299,улица Гагарина,residential,,False,False,36.569,"LINESTRING (38.1667586 53.9789919, 38.1672317 53.9789305, 38.167303 53.9789173)",2,
133606973,Советская площадь,residential,,False,False,30.647,"LINESTRING (38.1624777 53.9826802, 38.1622422 53.9824419)",,
137425217,,residential,,False,True,45.535,"LINESTRING (38.1669415 53.9769405, 38.1668978 53.9765318)",,
325331421,Октябрьская улица,residential,,False,False,85.037,"LINESTRING (38.1669415 53.9769405, 38.166132 53.976342)",,
87341171,,residential,,False,True,88.346,"LINESTRING (38.1669415 53.9769405, 38.1672926 53.9772686, 38.1674837 53.9774845, 38.167533 53.977586, 38.1675382 53.9776438)",,
96355319,улица Трегубова,residential,,False,False,466.22900000000004,"LINESTRING (38.1669415 53.9769405, 38.1662045 53.9769402, 38.1656613 53.9769346, 38.1641761 53.976894, 38.1638201 53.9768865, 38.1611742 53.9768311, 38.1603453 53.97682, 38.1599785 53.9768043, 38.1598173 53.9767974)",,
53471590,улица Трегубова,residential,,False,True,159.514,"LINESTRING (38.1598173 53.9767974, 38.1597726 53.9778543, 38.1597568 53.9782315)",,
96355319,улица Трегубова,residential,,False,True,466.22900000000004,"LINESTRING (38.1598173 53.9767974, 38.1599785 53.9768043, 38.1603453 53.97682, 38.1611742 53.9768311, 38.1638201 53.9768865, 38.1641761 53.976894, 38.1656613 53.9769346, 38.1662045 53.9769402, 38.1669415 53.9769405)",,
131566213,улица Беклемищева,residential,,True,False,177.35500000000002,"LINESTRING (38.1598173 53.9767974, 38.1596415 53.9767926, 38.1585057 53.976759, 38.1574222 53.9767417, 38.1571074 53.9767367)",,
88446325,улица Циолковского,residential,,False,False,133.882,"LINESTRING (38.1536843 53.9799207, 38.1535984 53.9795422, 38.1535818 53.9793733, 38.1535178 53.9787214)",,
