osmid,oneway,name,highway,reversed,length,maxspeed,geometry
149407885,True,проспект Дружбы Народов,tertiary,False,18.074,,"LINESTRING (124.7109258 56.6574432, 124.7112215 56.6574414)"
149303099,True,улица Ленина,tertiary,False,311.302,60,"LINESTRING (124.7109258 56.6574432, 124.7109258 56.6572982, 124.7109259 56.6567284, 124.710926 56.6560912, 124.7109263 56.6549509, 124.7109263 56.6548662, 124.7109263 56.6547756, 124.7109263 56.6546436)"
149297256,True,проспект Дружбы Народов,tertiary,False,18.207,,"LINESTRING (124.7112217 56.6575951, 124.7109238 56.657595)"
"[545790346, 1225338454]",True,улица Ленина,tertiary,False,538.631,60,"LINESTRING (124.7112217 56.6575951, 124.7112207 56.6577893, 124.7112159 56.658691, 124.7112121 56.6594227, 124.711207 56.6603863, 124.7111974 56.6621932, 124.7111961 56.6624391)"
545790329,True,улица Ленина,tertiary,False,16.88,60,"LINESTRING (124.7109238 56.657595, 124.7109258 56.6574432)"
545790325,False,улица Карла Маркса,residential,False,17.474,,"LINESTRING (124.7109102 56.6624365, 124.7111961 56.6624391)"
"[545790330, 1225338452, 1225338453]",True,улица Ленина,tertiary,False,538.352,60,"LINESTRING (124.7109102 56.6624365, 124.7109109 56.6621932, 124.710916 56.6603873, 124.7109162 56.660294, 124.7109176 56.6597892, 124.7109187 56.6594231, 124.7109188 56.6593771, 124.7109219 56.6582866, 124.7109233 56.6577892, 124.7109238 56.657595)"
545790347,True,улица Ленина,tertiary,False,17.091,60,"LINESTRING (124.7112215 56.6574414, 124.7112217 56.6575951)"
545790325,False,улица Карла Маркса,residential,True,17.474,,"LINESTRING (124.7111961 56.6624391, 124.7109102 56.6624365)"
545985182,False,улица Ленина,residential,True,17.86,,"LINESTRING (124.7112185 56.6546435, 124.7109263 56.6546436)"
149544212,True,улица Ленина,tertiary,False,311.11400000000003,60,"LINESTRING (124.7112185 56.6546435, 124.7112187 56.6547738, 124.7112189 56.6549868, 124.7112197 56.6557731, 124.7112214 56.6572982, 124.7112215 56.6574414)"
545985182,False,улица Ленина,residential,False,17.86,,"LINESTRING (124.7109263 56.6546436, 124.7112185 56.6546435)"
