osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,junction
52020965,False,улица Гадаева,tertiary,True,79.15,"LINESTRING (45.6923489 43.3209937, 45.6924367 43.3210733, 45.6925528 43.3211947, 45.6926912 43.3213394, 45.6929154 43.3215738)",,,,
52106549,False,улица Лорсанова,secondary,True,237.517,"LINESTRING (45.6923489 43.3209937, 45.692281 43.3210325, 45.6916986 43.3213272, 45.6911055 43.3216274, 45.6901011 43.3221357, 45.6899416 43.3222164)",6,RU:urban,,
313283139,False,улица Гайрбекова,tertiary,False,119.25799999999998,"LINESTRING (45.6923489 43.3209937, 45.6922123 43.3208492, 45.6919551 43.3205806, 45.6917951 43.3204063, 45.6915686 43.3201595, 45.6915364 43.3201219, 45.6915208 43.3201065)",,,,
723089863,False,улица Лорсанова,secondary,False,92.64000000000001,"LINESTRING (45.6923489 43.3209937, 45.6924372 43.3209524, 45.6930964 43.320608, 45.6932829 43.3205118)",4,RU:urban,,
1169025758,False,улица Гайрбекова,tertiary,False,148.946,"LINESTRING (45.6900484 43.3186192, 45.6899898 43.3185613, 45.6897535 43.3183274, 45.689045 43.3176394, 45.6889434 43.3175479)",,,,
1169025759,True,проспект В. В. Путина,primary,False,216.63800000000003,"LINESTRING (45.6900484 43.3186192, 45.6901804 43.3185527, 45.6914957 43.3178437, 45.692029 43.3175562, 45.692203 43.3174624)",3,RU:urban,,
1169025760,False,улица Гайрбекова,tertiary,True,17.636,"LINESTRING (45.6900484 43.3186192, 45.6901192 43.3186893, 45.6901775 43.318747)",,,,
52107141,False,Кабардинская улица,secondary,False,111.803,"LINESTRING (45.692845 43.3240782, 45.6926731 43.3240522, 45.69163 43.323899, 45.6914898 43.3238809)",,,,
"[1169025728, 52025565]",True,улица Лорсанова,secondary,False,157.60399999999998,"LINESTRING (45.6899416 43.3222164, 45.6898436 43.322341, 45.6890979 43.3227129, 45.6884581 43.3230319, 45.6883994 43.3230612)",3,"['40', 'RU:urban']",,
52106549,False,улица Лорсанова,secondary,False,237.517,"LINESTRING (45.6899416 43.3222164, 45.6901011 43.3221357, 45.6911055 43.3216274, 45.6916986 43.3213272, 45.692281 43.3210325, 45.6923489 43.3209937)",6,RU:urban,,
