osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width
183484508,2,улица Островского,secondary,RU:urban,False,True,18.187,"LINESTRING (49.120687 55.7860231, 49.120467 55.7861301)",,
"[666022498, 85135388]",4,улица Островского,tertiary,40,False,False,76.504,"LINESTRING (49.120687 55.7860231, 49.1208017 55.7859647, 49.1209623 55.785883, 49.1215376 55.7855934, 49.121594 55.7855614)",,
26772852,3,Право-Булачная улица,primary,RU:urban,True,False,20.133,"LINESTRING (49.1189135 55.7847693, 49.1186319 55.7848571)",,
74711874,4,улица Пушкина,secondary,RU:urban,True,False,178.148,"LINESTRING (49.1189135 55.7847693, 49.1191155 55.7849031, 49.120244 55.7857091, 49.120687 55.7860231)",,
126984663,6,улица Марселя Салимжанова,primary,,False,True,78.263,"LINESTRING (49.1189135 55.7847693, 49.119204 55.7846688, 49.1192928 55.7846189, 49.1198489 55.7843073)",,
55222353,4,Университетская улица,residential,RU:urban,False,True,174.464,"LINESTRING (49.1174051 55.785572, 49.1174741 55.785621, 49.1175706 55.7856838, 49.1179249 55.7859438, 49.1180306 55.7860214, 49.1188192 55.7866002, 49.1190571 55.7867748, 49.1191102 55.7868138)",,
"[175850458, 175850459, 86217916]",2,Батуринский мост,residential,RU:urban,False,False,50.763000000000005,"LINESTRING (49.1174051 55.785572, 49.1172601 55.7854816, 49.117219 55.7854507, 49.1170048 55.785291, 49.1169762 55.7852697, 49.1169007 55.7852147)",viaduct,
55222353,4,Университетская улица,residential,RU:urban,False,False,174.464,"LINESTRING (49.1191102 55.7868138, 49.1190571 55.7867748, 49.1188192 55.7866002, 49.1180306 55.7860214, 49.1179249 55.7859438, 49.1175706 55.7856838, 49.1174741 55.785621, 49.1174051 55.785572)",,
"[1254705904, 581467978, 86218134]",2,улица Островского,residential,RU:urban,False,False,113.91300000000001,"LINESTRING (49.1191102 55.7868138, 49.1191708 55.7867831, 49.1193213 55.7867067, 49.1197264 55.786501, 49.1198087 55.7864598, 49.1201729 55.7862774, 49.1202364 55.7862442, 49.120467 55.7861301)",,
"[35411592, 533837354]",2,улица Артёма Айдинова,residential,RU:urban,False,False,135.832,"LINESTRING (49.1283163 55.7837446, 49.1281115 55.7836466, 49.1277198 55.7834769, 49.1272946 55.7832897, 49.1268674 55.7830804, 49.1267953 55.7830429, 49.1266593 55.7829573)",,
133127756,2,улица Артёма Айдинова,residential,RU:urban,False,False,112.65599999999999,"LINESTRING (49.1283163 55.7837446, 49.1294588 55.7843846, 49.1295405 55.7844322, 49.1295859 55.7844632)",,
203924986,2,Петербургская улица,residential,RU:urban,False,True,220.733,"LINESTRING (49.1283163 55.7837446, 49.1284782 55.7836636, 49.1288732 55.783466, 49.129371 55.783217, 49.130024 55.7829136, 49.1300579 55.7828979, 49.1301964 55.7828336, 49.1309061 55.7825056, 49.1310043 55.7824583)",,
