osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name
637090660,False,4,residential,60,False,6.969,"LINESTRING (103.5257586 52.8136229, 103.5258423 52.8135859)",
45417099,True,,tertiary,,False,228.669,"LINESTRING (103.5257586 52.8136229, 103.5256521 52.8135418, 103.5254394 52.81338, 103.5249666 52.8130201, 103.5238114 52.8121508, 103.5237591 52.8121257, 103.5236983 52.8121196, 103.5236256 52.8121155, 103.5235433 52.8121106)",
637090660,False,4,residential,60,True,63.979,"LINESTRING (103.5257586 52.8136229, 103.5256246 52.8136874, 103.5250632 52.8139543, 103.525011 52.8139791)",
31854378,False,2,residential,60,True,177.142,"LINESTRING (103.5191118 52.8177974, 103.5200143 52.8174116, 103.5202938 52.8172921, 103.5203131 52.8172839, 103.5212639 52.8168775)",
31854632,False,2,residential,60,True,57.123999999999995,"LINESTRING (103.5191118 52.8177974, 103.5193105 52.8180158, 103.5194774 52.8182603)",
31854632,False,2,residential,60,False,57.123999999999995,"LINESTRING (103.5194774 52.8182603, 103.5193105 52.8180158, 103.5191118 52.8177974)",
45817714,False,2,residential,60,False,17.182,"LINESTRING (103.5226277 52.8178646, 103.5224638 52.817746)",
630138979,False,2,living_street,60,True,104.832,"LINESTRING (103.5275406 52.8181583, 103.5286077 52.8174706)",Разведочная улица
630142318,False,1,living_street,60,True,67.143,"LINESTRING (103.5275406 52.8181583, 103.5282755 52.8185674)",Разведочная улица
35823985,False,1,residential,60,True,66.728,"LINESTRING (103.5269351 52.8163956, 103.5276058 52.8159531)",
228805683,False,1,residential,60,False,104.58200000000001,"LINESTRING (103.5269351 52.8163956, 103.5268736 52.8162799, 103.5267287 52.8161502, 103.5264498 52.8159865, 103.526136 52.8159638, 103.5259967 52.8158807, 103.5258614 52.8157953)",
228805683,False,1,residential,60,True,162.28199999999998,"LINESTRING (103.5269351 52.8163956, 103.5285133 52.8173102, 103.5286792 52.817405)",
35823985,False,1,residential,60,False,66.728,"LINESTRING (103.5276058 52.8159531, 103.5269351 52.8163956)",
35823989,False,2,residential,60,True,9.195,"LINESTRING (103.5276058 52.8159531, 103.5277038 52.8160108)",
35823989,False,2,residential,60,False,92.703,"LINESTRING (103.5276058 52.8159531, 103.527291 52.8156994, 103.5267567 52.8152962)",
35823335,False,2,unclassified,60,True,6.277,"LINESTRING (103.5273897 52.8111555, 103.5273312 52.8111115)",
637090660,False,4,residential,60,True,6.969,"LINESTRING (103.5258423 52.8135859, 103.5257586 52.8136229)",
637090660,False,4,residential,60,False,274.74,"LINESTRING (103.5258423 52.8135859, 103.5265556 52.8132448, 103.527059 52.8130055, 103.5278778 52.8126163, 103.5285378 52.8123025, 103.5290525 52.8120562)",
45817721,False,2,residential,60,True,101.238,"LINESTRING (103.5328 52.8148713, 103.5318521 52.8141637)",
35823989,False,2,residential,60,True,187.653,"LINESTRING (103.525011 52.8139791, 103.5253903 52.8142653, 103.5263524 52.8149912, 103.5265289 52.8151244, 103.5267567 52.8152962)",
637090660,False,4,residential,60,False,63.97899999999999,"LINESTRING (103.525011 52.8139791, 103.5250632 52.8139543, 103.5256246 52.8136874, 103.5257586 52.8136229)",
"[45817714, 637090660]",False,"['2', '4']",residential,60,True,487.6489999999999,"LINESTRING (103.525011 52.8139791, 103.5248663 52.8140485, 103.5248008 52.814079, 103.5245598 52.8141929, 103.5237636 52.8145721, 103.5233594 52.8147642, 103.5232644 52.8148093, 103.5231549 52.8148614, 103.5229167 52.8149746, 103.5227385 52.8150593, 103.5224556 52.8151939, 103.52217 52.8153296, 103.5219684 52.8154254, 103.5218405 52.8154862, 103.5217455 52.8155313, 103.5216709 52.8155668, 103.5215552 52.8156219, 103.5208819 52.8159419, 103.5206183 52.8160513, 103.5205447 52.816093, 103.5204911 52.8161433, 103.5204698 52.816194, 103.5204792 52.816245, 103.5205221 52.8163042, 103.5205664 52.8163488, 103.5209564 52.8166444, 103.5212639 52.8168775)",
31854378,False,2,residential,60,False,177.142,"LINESTRING (103.5212639 52.8168775, 103.5203131 52.8172839, 103.5202938 52.8172921, 103.5200143 52.8174116, 103.5191118 52.8177974)",
"[31854378, 637074659, 637074660]",False,"['1', '2']",residential,60,"[False, True]",413.02399999999994,"LINESTRING (103.5212639 52.8168775, 103.521776 52.8166309, 103.5218867 52.8165776, 103.5224391 52.8163115, 103.5225633 52.8162517, 103.5227764 52.8161491, 103.5231524 52.815968, 103.5233402 52.8158775, 103.5235833 52.8157604, 103.5238203 52.8156463, 103.5246351 52.8152538, 103.5249184 52.8151174, 103.5255461 52.8155873, 103.5257113 52.8157313, 103.5258614 52.8157953)",
"[45817714, 637090660]",False,"['2', '4']",residential,60,False,487.649,"LINESTRING (103.5212639 52.8168775, 103.5209564 52.8166444, 103.5205664 52.8163488, 103.5205221 52.8163042, 103.5204792 52.816245, 103.5204698 52.816194, 103.5204911 52.8161433, 103.5205447 52.816093, 103.5206183 52.8160513, 103.5208819 52.8159419, 103.5215552 52.8156219, 103.5216709 52.8155668, 103.5217455 52.8155313, 103.5218405 52.8154862, 103.5219684 52.8154254, 103.52217 52.8153296, 103.5224556 52.8151939, 103.5227385 52.8150593, 103.5229167 52.8149746, 103.5231549 52.8148614, 103.5232644 52.8148093, 103.5233594 52.8147642, 103.5237636 52.8145721, 103.5245598 52.8141929, 103.5248008 52.814079, 103.5248663 52.8140485, 103.525011 52.8139791)",
45817714,False,2,residential,60,True,125.81099999999999,"LINESTRING (103.5212639 52.8168775, 103.5215087 52.8170547, 103.5224638 52.817746)",
31954675,False,2,living_street,60,False,159.95999999999998,"LINESTRING (103.5318812 52.8178387, 103.5317154 52.817771, 103.5314179 52.8176494, 103.5312278 52.8175717, 103.5312066 52.817559, 103.5308123 52.8173246, 103.5305702 52.8171806, 103.5302401 52.8169789, 103.5300999 52.8168931)",Зелёная улица
31954675,False,2,living_street,60,False,120.874,"LINESTRING (103.5300999 52.8168931, 103.5297595 52.8171155, 103.5296469 52.8171351, 103.5295313 52.8171376, 103.5293694 52.8170934, 103.5292503 52.8171015, 103.5291186 52.8171428, 103.5290005 52.8171996, 103.5286792 52.817405)",Зелёная улица
31954675,False,2,living_street,60,True,159.95999999999998,"LINESTRING (103.5300999 52.8168931, 103.5302401 52.8169789, 103.5305702 52.8171806, 103.5308123 52.8173246, 103.5312066 52.817559, 103.5312278 52.8175717, 103.5314179 52.8176494, 103.5317154 52.817771, 103.5318812 52.8178387)",Зелёная улица
