osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed
185853803,True,Валовый переулок,tertiary,False,49.149,"LINESTRING (38.140124 56.3194092, 38.1404622 56.3193697, 38.1405414 56.319347, 38.1408627 56.3192542)",,,
"[172989841, 391946390]",False,проспект Красной Армии,secondary,True,218.85499999999996,"LINESTRING (38.140124 56.3194092, 38.1399803 56.3192661, 38.1396485 56.3189357, 38.1395159 56.3187622, 38.1392954 56.3184808, 38.1390935 56.3182026, 38.1389343 56.3179879, 38.1386662 56.3176177)",5,46Н-13910,RU:urban
31483550,False,Пионерская улица,residential,False,187.491,"LINESTRING (38.1387252 56.3120039, 38.1387196 56.312184, 38.1387029 56.3123993, 38.1386669 56.312875, 38.1386098 56.3133396, 38.1385782 56.3136561, 38.138575 56.3136878)",,,
60444398,True,Бероунская улица,secondary,False,39.323,"LINESTRING (38.1416522 56.3169297, 38.1410535 56.3170514)",,,
186014242,False,Валовая улица,secondary,True,199.298,"LINESTRING (38.1416522 56.3169297, 38.1416854 56.3168327, 38.1416844 56.3168099, 38.1416822 56.316761, 38.1413977 56.3163722, 38.1409588 56.3157943, 38.1406635 56.3154299, 38.1405577 56.3152643)",,,
511755529,False,проспект Красной Армии,secondary,False,97.965,"LINESTRING (38.1356386 56.3136759, 38.1361516 56.3143453, 38.1362617 56.3144863)",4,46Н-13910,RU:urban
511755529,False,проспект Красной Армии,secondary,True,263.19399999999996,"LINESTRING (38.1356386 56.3136759, 38.1356073 56.3136283, 38.1353943 56.3133465, 38.1348914 56.3126882, 38.1346449 56.3123471, 38.1345485 56.3122137, 38.1344676 56.3121065, 38.1344207 56.3119994, 38.1343925 56.3118514, 38.1343764 56.3117122, 38.1343496 56.3115412, 38.1343338 56.3114434)",4,46Н-13910,RU:urban
31483550,False,Пионерская улица,residential,True,187.49099999999999,"LINESTRING (38.138575 56.3136878, 38.1385782 56.3136561, 38.1386098 56.3133396, 38.1386669 56.312875, 38.1387029 56.3123993, 38.1387196 56.312184, 38.1387252 56.3120039)",,,
35219298,True,улица Шлякова,residential,False,181.11700000000002,"LINESTRING (38.138575 56.3136878, 38.1371117 56.3136835, 38.1358301 56.3136723, 38.1356386 56.3136759)",2,,
697523530,True,улица Карла Маркса,secondary,False,121.49100000000001,"LINESTRING (38.1368074 56.3117842, 38.1382177 56.3119908, 38.138395 56.3120103, 38.1385014 56.3120082, 38.1387252 56.3120039)",,,
"[697523530, 23892118]",True,улица Карла Маркса,secondary,False,157.623,"LINESTRING (38.1343338 56.3114434, 38.1345592 56.3114443, 38.1356011 56.3116012, 38.1359261 56.3116502, 38.1368074 56.3117842)",,,
511755529,False,проспект Красной Армии,secondary,False,263.194,"LINESTRING (38.1343338 56.3114434, 38.1343496 56.3115412, 38.1343764 56.3117122, 38.1343925 56.3118514, 38.1344207 56.3119994, 38.1344676 56.3121065, 38.1345485 56.3122137, 38.1346449 56.3123471, 38.1348914 56.3126882, 38.1353943 56.3133465, 38.1356073 56.3136283, 38.1356386 56.3136759)",4,46Н-13910,RU:urban
36003134,False,,unclassified,False,240.20999999999998,"LINESTRING (38.1362617 56.3144863, 38.1361171 56.3145234, 38.1349864 56.3147867, 38.1348292 56.314818, 38.1346738 56.3148458, 38.1345875 56.314863, 38.1342889 56.3149298, 38.1341794 56.3149811, 38.1340266 56.3150584, 38.1338072 56.3152098, 38.1333196 56.3157349)",,,
"[172989840, 511755527]",False,проспект Красной Армии,secondary,False,378.461,"LINESTRING (38.1362617 56.3144863, 38.1363222 56.3145649, 38.1363609 56.3146152, 38.1370012 56.3154386, 38.1372455 56.3157689, 38.1376981 56.3163578, 38.138482 56.3173779, 38.1386662 56.3176177)",4,46Н-13910,RU:urban
511755529,False,проспект Красной Армии,secondary,True,97.965,"LINESTRING (38.1362617 56.3144863, 38.1361516 56.3143453, 38.1356386 56.3136759)",4,46Н-13910,RU:urban
36257185,True,улица 8 Марта,tertiary,False,43.54299999999999,"LINESTRING (38.1293809 56.3141741, 38.1291608 56.3142182, 38.128994 56.3142516, 38.1287069 56.3142884)",,,
