osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,width,geometry,access
"[187235363, 142571828]",,,Ясная улица,living_street,,False,"[False, True]",240.49999999999997,"['4.5 m', '4.5']","LINESTRING (30.4447393 60.0463687, 30.4436565 60.0461544, 30.4435562 60.0461751, 30.4431359 60.0464452, 30.4423613 60.0468468, 30.4416582 60.0472593, 30.4416055 60.0472832, 30.4415123 60.0473023)",
187235363,,,,living_street,,False,True,116.351,4.5 m,"LINESTRING (30.4447393 60.0463687, 30.4454069 60.0465165, 30.4462948 60.046727, 30.4465241 60.0468234, 30.4465842 60.0468518)",
137532024,1,,Тихая улица,living_street,,False,False,102.606,4.5,"LINESTRING (30.4460182 60.048812, 30.4459141 60.0487889, 30.4457928 60.0487775, 30.4453093 60.0487679, 30.4449494 60.0487297, 30.4442204 60.0486241)",
247900934,,,Тихая улица,residential,,False,False,195.99199999999996,4.5 m,"LINESTRING (30.4460182 60.048812, 30.4462078 60.0486162, 30.4464091 60.0484588, 30.4471475 60.0479041, 30.447215 60.0478756, 30.4472806 60.0478617, 30.447337 60.0478696, 30.4474925 60.0479023, 30.4476491 60.0479167, 30.4478427 60.0479038, 30.4483083 60.0477995, 30.4484351 60.0478224)",
833340983,,,Тихая улица,residential,,False,True,39.504000000000005,4.5 m,"LINESTRING (30.4460182 60.048812, 30.4456142 60.0490687, 30.4455829 60.0490929)",
238589701,,,Тихая улица,residential,,False,False,101.68199999999999,6.5,"LINESTRING (30.4455829 60.0490929, 30.4448538 60.0489764, 30.4444824 60.048917, 30.4444 60.0488953, 30.4443414 60.0488592, 30.4442739 60.0487728, 30.4442577 60.0486859, 30.4442204 60.0486241)",
238589701,,,Тихая улица,residential,,False,True,127.573,6.5,"LINESTRING (30.4455829 60.0490929, 30.4457542 60.0491169, 30.4463578 60.0491824, 30.4471044 60.0492548, 30.4472472 60.0492563, 30.4473973 60.0492359, 30.4477093 60.0491805, 30.447814 60.0491602)",
833340983,,,Тихая улица,residential,,False,False,39.504000000000005,4.5 m,"LINESTRING (30.4455829 60.0490929, 30.4456142 60.0490687, 30.4460182 60.048812)",
137532025,,,,residential,,False,False,130.441,4.5 m,"LINESTRING (30.4504025 60.0483419, 30.4503155 60.0482972, 30.4497843 60.0480243, 30.4488241 60.0474735)",
238589700,,,Боровая улица,residential,20,False,False,50.959,4.5 m,"LINESTRING (30.4504025 60.0483419, 30.4508507 60.0481722, 30.4511234 60.0480584)",
238589700,,,Боровая улица,residential,20,False,True,119.34299999999999,4.5 m,"LINESTRING (30.4504025 60.0483419, 30.4497033 60.0487146, 30.4490689 60.049061, 30.4489555 60.0491351)",
142571829,,,проезд Н. Я. Бичурина,residential,20,False,False,120.11100000000002,4.5 m,"LINESTRING (30.4422446 60.0482185, 30.4424999 60.0484825, 30.4428457 60.0488355, 30.4429872 60.0489797, 30.4431152 60.0491016, 30.4432592 60.049165)",
142571829,,,проезд Н. Я. Бичурина,residential,20,False,True,109.959,4.5 m,"LINESTRING (30.4422446 60.0482185, 30.4418262 60.0477885, 30.4415123 60.0473023)",
"[142571811, 934946742]",,,Весёлая улица,living_street,,False,False,249.663,4.5 m,"LINESTRING (30.4422446 60.0482185, 30.4427605 60.0479806, 30.4429033 60.0477971, 30.4430536 60.04767, 30.4437177 60.0471898, 30.4447393 60.0463687)",
187831636,,,,residential,,False,False,153.794,4.5 m,"LINESTRING (30.447814 60.0491602, 30.4477897 60.0490247, 30.4478123 60.048892, 30.4484351 60.0478224)",
238589701,,,Тихая улица,residential,,False,False,127.573,6.5,"LINESTRING (30.447814 60.0491602, 30.4477093 60.0491805, 30.4473973 60.0492359, 30.4472472 60.0492563, 30.4471044 60.0492548, 30.4463578 60.0491824, 30.4457542 60.0491169, 30.4455829 60.0490929)",
238589701,,,Тихая улица,residential,,False,True,64.995,6.5,"LINESTRING (30.447814 60.0491602, 30.4480097 60.0491317, 30.4483346 60.0490949, 30.4488413 60.0491081, 30.4489555 60.0491351)",
31367836,2,,Вокзальная улица,tertiary,RU:urban,False,False,99.952,6,"LINESTRING (30.4465842 60.0468518, 30.4467512 60.046769, 30.4471754 60.0465457, 30.4477612 60.0461732)",
31367836,2,,Вокзальная улица,tertiary,RU:urban,False,True,237.186,6,"LINESTRING (30.4465842 60.0468518, 30.4464853 60.0469036, 30.446184 60.0470082, 30.4458588 60.0471734, 30.4456375 60.0473501, 30.4449159 60.0479839, 30.4446039 60.0482512, 30.444302 60.0484925, 30.4441607 60.0485837)",
187235363,,,,living_street,,False,False,116.351,4.5 m,"LINESTRING (30.4465842 60.0468518, 30.4465241 60.0468234, 30.4462948 60.046727, 30.4454069 60.0465165, 30.4447393 60.0463687)",
187831636,,,,residential,,False,True,86.096,4.5 m,"LINESTRING (30.4493097 60.0467482, 30.4490617 60.0469831, 30.448886 60.0472073, 30.4488241 60.0474735)",
189645272,,,2-я линия,residential,20,False,False,157.757,4.5 m,"LINESTRING (30.4493097 60.0467482, 30.449691 60.0468411, 30.4504582 60.0470463, 30.4505489 60.0470705, 30.4507193 60.0471039, 30.4515656 60.0472825, 30.4518873 60.0473408)",
"[189645272, 1082898731]",,,2-я линия,residential,"['20', 'RU:urban']",False,True,107.14899999999999,4.5 m,"LINESTRING (30.4493097 60.0467482, 30.4487484 60.0465464, 30.4481368 60.0463158, 30.4478261 60.0461973, 30.4477612 60.0461732)",
137532025,,,,residential,,False,True,130.441,4.5 m,"LINESTRING (30.4488241 60.0474735, 30.4497843 60.0480243, 30.4503155 60.0482972, 30.4504025 60.0483419)",
187831636,,,,residential,,False,False,86.096,4.5 m,"LINESTRING (30.4488241 60.0474735, 30.448886 60.0472073, 30.4490617 60.0469831, 30.4493097 60.0467482)",
187831636,,,,residential,,False,True,44.492,4.5 m,"LINESTRING (30.4488241 60.0474735, 30.4487397 60.0475293, 30.4484351 60.0478224)",
"[1116073613, 1116073615]","['2', '3']",,Центральная улица,secondary,40,True,False,91.542,,"LINESTRING (30.4449349 60.0429977, 30.4447661 60.0429492, 30.4443866 60.0427141, 30.4438201 60.0423982)",
"[302050816, 1187629522, 1187629523, 1080027942]",4,41К-065,Центральная улица,secondary,40,False,True,137.65200000000002,,"LINESTRING (30.4449349 60.0429977, 30.4451369 60.0431235, 30.4453969 60.0432855, 30.4456541 60.0434458, 30.4456905 60.0434685, 30.4457291 60.0434913, 30.4459245 60.0436065, 30.4461511 60.0437539, 30.4464777 60.0439665)",
1080027943,,,Кооперативная улица,residential,RU:urban,False,False,77.91300000000001,6.5,"LINESTRING (30.4408261 60.0436296, 30.4410768 60.0436757, 30.4419298 60.0438578, 30.4420661 60.0439365)",
229002858,,,Кооперативная улица,residential,RU:urban,False,False,36.691,,"LINESTRING (30.4468119 60.0448011, 30.447431 60.0449165)",
187087307,,,2-я линия,residential,,False,False,182.984,4.5 m,"LINESTRING (30.4468119 60.0448011, 30.4464313 60.0452619, 30.4464225 60.0453191, 30.4464546 60.0453619, 30.4465192 60.0454122, 30.4473849 60.0459761, 30.4475804 60.0460975, 30.4476584 60.0461351, 30.4477612 60.0461732)",
229002858,,,Кооперативная улица,residential,RU:urban,False,True,87.119,,"LINESTRING (30.4468119 60.0448011, 30.4457116 60.0445798, 30.4455464 60.044535, 30.445442 60.0445021, 30.4453844 60.044481)",
229002858,,,Кооперативная улица,residential,RU:urban,False,True,36.691,,"LINESTRING (30.447431 60.0449165, 30.4468119 60.0448011)",
1082898732,,,Кооперативная улица,residential,RU:urban,False,False,22.905,,"LINESTRING (30.447431 60.0449165, 30.4478015 60.0450071)",
778331990,,,,residential,RU:urban,False,False,21.997999999999998,,"LINESTRING (30.447431 60.0449165, 30.4476482 60.0448309, 30.4477435 60.0447949)",
1195606165,2,41К-065,Центральная улица,secondary,40,False,True,19.976,,"LINESTRING (30.4534702 60.0462915, 30.453137 60.0462237)",
431525542,2,41К-065,Центральная улица,secondary,40,False,False,69.032,,"LINESTRING (30.4534702 60.0462915, 30.4545556 60.0465161, 30.4546185 60.0465296)",
"[187235363, 142571828]",,,Ясная улица,living_street,,False,"[False, True]",240.5,"['4.5 m', '4.5']","LINESTRING (30.4415123 60.0473023, 30.4416055 60.0472832, 30.4416582 60.0472593, 30.4423613 60.0468468, 30.4431359 60.0464452, 30.4435562 60.0461751, 30.4436565 60.0461544, 30.4447393 60.0463687)",
142571829,,,проезд Н. Я. Бичурина,residential,20,False,False,109.959,4.5 m,"LINESTRING (30.4415123 60.0473023, 30.4418262 60.0477885, 30.4422446 60.0482185)",
"[23163458, 142571829]",,,"['Кооперативная улица', 'проезд Н. Я. Бичурина']",residential,"['20', 'RU:urban']",False,"[False, True]",412.42300000000006,4.5 m,"LINESTRING (30.4415123 60.0473023, 30.4409763 60.0464264, 30.4409307 60.0463494, 30.4405598 60.0456561, 30.4404931 60.0454856, 30.4403557 60.0451131, 30.4403661 60.045073, 30.4403966 60.0450396, 30.4404805 60.0450177, 30.4419499 60.0450141, 30.4420493 60.0450144, 30.4423864 60.0450023, 30.4427253 60.0449865, 30.4431136 60.0449559)",
1195606171,4,41К-065,Центральная улица,secondary,40,False,False,14.11,,"LINESTRING (30.4466349 60.0440662, 30.4464777 60.0439665)",
143573202,,,Школьная улица,living_street,,False,False,129.90300000000002,4.5 m,"LINESTRING (30.4466349 60.0440662, 30.4467265 60.0440239, 30.4467604 60.0440082, 30.4468791 60.0439534, 30.4469896 60.0439023, 30.4473545 60.0437166, 30.4483478 60.043271)",
"[783711321, 1195606170]",4,41К-065,Центральная улица,secondary,40,False,True,101.756,,"LINESTRING (30.4466349 60.0440662, 30.4470743 60.0443573, 30.4477435 60.0447949)",
226400989,,,Боровая улица,residential,20,False,False,47.479,4.5,"LINESTRING (30.4484934 60.0494944, 30.4489555 60.0491351)",
137532021,,,,living_street,,False,True,166.92700000000002,4.5 m,"LINESTRING (30.4484934 60.0494944, 30.4485388 60.0495115, 30.4487063 60.0495442, 30.4491167 60.0495919, 30.449904 60.0496202, 30.4505353 60.0496214, 30.4510155 60.0496129, 30.45146 60.0495862)",
137532021,,,,living_street,,False,False,166.92700000000002,4.5 m,"LINESTRING (30.45146 60.0495862, 30.4510155 60.0496129, 30.4505353 60.0496214, 30.449904 60.0496202, 30.4491167 60.0495919, 30.4487063 60.0495442, 30.4485388 60.0495115, 30.4484934 60.0494944)",
"[780474754, 410277947]",2,41К-305,шоссе в Лаврики,tertiary,"['40', 'RU:urban']",False,False,109.838,,"LINESTRING (30.45146 60.0495862, 30.4516261 60.0502521, 30.4517012 60.0504151, 30.4517566 60.050513, 30.4517809 60.0505592)",
410277947,2,41К-305,шоссе в Лаврики,tertiary,RU:urban,False,True,170.975,,"LINESTRING (30.45146 60.0495862, 30.4513651 60.0491552, 30.4512512 60.0487413, 30.4511305 60.0481885, 30.4511234 60.0480584)",
226400989,,,Боровая улица,residential,20,False,True,47.479,4.5,"LINESTRING (30.4489555 60.0491351, 30.4484934 60.0494944)",
238589700,,,Боровая улица,residential,20,False,False,119.34299999999999,4.5 m,"LINESTRING (30.4489555 60.0491351, 30.4490689 60.049061, 30.4497033 60.0487146, 30.4504025 60.0483419)",
238589701,,,Тихая улица,residential,,False,False,64.995,6.5,"LINESTRING (30.4489555 60.0491351, 30.4488413 60.0491081, 30.4483346 60.0490949, 30.4480097 60.0491317, 30.447814 60.0491602)",
31397284,1,41К-305,Английская улица,tertiary,RU:urban,True,False,36.891999999999996,,"LINESTRING (30.4529522 60.0464374, 30.4527552 60.0462067, 30.4527437 60.0461933, 30.4526893 60.0461327)",
431525543,2,41К-305,Английская улица,tertiary,RU:urban,False,False,117.248,,"LINESTRING (30.4529522 60.0464374, 30.452735 60.0467179, 30.4526274 60.0468162, 30.4518873 60.0473408)",
"[780474754, 410277947]",2,41К-305,шоссе в Лаврики,tertiary,"['40', 'RU:urban']",False,True,109.838,,"LINESTRING (30.4517809 60.0505592, 30.4517566 60.050513, 30.4517012 60.0504151, 30.4516261 60.0502521, 30.45146 60.0495862)",
238589701,,,Тихая улица,residential,,False,False,5.583,6.5,"LINESTRING (30.4442204 60.0486241, 30.4441607 60.0485837)",
137532024,1,,Тихая улица,living_street,,False,True,102.60600000000001,4.5,"LINESTRING (30.4442204 60.0486241, 30.4449494 60.0487297, 30.4453093 60.0487679, 30.4457928 60.0487775, 30.4459141 60.0487889, 30.4460182 60.048812)",
238589701,,,Тихая улица,residential,,False,True,101.68199999999999,6.5,"LINESTRING (30.4442204 60.0486241, 30.4442577 60.0486859, 30.4442739 60.0487728, 30.4443414 60.0488592, 30.4444 60.0488953, 30.4444824 60.048917, 30.4448538 60.0489764, 30.4455829 60.0490929)",
187831636,,,,residential,,False,False,44.492,4.5 m,"LINESTRING (30.4484351 60.0478224, 30.4487397 60.0475293, 30.4488241 60.0474735)",
187831636,,,,residential,,False,True,153.794,4.5 m,"LINESTRING (30.4484351 60.0478224, 30.4478123 60.048892, 30.4477897 60.0490247, 30.447814 60.0491602)",
247900934,,,Тихая улица,residential,,False,True,195.992,4.5 m,"LINESTRING (30.4484351 60.0478224, 30.4483083 60.0477995, 30.4478427 60.0479038, 30.4476491 60.0479167, 30.4474925 60.0479023, 30.447337 60.0478696, 30.4472806 60.0478617, 30.447215 60.0478756, 30.4471475 60.0479041, 30.4464091 60.0484588, 30.4462078 60.0486162, 30.4460182 60.048812)",
31367836,2,,Вокзальная улица,tertiary,RU:urban,False,False,113.996,6,"LINESTRING (30.4477612 60.0461732, 30.4480725 60.0459638, 30.4482615 60.0458013, 30.4484536 60.0456386, 30.4486037 60.0454931, 30.4486193 60.045478, 30.4488318 60.0453003)",
31367836,2,,Вокзальная улица,tertiary,RU:urban,False,True,99.952,6,"LINESTRING (30.4477612 60.0461732, 30.4471754 60.0465457, 30.4467512 60.046769, 30.4465842 60.0468518)",
187087307,,,2-я линия,residential,,False,True,182.98399999999998,4.5 m,"LINESTRING (30.4477612 60.0461732, 30.4476584 60.0461351, 30.4475804 60.0460975, 30.4473849 60.0459761, 30.4465192 60.0454122, 30.4464546 60.0453619, 30.4464225 60.0453191, 30.4464313 60.0452619, 30.4468119 60.0448011)",
"[189645272, 1082898731]",,,2-я линия,residential,"['20', 'RU:urban']",False,False,107.149,4.5 m,"LINESTRING (30.4477612 60.0461732, 30.4478261 60.0461973, 30.4481368 60.0463158, 30.4487484 60.0465464, 30.4493097 60.0467482)",
143573202,,,Школьная улица,living_street,,False,True,67.103,4.5 m,"LINESTRING (30.4494742 60.0430525, 30.4484986 60.0432446, 30.4483478 60.043271)",
143573202,,,Школьная улица,living_street,,False,False,67.103,4.5 m,"LINESTRING (30.4483478 60.043271, 30.4484986 60.0432446, 30.4494742 60.0430525)",
143573202,,,Школьная улица,living_street,,False,True,129.903,4.5 m,"LINESTRING (30.4483478 60.043271, 30.4473545 60.0437166, 30.4469896 60.0439023, 30.4468791 60.0439534, 30.4467604 60.0440082, 30.4467265 60.0440239, 30.4466349 60.0440662)",
915873945,,,Школьная улица,living_street,40,True,False,63.179,6.5,"LINESTRING (30.4483478 60.043271, 30.4481102 60.0431114, 30.4477033 60.042803)",
1153027567,,,,residential,,False,False,21.976,,"LINESTRING (30.4475171 60.0426286, 30.4477033 60.042803)",
"[829206694, 829206695]",1,,,living_street,RU:living_street,False,"[False, True]",35.368,,"LINESTRING (30.4475171 60.0426286, 30.4475633 60.042624, 30.4477167 60.04263, 30.447837 60.0427331, 30.4477658 60.0427595, 30.447737 60.0427731, 30.4477033 60.042803)",yes
146813243,2,41К-065,Центральная улица,secondary,40,False,True,26.837,,"LINESTRING (30.453137 60.0462237, 30.4526893 60.0461327)",
247900932,1,41К-305,Английская улица,tertiary,RU:urban,True,False,25.883,,"LINESTRING (30.453137 60.0462237, 30.4529522 60.0464374)",
1195606165,2,41К-065,Центральная улица,secondary,40,False,False,19.976,,"LINESTRING (30.453137 60.0462237, 30.4534702 60.0462915)",
31377035,4,41К-065,Центральная улица,secondary,40,False,True,82.975,,"LINESTRING (30.4477435 60.0447949, 30.4480463 60.0449794, 30.4484335 60.0451573, 30.4488318 60.0453003)",
778331990,,,,residential,RU:urban,False,True,21.997999999999998,,"LINESTRING (30.4477435 60.0447949, 30.4476482 60.0448309, 30.447431 60.0449165)",
"[783711321, 1195606170]",4,41К-065,Центральная улица,secondary,40,False,False,101.756,,"LINESTRING (30.4477435 60.0447949, 30.4470743 60.0443573, 30.4466349 60.0440662)",
1082898732,,,Кооперативная улица,residential,RU:urban,False,True,22.905,,"LINESTRING (30.4478015 60.0450071, 30.447431 60.0449165)",
186942697,,,Кооперативная улица,residential,RU:urban,False,False,83.47399999999999,6.5,"LINESTRING (30.4453844 60.044481, 30.4457526 60.0443009, 30.4461767 60.0440911, 30.4462759 60.0440493, 30.4463015 60.0440388, 30.4464777 60.0439665)",
186942697,,,Кооперативная улица,residential,RU:urban,False,True,18.186,6.5,"LINESTRING (30.4453844 60.044481, 30.4452784 60.0445346, 30.4451312 60.0445834)",
229002858,,,Кооперативная улица,residential,RU:urban,False,False,87.119,,"LINESTRING (30.4453844 60.044481, 30.445442 60.0445021, 30.4455464 60.044535, 30.4457116 60.0445798, 30.4468119 60.0448011)",
1153027567,,,,residential,,False,True,21.976,,"LINESTRING (30.4477033 60.042803, 30.4475171 60.0426286)",
"[829206694, 829206695]",1,,,living_street,RU:living_street,False,"[False, True]",35.368,,"LINESTRING (30.4477033 60.042803, 30.447737 60.0427731, 30.4477658 60.0427595, 30.447837 60.0427331, 30.4477167 60.04263, 30.4475633 60.042624, 30.4475171 60.0426286)",yes
803502245,2,,Токсовское шоссе,secondary,40,True,False,101.81,,"LINESTRING (30.4438201 60.0423982, 30.4437341 60.0423124, 30.4429079 60.0418318, 30.4426364 60.0417041)",
"[1195606169, 1116073614]","['2', '3']",,Центральная улица,secondary,40,True,False,88.583,,"LINESTRING (30.4440103 60.0423532, 30.4445113 60.0426786, 30.4448694 60.042909, 30.4449349 60.0429977)",
