osmid,name,highway,oneway,reversed,length,bridge,lanes,maxspeed,geometry
105663413,улица Фридриха Энгельса,unclassified,False,True,126.658,,,,"LINESTRING (45.3873874 52.3136501, 45.3892188 52.3134405)"
"[105623940, 105663413, 105623918]","['улица Фридриха Энгельса', 'Полкомский мост']",unclassified,False,False,143.116,yes,2,30,"LINESTRING (45.3873874 52.3136501, 45.386241 52.3137745, 45.3853513 52.3138575, 45.3853103 52.313858)"
105663414,улица Панфилова,residential,False,True,201.663,,,,"LINESTRING (45.3873874 52.3136501, 45.3870674 52.3124199, 45.3868944 52.3118619)"
105663413,улица Фридриха Энгельса,unclassified,False,False,130.523,,,,"LINESTRING (45.3911139 52.3132526, 45.3897585 52.3133793, 45.3892188 52.3134405)"
176713000,улица Фридриха Энгельса,residential,False,True,132.389,,,,"LINESTRING (45.3911139 52.3132526, 45.391893 52.3131814, 45.3930359 52.313061)"
277757123,Московская улица,residential,False,True,198.38100000000003,,,,"LINESTRING (45.3911139 52.3132526, 45.3910821 52.3131352, 45.3909863 52.3127811, 45.3908265 52.3121934, 45.3907877 52.3120489, 45.3906538 52.3114909)"
105663413,улица Фридриха Энгельса,unclassified,False,False,126.658,,,,"LINESTRING (45.3892188 52.3134405, 45.3873874 52.3136501)"
105586417,Советская улица,residential,False,False,199.29000000000002,,,,"LINESTRING (45.3892188 52.3134405, 45.3892288 52.3133391, 45.3890093 52.3125, 45.3889291 52.312246, 45.3888836 52.3120725, 45.3888211 52.3117649, 45.3888015 52.3116691)"
105663413,улица Фридриха Энгельса,unclassified,False,True,130.523,,,,"LINESTRING (45.3892188 52.3134405, 45.3897585 52.3133793, 45.3911139 52.3132526)"
105586423,улица Ломоносова,residential,False,False,300.608,,,,"LINESTRING (45.3925944 52.3112675, 45.3918981 52.3085978)"
105586423,улица Ломоносова,residential,False,True,201.674,,,,"LINESTRING (45.3925944 52.3112675, 45.3930359 52.313061)"
105663408,улица Кирова,residential,False,False,134.243,,,,"LINESTRING (45.3925944 52.3112675, 45.3906538 52.3114909)"
